DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,FEX_C,DPTO,ANO,MES,PERIODO,P5000,P5010,P5020,P5030,P5040,P5050,P5070,P5080,P5090,P5100,P5110,P5130,P5140,P5210S1,P5210S2,P5210S3,P5210S4,P5210S5,P5210S6,P5210S7,P5210S8,P5210S9,P5210S10,P5210S11,P5210S14,P5210S15,P5210S16,P5210S17,P5210S18,P5210S19,P5210S20,P5210S21,P5210S22,P5210S24,P5220,P5220S1,P6008,P6007,P6007S1,P4000,P4010,P4020,P4030S1,P4030S1A1,P4030S2,P4030S3,P4030S4,P4030S4A1,P4030S5,P4040,REGIS,P6006
4707244,1,1,1,,1,4297.4426043,68,2018,09,201809,3,2,1,1,1,1,1,3,3,,,,500000,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,2,4,2,,1,1,4,1,2,1,1,1,3,1,1,01,
4707245,1,1,1,,1,3664.2897817,68,2018,09,201809,3,2,1,1,1,1,1,3,5,,,400000,,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,2,1,2,6,2,,1,1,4,1,2,1,1,1,3,1,1,01,
4707246,1,1,1,,1,2114.85406,68,2018,09,201809,3,1,1,1,1,1,4,4,5,,,300000,,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,,1,1,2,1,1,2,1,1,3,1,1,01,
4707247,1,1,1,,1,3264.0094016,68,2018,09,201809,4,2,1,1,1,1,1,3,1,,50000000,400000,,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,3,3,1,1,1,1,4,1,1,1,1,1,3,1,1,01,
4707253,1,1,1,,1,3768.9020384,68,2018,09,201809,4,1,1,1,1,1,1,3,1,,98,1800000,,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,,2,1,4,1,4,1,1,1,3,1,1,01,
4707291,1,1,1,05,1,1039.0424293,05,2018,09,201809,3,2,1,1,1,1,1,3,3,,,,350000,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,3,2,,2,1,2,1,2,1,1,1,2,1,1,01,
4707292,1,1,1,05,1,1039.0424293,05,2018,09,201809,4,1,1,1,1,1,1,3,3,,,,400000,2,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,1,2,1,2,3,2,,2,1,2,1,2,1,1,1,2,1,1,01,
4707293,1,1,1,05,1,744.54925172,05,2018,09,201809,4,3,1,1,1,1,1,3,3,,,,580000,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707294,1,1,1,05,1,967.02824132,05,2018,09,201809,3,1,1,1,1,1,1,3,1,,70000000,500000,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707295,1,1,1,05,1,1371.5021014,05,2018,09,201809,1,1,1,2,1,1,1,3,3,,,,130000,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,3,1,4,1,3,1,1,1,2,1,1,01,
4707296,1,1,1,05,1,520.73510216,05,2018,09,201809,3,2,1,1,1,1,1,4,3,,,,560000,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,3,2,,2,1,4,1,3,2,1,1,2,1,1,01,
4707297,1,1,1,05,1,967.02824132,05,2018,09,201809,1,1,1,2,1,1,1,3,3,,,,150000,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,3,1,4,1,3,1,1,1,2,1,1,01,
4707298,1,1,1,05,1,1279.9014426,05,2018,09,201809,4,3,1,1,1,1,1,4,1,,98,450000,,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4707299,1,1,1,05,1,1081.4736579,05,2018,09,201809,4,2,1,1,1,1,1,3,2,451000,80000000,600000,,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707300,1,1,1,05,1,1068.4457555,05,2018,09,201809,1,1,1,2,1,1,1,3,3,,,,200000,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,3,1,4,1,3,1,1,1,2,1,1,01,
4707301,1,1,1,05,1,871.25795857,05,2018,09,201809,1,1,1,2,1,1,1,3,3,,,,300000,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,,3,1,4,1,3,1,1,1,2,1,1,01,
4707302,1,1,1,05,1,1533.3674485,05,2018,09,201809,3,2,1,1,1,1,1,3,1,,80000000,600000,,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,3,1,1,2,1,4,1,3,1,1,1,2,1,1,01,
4707303,1,1,1,05,1,843.78085179,05,2018,09,201809,4,2,1,1,1,1,1,3,3,,,,360000,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,2,1,2,1,2,1,1,1,2,1,1,01,
4707304,1,1,1,05,1,1039.0424293,05,2018,09,201809,3,2,1,1,1,1,1,3,2,650000,100000000,700000,,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,1,2,3,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4707305,1,1,1,05,1,936.77274954,05,2018,09,201809,4,2,1,1,1,1,1,3,2,300000,90000000,600000,,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,3,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707306,1,1,1,05,1,714.44203148,05,2018,09,201809,4,2,1,1,1,1,1,3,2,199000,98,600000,,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,3,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707307,1,1,1,05,1,1060.7496574,05,2018,09,201809,4,3,1,1,1,1,1,4,3,,,,400000,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,3,2,,2,1,4,1,3,2,1,1,2,1,1,01,
4707308,1,1,1,05,1,1289.3863478,05,2018,09,201809,6,4,1,1,1,1,1,3,4,,,800000,,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,5,5,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4707309,1,1,1,05,1,977.75500074,05,2018,09,201809,1,1,1,1,1,1,1,1,1,,100000000,700000,,2,1,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,4,2,1,1,6,1,1,01,
4707310,1,1,1,05,1,1058.4806286,05,2018,09,201809,2,1,1,1,1,1,1,4,1,,175000000,600000,,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,4,2,1,1,6,1,1,01,
4707311,1,1,1,05,1,713.05377218,05,2018,09,201809,1,1,1,1,1,1,1,3,3,,,,250000,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,3,1,4,1,3,1,1,1,2,1,1,01,
4707312,1,1,1,05,1,956.15321037,05,2018,09,201809,5,2,1,1,1,1,1,3,1,,200000000,700000,,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4707313,1,1,1,05,1,1058.4806286,05,2018,09,201809,4,1,1,1,1,1,1,3,1,,90000000,500000,,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707314,1,1,1,05,1,1058.4806286,05,2018,09,201809,3,1,1,1,1,1,1,3,4,,,300000,,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,1,2,,2,1,2,1,2,1,1,1,2,1,1,01,
4707315,1,1,1,05,1,1040.4914067,05,2018,09,201809,4,2,1,1,1,1,1,1,1,,80000000,500000,,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,4,4,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4707316,1,1,1,05,1,1058.4806286,05,2018,09,201809,3,1,1,1,1,1,1,1,1,,98,1000000,,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,4,2,1,1,6,1,1,01,
4707317,1,1,1,05,1,1341.2466096,05,2018,09,201809,4,2,1,1,1,1,1,3,4,,,500000,,1,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,3,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4707318,1,1,1,05,1,1058.4806286,05,2018,09,201809,2,1,1,1,1,1,1,3,3,,,,600000,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,1,2,1,1,1,2,,2,1,4,1,4,1,1,1,6,1,1,01,
4707319,1,1,1,05,1,1270.0845872,05,2018,09,201809,3,1,1,1,1,1,1,1,3,,,,600000,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,1,2,,2,1,4,1,4,2,1,1,6,1,1,01,
4707320,1,1,1,05,1,1490.0840543,05,2018,09,201809,3,2,1,1,1,1,1,3,3,,,,780000,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,4,2,,2,1,4,1,4,1,1,1,6,1,1,01,
4707321,1,1,1,05,1,1270.0845872,05,2018,09,201809,3,1,1,1,1,1,1,1,3,,,,700000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,,2,1,4,1,4,2,1,1,6,1,1,01,
4707322,1,1,1,05,1,1100.8541187,05,2018,09,201809,3,2,1,1,1,1,1,3,3,,,,600000,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,,2,1,4,1,4,1,1,1,6,1,1,01,
4707323,1,1,1,05,1,1237.5279525,05,2018,09,201809,1,1,1,1,1,1,6,,3,,,,300000,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,3,1,4,1,3,2,1,1,2,1,1,01,
4707324,1,1,1,05,1,934.47160654,05,2018,09,201809,3,1,1,1,1,1,1,3,3,,,,670000,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,,2,1,4,1,4,1,1,1,6,1,1,01,
4707325,1,1,1,05,1,1058.4806286,05,2018,09,201809,4,1,1,1,1,1,1,3,1,,98,700000,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,1,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707326,1,1,1,05,1,573.13286912,05,2018,09,201809,4,3,1,1,1,1,1,3,1,,98,98,,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,1,3,3,2,,2,1,4,1,6,1,1,1,2,1,1,01,
4707327,1,1,1,05,1,755.42428268,05,2018,09,201809,3,1,1,1,1,1,1,3,3,,,,1600000,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,6,1,1,1,2,1,1,01,
4707328,1,1,1,05,1,1165.3204803,05,2018,09,201809,4,3,1,1,1,1,1,3,2,1000000,400000000,18000000,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,2,4,2,,2,1,5,1,6,1,1,1,2,1,1,01,
4707329,1,1,1,05,1,934.47160654,05,2018,09,201809,2,2,1,1,1,1,1,1,3,,,,620000,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,,2,1,4,1,4,2,1,1,6,1,1,01,
4707330,1,1,1,05,1,1016.867637,05,2018,09,201809,5,3,1,1,1,1,1,3,1,,150000000,1200000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,4,4,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707332,1,1,1,05,1,1039.0424293,05,2018,09,201809,5,2,1,1,1,1,1,3,4,,,1800000,,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,1,2,3,2,,2,1,4,1,6,1,1,1,2,1,1,01,
4707333,1,1,1,05,1,1058.4806286,05,2018,09,201809,3,1,1,1,1,1,1,3,1,,300000000,1500000,,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,6,1,1,1,2,1,1,01,
4707334,1,1,1,05,1,934.47160654,05,2018,09,201809,1,1,1,2,1,1,6,,3,,,,420000,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,2,2,,3,1,4,1,3,2,1,1,2,1,1,01,
4707335,1,1,1,05,1,1342.0987753,05,2018,09,201809,4,2,1,1,1,1,1,3,1,,100000000,600000,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,3,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707336,1,1,1,05,1,934.47160654,05,2018,09,201809,3,1,1,1,1,1,1,3,3,,,,1700000,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,6,1,1,1,2,1,1,01,
4707337,1,1,1,05,1,934.47160654,05,2018,09,201809,4,1,1,1,1,1,1,3,3,,,,1800000,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,,2,1,4,1,6,1,1,1,2,1,1,01,
4707338,1,1,1,05,1,913.77972024,05,2018,09,201809,4,1,1,1,1,1,1,3,4,,,700000,,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707339,1,1,1,05,1,1068.4457555,05,2018,09,201809,1,1,1,2,1,1,6,,3,,,,240000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,3,1,4,1,3,2,1,1,2,1,1,01,
4707340,1,1,1,05,1,843.78085179,05,2018,09,201809,4,2,1,1,1,1,1,3,3,,,,1600000,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,,2,1,4,1,6,1,1,1,2,1,1,01,
4707341,1,1,1,05,1,1025.1623613,05,2018,09,201809,4,2,1,1,1,1,1,3,4,,,700000,,2,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707342,1,1,1,05,1,663.82362386,05,2018,09,201809,4,3,1,1,1,1,1,3,1,,120000000,700000,,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,3,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707343,1,1,1,05,1,1080.8429175,05,2018,09,201809,3,2,1,1,1,1,1,3,4,,,600000,,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,3,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707344,1,1,1,05,1,1154.1026398,05,2018,09,201809,4,1,1,1,1,1,1,3,1,,150000000,700000,,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,1,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707345,1,1,1,05,1,1058.4806286,05,2018,09,201809,3,1,1,1,1,1,1,3,1,,200000000,1000000,,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,6,1,1,1,2,1,1,01,
4707346,1,1,1,05,1,1216.8360662,05,2018,09,201809,4,2,1,1,1,1,1,1,1,,98,700000,,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,1,4,1,3,2,1,1,2,1,1,01,
4707347,1,1,1,05,1,1105.7034543,05,2018,09,201809,6,3,1,1,1,1,1,3,1,,430000000,2500000,,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,4,4,2,,2,1,4,1,6,1,1,1,2,1,1,01,
4707348,1,1,1,05,1,913.77972024,05,2018,09,201809,4,1,1,1,1,1,1,3,1,,130000000,700000,,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707349,1,1,1,05,1,1371.5021014,05,2018,09,201809,1,1,1,2,1,1,6,,3,,,,240000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,3,1,4,1,3,2,1,1,2,1,1,01,
4707350,1,1,1,05,1,821.06996581,05,2018,09,201809,4,2,1,1,1,1,1,3,3,,,,600000,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707351,1,1,1,05,1,1068.4457555,05,2018,09,201809,3,1,1,1,1,1,1,3,1,,70000000,400000,,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1,2,1,1,1,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707352,1,1,1,05,1,1215.4478069,05,2018,09,201809,3,1,1,1,1,1,1,1,4,,,700000,,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,1,1,2,,2,1,4,1,4,2,1,1,6,1,1,01,
4707353,1,1,1,05,1,1092.8270441,05,2018,09,201809,4,3,1,1,1,1,1,1,1,,98,600000,,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,1,1,2,2,1,3,3,2,,2,1,4,1,3,2,1,1,2,1,1,01,
4707354,1,1,1,05,1,1270.0845872,05,2018,09,201809,6,1,1,1,1,1,1,3,1,,150000000,500000,,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707355,1,1,1,05,1,520.73510216,05,2018,09,201809,5,4,1,1,1,1,1,3,3,,,,500000,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,4,5,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4707356,1,1,1,05,1,1068.4457555,05,2018,09,201809,1,1,1,1,1,1,2,4,3,,,,250000,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,,2,1,2,1,2,2,1,1,3,1,1,01,
4707357,1,1,1,05,1,1045.3200042,05,2018,09,201809,3,2,1,1,1,1,1,3,1,,99,300000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,4,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4707358,1,1,1,05,1,881.50522877,05,2018,09,201809,3,3,1,1,1,1,1,3,1,,180000000,900000,,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,2,1,2,2,1,3,4,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707359,1,1,1,05,1,1270.0845872,05,2018,09,201809,3,1,1,1,1,1,1,3,3,,,,450000,2,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,,1,2,,2,1,4,1,2,1,1,1,3,1,1,01,
4707360,1,1,1,05,1,1146.4065418,05,2018,09,201809,3,1,1,1,1,1,1,3,3,,,,360000,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,3,2,,2,1,2,1,2,1,1,1,2,1,1,01,
4707361,1,1,1,05,1,1029.0773025,05,2018,09,201809,3,3,1,1,1,1,1,3,2,1000000,98,500000,,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,3,3,2,,2,1,4,1,2,1,1,1,3,1,1,01,
4707362,1,1,1,05,1,913.77972024,05,2018,09,201809,3,1,1,1,1,1,1,4,3,,,,420000,2,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,2,2,1,1,3,1,1,01,
4707363,1,1,1,05,1,1467.5246605,05,2018,09,201809,3,2,1,1,1,1,1,4,4,,,450000,,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2,1,2,4,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4707364,1,1,1,05,1,843.78085179,05,2018,09,201809,3,2,1,1,1,1,1,3,3,,,,350000,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,,2,1,4,1,2,1,1,1,3,1,1,01,
4707365,1,1,1,05,1,967.02824132,05,2018,09,201809,3,1,1,1,1,1,6,,3,,,,300000,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,2,1,2,1,1,1,2,1,1,01,
4707366,1,1,1,05,1,1185.0408228,05,2018,09,201809,1,1,1,1,1,1,1,4,3,,,,315000,2,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,3,2,,2,1,2,1,2,2,1,1,3,1,1,01,
4707367,1,1,1,05,1,785.60405387,05,2018,09,201809,4,3,1,1,1,1,1,3,3,,,,340000,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,3,5,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707368,1,1,1,05,1,1399.6498186,05,2018,09,201809,5,4,1,1,1,1,1,3,1,,280000000,1200000,,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,1,2,1,6,6,2,,2,1,4,1,4,1,1,1,2,1,1,01,
4707369,1,1,1,05,1,1060.7496574,05,2018,09,201809,4,2,1,1,1,1,1,3,1,,98,98,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707370,1,1,1,05,1,924.50647965,05,2018,09,201809,4,2,1,1,1,1,1,3,3,,,,824000,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707371,1,1,1,05,1,755.42428268,05,2018,09,201809,1,1,1,1,1,1,1,3,3,,,,200000,2,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,,1,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4707372,1,1,1,05,1,755.42428268,05,2018,09,201809,1,1,1,1,1,1,1,1,3,,,,550000,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707373,1,1,1,05,1,1216.8360662,05,2018,09,201809,6,1,1,1,1,1,1,3,1,,120000000,800000,,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707374,1,1,1,05,1,853.47832905,05,2018,09,201809,4,3,1,1,1,1,1,1,1,,99,99,,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,3,2,,2,1,4,1,3,2,1,1,2,1,1,01,
4707375,1,1,1,05,1,573.13286912,05,2018,09,201809,4,2,1,1,1,1,1,3,3,,,,744000,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,3,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707376,1,1,1,05,1,793.04604572,05,2018,09,201809,4,3,1,1,1,1,1,3,3,,,,900000,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4707377,1,1,1,05,1,991.40952993,05,2018,09,201809,5,3,1,1,1,1,1,4,4,,,1300000,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,3,3,2,,2,1,4,1,3,2,1,1,2,1,1,01,
