DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,INI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7430,P7440,P7450,P7452,P7454,P7456,P7458,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921
4707322,1,1,1,05,1,1,1100.8541187,05,2018,09,201809,80,1,4,4,2,,,11,3,,2,,,,,3
4707323,1,2,1,05,1,1,1237.5279525,05,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707325,1,1,1,05,1,1,1058.4806286,05,2018,09,201809,80,1,4,3,2,,,9,2,4,2,,,,,1
4707330,1,1,1,05,1,1,1016.867637,05,2018,09,201809,80,1,4,5,2,,,8,3,,2,,,,,3
4707330,1,2,1,05,1,1,1016.867637,05,2018,09,201809,80,1,4,5,2,,,8,3,,2,,,,,3
4707333,1,1,1,05,1,1,1058.4806286,05,2018,09,201809,80,1,4,5,2,,,11,3,,2,,,,,3
4707335,1,2,1,05,1,1,1342.0987753,05,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707338,1,1,1,05,1,1,913.77972024,05,2018,09,201809,80,1,4,4,2,,,4,2,,2,,,,,2
4707343,1,3,1,05,1,1,1080.8429175,05,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707345,1,1,1,05,1,1,1058.4806286,05,2018,09,201809,80,1,4,4,2,,,4,3,,2,,,,,3
4707346,1,1,1,05,1,1,1216.8360662,05,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707346,1,2,1,05,1,1,1216.8360662,05,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707347,1,3,1,05,1,1,1105.7034543,05,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707348,1,2,1,05,1,1,913.77972024,05,2018,09,201809,80,1,4,5,2,,,8,3,,2,,,,,3
4707349,1,1,1,05,1,1,1371.5021014,05,2018,09,201809,80,1,4,4,2,,,4,2,,2,,,,,2
4707352,1,1,1,05,1,1,1215.4478069,05,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707353,1,2,1,05,1,1,1092.8270441,05,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707354,1,1,1,05,1,1,1270.0845872,05,2018,09,201809,80,1,1,4,2,,,4,2,,2,,,,,2
4707358,1,4,1,05,1,1,881.50522877,05,2018,09,201809,80,1,1,4,2,,,4,1,,2,,2,,781242,2
4707359,1,1,1,05,1,1,1270.0845872,05,2018,09,201809,80,1,4,4,2,,,4,2,,2,,,,,2
4707361,1,1,1,05,1,1,1029.0773025,05,2018,09,201809,80,1,4,9,2,,,12,2,,2,,,,,2
4707362,1,2,1,05,1,1,913.77972024,05,2018,09,201809,80,2,,,,2,,,2,,2,,1,24,98,2
4707363,1,2,1,05,1,1,1467.5246605,05,2018,09,201809,80,1,4,3,2,,,9,2,,2,,,,,2
4707363,1,3,1,05,1,1,1467.5246605,05,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707366,1,2,1,05,1,1,1185.0408228,05,2018,09,201809,80,1,1,6,2,,,9,2,,2,,1,48,781242,2
4707367,1,1,1,05,1,1,785.60405387,05,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707367,1,5,1,05,1,1,785.60405387,05,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707368,1,2,1,05,1,1,1399.6498186,05,2018,09,201809,80,2,,,,2,,,1,2,2,,,,,1
4707368,1,4,1,05,1,1,1399.6498186,05,2018,09,201809,80,1,1,2,2,,,2,2,,2,,,,,2
4707370,1,1,1,05,1,1,924.50647965,05,2018,09,201809,80,1,4,3,1,,1,4,2,,2,,2,,781242,2
4707373,1,1,1,05,1,1,1216.8360662,05,2018,09,201809,80,1,4,5,2,,,11,3,,2,,,,,3
4707373,1,2,1,05,1,1,1216.8360662,05,2018,09,201809,80,1,4,3,2,,,11,3,,2,,,,,3
4707374,1,1,1,05,1,1,853.47832905,05,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707377,1,2,1,05,1,1,991.40952993,05,2018,09,201809,80,1,4,3,1,,2,5,2,,2,,1,48,1500000,2
4707379,1,1,1,05,1,1,1072.1351578,05,2018,09,201809,80,1,4,4,2,,,4,2,,2,,,,,2
4707379,1,2,1,05,1,1,1072.1351578,05,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707380,1,2,1,05,1,1,1363.8060034,05,2018,09,201809,80,1,1,9,2,,,9,1,,2,,,,,2
4707383,1,1,1,05,1,1,924.50647965,05,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707386,1,3,1,05,1,1,1010.4455073,05,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707388,1,3,1,05,1,1,1080.8429175,05,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707393,1,1,1,05,1,1,1204.8519396,05,2018,09,201809,80,1,3,5,2,,,11,3,,2,,,,,3
4707393,1,2,1,05,1,1,1204.8519396,05,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707394,1,2,1,05,1,1,1250.4043626,05,2018,09,201809,80,1,1,3,2,,,9,2,,2,,,,,2
4707398,1,2,1,08,1,1,438.38453736,08,2018,09,201809,80,2,,,,2,,,2,,2,,2,,1000000,2
4707398,1,3,1,08,1,1,438.38453736,08,2018,09,201809,80,1,4,4,2,,,4,2,,2,,,,,2
4707400,1,2,1,08,1,1,403.74594949,08,2018,09,201809,80,1,4,3,2,,,9,2,,2,,,,,2
4707401,1,3,1,08,1,1,533.02243863,08,2018,09,201809,80,2,,,,1,1,2,2,,2,,,,,2
4707401,1,4,1,08,1,1,533.02243863,08,2018,09,201809,80,2,,,,1,1,8,2,,2,,1,24,400000,2
4707402,1,1,1,08,1,1,703.8552313,08,2018,09,201809,80,1,4,4,2,,,8,2,,2,,,,,2
4707403,1,2,1,08,1,1,596.99423744,08,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707403,1,4,1,08,1,1,596.99423744,08,2018,09,201809,80,1,4,3,2,,,9,2,,2,,,,,2
4707404,1,2,1,11,1,1,3315.9349556,11,2018,09,201809,80,1,1,2,2,,,2,2,,2,,,,,2
4707407,1,1,1,13,1,1,163.35490451,13,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707407,1,2,1,13,1,1,163.35490451,13,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707407,1,3,1,13,1,1,163.35490451,13,2018,09,201809,80,1,4,3,2,,,9,2,,2,,,,,2
4707409,1,1,1,13,1,1,342.33489057,13,2018,09,201809,80,1,4,3,2,,,9,2,,2,,,,,2
4707410,1,1,1,13,1,1,351.61783902,13,2018,09,201809,80,1,3,5,2,,,10,3,,2,,,,,3
4707412,1,1,1,13,1,1,263.47112828,13,2018,09,201809,80,1,4,3,2,,,8,2,,2,,,,,2
4707412,1,3,1,13,1,1,263.47112828,13,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707413,1,2,1,13,1,1,274.66812699,13,2018,09,201809,80,1,3,4,2,,,4,1,,2,,,,,2
4707413,1,3,1,13,1,1,274.66812699,13,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707415,1,1,1,13,1,1,256.66637109,13,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707415,1,2,1,13,1,1,256.66637109,13,2018,09,201809,80,1,3,5,2,,,10,3,,2,,,,,3
4707422,1,1,1,15,1,1,102.15377162,15,2018,09,201809,80,1,3,5,2,,,11,3,,2,,,,,3
4707422,1,2,1,15,1,1,102.15377162,15,2018,09,201809,80,1,3,8,2,,,8,2,,2,,1,40,781242,2
4707423,1,1,1,15,1,1,113.20214864,15,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707423,1,2,1,15,1,1,113.20214864,15,2018,09,201809,80,1,4,3,2,,,9,2,,2,,,,,2
4707423,1,4,1,15,1,1,113.20214864,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707424,1,2,1,15,1,1,63.507550618,15,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707426,1,1,1,15,1,1,100.30648319,15,2018,09,201809,80,1,1,2,2,,,2,2,,2,,1,15,800000,2
4707428,1,3,1,15,1,1,145.14443021,15,2018,09,201809,80,1,1,2,2,,,2,2,,2,,,,,2
4707428,1,4,1,15,1,1,145.14443021,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707431,1,2,1,15,1,1,165.79751549,15,2018,09,201809,80,1,4,8,2,,,9,2,,2,,1,40,1800000,2
4707432,1,1,1,15,1,1,102.40498832,15,2018,09,201809,80,1,4,7,2,,,10,3,,2,,,,,3
4707432,1,3,1,15,1,1,102.40498832,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707433,1,2,1,15,1,1,86.130928444,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707434,1,2,1,15,1,1,155.7978113,15,2018,09,201809,80,1,2,3,2,,,9,2,,2,,,,,2
4707436,1,3,1,15,1,1,82.771655192,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707436,1,4,1,15,1,1,82.771655192,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707437,1,1,1,15,1,1,134.30216726,15,2018,09,201809,80,1,4,4,2,,,4,2,,2,,,,,2
4707439,1,1,1,15,1,1,103.80953567,15,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707439,1,2,1,15,1,1,103.80953567,15,2018,09,201809,80,1,4,4,2,,,4,3,,2,,,,,3
4707440,1,1,1,15,1,1,111.10364351,15,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707440,1,2,1,15,1,1,111.10364351,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707441,1,1,1,15,1,1,138.9527042,15,2018,09,201809,80,1,4,3,2,,,9,2,,2,,,,,2
4707441,1,2,1,15,1,1,138.9527042,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707445,1,3,1,15,1,1,60.421317293,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707447,1,2,1,15,1,1,63.507550618,15,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707448,1,1,1,15,1,1,115.4367342,15,2018,09,201809,80,1,1,2,2,,,2,2,,2,,,,,2
4707448,1,2,1,15,1,1,115.4367342,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707449,1,1,1,15,1,1,140.60846824,15,2018,09,201809,80,1,1,7,2,,,9,2,,1,130000,,,,2
4707449,1,2,1,15,1,1,140.60846824,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707453,1,1,1,15,1,1,96.762486303,15,2018,09,201809,80,1,1,8,2,,,1,2,,1,250000,,,,2
4707454,1,1,1,15,1,1,113.29728467,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707454,1,2,1,15,1,1,113.29728467,15,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707457,1,2,1,15,1,1,74.94447709,15,2018,09,201809,80,1,2,2,2,,,2,2,,2,,,,,2
4707457,1,3,1,15,1,1,74.94447709,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707457,1,4,1,15,1,1,74.94447709,15,2018,09,201809,80,2,,,,1,1,9,2,,2,,,,,2
4707458,1,2,1,15,1,1,102.40498832,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707458,1,4,1,15,1,1,102.40498832,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707459,1,1,1,15,1,1,121.08611315,15,2018,09,201809,80,1,1,3,2,,,9,2,,2,,,,,2
4707459,1,3,1,15,1,1,121.08611315,15,2018,09,201809,80,1,1,2,2,,,2,2,,2,,,,,2
4707459,1,4,1,15,1,1,121.08611315,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707463,1,3,1,15,1,1,112.79438812,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707464,1,1,1,15,1,1,111.89273732,15,2018,09,201809,80,1,4,5,2,,,8,2,,2,,,,,2
4707464,1,2,1,15,1,1,111.89273732,15,2018,09,201809,80,1,1,2,2,,,2,2,,2,,2,,781242,2
4707465,1,1,1,15,1,1,113.29728467,15,2018,09,201809,80,1,4,3,2,,,9,2,,2,,2,,98,2
4707465,1,2,1,15,1,1,113.29728467,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707466,1,4,1,15,1,1,49.893636364,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707468,1,2,1,15,1,1,114.88873503,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707469,1,1,1,15,1,1,96.762486303,15,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707471,1,3,1,15,1,1,97.27444149,15,2018,09,201809,80,1,4,7,2,,,9,2,,2,,,,,2
4707473,1,2,1,15,1,1,83.4253321,15,2018,09,201809,80,1,2,2,2,,,2,2,,2,,2,,98,2
4707477,1,1,1,15,1,1,135.40870731,15,2018,09,201809,80,2,,,,1,4,1,2,,2,,,,,2
4707477,1,2,1,15,1,1,135.40870731,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707478,1,1,1,15,1,1,106.15509927,15,2018,09,201809,80,1,1,3,2,,,9,2,,2,,,,,2
4707478,1,2,1,15,1,1,106.15509927,15,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707479,1,1,1,15,1,1,96.762486303,15,2018,09,201809,80,1,4,7,2,,,11,2,,2,,,,,2
4707480,1,1,1,15,1,1,109.69909616,15,2018,09,201809,80,1,1,2,2,,,2,2,,2,,1,56,1000000,2
4707480,1,2,1,15,1,1,109.69909616,15,2018,09,201809,80,1,1,8,2,,,2,2,,2,,,,,2
4707484,1,1,1,15,1,1,94.568845145,15,2018,09,201809,80,1,1,7,2,,,2,2,,2,,,,,2
4707485,1,1,1,15,1,1,94.568845145,15,2018,09,201809,80,1,1,2,2,,,2,2,,2,,,,,2
4707486,1,1,1,15,1,1,94.568845145,15,2018,09,201809,80,1,1,2,2,,,2,2,,2,,2,,1500000,2
4707488,1,1,1,15,1,1,123.82245318,15,2018,09,201809,80,1,1,4,2,,,4,2,,2,,,,,2
4707489,1,2,1,15,1,1,85.618973258,15,2018,09,201809,80,1,3,5,2,,,10,3,,2,,,,,3
4707490,1,1,1,15,1,1,96.762486303,15,2018,09,201809,80,1,3,5,2,,,11,3,,2,,,,,3
4707491,1,5,1,17,1,1,242.72121505,17,2018,09,201809,80,1,4,1,2,,,8,2,,2,,,,,2
4707492,1,1,1,17,1,1,162.30028417,17,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707492,1,2,1,17,1,1,162.30028417,17,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707493,1,2,1,17,1,1,229.44940363,17,2018,09,201809,80,1,4,3,1,,2,9,1,,2,,,,,2
4707494,1,1,1,17,1,1,196.006244,17,2018,09,201809,80,1,4,3,2,,,9,2,,2,,,,,2
4707495,1,1,1,17,1,1,170.85766599,17,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707495,1,2,1,17,1,1,170.85766599,17,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707497,1,1,1,17,1,1,162.30028417,17,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707497,1,2,1,17,1,1,162.30028417,17,2018,09,201809,80,1,4,6,2,,,11,2,,2,,,,,2
4707498,1,1,1,17,1,1,208.99307779,17,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707499,1,5,1,17,1,1,229.99964686,17,2018,09,201809,80,1,4,4,2,,,4,2,,2,,,,,2
4707500,1,3,1,17,1,1,204.64656238,17,2018,09,201809,80,1,1,2,2,,,2,2,,2,,1,16,781242,2
4707501,1,1,1,17,1,1,171.84536402,17,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707501,1,2,1,17,1,1,171.84536402,17,2018,09,201809,80,1,4,7,2,,,9,2,,2,,,,,2
4707501,1,3,1,17,1,1,171.84536402,17,2018,09,201809,80,1,4,7,2,,,1,2,,2,,,,,2
4707502,1,3,1,17,1,1,250.72405588,17,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707503,1,1,1,17,1,1,161.83018951,17,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707503,1,2,1,17,1,1,161.83018951,17,2018,09,201809,80,1,4,8,2,,,8,2,,2,,,,,2
4707506,1,1,1,17,1,1,188.70577553,17,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707506,1,2,1,17,1,1,188.70577553,17,2018,09,201809,80,2,,,,1,4,10,3,,2,,,,,3
4707507,1,1,1,17,1,1,187.16783427,17,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707509,1,1,1,17,1,1,198.08045603,17,2018,09,201809,80,1,4,3,2,,,9,2,,2,,,,,2
4707510,1,1,1,17,1,1,178.61045245,17,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707511,1,1,1,17,1,1,188.70577553,17,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707511,1,2,1,17,1,1,188.70577553,17,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707512,1,1,1,17,1,1,145.52002123,17,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707512,1,2,1,17,1,1,145.52002123,17,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707512,1,3,1,17,1,1,145.52002123,17,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707513,1,1,1,17,1,1,197.5302128,17,2018,09,201809,80,1,4,3,2,,,9,2,,2,,2,,781242,2
4707514,1,1,1,17,1,1,178.14035779,17,2018,09,201809,80,1,4,7,2,,,8,2,,2,,,,,2
4707515,1,1,1,17,1,1,179.71093891,17,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707517,1,1,1,17,1,1,187.16783427,17,2018,09,201809,80,1,4,3,2,,,8,2,,2,,,,,2
4707518,1,1,1,17,1,1,178.69060102,17,2018,09,201809,80,1,4,3,2,,,9,1,1,2,,,,,1
4707519,1,1,1,17,1,1,172.31545868,17,2018,09,201809,80,1,2,8,2,,,8,3,,2,,,,,3
4707519,1,2,1,17,1,1,172.31545868,17,2018,09,201809,80,1,2,2,2,,,2,2,,2,,,,,2
4707519,1,3,1,17,1,1,172.31545868,17,2018,09,201809,80,1,4,8,2,,,8,2,,2,,,,,2
4707524,1,2,1,17,1,1,191.08295505,17,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707524,1,3,1,17,1,1,191.08295505,17,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707525,1,1,1,17,1,1,179.16069568,17,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707526,1,1,1,17,1,1,204.93579524,17,2018,09,201809,80,1,3,2,2,,,2,1,,2,,,,,2
4707529,1,3,1,17,1,1,232.3616245,17,2018,09,201809,80,1,4,9,2,,,8,2,,2,,,,,2
4707532,1,2,1,17,1,1,178.69060102,17,2018,09,201809,80,1,4,4,2,,,4,2,,2,,,,,2
4707535,1,2,1,17,1,1,193.73394061,17,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707536,1,3,1,17,1,1,233.79445179,17,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707537,1,1,1,17,1,1,178.61045245,17,2018,09,201809,80,1,3,1,2,,,11,1,,2,,,,,2
4707538,1,1,1,17,1,1,161.36009485,17,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707538,1,2,1,17,1,1,161.36009485,17,2018,09,201809,80,1,4,3,2,,,9,2,,2,,,,,2
4707539,1,2,1,17,1,1,187.16783427,17,2018,09,201809,80,1,3,8,2,,,1,2,,2,,,,,2
4707540,1,1,1,17,1,1,200.76188153,17,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707540,1,3,1,17,1,1,200.76188153,17,2018,09,201809,80,1,1,8,2,,,2,2,,2,,,,,2
4707540,1,7,1,17,1,1,200.76188153,17,2018,09,201809,80,1,4,3,2,,,9,1,,2,,2,,781242,2
4707541,1,1,1,17,1,1,198.25085539,17,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707541,1,2,1,17,1,1,198.25085539,17,2018,09,201809,80,1,1,3,2,,,9,2,,1,160000,,,781242,2
4707541,1,3,1,17,1,1,198.25085539,17,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707542,1,2,1,17,1,1,207.06820692,17,2018,09,201809,80,1,4,3,2,,,9,2,,2,,,,,2
4707542,1,3,1,17,1,1,207.06820692,17,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707543,1,4,1,17,1,1,206.11643028,17,2018,09,201809,80,1,4,3,2,,,9,2,,2,,,,,2
4707544,1,2,1,17,1,1,195.25512143,17,2018,09,201809,80,1,4,7,2,,,11,2,,2,,,,,2
4707546,1,1,1,17,1,1,161.83018951,17,2018,09,201809,80,1,4,5,2,,,4,3,,2,,1,40,781242,3
4707546,1,2,1,17,1,1,161.83018951,17,2018,09,201809,80,1,4,3,2,,,9,2,,2,,1,48,781242,2
4707547,1,4,1,17,1,1,196.66566111,17,2018,09,201809,80,1,1,8,2,,,2,2,,2,,,,,2
4707548,1,1,1,17,1,1,161.83018951,17,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707548,1,2,1,17,1,1,161.83018951,17,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707549,1,1,1,17,1,1,161.83018951,17,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707549,1,2,1,17,1,1,161.83018951,17,2018,09,201809,80,1,3,4,2,,,4,2,,2,,,,,2
4707552,1,2,1,17,1,1,234.18856078,17,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707553,1,2,1,17,1,1,193.73394061,17,2018,09,201809,80,1,2,2,2,,,2,2,,2,,,,,2
4707554,1,1,1,17,1,1,199.86037715,17,2018,09,201809,80,1,2,5,2,,,10,3,,2,,,,,3
4707556,1,1,1,17,1,1,181.46202437,17,2018,09,201809,80,1,4,9,2,,,8,2,,2,,,,,2
4707557,1,1,1,17,1,1,161.83018951,17,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707557,1,2,1,17,1,1,161.83018951,17,2018,09,201809,80,1,4,5,2,,,10,3,,2,,,,,3
4707561,1,2,1,17,1,1,182.87256405,17,2018,09,201809,80,1,4,7,2,,,9,2,,2,,1,48,781242,2
4707562,1,2,1,17,1,1,207.78736716,17,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707564,1,1,1,17,1,1,186.69773961,17,2018,09,201809,80,1,3,4,2,,,4,3,,2,,,,,3
4707565,1,5,1,17,1,1,272.47310055,17,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707566,1,1,1,17,1,1,377.41155107,17,2018,09,201809,80,2,,,,2,,,3,,2,,,,,3
4707566,1,2,1,17,1,1,377.41155107,17,2018,09,201809,80,1,3,4,2,,,4,2,,2,,,,,2
4707567,1,1,1,17,1,1,403.13644844,17,2018,09,201809,80,2,,,,2,,,2,,2,,,,,2
4707567,1,2,1,17,1,1,403.13644844,17,2018,09,201809,80,1,4,4,2,,,4,3,,2,,,,,3
4707567,1,3,1,17,1,1,403.13644844,17,2018,09,201809,80,1,1,2,2,,,2,2,,2,,,,,2
4707569,1,1,1,17,1,1,197.5302128,17,2018,09,201809,80,1,3,4,2,,,2,2,,2,,1,24,781242,2
