DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,DSI,FEX_C,RAMA4D_D_R4,RAMA2D_D_R4,DPTO,ANO,MES,PERIODO,REGIS,P7250,P7260,P7280,P7310,P7320,P7350,P7360,P9460,P7390,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,RAMA2D_D,DSCY,RAMA4D_D
4562017,1,1,1,05,1,1,1027.8479419,6820,68,05,2018,03,201803,70,24,48,1,2,24,1,4,2,1,,,,,,,,1,2,,781300,2,,55,55,70,2,7020
4562029,1,3,1,05,1,1,776.32937371,0122,01,05,2018,03,201803,70,1,48,1,2,2,1,7,2,3,,,,,,,,1,1,40000,781242,2,,53,61,01,1,0113
4562032,1,2,1,05,1,1,1097.6969129,4111,41,05,2018,03,201803,70,8,48,1,2,8,1,6,2,4,,,,,,,,1,2,,781242,2,,45,03,45,1,4522
4562032,1,3,1,05,1,1,1097.6969129,4111,41,05,2018,03,201803,70,8,48,1,2,16,1,6,2,4,,,,,,,,1,2,,781242,2,,45,03,45,1,4521
4562035,1,2,1,05,1,1,908.28961484,5611,56,05,2018,03,201803,70,6,48,1,2,7,1,3,2,8,,,,,,,,1,2,,781242,2,,53,53,55,1,5521
4562039,1,2,1,05,1,1,1151.8359674,7420,74,05,2018,03,201803,70,10,48,1,2,156,1,3,2,2,,,,,,,,1,2,,781242,2,,38,16,74,1,7494
4562050,1,2,1,05,1,1,849.063896,7020,70,05,2018,03,201803,70,16,48,5,2,20,4,1,2,1,,,,,,,,1,2,,4000000,2,,51,09,74,2,7413
4562054,1,1,1,05,1,1,808.86850789,4541,45,05,2018,03,201803,70,4,48,1,2,4,1,3,2,1,,,,,,,,1,2,,800000,2,,45,45,50,1,5040
4562054,1,2,1,05,1,1,808.86850789,9700,97,05,2018,03,201803,70,6,30,3,2,24,3,1,2,1,,,,,,,,1,1,30000,781242,2,,54,54,95,1,9500
4562057,2,1,2,05,1,1,1945.8302185,4631,46,05,2018,03,201803,70,2,48,1,2,3,1,8,2,9,,,1,,,,,,1,98,781242,2,,33,45,51,1,5125
4562059,1,1,1,05,1,1,1215.0295308,9200,92,05,2018,03,201803,70,24,48,1,2,24,1,8,1,1,1,,,,,,,,2,,1000000,1,1,21,21,92,2,9242
4562070,1,3,1,05,1,1,875.57070621,8220,82,05,2018,03,201803,70,24,48,1,2,104,1,9,2,4,,,,,,,,1,2,,1000000,2,,12,30,64,2,6421
4562110,1,3,1,05,1,1,1296.3786805,4769,47,05,2018,03,201803,70,102,48,1,2,12,1,6,2,2,,,,,,,,1,2,,781242,2,,03,45,52,2,5239
4562142,1,2,1,08,1,1,625.51069053,1081,10,08,2018,03,201803,70,8,48,1,2,48,1,3,2,2,,,,,,,,1,2,,781000,2,,38,45,15,1,1551
4562149,1,1,1,08,1,1,803.59205957,4711,47,08,2018,03,201803,70,16,48,1,2,60,1,9,2,4,,,,,,,,1,2,,781000,2,,33,03,52,2,5211
4562158,1,1,1,11,1,1,2986.7186223,4520,45,11,2018,03,201803,70,4,48,1,2,5,1,2,2,8,1,,,,,,,,2,,800000,1,1,39,99,50,1,5020
4562183,1,2,1,13,1,1,605.14831897,,,13,2018,03,201803,70,8,48,1,1,,,,,,,,,,,,,,,,700000,,,45,,,1,
4562188,1,4,1,13,1,1,200.21255931,9603,96,13,2018,03,201803,70,8,40,1,2,8,1,8,2,4,,,,,,,,1,2,,1500000,2,,05,39,93,1,9303
4562188,1,6,1,13,1,1,200.21255931,4773,47,13,2018,03,201803,70,36,40,1,2,36,1,3,2,1,,,,,,,,1,2,,781242,2,,33,33,52,2,5246
4562197,1,1,1,13,1,1,582.74439617,5611,56,13,2018,03,201803,70,20,40,1,2,20,1,5,2,7,,,,,,,,1,2,,781242,2,,54,53,15,2,1589
4562200,1,7,1,15,1,1,57.889240422,9200,92,15,2018,03,201803,70,16,48,1,2,16,1,7,2,1,,,,,,,,1,2,,781242,2,,33,59,92,2,9242
4562201,1,1,1,15,1,1,90.625110708,7500,75,15,2018,03,201803,70,36,48,2,2,36,4,1,2,1,1,,,,,,,,2,,4000000,1,2,06,06,85,2,8520
4562211,1,2,1,15,1,1,45.765300393,6201,62,15,2018,03,201803,70,8,24,1,2,8,1,2,2,2,,,,,,,,1,1,90000,500000,2,,45,03,72,1,7220
4562213,1,2,1,15,1,1,97.059325415,7490,74,15,2018,03,201803,70,208,40,1,2,208,1,4,2,1,,,,,,,,1,2,,1500000,2,,21,21,74,2,7421
4562233,1,3,1,15,1,1,74.24097325,8230,82,15,2018,03,201803,70,48,48,1,2,48,1,9,2,1,,1,,,,,,,2,,1200000,1,1,15,15,91,2,9199
4562236,1,2,1,15,1,1,113.01006392,5611,56,15,2018,03,201803,70,4,40,1,2,12,1,3,2,1,,,,,,,,1,2,,1600000,2,,19,53,55,1,5521
4562244,1,1,1,15,1,1,106.57584921,7410,74,15,2018,03,201803,70,48,48,1,2,24,1,2,2,2,,,,,,,,1,2,,781242,2,,02,16,22,2,2231
4562245,1,3,1,15,1,1,114.20950086,6120,61,15,2018,03,201803,70,8,48,1,2,8,1,9,2,7,,,,,,,,1,2,,781242,2,,45,44,64,1,6421
4562247,1,3,1,15,1,1,142.26023962,4210,42,15,2018,03,201803,70,4,45,1,2,4,4,3,2,4,,,,,,,,1,1,781242,2000000,2,,02,33,45,1,4530
4562268,1,3,1,15,1,1,45.765300393,4111,41,15,2018,03,201803,70,8,48,1,2,8,1,2,2,4,,,,,,,,1,2,,800000,2,,95,95,45,1,4521
4562278,1,1,1,15,1,1,106.04440049,5611,56,15,2018,03,201803,70,20,48,1,2,20,1,2,2,1,,,,,,,,1,2,,781242,2,,53,53,55,2,5521
4562294,1,1,1,17,1,1,229.35897392,8423,84,17,2018,03,201803,70,97,48,1,2,97,2,9,2,1,,,,,,,,1,2,,1500000,3,,58,58,75,2,7524
4562294,1,3,1,17,1,1,229.35897392,7310,73,17,2018,03,201803,70,204,48,1,2,204,4,2,2,4,,,,,,,,1,2,,1500000,2,,16,16,74,2,7430
4562296,1,2,1,17,1,1,256.21582454,6190,61,17,2018,03,201803,70,12,48,1,2,12,1,9,2,4,,,,,,,,1,2,,781242,2,,58,38,74,1,7499
4562298,1,1,1,17,1,1,205.65981959,4752,47,17,2018,03,201803,70,28,48,1,2,28,1,9,2,7,,,1,,,,,,2,,781242,2,,32,32,52,2,5241
4562299,1,1,1,17,1,1,232.20000345,8890,88,17,2018,03,201803,70,256,40,1,2,24,4,1,2,8,,,,,,,,1,2,,1000000,2,,13,54,85,2,8532
4562327,1,1,1,17,1,1,120.31529086,8610,86,17,2018,03,201803,70,52,48,1,2,52,1,9,2,4,,,,,,,,1,2,,1000000,2,,19,19,85,2,8511
4562330,1,1,1,17,1,1,199.8612689,5613,56,17,2018,03,201803,70,16,24,1,2,16,1,3,2,1,,,,,,,,1,2,,500000,2,,55,55,55,2,5522
4562337,1,2,1,17,1,1,290.56205031,8412,84,17,2018,03,201803,70,52,24,1,2,280,4,9,2,1,,,,,,,,1,2,,344000,2,,55,39,75,2,7512
4562357,1,1,1,17,1,1,266.02296685,9602,96,17,2018,03,201803,70,30,24,1,2,52,1,2,2,2,,,,,,,,1,2,,781242,2,,79,55,93,2,9302
4562358,1,2,1,17,1,1,183.05417869,4290,42,17,2018,03,201803,70,16,48,1,2,16,1,9,2,8,,,,,,,,1,2,,781242,2,,53,99,45,2,4530
4562359,1,2,1,17,1,1,158.05435128,,,17,2018,03,201803,70,8,24,1,1,,,,,,,,,,,,,,,,781242,,,39,,,1,
4562364,1,1,1,17,1,1,205.65981959,5611,56,17,2018,03,201803,70,4,50,4,2,4,4,1,2,1,,,,,,,,1,2,,781242,2,,55,53,55,1,5529
4562367,1,1,1,17,1,1,160.2885245,8220,82,17,2018,03,201803,70,8,40,1,2,12,1,9,2,2,,,,,,,,1,2,,1000000,2,,44,44,64,1,6421
4562371,1,1,1,17,1,1,179.12983523,5619,56,17,2018,03,201803,70,5,48,1,2,5,1,4,2,7,,,,,,,,1,1,500000,781242,2,,53,53,55,1,5529
4562371,1,2,1,17,1,1,179.12983523,8220,82,17,2018,03,201803,70,4,48,1,2,32,1,9,2,7,,,,,,,,1,2,,781242,2,,07,38,74,1,7499
4562372,1,1,1,17,1,1,199.8612689,6910,69,17,2018,03,201803,70,52,40,1,2,12,4,1,2,1,1,,,,,,,,2,,800000,1,2,12,12,74,2,7411
4562380,1,2,1,17,1,1,207.60938894,4330,43,17,2018,03,201803,70,12,48,1,2,3,1,2,2,1,,,,,,,,1,2,,781242,2,,95,95,45,1,4552
4562380,1,3,1,17,1,1,207.60938894,4719,47,17,2018,03,201803,70,8,48,1,2,8,1,8,2,8,,,,,,,,1,2,,781242,2,,58,45,52,1,5219
4562381,1,2,1,17,1,1,310.84247601,4631,46,17,2018,03,201803,70,12,48,1,2,12,1,5,2,1,,,,,,,,1,2,,781242,2,,45,45,51,1,5125
4562382,1,2,1,17,1,1,183.05417869,8544,85,17,2018,03,201803,70,104,48,1,2,36,2,9,2,1,,,,,,,,1,2,,1000000,2,,33,33,80,2,8050
4562383,1,3,1,17,1,1,222.81179633,6190,61,17,2018,03,201803,70,16,48,1,2,16,1,9,2,7,,,,,,,,1,2,,900000,2,,32,38,64,2,6421
4562403,1,3,1,17,1,1,237.16501582,0811,08,17,2018,03,201803,70,52,40,1,2,52,1,6,2,1,,,,,,,,1,2,,2000000,2,,01,01,14,2,1411
4562403,1,4,1,17,1,1,237.16501582,8544,85,17,2018,03,201803,70,55,48,1,2,55,1,9,2,4,,,,,,,,1,2,,2500000,2,,13,13,80,2,8050
4562410,1,3,1,17,1,1,277.53541706,1410,14,17,2018,03,201803,70,16,40,1,2,16,1,9,1,1,,,,,,,,1,1,800000,900000,1,1,32,32,18,2,1810
4562422,1,1,1,18,1,1,87.684974974,4791,47,18,2018,03,201803,70,16,48,2,2,68,4,1,2,2,,,,,,,,1,2,,800000,2,,13,41,52,2,5233
4562424,1,3,1,18,1,1,43.235241442,4771,47,18,2018,03,201803,70,4,48,1,2,32,1,3,2,1,,,,,,,,1,2,,700000,2,,45,45,52,1,5223
4562429,1,1,1,18,1,1,99.419911887,8513,85,18,2018,03,201803,70,16,48,2,2,16,2,9,2,3,,,,,,,,1,2,,1200000,2,,13,13,80,2,8012
4562431,1,1,1,18,1,1,81.053678599,8121,81,18,2018,03,201803,70,4,48,1,2,4,1,8,2,1,,,,,,,,1,2,,780000,2,,55,55,74,1,7493
4562436,1,2,1,18,1,1,87.578159916,4774,47,18,2018,03,201803,70,12,48,1,2,12,1,3,2,1,,,,,,,,1,2,,800000,2,,45,45,52,1,5246
4562444,1,4,1,18,1,1,74.975425214,4771,47,18,2018,03,201803,70,4,48,1,2,8,1,4,2,1,,,,,,,,1,2,,99,2,,45,45,52,1,5233
4562454,1,2,1,18,1,1,87.684974974,8621,86,18,2018,03,201803,70,48,48,1,2,48,1,5,2,2,,,,,,,,1,2,,800000,2,,59,59,85,2,8512
4562455,1,3,1,18,1,1,74.868610156,8412,84,18,2018,03,201803,70,12,48,1,2,192,1,9,2,1,,,,,,,,1,2,,900000,2,,33,02,74,1,7421
4562458,1,4,1,19,1,1,94.262530377,8412,84,19,2018,03,201803,70,208,48,1,2,104,2,9,2,1,1,,,,,,,,2,,1000000,1,1,33,33,75,2,7512
4562461,1,2,1,19,1,1,84.594822077,8544,85,19,2018,03,201803,70,48,40,1,2,48,2,9,2,9,1,,,,,,,,2,,1500000,1,2,98,39,80,2,8050
4562469,1,2,1,19,1,1,119.96264555,5811,58,19,2018,03,201803,70,8,24,1,2,8,1,7,2,1,,,,,,,,1,2,,400000,2,,92,92,22,1,2211
4562469,1,3,1,19,1,1,119.96264555,,,19,2018,03,201803,70,156,48,1,1,,,,,,,,,,,,,,,,800000,,,53,,,2,
4562477,1,3,1,19,1,1,78.465589591,8610,86,19,2018,03,201803,70,8,30,1,2,120,1,8,2,1,,,,,,,,1,2,,98,2,,59,59,85,1,8511
4562477,1,7,1,19,1,1,78.465589591,,,19,2018,03,201803,70,48,40,2,1,,,,,,,,,,,,,,,,98,,,13,,,2,
4562480,1,2,1,19,1,1,94.445121987,,,19,2018,03,201803,70,104,48,1,1,,,,,,,,,,,,,,,,800000,,,13,,,2,
4562480,1,6,1,19,1,1,94.445121987,,,19,2018,03,201803,70,1,24,1,1,,,,,,,,,,,,,,,,400000,,,45,,,1,
4562486,1,3,1,19,1,1,117.3663783,4771,47,19,2018,03,201803,70,96,45,1,2,96,1,3,2,1,,,,,,,,1,2,,781000,2,,45,45,52,2,5233
4562494,1,1,1,19,1,1,129.27854101,3600,36,19,2018,03,201803,70,24,48,1,2,24,2,9,2,9,1,,,,,,,,2,,3500000,1,1,02,02,41,2,4100
4562495,1,2,1,19,1,1,120.12944101,9700,97,19,2018,03,201803,70,9,45,1,2,72,3,1,2,1,,,,,,,,1,2,,98,2,,53,55,95,1,9500
4562496,1,1,1,19,1,1,95.608525136,9700,97,19,2018,03,201803,70,12,40,3,2,12,3,1,2,1,,,,,,,,1,2,,600000,2,,54,54,95,1,9500
4562496,1,7,1,19,1,1,95.608525136,4921,49,19,2018,03,201803,70,24,40,1,2,12,4,1,2,1,,,,,,,,1,2,,98,2,,19,98,60,2,6031
4562499,1,2,1,19,1,1,97.802701816,8610,86,19,2018,03,201803,70,24,48,1,2,720,1,9,2,1,,,,,,,,1,2,,700000,2,,53,53,85,2,8511
4562504,1,3,1,19,1,1,89.812682721,4723,47,19,2018,03,201803,70,8,45,1,2,8,1,3,2,1,,,,,,,,1,2,,780000,2,,45,45,52,1,5223
4562504,1,4,1,19,1,1,89.812682721,9700,97,19,2018,03,201803,70,4,45,3,2,48,3,1,2,1,,,,,,,,1,2,,98,2,,55,55,95,1,9500
4562534,1,2,1,19,1,1,99.021703087,,,19,2018,03,201803,70,12,40,1,1,,,,,,,,,,,,,,,,98,,,13,,,1,
4562534,1,4,1,19,1,1,99.021703087,,,19,2018,03,201803,70,16,48,2,1,,,,,,,,,,,,,,,,98,,,19,,,2,
4562534,1,5,1,19,1,1,99.021703087,8890,88,19,2018,03,201803,70,8,48,2,2,8,2,9,2,1,,,,,,,,1,2,,1500000,2,,19,19,75,1,7513
4562539,1,1,1,19,1,1,144.48967122,5619,56,19,2018,03,201803,70,8,45,1,2,8,1,2,2,1,,,,,,,,1,2,,780000,2,,55,53,55,1,5521
4562542,1,2,1,19,1,1,117.69297792,4330,43,19,2018,03,201803,70,24,45,1,2,24,4,4,2,1,,,,,,,,1,2,,98,2,,93,93,45,2,4552
4562551,1,2,1,19,1,1,125.58569563,6201,62,19,2018,03,201803,70,12,45,1,2,12,1,6,2,1,1,,,,,,,,2,,1500000,1,1,02,02,72,1,7220
4562558,1,3,1,19,1,1,101.85339202,6110,61,19,2018,03,201803,70,12,24,1,2,12,1,9,2,1,,,,,,,,1,2,,400000,2,,45,44,64,1,6421
4562559,1,2,1,19,1,1,131.04195026,9499,94,19,2018,03,201803,70,144,48,1,2,144,4,9,2,8,,,,,,,,1,2,,98,2,,19,19,85,2,8532
4562571,1,2,1,19,1,1,113.92941536,,,19,2018,03,201803,70,8,48,1,1,,,,,,,,,,,,,,,,99,,,06,,,1,
4562575,1,2,1,20,1,1,195.06965358,,,20,2018,03,201803,70,8,48,1,1,,,,,,,,,,,,,,,,781300,,,45,,,1,
4562583,1,2,1,20,1,1,301.3999209,8513,85,20,2018,03,201803,70,30,40,1,2,36,1,4,2,1,,,,,,,,1,2,,780000,2,,33,32,80,2,8012
4562587,1,1,1,20,1,1,276.48316682,7110,71,20,2018,03,201803,70,25,48,1,2,15,1,9,2,1,1,,,,,,,,2,,98,1,1,21,21,74,2,7421
4562589,1,2,1,20,1,1,185.72102328,5611,56,20,2018,03,201803,70,4,40,1,2,67,4,3,2,8,,,,,,,,1,2,,500000,2,,13,53,55,1,5521
4562592,1,1,1,20,1,1,99.269069767,4520,45,20,2018,03,201803,70,10,48,4,2,40,1,1,2,2,,,,,,,,1,2,,500000,2,,84,84,50,1,5020
4562592,1,3,1,20,1,1,99.269069767,8513,85,20,2018,03,201803,70,20,48,1,2,80,1,8,2,2,,,,,,,,1,2,,781000,2,,55,55,80,2,8012
4562593,1,2,1,20,1,1,132.99018214,,,20,2018,03,201803,70,16,48,1,1,,,,,,,,,,,,,,,,700000,,,03,,,2,
4562593,1,3,1,20,1,1,132.99018214,8010,80,20,2018,03,201803,70,10,48,1,2,24,1,8,2,7,,,,,,,,1,2,,781000,2,,39,39,74,1,7492
4562593,1,5,1,20,1,1,132.99018214,8513,85,20,2018,03,201803,70,12,48,1,2,120,1,7,2,1,,,,,,,,1,2,,98,2,,13,13,80,1,8011
4562593,1,8,1,20,1,1,132.99018214,4631,46,20,2018,03,201803,70,18,48,1,2,40,1,9,2,1,,,,,,,,1,2,,98,2,,02,03,51,2,5122
4562598,1,3,1,23,1,1,141.41073105,9700,97,23,2018,03,201803,70,10,48,3,2,10,3,1,2,1,,,,,,,,1,2,,500000,2,,54,54,95,1,9500
4562621,1,2,1,23,1,1,196.84146435,1513,15,23,2018,03,201803,70,3,48,1,2,3,4,1,2,1,,,,,,,,1,1,100000,700000,2,,45,75,17,1,1750
4562623,1,2,1,23,1,1,229.14386356,,,23,2018,03,201803,70,16,48,2,1,,,,,,,,,,,,,,,,781242,,,58,,,2,
4562627,1,1,1,23,1,1,183.9898018,9700,97,23,2018,03,201803,70,4,48,3,2,4,3,1,2,2,,,,,,,,1,2,,781242,2,,54,54,95,1,9500
4562646,1,3,1,23,1,1,175.1874475,4542,45,23,2018,03,201803,70,4,48,4,2,16,4,1,2,1,,,,,,,,1,2,,781242,2,,99,99,50,1,5040
4562672,1,5,1,23,1,1,84.687746171,9700,97,23,2018,03,201803,70,4,48,3,2,10,3,1,2,1,,,,,,,,1,2,,600000,2,,54,54,95,1,9500
4562672,2,3,2,23,1,1,84.687746171,4759,47,23,2018,03,201803,70,12,48,1,2,12,1,3,2,1,,,,,,,,1,2,,781242,2,,45,45,52,1,5239
4562677,1,7,1,23,1,1,84.687746171,4771,47,23,2018,03,201803,70,10,48,1,2,10,1,5,2,1,,,,,,,,1,2,,781242,2,,45,45,52,1,5233
4562677,1,8,1,23,1,1,84.687746171,4759,47,23,2018,03,201803,70,8,40,1,2,8,1,4,2,1,,,,,,,,1,2,,800000,2,,45,45,52,1,5219
4562677,1,9,1,23,1,1,84.687746171,8422,84,23,2018,03,201803,70,6,40,1,2,6,2,9,2,1,,,,,,,,1,2,,1000000,2,,58,58,75,1,7522
4562677,1,14,1,23,1,1,84.687746171,4759,47,23,2018,03,201803,70,10,48,1,2,10,1,5,2,1,,,,,,,,1,2,,700000,2,,45,45,52,1,5219
4562678,1,1,1,23,1,1,189.22471522,4111,41,23,2018,03,201803,70,12,48,5,2,12,5,2,2,1,,,,,,,,1,2,,700000,2,,95,95,45,1,4521
4562682,1,2,1,23,1,1,243.19439747,9700,97,23,2018,03,201803,70,12,48,1,2,2,3,3,2,1,,,,,,,,1,1,620000,781242,2,,33,54,95,1,9500
4562687,1,1,1,23,1,1,158.15930615,5629,56,23,2018,03,201803,70,12,48,1,2,12,1,6,2,1,,,,,,,,1,2,,781242,2,,53,53,55,1,5529
4562688,1,2,1,23,1,1,159.13658948,,,23,2018,03,201803,70,1,48,1,1,,,,,,,,,,,,,,,,781242,,,45,,,1,
4562688,1,6,1,23,1,1,159.13658948,9511,95,23,2018,03,201803,70,2,48,1,2,2,4,1,2,6,,,,,,,,1,1,99,781242,2,,08,08,45,1,4542
4562689,1,1,1,23,1,1,175.48079026,8423,84,23,2018,03,201803,70,24,48,1,2,40,2,9,2,3,,,,,,,1,,2,,900000,3,,58,58,75,2,7524
4562689,1,2,1,23,1,1,175.48079026,8220,82,23,2018,03,201803,70,24,48,1,2,48,1,9,2,1,,,,,,,,1,2,,781242,2,,55,38,74,2,7499
4562689,1,3,1,23,1,1,175.48079026,,,23,2018,03,201803,70,20,48,1,1,,,,,,,,,,,,,,,,781242,,,21,,,2,
4562692,1,2,1,23,1,1,102.31587704,5619,56,23,2018,03,201803,70,2,48,1,2,2,1,3,2,1,,,,,,,,1,2,,500000,2,,53,53,55,1,5529
4562707,1,4,1,23,1,1,84.687746171,4111,41,23,2018,03,201803,70,5,48,1,2,5,1,2,2,7,,,,,,,,1,2,,600000,2,,95,95,45,1,4521
4562708,1,4,1,23,1,1,160.29672167,9609,96,23,2018,03,201803,70,4,48,1,2,52,4,1,2,1,,,,,,,,1,2,,781242,2,,45,57,93,1,9302
4562720,1,5,1,23,1,1,159.3714437,6820,68,23,2018,03,201803,70,10,40,1,2,10,1,6,2,4,,,,,,,,1,2,,1200000,2,,58,58,70,1,7020
4562727,1,2,1,23,1,1,158.69823165,8413,84,23,2018,03,201803,70,8,48,2,2,8,2,9,2,1,,,,,,,,1,2,,1000000,2,,05,05,75,1,7514
4562733,1,2,1,23,1,1,143.66894405,,,23,2018,03,201803,70,144,48,1,1,,,,,,,,,,,,,,,,781242,,,13,,,2,
4562734,1,1,1,23,1,1,208.29996783,,,23,2018,03,201803,70,24,48,1,1,,,,,,,,,,,,,,,,800000,,,33,,,2,
4562790,1,1,1,27,1,1,81.831624035,8412,84,27,2018,03,201803,70,8,48,1,2,8,4,9,2,1,,,,,,,,1,2,,782000,2,,37,37,75,1,7512
4562791,1,1,1,27,1,1,86.266420768,8530,85,27,2018,03,201803,70,16,40,2,2,16,4,9,2,1,,,,,,,,1,2,,98,2,,13,13,80,2,8042
4562793,1,1,1,27,1,1,59.984300288,4111,41,27,2018,03,201803,70,8,48,4,2,8,5,2,2,1,,,,,,,,1,2,,900000,2,,95,95,45,1,4521
4562800,1,1,1,27,1,1,69.394370876,9700,97,27,2018,03,201803,70,56,48,1,2,48,3,1,2,1,,,,,,,,1,2,,850000,2,,59,54,95,2,9500
4562802,1,1,1,27,1,1,79.1123715,8415,84,27,2018,03,201803,70,144,40,1,2,144,2,9,2,1,,,,,,,,1,2,,781000,2,,11,39,75,2,7512
4562805,1,1,1,27,1,1,80.477987746,4752,47,27,2018,03,201803,70,48,40,1,2,48,1,3,2,1,,,,,,,,1,2,,750000,2,,45,45,52,2,5241
4562812,1,2,1,27,1,1,57.981566087,4752,47,27,2018,03,201803,70,52,48,1,2,52,1,6,2,1,,,,,,,,1,2,,98,2,,33,33,52,2,5241
4562814,1,2,1,27,1,1,69.394370876,8890,88,27,2018,03,201803,70,50,48,1,2,50,1,9,2,1,,,,,,,,1,2,,1000000,2,,44,39,85,2,8532
4562815,1,1,1,27,1,1,83.12650398,9700,97,27,2018,03,201803,70,20,48,3,2,20,3,1,2,1,,,,,,,,1,2,,400000,2,,54,54,95,2,9500
4562815,1,2,1,27,1,1,83.12650398,4112,41,27,2018,03,201803,70,4,60,4,2,4,4,3,2,1,,,,,,,,1,1,1000000,700000,2,,95,95,45,1,4522
4562816,1,7,1,27,1,1,33.7160789,9700,97,27,2018,03,201803,70,52,40,3,2,52,3,1,2,4,,,,,,,,1,2,,400000,2,,54,54,95,2,9500
4562817,1,1,1,27,1,1,67.282684372,4112,41,27,2018,03,201803,70,8,60,4,2,8,4,3,2,1,,,,,,,,1,2,,900000,2,,95,95,45,1,4522
4562822,1,1,1,27,1,1,77.52082627,5611,56,27,2018,03,201803,70,4,48,1,2,6,1,2,2,1,,,,,,,,1,2,,300000,2,,77,77,55,1,5521
4562830,1,1,1,41,1,1,206.79040785,5619,56,41,2018,03,201803,70,16,50,1,2,12,1,3,2,1,,,,,,,,1,2,,750000,2,,87,53,55,2,5529
4562834,1,1,1,41,1,1,203.5723845,4752,47,41,2018,03,201803,70,50,48,1,2,220,1,3,2,2,,,,,,,,1,2,,781242,2,,95,40,52,2,5241
4562841,1,1,1,41,1,1,134.13727529,9491,94,41,2018,03,201803,70,3,48,1,2,270,1,6,2,1,,,,,,,,1,2,,781800,2,,45,55,91,1,9191
4562846,1,1,1,41,1,1,212.01852546,4111,41,41,2018,03,201803,70,4,48,1,2,4,1,2,2,1,,,,,,,,1,2,,2000000,2,,02,02,45,1,4521
4562846,1,2,1,41,1,1,212.01852546,4511,45,41,2018,03,201803,70,48,48,1,2,48,1,3,2,1,,,,,,,,1,2,,1500000,2,,05,44,66,2,6601
4562859,1,2,1,41,1,1,149.72487424,1701,17,41,2018,03,201803,70,20,48,1,2,4,1,9,2,4,,,,,,,,1,1,200000,781242,2,,45,45,52,2,5244
