DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,INI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7430,P7440,P7450,P7452,P7454,P7456,P7458,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921
4562019,1,3,1,05,1,1,908.57393136,05,2018,03,201803,80,2,,,,1,1,2,2,,2,,,,,2
4562019,1,5,1,05,1,1,908.57393136,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562020,1,2,1,05,1,1,869.21490926,05,2018,03,201803,80,1,3,4,2,,,4,3,,2,,,,,3
4562020,1,3,1,05,1,1,869.21490926,05,2018,03,201803,80,1,3,4,2,,,8,2,,2,,,,,2
4562020,1,4,1,05,1,1,869.21490926,05,2018,03,201803,80,1,4,3,2,,,9,2,,2,,,,,2
4562020,1,5,1,05,1,1,869.21490926,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562021,1,2,1,05,1,1,791.90563646,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562023,1,2,1,05,1,1,1521.340425,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562023,1,3,1,05,1,1,1521.340425,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562027,1,1,1,05,1,1,1091.0378109,05,2018,03,201803,80,1,4,3,2,,,9,3,,2,,1,48,781242,3
4562027,1,2,1,05,1,1,1091.0378109,05,2018,03,201803,80,1,2,2,2,,,2,2,,2,,1,24,781242,2
4562030,1,1,1,05,1,1,1671.7450498,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562030,1,5,1,05,1,1,1671.7450498,05,2018,03,201803,80,1,1,3,2,,,9,2,,2,,,,,2
4562032,1,4,1,05,1,1,1097.6969129,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562033,1,1,1,05,1,1,1167.5572822,05,2018,03,201803,80,1,4,3,2,,,9,2,,2,,,,,2
4562033,1,3,1,05,1,1,1167.5572822,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562033,1,4,1,05,1,1,1167.5572822,05,2018,03,201803,80,1,3,5,2,,,4,3,,2,,2,,1500000,3
4562033,1,5,1,05,1,1,1167.5572822,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562034,1,1,1,05,1,1,1329.0573245,05,2018,03,201803,80,1,4,4,2,,,4,2,,2,,,,,2
4562034,1,2,1,05,1,1,1329.0573245,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562036,1,2,1,05,1,1,1238.6619426,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562036,1,3,1,05,1,1,1238.6619426,05,2018,03,201803,80,1,1,8,2,,,2,2,,2,,2,,781000,2
4562037,1,2,1,05,1,1,1006.6143678,05,2018,03,201803,80,1,4,3,2,,,9,2,,2,,,,,2
4562038,1,4,1,05,1,1,1259.2300765,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562040,1,1,1,05,1,1,1330.6163189,05,2018,03,201803,80,1,4,3,2,,,9,2,,2,,1,24,700000,2
4562041,1,2,1,05,1,1,1043.4242046,05,2018,03,201803,80,1,4,4,2,,,9,2,,2,,,,,2
4562042,1,2,1,05,1,1,1094.6777078,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562043,1,2,1,05,1,1,1259.2300765,05,2018,03,201803,80,1,2,6,1,,1,9,2,,2,,1,24,350000,2
4562044,1,1,1,05,1,1,879.23709668,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562044,1,2,1,05,1,1,879.23709668,05,2018,03,201803,80,1,2,5,2,,,11,3,,2,,,,,3
4562045,1,1,1,05,1,1,1162.9825317,05,2018,03,201803,80,1,4,4,2,,,4,2,,2,,,,,2
4562047,1,1,1,05,1,1,1329.0573245,05,2018,03,201803,80,1,4,5,2,,,11,3,,2,,,,,3
4562047,1,2,1,05,1,1,1329.0573245,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562048,1,4,1,05,1,1,882.87699359,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562051,1,1,1,05,1,1,1146.9780337,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562052,1,1,1,05,1,1,998.79542371,05,2018,03,201803,80,1,4,5,2,,,10,3,,2,,,,,3
4562052,1,2,1,05,1,1,998.79542371,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562053,1,1,1,05,1,1,1043.4242046,05,2018,03,201803,80,1,4,5,2,,,10,3,,2,,,,,3
4562057,1,1,1,05,1,1,1945.8302185,05,2018,03,201803,80,1,4,4,2,,,10,3,,2,,,,,3
4562059,1,2,1,05,1,1,1215.0295308,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562061,1,2,1,05,1,1,1137.9086776,05,2018,03,201803,80,1,4,4,2,,,4,2,,2,,,,,2
4562062,1,1,1,05,1,1,878.44729514,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562066,1,1,1,05,1,1,1493.2444324,05,2018,03,201803,80,1,4,5,2,,,11,3,,2,,,,,3
4562067,1,1,1,05,1,1,1022.0204354,05,2018,03,201803,80,1,4,1,2,,,4,1,,2,,,,,2
4562069,1,3,1,05,1,1,990.69933791,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562070,1,4,1,05,1,1,875.57070621,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562071,1,3,1,05,1,1,970.68968234,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562073,1,1,1,05,1,1,1373.6861054,05,2018,03,201803,80,1,4,5,2,,,10,3,,2,,,,,3
4562077,1,1,1,05,1,1,957.98042928,05,2018,03,201803,80,1,4,3,2,,,9,2,,2,,,,,2
4562077,1,2,1,05,1,1,957.98042928,05,2018,03,201803,80,1,4,5,2,,,10,3,,2,,,,,3
4562079,1,2,1,05,1,1,1048.9517864,05,2018,03,201803,80,1,4,3,2,,,9,2,,2,,,,,2
4562079,1,4,1,05,1,1,1048.9517864,05,2018,03,201803,80,1,3,3,2,,,9,2,,2,,,,,2
4562082,1,1,1,05,1,1,1083.4300694,05,2018,03,201803,80,1,4,3,2,,,9,3,,2,,,,,3
4562082,1,4,1,05,1,1,1083.4300694,05,2018,03,201803,80,2,,,,2,,,2,,2,,1,48,781242,2
4562087,1,1,1,05,1,1,1162.9825317,05,2018,03,201803,80,1,4,4,2,,,4,2,,2,,,,,2
4562089,1,3,1,05,1,1,1320.7873491,05,2018,03,201803,80,1,3,4,2,,,4,2,,2,,1,24,300000,2
4562094,1,3,1,05,1,1,975.11938079,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562096,1,3,1,05,1,1,1490.7389891,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562098,1,2,1,05,1,1,1361.7762331,05,2018,03,201803,80,1,4,3,2,,,9,2,,2,,,,,2
4562100,1,2,1,05,1,1,1353.6764498,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562101,1,3,1,05,1,1,1228.7188515,05,2018,03,201803,80,1,4,1,2,,,4,2,,2,,,,,2
4562102,1,3,1,05,1,1,1104.0821368,05,2018,03,201803,80,1,2,6,2,,,7,2,,2,,1,24,781242,2
4562103,1,2,1,05,1,1,1089.9406704,05,2018,03,201803,80,1,1,1,1,,1,4,2,,2,,1,24,781200,2
4562103,1,4,1,05,1,1,1089.9406704,05,2018,03,201803,80,1,3,1,2,,,12,1,,2,,1,48,960000,2
4562104,1,3,1,05,1,1,970.68968234,05,2018,03,201803,80,1,1,6,2,,,8,2,,2,,1,25,400000,2
4562105,1,1,1,05,1,1,1197.5891252,05,2018,03,201803,80,1,4,4,2,,,4,2,,2,,,,,2
4562105,1,3,1,05,1,1,1197.5891252,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562108,1,3,1,05,1,1,545.50466586,05,2018,03,201803,80,1,4,3,2,,,8,2,,2,,,,,2
4562111,1,2,1,05,1,1,687.70386098,05,2018,03,201803,80,1,4,4,1,,1,8,2,,2,,,,,2
4562111,1,5,1,05,1,1,687.70386098,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562113,1,2,1,05,1,1,1558.3622509,05,2018,03,201803,80,1,3,3,2,,,5,2,,2,,1,24,781242,2
4562113,1,3,1,05,1,1,1558.3622509,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562114,1,4,1,05,1,1,959.53942368,05,2018,03,201803,80,1,2,9,2,,,9,2,,2,,,,,2
4562116,1,1,1,05,1,1,1506.743487,05,2018,03,201803,80,1,1,1,2,,,1,2,,2,,,,,2
4562118,1,4,1,05,1,1,729.80995639,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562121,1,2,1,05,1,1,1330.6163189,05,2018,03,201803,80,1,1,9,2,,,12,2,2,2,,,,,1
4562123,1,1,1,05,1,1,873.04802382,05,2018,03,201803,80,1,4,6,2,,,8,2,,2,,1,24,781242,2
4562126,1,1,1,05,1,1,841.86878151,05,2018,03,201803,80,1,4,7,2,,,9,2,,2,,1,24,781242,2
4562126,1,2,1,05,1,1,841.86878151,05,2018,03,201803,80,1,4,4,2,,,4,2,,2,,,,,2
4562126,1,3,1,05,1,1,841.86878151,05,2018,03,201803,80,1,2,9,2,,,9,2,,2,,1,24,781242,2
4562127,1,2,1,05,1,1,1110.2576649,05,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562129,1,2,1,05,1,1,1242.2179061,05,2018,03,201803,80,1,2,9,1,,1,9,2,,2,,1,48,1200000,2
4562134,1,1,1,08,1,1,643.40383449,08,2018,03,201803,80,1,4,3,2,,,9,2,,2,,,,,2
4562134,1,2,1,08,1,1,643.40383449,08,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562138,1,3,1,08,1,1,744.28421198,08,2018,03,201803,80,1,1,8,2,,,2,2,,2,,1,24,781000,2
4562138,1,6,1,08,1,1,744.28421198,08,2018,03,201803,80,1,3,2,2,,,2,2,,2,,,,,2
4562139,1,3,1,08,1,1,631.90682814,08,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562141,1,1,1,08,1,1,614.06443877,08,2018,03,201803,80,1,2,3,2,,,9,2,,2,,,,,2
4562143,1,5,1,08,1,1,468.55308311,08,2018,03,201803,80,1,2,3,2,,,9,2,,2,,1,24,600000,2
4562143,1,10,1,08,1,1,468.55308311,08,2018,03,201803,80,1,2,3,2,,,12,2,,2,,2,,781000,2
4562143,1,11,1,08,1,1,468.55308311,08,2018,03,201803,80,1,3,6,2,,,1,2,,2,,1,24,600000,2
4562146,1,1,1,08,1,1,769.78044807,08,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562147,1,2,1,08,1,1,880.2813362,08,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562148,1,4,1,08,1,1,630.0120582,08,2018,03,201803,80,1,3,7,2,,,1,2,,2,,1,48,781000,2
4562150,1,3,1,08,1,1,711.5389427,08,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562153,1,2,1,11,1,1,2837.3671288,11,2018,03,201803,80,1,2,4,1,,2,4,2,,2,,2,,781242,2
4562159,1,3,1,13,1,1,267.47519241,13,2018,03,201803,80,1,2,3,2,,,9,2,,2,,,,,2
4562160,1,1,1,13,1,1,396.45172164,13,2018,03,201803,80,1,2,3,2,,,9,2,,2,,,,,2
4562161,1,4,1,13,1,1,488.35879381,13,2018,03,201803,80,1,3,2,2,,,2,2,,2,,,,,2
4562162,1,2,1,13,1,1,403.62794753,13,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562170,1,1,1,13,1,1,186.32649573,13,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562170,1,3,1,13,1,1,186.32649573,13,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562171,1,3,1,13,1,1,395.45530258,13,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562173,1,2,1,13,1,1,479.39416898,13,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562175,1,1,1,13,1,1,324.53637357,13,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562175,1,2,1,13,1,1,324.53637357,13,2018,03,201803,80,1,4,5,2,,,10,3,,2,,,,,3
4562176,1,3,1,13,1,1,459.5504709,13,2018,03,201803,80,1,4,3,2,,,9,1,,2,,,,,2
4562176,1,6,1,13,1,1,459.5504709,13,2018,03,201803,80,1,4,5,2,,,10,3,,2,,,,,3
4562177,1,1,1,13,1,1,578.90988692,13,2018,03,201803,80,1,4,5,2,,,8,3,,2,,,,,3
4562178,1,1,1,13,1,1,393.62412722,13,2018,03,201803,80,1,4,5,2,,,10,3,,2,,,,,3
4562180,1,1,1,13,1,1,218.17343026,13,2018,03,201803,80,1,4,5,2,,,10,3,,2,,,,,3
4562180,1,2,1,13,1,1,218.17343026,13,2018,03,201803,80,1,4,5,2,,,10,3,,2,,,,,3
4562180,1,3,1,13,1,1,218.17343026,13,2018,03,201803,80,1,4,3,2,,,9,2,,2,,,,,2
4562182,1,4,1,13,1,1,394.34783255,13,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562184,1,2,1,13,1,1,437.55432002,13,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562185,1,3,1,13,1,1,338.92147882,13,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562185,1,4,1,13,1,1,338.92147882,13,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562186,1,2,1,13,1,1,529.56000433,13,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562186,1,3,1,13,1,1,529.56000433,13,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562187,1,1,1,13,1,1,413.74098229,13,2018,03,201803,80,1,4,3,2,,,8,2,,2,,1,40,781242,2
4562188,1,1,1,13,1,1,200.21255931,13,2018,03,201803,80,1,4,4,2,,,8,2,,2,,,,,2
4562188,2,3,2,13,1,1,200.21255931,13,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562189,1,2,1,13,1,1,365.60439676,13,2018,03,201803,80,1,3,3,2,,,9,2,,2,,,,,2
4562190,1,1,1,13,1,1,449.65431413,13,2018,03,201803,80,1,4,3,2,,,9,2,,2,,,,,2
4562192,1,1,1,13,1,1,677.03909127,13,2018,03,201803,80,1,2,5,2,,,8,3,,2,,1,40,800000,3
4562193,1,4,1,13,1,1,213.1164747,13,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562195,1,2,1,13,1,1,420.81229185,13,2018,03,201803,80,1,3,5,2,,,10,3,,2,,,,,3
4562195,1,3,1,13,1,1,420.81229185,13,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562195,1,4,1,13,1,1,420.81229185,13,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562198,1,1,1,15,1,1,121.68253053,15,2018,03,201803,80,1,4,5,2,,,10,3,,2,,,,,3
4562198,1,2,1,15,1,1,121.68253053,15,2018,03,201803,80,1,4,5,2,,,11,2,,2,,,,,2
4562199,1,2,1,15,1,1,88.873271267,15,2018,03,201803,80,1,3,5,2,,,10,3,,2,,,,,3
4562199,1,3,1,15,1,1,88.873271267,15,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562200,1,2,1,15,1,1,57.889240422,15,2018,03,201803,80,1,3,4,2,,,4,2,,2,,,,,2
4562203,1,1,1,15,1,1,105.44672418,15,2018,03,201803,80,1,4,4,2,,,4,3,,2,,,,,3
4562204,1,1,1,15,1,1,108.57669825,15,2018,03,201803,80,1,4,5,2,,,10,3,,2,,,,,3
4562205,1,3,1,15,1,1,85.553347846,15,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562206,1,2,1,15,1,1,95.456602152,15,2018,03,201803,80,1,1,4,2,,,9,2,,2,,,,,2
4562208,1,1,1,15,1,1,108.57669825,15,2018,03,201803,80,1,4,1,2,,,8,2,,2,,,,,2
4562209,1,2,1,15,1,1,45.765300393,15,2018,03,201803,80,1,4,4,2,,,4,3,,2,,,,,3
4562210,1,1,1,15,1,1,119.96204184,15,2018,03,201803,80,1,1,3,2,,,9,2,,2,,,,,2
4562212,1,2,1,15,1,1,108.32503157,15,2018,03,201803,80,1,4,1,2,,,2,2,,2,,,,781242,2
4562216,1,1,1,15,1,1,183.06120157,15,2018,03,201803,80,1,3,5,2,,,10,3,,2,,,,,3
4562216,1,2,1,15,1,1,183.06120157,15,2018,03,201803,80,1,3,3,2,,,9,2,,2,,,,,2
4562216,1,3,1,15,1,1,183.06120157,15,2018,03,201803,80,1,1,2,2,,,2,2,,2,,,,,2
4562216,3,2,3,15,1,1,183.06120157,15,2018,03,201803,80,1,1,4,2,,,4,2,,2,,,,,2
4562220,1,1,1,15,1,1,136.62743701,15,2018,03,201803,80,1,4,3,2,,,9,2,,2,,,,,2
4562220,1,2,1,15,1,1,136.62743701,15,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562220,1,3,1,15,1,1,136.62743701,15,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562221,1,1,1,15,1,1,113.44101611,15,2018,03,201803,80,2,,,,1,1,2,2,,2,,,,,2
4562221,1,2,1,15,1,1,113.44101611,15,2018,03,201803,80,1,1,8,2,,,2,2,,2,,,,,2
4562222,1,1,1,15,1,1,99.533561225,15,2018,03,201803,80,1,4,7,2,,,10,3,,2,,,,,3
4562226,1,3,1,15,1,1,79.119133138,15,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562228,1,2,1,15,1,1,95.412804015,15,2018,03,201803,80,2,,,,2,,,2,,2,,2,,781242,2
4562235,1,1,1,15,1,1,108.57669825,15,2018,03,201803,80,1,4,5,2,,,10,3,,2,,,,,3
4562238,1,1,1,15,1,1,114.48986121,15,2018,03,201803,80,1,4,5,2,,,11,3,,2,,,,,3
4562241,1,2,1,15,1,1,80.708170897,15,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562241,1,3,1,15,1,1,80.708170897,15,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562242,1,2,1,15,1,1,75.767438984,15,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562243,1,1,1,15,1,1,122.42609118,15,2018,03,201803,80,1,2,2,2,,,2,2,,2,,,,,2
4562243,1,2,1,15,1,1,122.42609118,15,2018,03,201803,80,1,2,2,1,,1,2,2,,2,,,,1500000,2
4562243,1,3,1,15,1,1,122.42609118,15,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562245,1,2,1,15,1,1,114.20950086,15,2018,03,201803,80,1,4,8,2,,,1,2,,2,,,,,2
4562246,1,2,1,15,1,1,87.627165882,15,2018,03,201803,80,1,4,5,2,,,10,3,,2,,,,,3
4562247,1,2,1,15,1,1,142.26023962,15,2018,03,201803,80,1,4,3,2,,,9,2,,2,,,,,2
4562247,1,4,1,15,1,1,142.26023962,15,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562247,1,5,1,15,1,1,142.26023962,15,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562248,1,1,1,15,1,1,119.96204184,15,2018,03,201803,80,1,1,3,1,,1,9,2,,2,,,,,2
4562249,1,1,1,15,1,1,122.40695027,15,2018,03,201803,80,1,4,7,2,,,8,2,,2,,,,,2
4562250,1,2,1,15,1,1,118.28619306,15,2018,03,201803,80,1,1,8,2,,,2,2,,2,,,,,2
4562251,1,1,1,15,1,1,108.57669825,15,2018,03,201803,80,1,4,4,2,,,4,1,1,2,,,,,1
4562253,1,1,1,15,1,1,180.19503618,15,2018,03,201803,80,1,1,3,2,,,9,2,,1,1200000,2,,1200000,2
4562253,1,2,1,15,1,1,180.19503618,15,2018,03,201803,80,1,1,2,2,,,2,2,,1,781242,,,,2
4562254,1,1,1,15,1,1,106.92959854,15,2018,03,201803,80,1,4,4,2,,,8,2,,2,,,,,2
4562258,1,1,1,15,1,1,139.50208883,15,2018,03,201803,80,1,3,4,2,,,8,2,,2,,,,,2
4562258,1,2,1,15,1,1,139.50208883,15,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562259,1,2,1,15,1,1,117.84155536,15,2018,03,201803,80,1,2,3,2,,,9,2,,2,,,,,2
4562260,1,2,1,15,1,1,88.447140586,15,2018,03,201803,80,1,4,2,2,,,2,2,,2,,,,,2
4562260,1,3,1,15,1,1,88.447140586,15,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562261,1,4,1,15,1,1,84.249180511,15,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562263,1,2,1,15,1,1,92.578294769,15,2018,03,201803,80,1,3,3,2,,,9,2,,2,,,,,2
4562264,1,3,1,15,1,1,101.50408635,15,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
4562267,1,1,1,15,1,1,94.05964183,15,2018,03,201803,80,1,4,4,2,,,9,2,,2,,2,,1000000,2
4562267,1,3,1,15,1,1,94.05964183,15,2018,03,201803,80,2,,,,2,,,2,,2,,,,,2
