DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P6290,P6230,P6240,P6250,P6260,P6270,P6280,P6300,P6310,P6320,P6330,P6340,P6350,P6351,FT
4569363,1,1,1,44,1,65.502591066,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569363,1,2,1,44,1,65.502591066,44,2018,03,201803,50,,2,4,2,2,2,2,1,10,,,,,,1
4569364,1,1,1,44,1,52.88570807,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569364,1,2,1,44,1,52.88570807,44,2018,03,201803,50,2,2,4,2,2,2,1,,,,,,,1,1
4569364,1,3,1,44,1,52.88570807,44,2018,03,201803,50,,3,3,2,2,2,2,2,,,,,,,1
4569365,1,1,1,44,1,31.946425666,44,2018,03,201803,50,2,1,4,2,2,2,1,,,,,,,1,1
4569365,1,2,1,44,1,31.946425666,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569365,1,5,1,44,1,31.946425666,44,2018,03,201803,50,,5,4,2,2,2,2,1,11,,,,,,1
4569366,1,1,1,44,1,74.866376653,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569366,1,2,1,44,1,74.866376653,44,2018,03,201803,50,5,2,4,2,2,2,1,,,,,,,1,1
4569367,1,1,1,44,1,59.165270666,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569367,1,2,1,44,1,59.165270666,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569367,1,3,1,44,1,59.165270666,44,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4569367,1,4,1,44,1,59.165270666,44,2018,03,201803,50,,4,3,2,2,2,2,2,,,,,,,1
4569368,1,1,1,44,1,55.253567674,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569368,1,3,1,44,1,55.253567674,44,2018,03,201803,50,,3,6,2,2,2,2,1,10,,,,,,1
4569368,1,4,1,44,1,55.253567674,44,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4569369,1,1,1,44,1,59.253861254,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569369,1,2,1,44,1,59.253861254,44,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4569370,1,1,1,44,1,54.073277014,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569370,1,2,1,44,1,54.073277014,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569371,1,1,1,44,1,52.312788344,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569371,1,2,1,44,1,52.312788344,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569371,1,3,1,44,1,52.312788344,44,2018,03,201803,50,,3,3,2,2,2,2,1,12,,,,,,1
4569371,1,4,1,44,1,52.312788344,44,2018,03,201803,50,,4,3,2,2,2,2,1,12,,,,,,1
4569372,1,1,1,44,1,48.853028597,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569372,1,2,1,44,1,48.853028597,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569373,1,1,1,44,1,58.773297981,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569373,1,4,1,44,1,58.773297981,44,2018,03,201803,50,,4,4,2,2,2,2,2,,,,,,,1
4569374,1,1,1,44,1,65.77695148,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569374,1,2,1,44,1,65.77695148,44,2018,03,201803,50,,2,4,1,,,,,,,,,,,1
4569375,1,1,1,44,1,64.016828084,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569375,1,2,1,44,1,64.016828084,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569376,1,1,1,44,1,40.597766658,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569376,1,2,1,44,1,40.597766658,44,2018,03,201803,50,2,2,4,2,2,2,1,,,,,,,1,1
4569376,1,3,1,44,1,40.597766658,44,2018,03,201803,50,,3,3,2,2,2,2,2,,,,,,,1
4569376,1,4,1,44,1,40.597766658,44,2018,03,201803,50,,4,3,2,2,2,2,2,,,,,,,1
4569376,1,5,1,44,1,40.597766658,44,2018,03,201803,50,,5,3,2,2,2,2,2,,,,,,,1
4569377,1,1,1,44,1,52.313670103,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569377,1,2,1,44,1,52.313670103,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569377,1,3,1,44,1,52.313670103,44,2018,03,201803,50,,3,3,2,2,1,,,,,,,,,1
4569378,1,1,1,44,1,63.487836492,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569378,1,2,1,44,1,63.487836492,44,2018,03,201803,50,,2,4,1,,,,,,,,,,,1
4569379,1,1,1,44,1,66.683763487,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569379,1,2,1,44,1,66.683763487,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569380,1,1,1,44,1,72.50572808,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569381,1,1,1,44,1,45.657374416,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569381,1,2,1,44,1,45.657374416,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569381,1,3,1,44,1,45.657374416,44,2018,03,201803,50,,3,4,2,2,2,2,2,,,,,,,1
4569381,1,5,1,44,1,45.657374416,44,2018,03,201803,50,,5,4,2,2,2,2,2,,,,,,,1
4569381,1,6,1,44,1,45.657374416,44,2018,03,201803,50,,6,4,2,2,2,2,2,,,,,,,1
4569382,1,1,1,44,1,40.226593208,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569382,1,2,1,44,1,40.226593208,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569382,1,3,1,44,1,40.226593208,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569382,1,4,1,44,1,40.226593208,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569383,1,1,1,44,1,48.853028597,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569383,1,2,1,44,1,48.853028597,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569384,1,1,1,44,1,62.144832413,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569384,1,2,1,44,1,62.144832413,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569384,1,5,1,44,1,62.144832413,44,2018,03,201803,50,,5,1,,,,,,,,,,,,1
4569384,1,6,1,44,1,62.144832413,44,2018,03,201803,50,,6,4,2,2,2,2,2,,,,,,,1
4569385,1,1,1,44,1,54.562604429,44,2018,03,201803,50,,1,4,2,2,2,2,1,2,1,2,,,,1
4569385,1,2,1,44,1,54.562604429,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569386,1,1,1,44,1,61.503312066,44,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4569386,1,2,1,44,1,61.503312066,44,2018,03,201803,50,,2,3,2,2,2,2,2,,,,,,,1
4569387,1,1,1,44,1,72.50572808,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569388,1,1,1,44,1,26.919996263,44,2018,03,201803,50,,4,4,2,2,2,2,2,,,,,,,1
4569388,1,2,1,44,1,26.919996263,44,2018,03,201803,50,,4,6,2,2,2,2,2,,,,,,,1
4569388,1,3,1,44,1,26.919996263,44,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4569388,1,4,1,44,1,26.919996263,44,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4569389,1,1,1,44,1,67.741746671,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569389,1,2,1,44,1,67.741746671,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569390,1,1,1,44,1,58.56188343,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569390,1,2,1,44,1,58.56188343,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569391,1,1,1,44,1,53.544285421,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569391,1,2,1,44,1,53.544285421,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569392,1,1,1,44,1,82.287647562,44,2018,03,201803,50,2,1,2,2,2,2,1,,,,,,,1,1
4569392,1,2,1,44,1,82.287647562,44,2018,03,201803,50,,2,3,2,2,2,2,2,,,,,,,1
4569393,1,1,1,44,1,34.99127885,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569393,1,2,1,44,1,34.99127885,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569393,1,3,1,44,1,34.99127885,44,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4569394,1,1,1,44,1,72.393339319,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569394,1,2,1,44,1,72.393339319,44,2018,03,201803,50,,2,3,2,2,2,2,2,,,,,,,1
4569395,1,1,1,44,1,26.865266145,44,2018,03,201803,50,,1,5,,,,,,,,,,,,1
4569395,1,2,1,44,1,26.865266145,44,2018,03,201803,50,,2,5,,,,,,,,,,,,1
4569395,1,3,1,44,1,26.865266145,44,2018,03,201803,50,,3,4,2,2,2,2,1,2,2,,2,,,1
4569396,1,1,1,44,1,58.032891838,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569396,1,2,1,44,1,58.032891838,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569397,1,1,1,44,1,59.944824499,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569397,1,2,1,44,1,59.944824499,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569397,1,3,1,44,1,59.944824499,44,2018,03,201803,50,,1,3,2,2,2,2,2,,,,,,,1
4569398,1,1,1,44,1,47.795045413,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569398,1,2,1,44,1,47.795045413,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569399,1,1,1,44,1,28.139412177,44,2018,03,201803,50,,1,4,2,2,2,2,1,3,2,,1,12,1,1
4569399,1,2,1,44,1,28.139412177,44,2018,03,201803,50,,1,3,2,2,2,2,2,,,,,,,1
4569399,1,4,1,44,1,28.139412177,44,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4569400,1,1,1,44,1,63.139596921,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569401,1,1,1,44,1,51.671135178,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569401,1,2,1,44,1,51.671135178,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569402,1,1,1,44,1,53.95973368,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569403,1,1,1,44,1,73.246134223,44,2018,03,201803,50,,1,3,2,2,2,2,1,12,,,,,,1
4569404,1,1,1,44,1,54.073277014,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569404,1,2,1,44,1,54.073277014,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569405,1,1,1,44,1,57.503900246,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569405,1,2,1,44,1,57.503900246,44,2018,03,201803,50,,2,4,1,,,,,,,,,,,1
4569406,1,1,1,44,1,72.50572808,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569407,1,1,1,44,1,53.430742088,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569408,1,1,1,44,1,49.327290071,44,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4569409,1,1,1,44,1,72.50572808,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569410,1,1,1,44,1,27.927997626,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569410,1,2,1,44,1,27.927997626,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569410,1,3,1,44,1,27.927997626,44,2018,03,201803,50,2,3,2,2,2,2,1,,,,,,,1,1
4569411,1,1,1,44,1,51.051705517,44,2018,03,201803,50,2,2,2,2,2,2,1,,,,,,,1,1
4569411,1,2,1,44,1,51.051705517,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569412,1,1,1,44,1,76.921609912,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569412,1,2,1,44,1,76.921609912,44,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569413,1,1,1,44,1,48.77342466,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569413,1,2,1,44,1,48.77342466,44,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4569413,1,3,1,44,1,48.77342466,44,2018,03,201803,50,,3,4,2,2,2,2,2,,,,,,,1
4569413,1,4,1,44,1,48.77342466,44,2018,03,201803,50,,4,4,2,2,2,2,1,13,,,,,,1
4569414,1,1,1,44,1,25.628825476,44,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4569414,1,2,1,44,1,25.628825476,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569414,1,3,1,44,1,25.628825476,44,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4569414,1,4,1,44,1,25.628825476,44,2018,03,201803,50,,4,4,2,2,2,2,2,,,,,,,1
4569415,1,1,1,44,1,49.993722332,44,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569415,1,2,1,44,1,49.993722332,44,2018,03,201803,50,1,1,4,2,2,2,1,,,,,,,1,1
4569436,1,1,1,47,1,162.26374692,47,2018,03,201803,50,,1,4,1,,,,,,,,,,,1
4569437,1,1,1,47,1,213.89914604,47,2018,03,201803,50,2,1,4,2,2,2,1,,,,,,,1,1
4569437,1,2,1,47,1,213.89914604,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569437,1,3,1,47,1,213.89914604,47,2018,03,201803,50,,1,3,2,2,2,2,2,,,,,,,1
4569438,1,1,1,47,1,158.50088663,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569438,1,2,1,47,1,158.50088663,47,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569439,1,1,1,47,1,178.54907258,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569439,1,2,1,47,1,178.54907258,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569440,1,1,1,47,1,168.00253223,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569441,1,1,1,47,1,217.5252345,47,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4569441,1,2,1,47,1,217.5252345,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569441,1,6,1,47,1,217.5252345,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569441,1,7,1,47,1,217.5252345,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569441,1,8,1,47,1,217.5252345,47,2018,03,201803,50,,8,4,2,2,2,2,2,,,,,,,1
4569442,1,1,1,47,1,219.34862127,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569442,1,2,1,47,1,219.34862127,47,2018,03,201803,50,,2,4,1,,,,,,,,,,,1
4569442,1,3,1,47,1,219.34862127,47,2018,03,201803,50,,2,3,2,2,2,2,1,12,,,,,,1
4569442,1,4,1,47,1,219.34862127,47,2018,03,201803,50,,2,3,2,2,2,2,2,,,,,,,1
4569443,1,1,1,47,1,189.36678815,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569443,1,2,1,47,1,189.36678815,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569443,1,3,1,47,1,189.36678815,47,2018,03,201803,50,,3,4,2,2,2,2,1,6,2,,2,,,1
4569443,1,4,1,47,1,189.36678815,47,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4569444,1,1,1,47,1,167.0571258,47,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4569444,1,2,1,47,1,167.0571258,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569444,1,3,1,47,1,167.0571258,47,2018,03,201803,50,2,3,4,2,2,2,1,,,,,,,1,1
4569444,1,6,1,47,1,167.0571258,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569444,1,7,1,47,1,167.0571258,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569445,1,1,1,47,1,185.55783717,47,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569445,1,2,1,47,1,185.55783717,47,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4569448,1,1,1,47,1,182.00330897,47,2018,03,201803,50,,1,3,2,2,2,2,2,,,,,,,1
4569448,1,2,1,47,1,182.00330897,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569449,1,1,1,47,1,153.64180827,47,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569449,1,2,1,47,1,153.64180827,47,2018,03,201803,50,,2,4,1,,,,,,,,,,,1
4569449,1,3,1,47,1,153.64180827,47,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569449,1,4,1,47,1,153.64180827,47,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4569449,1,5,1,47,1,153.64180827,47,2018,03,201803,50,,5,1,,,,,,,,,,,,1
4569449,1,6,1,47,1,153.64180827,47,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569449,1,7,1,47,1,153.64180827,47,2018,03,201803,50,,7,4,2,2,2,2,2,,,,,,,1
4569452,1,1,1,47,1,196.06792602,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569452,1,2,1,47,1,196.06792602,47,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4569453,1,1,1,47,1,173.17451505,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569453,1,2,1,47,1,173.17451505,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569453,1,4,1,47,1,173.17451505,47,2018,03,201803,50,,1,3,2,2,2,2,2,,,,,,,1
4569454,1,1,1,47,1,109.20854663,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569455,1,1,1,47,1,168.5249796,47,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569455,1,2,1,47,1,168.5249796,47,2018,03,201803,50,,2,4,1,,,,,,,,,,,1
4569456,1,1,1,47,1,192.76245408,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569456,1,2,1,47,1,192.76245408,47,2018,03,201803,50,2,2,3,2,2,2,1,,,,,,,1,1
4569456,1,3,1,47,1,192.76245408,47,2018,03,201803,50,,3,4,2,2,2,2,2,,,,,,,1
4569456,1,4,1,47,1,192.76245408,47,2018,03,201803,50,,3,5,,,,,,,,,,,,1
4569457,1,1,1,47,1,199.4257524,47,2018,03,201803,50,,2,6,2,2,2,2,2,,,,,,,1
4569457,1,2,1,47,1,199.4257524,47,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569458,1,1,1,47,1,220.92722445,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569458,1,2,1,47,1,220.92722445,47,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4569458,1,3,1,47,1,220.92722445,47,2018,03,201803,50,,3,4,2,2,2,2,2,,,,,,,1
4569459,1,1,1,47,1,193.16451971,47,2018,03,201803,50,,1,6,2,2,2,2,2,,,,,,,1
4569461,1,1,1,47,1,190.3291407,47,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569461,1,2,1,47,1,190.3291407,47,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4569462,1,1,1,47,1,193.67358812,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569462,1,2,1,47,1,193.67358812,47,2018,03,201803,50,1,2,4,2,2,2,1,,,,,,,1,1
4569463,1,1,1,47,1,141.03680071,47,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4569464,1,1,1,47,1,155.91809684,47,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569464,1,2,1,47,1,155.91809684,47,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4569464,1,3,1,47,1,155.91809684,47,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569464,1,4,1,47,1,155.91809684,47,2018,03,201803,50,,2,5,,,,,,,,,,,,1
4569464,1,5,1,47,1,155.91809684,47,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569465,1,1,1,47,1,178.54907258,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569465,1,2,1,47,1,178.54907258,47,2018,03,201803,50,,2,4,1,,,,,,,,,,,1
4569466,1,1,1,47,1,164.23967194,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569466,1,2,1,47,1,164.23967194,47,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569467,1,1,1,47,1,196.06792602,47,2018,03,201803,50,,1,6,2,2,2,2,2,,,,,,,1
4569467,1,2,1,47,1,196.06792602,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569468,1,1,1,47,1,180.30504772,47,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4569468,1,2,1,47,1,180.30504772,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569470,1,1,1,47,1,161.4293182,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569471,1,1,1,47,1,202.97024304,47,2018,03,201803,50,,1,4,1,,,,,,,,,,,1
4569471,1,2,1,47,1,202.97024304,47,2018,03,201803,50,,1,6,2,2,2,2,2,,,,,,,1
4569471,1,4,1,47,1,202.97024304,47,2018,03,201803,50,,1,5,,,,,,,,,,,,1
4569473,1,1,1,47,1,185.52138566,47,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4569474,1,1,1,47,1,180.8176491,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569474,1,2,1,47,1,180.8176491,47,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569474,1,3,1,47,1,180.8176491,47,2018,03,201803,50,,1,3,2,2,2,2,2,,,,,,,1
4569475,1,1,1,47,1,144.46556752,47,2018,03,201803,50,2,1,4,2,2,2,1,,,,,,,1,1
4569475,1,2,1,47,1,144.46556752,47,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4569476,1,1,1,47,1,210.37732666,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569476,1,2,1,47,1,210.37732666,47,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4569477,1,1,1,47,1,239.57417919,47,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569477,1,2,1,47,1,239.57417919,47,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569477,1,3,1,47,1,239.57417919,47,2018,03,201803,50,,2,3,2,2,2,2,2,,,,,,,1
4569477,1,4,1,47,1,239.57417919,47,2018,03,201803,50,,2,3,2,2,2,2,2,,,,,,,1
4569477,1,5,1,47,1,239.57417919,47,2018,03,201803,50,,2,3,2,2,2,2,2,,,,,,,1
4569478,1,1,1,47,1,97.605850474,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569478,1,2,1,47,1,97.605850474,47,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569485,1,1,1,50,1,273.87125934,50,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569485,1,2,1,50,1,273.87125934,50,2018,03,201803,50,2,2,2,2,2,2,1,,,,,,,1,1
4569485,1,3,1,50,1,273.87125934,50,2018,03,201803,50,,3,3,2,2,2,2,1,12,,,,,,1
4569486,1,1,1,50,1,245.82388431,50,2018,03,201803,50,,1,6,2,2,2,2,1,11,,,,,,1
4569486,1,2,1,50,1,245.82388431,50,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4569486,1,3,1,50,1,245.82388431,50,2018,03,201803,50,2,3,2,2,2,2,1,,,,,,,1,1
4569486,1,4,1,50,1,245.82388431,50,2018,03,201803,50,,4,4,2,2,2,2,2,,,,,,,1
4569487,1,1,1,50,1,271.72321998,50,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569487,1,2,1,50,1,271.72321998,50,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569487,1,3,1,50,1,271.72321998,50,2018,03,201803,50,,3,6,1,,,,,,,,,,,1
4569487,1,4,1,50,1,271.72321998,50,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4569488,1,1,1,50,1,282.33600989,50,2018,03,201803,50,,1,6,2,2,1,,,,,,,,,1
4569488,1,2,1,50,1,282.33600989,50,2018,03,201803,50,,2,6,2,1,,,,,,,,,,1
4569489,1,1,1,50,1,244.12357162,50,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569490,1,1,1,50,1,245.95547444,50,2018,03,201803,50,,1,4,1,,,,,,,,,,,1
4569491,1,1,1,50,1,239.21290794,50,2018,03,201803,50,,1,6,2,2,2,2,1,11,,,,,,1
4569491,1,2,1,50,1,239.21290794,50,2018,03,201803,50,1,2,4,2,2,2,1,,,,,,,1,1
4569492,1,1,1,50,1,260.61812488,50,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569492,1,2,1,50,1,260.61812488,50,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569493,1,1,1,50,1,262.89661038,50,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4569494,1,1,1,50,1,284.16791272,50,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569494,1,2,1,50,1,284.16791272,50,2018,03,201803,50,,2,6,2,2,1,,,,,,,,,1
4569495,1,1,1,50,1,233.19587089,50,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569495,1,2,1,50,1,233.19587089,50,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569496,1,1,1,50,1,237.43120932,50,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569496,1,2,1,50,1,237.43120932,50,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4569497,1,1,1,50,1,245.95547444,50,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569498,1,1,1,50,1,222.92578945,50,2018,03,201803,50,,1,6,2,1,,,,,,,,,,1
4569498,1,2,1,50,1,222.92578945,50,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569498,1,3,1,50,1,222.92578945,50,2018,03,201803,50,,3,6,2,2,1,,,,,,,,,1
4569499,1,1,1,50,1,271.5458256,50,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569503,1,1,1,50,1,270.37154206,50,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569504,1,1,1,50,1,272.66990495,50,2018,03,201803,50,1,1,2,2,2,2,1,,,,,,,1,1
4569506,1,1,1,50,1,233.19587089,50,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569506,1,2,1,50,1,233.19587089,50,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569507,1,1,1,50,1,245.95547444,50,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569508,1,1,1,50,1,286.57134831,50,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569508,1,2,1,50,1,286.57134831,50,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4569509,1,1,1,50,1,251.96890966,50,2018,03,201803,50,,2,6,2,2,2,2,2,,,,,,,1
4569509,1,2,1,50,1,251.96890966,50,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4569510,1,1,1,50,1,328.3744675,50,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4569510,1,2,1,50,1,328.3744675,50,2018,03,201803,50,,2,4,2,2,2,2,1,10,,,,,,1
4569510,1,4,1,50,1,328.3744675,50,2018,03,201803,50,,1,3,2,2,2,2,2,,,,,,,1
4569511,1,1,1,50,1,273.73374291,50,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4569511,1,2,1,50,1,273.73374291,50,2018,03,201803,50,2,2,2,2,2,2,1,,,,,,,1,1
4569511,1,3,1,50,1,273.73374291,50,2018,03,201803,50,,3,3,2,2,2,2,2,,,,,,,1
4569511,1,4,1,50,1,273.73374291,50,2018,03,201803,50,,4,1,,,,,,,,,,,,1
