DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P6290,P6230,P6240,P6250,P6260,P6270,P6280,P6300,P6310,P6320,P6330,P6340,P6350,P6351,FT
4561958,1,1,1,05,1,1311.1651417,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4561958,1,2,1,05,1,1311.1651417,05,2018,03,201803,50,,2,4,1,,,,,,,,,,,1
4561959,1,1,1,05,1,1134.6970158,05,2018,03,201803,50,1,1,4,2,2,2,1,,,,,,,1,1
4561959,1,2,1,05,1,1134.6970158,05,2018,03,201803,50,,2,4,2,2,2,2,1,9,,,,,,1
4561960,1,1,1,05,1,1207.6113126,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4561961,1,1,1,05,1,678.22929209,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4561961,1,2,1,05,1,678.22929209,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4561961,1,3,1,05,1,678.22929209,05,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4561961,1,5,1,05,1,678.22929209,05,2018,03,201803,50,,5,4,2,2,1,,,,,,,,,1
4561962,1,1,1,05,1,1575.5011993,05,2018,03,201803,50,,1,4,1,,,,,,,,,,,1
4561962,1,2,1,05,1,1575.5011993,05,2018,03,201803,50,,2,3,2,2,2,2,1,12,,,,,,1
4561962,1,4,1,05,1,1575.5011993,05,2018,03,201803,50,1,4,3,2,2,2,1,,,,,,,1,1
4561963,1,1,1,05,1,1029.92515,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4561963,1,2,1,05,1,1029.92515,05,2018,03,201803,50,,2,4,2,2,2,2,1,11,,,,,,1
4561964,1,1,1,05,1,1356.3635155,05,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4561964,1,2,1,05,1,1356.3635155,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4561964,1,3,1,05,1,1356.3635155,05,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4561964,1,4,1,05,1,1356.3635155,05,2018,03,201803,50,,4,3,2,2,2,2,2,,,,,,,1
4561965,1,1,1,05,1,1497.24959,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4561965,1,2,1,05,1,1497.24959,05,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4561965,1,4,1,05,1,1497.24959,05,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4561966,1,1,1,05,1,980.45233806,05,2018,03,201803,50,,1,4,1,,,,,,,,,,,1
4561966,2,1,2,05,1,980.45233806,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4561967,1,1,1,05,1,1166.6224286,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4561968,1,1,1,05,1,545.50466586,05,2018,03,201803,50,,1,4,2,2,2,2,1,8,2,,2,,,1
4561968,1,2,1,05,1,545.50466586,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4561968,1,3,1,05,1,545.50466586,05,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4561968,1,4,1,05,1,545.50466586,05,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4561969,1,1,1,05,1,1047.0641015,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4561969,1,2,1,05,1,1047.0641015,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4561970,1,1,1,05,1,545.50466586,05,2018,03,201803,50,,1,6,2,2,2,2,2,,,,,,,1
4561970,1,2,1,05,1,545.50466586,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4561970,1,3,1,05,1,545.50466586,05,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4561970,1,4,1,05,1,545.50466586,05,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4561970,1,5,1,05,1,545.50466586,05,2018,03,201803,50,,5,1,,,,,,,,,,,,1
4561970,1,6,1,05,1,545.50466586,05,2018,03,201803,50,,6,4,2,2,2,2,2,,,,,,,1
4561971,1,1,1,05,1,1209.4989974,05,2018,03,201803,50,,1,6,2,2,2,2,2,,,,,,,1
4561971,1,2,1,05,1,1209.4989974,05,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4561971,1,3,1,05,1,1209.4989974,05,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4561972,1,1,1,05,1,1136.7644752,05,2018,03,201803,50,,1,6,2,2,2,2,1,9,,,,,,1
4561972,1,2,1,05,1,1136.7644752,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4561972,1,3,1,05,1,1136.7644752,05,2018,03,201803,50,,3,3,1,,,,,,,,,,,1
4561972,1,4,1,05,1,1136.7644752,05,2018,03,201803,50,,4,3,2,2,2,2,1,12,,,,,,1
4561973,1,1,1,05,1,1029.92515,05,2018,03,201803,50,,1,4,1,,,,,,,,,,,1
4561973,1,2,1,05,1,1029.92515,05,2018,03,201803,50,,2,6,2,2,2,2,1,7,2,,2,,,1
4561974,1,1,1,05,1,1167.4159245,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4561974,1,2,1,05,1,1167.4159245,05,2018,03,201803,50,2,2,2,2,2,2,1,,,,,,,1,1
4561976,1,1,1,05,1,1680.9561596,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4561976,1,2,1,05,1,1680.9561596,05,2018,03,201803,50,1,2,2,2,2,2,1,,,,,,,1,1
4561976,1,5,1,05,1,1680.9561596,05,2018,03,201803,50,,5,6,2,2,2,2,2,,,,,,,1
4561976,1,6,1,05,1,1680.9561596,05,2018,03,201803,50,,6,4,2,2,2,2,2,,,,,,,1
4561977,1,1,1,05,1,998.79542371,05,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4561977,1,2,1,05,1,998.79542371,05,2018,03,201803,50,,2,6,2,2,2,2,2,,,,,,,1
4561978,1,1,1,05,1,1404.1973304,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4561978,1,2,1,05,1,1404.1973304,05,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4561979,1,1,1,05,1,957.68266955,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4561979,1,2,1,05,1,957.68266955,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4561979,1,3,1,05,1,957.68266955,05,2018,03,201803,50,,3,6,2,2,2,2,1,13,,,,,,1
4561979,1,4,1,05,1,957.68266955,05,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4561979,1,5,1,05,1,957.68266955,05,2018,03,201803,50,,5,1,,,,,,,,,,,,1
4561980,1,1,1,05,1,1721.1515477,05,2018,03,201803,50,,1,6,2,2,2,2,2,,,,,,,1
4561980,1,2,1,05,1,1721.1515477,05,2018,03,201803,50,,2,6,2,2,2,2,2,,,,,,,1
4561980,1,3,1,05,1,1721.1515477,05,2018,03,201803,50,,3,4,1,,,,,,,,,,,1
4561981,1,1,1,05,1,946.07055699,05,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4561981,1,2,1,05,1,946.07055699,05,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4561981,1,3,1,05,1,946.07055699,05,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4561982,1,1,1,05,1,1378.7884035,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4561982,1,2,1,05,1,1378.7884035,05,2018,03,201803,50,,2,3,2,2,2,2,1,9,,,,,,1
4561983,1,1,1,05,1,1099.9008991,05,2018,03,201803,50,2,1,4,2,2,2,1,,,,,,,1,1
4561983,1,2,1,05,1,1099.9008991,05,2018,03,201803,50,1,2,4,2,2,2,1,,,,,,,1,1
4561983,1,3,1,05,1,1099.9008991,05,2018,03,201803,50,,3,3,2,2,2,2,2,,,,,,,1
4561984,1,1,1,05,1,1162.9825317,05,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4561985,1,1,1,05,1,1461.7849585,05,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4561985,1,2,1,05,1,1461.7849585,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4561985,1,3,1,05,1,1461.7849585,05,2018,03,201803,50,,3,4,2,2,2,2,2,,,,,,,1
4561985,1,5,1,05,1,1461.7849585,05,2018,03,201803,50,,5,3,2,2,2,2,2,,,,,,,1
4561985,1,6,1,05,1,1461.7849585,05,2018,03,201803,50,,6,3,2,2,2,2,1,12,,,,,,1
4561985,1,7,1,05,1,1461.7849585,05,2018,03,201803,50,,7,3,2,2,2,2,2,,,,,,,1
4561986,1,1,1,05,1,800.9448047,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4561986,1,2,1,05,1,800.9448047,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4561987,1,1,1,05,1,634.80586572,05,2018,03,201803,50,1,1,6,2,2,2,1,,,,,,,1,1
4561987,1,2,1,05,1,634.80586572,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4561987,1,3,1,05,1,634.80586572,05,2018,03,201803,50,2,3,3,2,2,2,1,,,,,,,1,1
4561987,1,4,1,05,1,634.80586572,05,2018,03,201803,50,2,4,2,2,2,2,1,,,,,,,1,1
4561988,1,1,1,05,1,1493.2444324,05,2018,03,201803,50,,1,6,2,2,2,2,2,,,,,,,1
4561989,1,1,1,05,1,910.36682299,05,2018,03,201803,50,,1,6,2,2,2,2,1,7,2,,2,,,1
4561989,1,2,1,05,1,910.36682299,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4561989,1,3,1,05,1,910.36682299,05,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4561990,1,1,1,05,1,1505.7604678,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4561990,1,2,1,05,1,1505.7604678,05,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4561990,1,3,1,05,1,1505.7604678,05,2018,03,201803,50,,1,3,2,2,2,2,2,,,,,,,1
4561991,1,1,1,05,1,1331.1747972,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4561991,1,2,1,05,1,1331.1747972,05,2018,03,201803,50,,2,4,2,1,,,,,,,,,,1
4561992,1,1,1,05,1,1043.4242046,05,2018,03,201803,50,,1,6,2,2,2,2,2,,,,,,,1
4561992,1,2,1,05,1,1043.4242046,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4561993,1,1,1,05,1,1152.8055402,05,2018,03,201803,50,2,1,2,2,2,2,1,,,,,,,1,1
4561993,1,2,1,05,1,1152.8055402,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4561994,1,1,1,05,1,545.50466586,05,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4561994,1,2,1,05,1,545.50466586,05,2018,03,201803,50,,2,4,2,2,2,2,1,9,,,,,,1
4561994,1,3,1,05,1,545.50466586,05,2018,03,201803,50,2,3,3,2,2,2,1,,,,,,,1,1
4561994,1,4,1,05,1,545.50466586,05,2018,03,201803,50,,1,6,2,2,2,2,2,,,,,,,1
4561994,1,5,1,05,1,545.50466586,05,2018,03,201803,50,,5,1,,,,,,,,,,,,1
4561994,1,6,1,05,1,545.50466586,05,2018,03,201803,50,,6,3,1,,,,,,,,,,,1
4561995,1,1,1,05,1,910.36682299,05,2018,03,201803,50,,1,6,2,2,2,2,1,7,2,,2,,,1
4561995,1,2,1,05,1,910.36682299,05,2018,03,201803,50,,2,4,1,,,,,,,,,,,1
4561995,1,3,1,05,1,910.36682299,05,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4561996,1,1,1,05,1,1331.1747972,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4561996,1,2,1,05,1,1331.1747972,05,2018,03,201803,50,,2,6,2,1,,,,,,,,,,1
4561997,1,1,1,05,1,1122.659579,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4561997,1,2,1,05,1,1122.659579,05,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4561997,1,3,1,05,1,1122.659579,05,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4561997,1,4,1,05,1,1122.659579,05,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4561998,1,1,1,05,1,1298.4558886,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4561998,1,2,1,05,1,1298.4558886,05,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4561999,1,1,1,05,1,1166.6224286,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562000,1,1,1,05,1,1358.8996442,05,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4562000,1,2,1,05,1,1358.8996442,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4562000,1,3,1,05,1,1358.8996442,05,2018,03,201803,50,2,3,3,2,2,2,1,,,,,,,1,1
4562001,1,1,1,05,1,1341.7665775,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562001,1,2,1,05,1,1341.7665775,05,2018,03,201803,50,,1,3,2,2,2,2,2,,,,,,,1
4562002,1,1,1,05,1,1207.6113126,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562003,1,1,1,05,1,1201.2290221,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562003,1,2,1,05,1,1201.2290221,05,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4562003,1,3,1,05,1,1201.2290221,05,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4562004,1,1,1,05,1,1298.4558886,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562004,1,2,1,05,1,1298.4558886,05,2018,03,201803,50,,2,4,2,2,2,2,1,9,,,,,,1
4562005,1,1,1,05,1,914.03519909,05,2018,03,201803,50,,1,4,1,,,,,,,,,,,1
4562005,1,2,1,05,1,914.03519909,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4562005,1,3,1,05,1,914.03519909,05,2018,03,201803,50,,3,3,2,2,2,2,2,,,,,,,1
4562005,2,1,2,05,1,914.03519909,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562005,2,2,2,05,1,914.03519909,05,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4562006,1,1,1,05,1,660.40724923,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562006,1,2,1,05,1,660.40724923,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4562006,1,3,1,05,1,660.40724923,05,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4562007,1,1,1,05,1,863.85035721,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562008,1,1,1,05,1,1435.946663,05,2018,03,201803,50,1,1,2,2,2,2,1,,,,,,,1,1
4562008,1,2,1,05,1,1435.946663,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4562009,1,1,1,05,1,1269.8218568,05,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4562009,1,2,1,05,1,1269.8218568,05,2018,03,201803,50,,2,3,1,,,,,,,,,,,1
4562009,1,3,1,05,1,1269.8218568,05,2018,03,201803,50,,3,6,2,2,2,2,2,,,,,,,1
4562010,1,1,1,05,1,1603.3358123,05,2018,03,201803,50,,1,2,1,,,,,,,,,,,1
4562010,2,1,2,05,1,1603.3358123,05,2018,03,201803,50,,1,3,2,2,2,2,1,12,,,,,,1
4562011,1,1,1,05,1,1630.3069717,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562011,1,2,1,05,1,1630.3069717,05,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4562012,1,1,1,05,1,1182.2023857,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562013,1,1,1,05,1,770.00903886,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562013,1,2,1,05,1,770.00903886,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4562013,1,3,1,05,1,770.00903886,05,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4562013,1,4,1,05,1,770.00903886,05,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4562014,1,1,1,05,1,1169.6416337,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562014,1,2,1,05,1,1169.6416337,05,2018,03,201803,50,2,2,4,2,2,2,1,,,,,,,1,1
4562014,1,3,1,05,1,1169.6416337,05,2018,03,201803,50,1,3,4,2,2,2,1,,,,,,,1,1
4562015,1,1,1,05,1,1734.2853416,05,2018,03,201803,50,,1,6,2,2,2,2,1,10,,,,,,1
4562016,1,1,1,05,1,915.22933902,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562016,1,2,1,05,1,915.22933902,05,2018,03,201803,50,2,2,3,2,2,2,1,,,,,,,1,1
4562016,1,3,1,05,1,915.22933902,05,2018,03,201803,50,,3,3,2,2,2,2,1,8,2,,2,,,1
4562016,1,6,1,05,1,915.22933902,05,2018,03,201803,50,2,6,4,2,2,2,1,,,,,,,2,1
4562016,1,7,1,05,1,915.22933902,05,2018,03,201803,50,,7,1,,,,,,,,,,,,1
4562017,1,1,1,05,1,1027.8479419,05,2018,03,201803,50,3,1,2,2,2,2,1,,,,,,,1,1
4562017,1,2,1,05,1,1027.8479419,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4562017,1,3,1,05,1,1027.8479419,05,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4562018,1,1,1,05,1,863.85035721,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562019,1,1,1,05,1,908.57393136,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562019,1,2,1,05,1,908.57393136,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4562019,1,3,1,05,1,908.57393136,05,2018,03,201803,50,,3,3,2,2,2,2,2,,,,,,,1
4562019,1,5,1,05,1,908.57393136,05,2018,03,201803,50,,5,4,2,2,2,2,2,,,,,,,1
4562020,1,1,1,05,1,869.21490926,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562020,1,2,1,05,1,869.21490926,05,2018,03,201803,50,,2,6,2,2,2,2,2,,,,,,,1
4562020,1,3,1,05,1,869.21490926,05,2018,03,201803,50,,3,4,2,2,2,2,2,,,,,,,1
4562020,1,4,1,05,1,869.21490926,05,2018,03,201803,50,,4,4,2,2,2,2,2,,,,,,,1
4562020,1,5,1,05,1,869.21490926,05,2018,03,201803,50,,4,4,2,2,2,2,2,,,,,,,1
4562021,1,1,1,05,1,791.90563646,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562021,1,2,1,05,1,791.90563646,05,2018,03,201803,50,,2,3,2,2,2,2,2,,,,,,,1
4562022,1,1,1,05,1,1450.7331243,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562023,1,1,1,05,1,1521.340425,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562023,1,2,1,05,1,1521.340425,05,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4562023,1,3,1,05,1,1521.340425,05,2018,03,201803,50,,3,3,2,2,2,2,2,,,,,,,1
4562024,1,1,1,05,1,1166.6224286,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562025,1,1,1,05,1,863.85035721,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562026,1,1,1,05,1,1194.112258,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562027,1,1,1,05,1,1091.0378109,05,2018,03,201803,50,,1,4,2,2,2,2,1,9,,,,,,1
4562027,1,2,1,05,1,1091.0378109,05,2018,03,201803,50,,2,3,2,2,2,2,1,12,,,,,,1
4562028,1,1,1,05,1,1207.6113126,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562029,1,1,1,05,1,776.32937371,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562029,1,2,1,05,1,776.32937371,05,2018,03,201803,50,,2,4,2,2,1,,,,,,,,,1
4562029,1,3,1,05,1,776.32937371,05,2018,03,201803,50,1,3,4,2,2,2,1,,,,,,,1,1
4562030,1,1,1,05,1,1671.7450498,05,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4562030,1,2,1,05,1,1671.7450498,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4562030,1,5,1,05,1,1671.7450498,05,2018,03,201803,50,,5,4,2,2,2,2,2,,,,,,,1
4562030,1,6,1,05,1,1671.7450498,05,2018,03,201803,50,,6,1,,,,,,,,,,,,1
4562031,1,1,1,05,1,1207.6113126,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562032,1,1,1,05,1,1097.6969129,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562032,1,2,1,05,1,1097.6969129,05,2018,03,201803,50,3,2,2,2,2,2,1,,,,,,,1,1
4562032,1,3,1,05,1,1097.6969129,05,2018,03,201803,50,3,3,6,2,2,2,1,,,,,,,1,1
4562032,1,4,1,05,1,1097.6969129,05,2018,03,201803,50,,4,3,2,2,2,2,2,,,,,,,1
4562033,1,1,1,05,1,1167.5572822,05,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4562033,1,2,1,05,1,1167.5572822,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4562033,1,3,1,05,1,1167.5572822,05,2018,03,201803,50,,4,6,2,2,2,2,2,,,,,,,1
4562033,1,4,1,05,1,1167.5572822,05,2018,03,201803,50,,4,4,2,2,2,2,1,11,,,,,,1
4562033,1,5,1,05,1,1167.5572822,05,2018,03,201803,50,,4,3,2,2,2,2,2,,,,,,,1
4562034,1,1,1,05,1,1329.0573245,05,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4562034,1,2,1,05,1,1329.0573245,05,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4562035,1,1,1,05,1,908.28961484,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562035,1,2,1,05,1,908.28961484,05,2018,03,201803,50,,2,4,2,2,2,2,1,7,1,1,,1,1,1
4562035,1,3,1,05,1,908.28961484,05,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4562035,1,4,1,05,1,908.28961484,05,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4562036,1,1,1,05,1,1238.6619426,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562036,1,2,1,05,1,1238.6619426,05,2018,03,201803,50,,1,3,2,2,2,2,2,,,,,,,1
4562036,1,3,1,05,1,1238.6619426,05,2018,03,201803,50,,3,3,2,2,2,2,1,12,,,,,,1
4562037,1,1,1,05,1,1006.6143678,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562037,1,2,1,05,1,1006.6143678,05,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4562037,1,3,1,05,1,1006.6143678,05,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4562037,1,4,1,05,1,1006.6143678,05,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4562037,1,5,1,05,1,1006.6143678,05,2018,03,201803,50,,5,4,2,1,,,,,,,,,,1
4562038,1,1,1,05,1,1259.2300765,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562038,1,2,1,05,1,1259.2300765,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4562038,1,4,1,05,1,1259.2300765,05,2018,03,201803,50,,2,3,2,2,2,2,2,,,,,,,1
4562039,1,1,1,05,1,1151.8359674,05,2018,03,201803,50,,1,6,2,1,,,,,,,,,,1
4562039,1,2,1,05,1,1151.8359674,05,2018,03,201803,50,2,2,4,2,2,2,1,,,,,,,1,1
4562040,1,1,1,05,1,1330.6163189,05,2018,03,201803,50,,1,4,2,2,2,2,1,10,,,,,,1
4562040,1,2,1,05,1,1330.6163189,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4562041,1,1,1,05,1,1043.4242046,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562041,1,2,1,05,1,1043.4242046,05,2018,03,201803,50,,2,6,2,2,2,2,2,,,,,,,1
4562042,1,1,1,05,1,1094.6777078,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562042,1,2,1,05,1,1094.6777078,05,2018,03,201803,50,,2,3,2,2,2,2,2,,,,,,,1
4562043,1,1,1,05,1,1259.2300765,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562043,1,2,1,05,1,1259.2300765,05,2018,03,201803,50,,2,4,2,2,2,2,1,10,,,,,,1
4562043,1,3,1,05,1,1259.2300765,05,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4562044,1,1,1,05,1,879.23709668,05,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4562044,1,2,1,05,1,879.23709668,05,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4562044,1,3,1,05,1,879.23709668,05,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4562045,1,1,1,05,1,1162.9825317,05,2018,03,201803,50,,1,5,,,,,,,,,,,,1
4562046,1,1,1,05,1,803.51774902,05,2018,03,201803,50,,1,6,1,,,,,,,,,,,1
4562046,1,2,1,05,1,803.51774902,05,2018,03,201803,50,,2,4,1,,,,,,,,,,,1
4562046,1,3,1,05,1,803.51774902,05,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4562046,1,4,1,05,1,803.51774902,05,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4562047,1,1,1,05,1,1329.0573245,05,2018,03,201803,50,,1,6,2,2,2,2,2,,,,,,,1
4562047,1,2,1,05,1,1329.0573245,05,2018,03,201803,50,,2,4,2,2,2,2,2,,,,,,,1
4562048,1,1,1,05,1,882.87699359,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562048,1,2,1,05,1,882.87699359,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4562048,1,4,1,05,1,882.87699359,05,2018,03,201803,50,,4,4,2,2,2,2,2,,,,,,,1
4562050,1,1,1,05,1,849.063896,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562050,1,2,1,05,1,849.063896,05,2018,03,201803,50,6,2,6,2,2,2,1,,,,,,,1,1
4562051,1,1,1,05,1,1146.9780337,05,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4562051,1,2,1,05,1,1146.9780337,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4562051,1,4,1,05,1,1146.9780337,05,2018,03,201803,50,,4,1,,,,,,,,,,,,1
4562052,1,1,1,05,1,998.79542371,05,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4562052,1,2,1,05,1,998.79542371,05,2018,03,201803,50,,1,6,2,2,2,2,2,,,,,,,1
4562053,1,1,1,05,1,1043.4242046,05,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4562053,1,2,1,05,1,1043.4242046,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4562054,1,1,1,05,1,808.86850789,05,2018,03,201803,50,2,1,2,2,2,2,1,,,,,,,1,1
4562054,1,2,1,05,1,808.86850789,05,2018,03,201803,50,1,2,4,2,2,2,1,,,,,,,1,1
4562054,1,3,1,05,1,808.86850789,05,2018,03,201803,50,,3,3,1,,,,,,,,,,,1
4562055,1,1,1,05,1,867.85551484,05,2018,03,201803,50,,1,1,,,,,,,,,,,,1
4562055,1,2,1,05,1,867.85551484,05,2018,03,201803,50,,2,4,2,2,1,,,,,,,,,1
4562055,1,3,1,05,1,867.85551484,05,2018,03,201803,50,,3,1,,,,,,,,,,,,1
4562056,1,1,1,05,1,1031.4841444,05,2018,03,201803,50,,1,2,1,,,,,,,,,,,1
4562056,1,2,1,05,1,1031.4841444,05,2018,03,201803,50,,2,1,,,,,,,,,,,,1
4562057,1,1,1,05,1,1945.8302185,05,2018,03,201803,50,,1,4,2,2,2,2,2,,,,,,,1
4562057,2,1,2,05,1,1945.8302185,05,2018,03,201803,50,2,1,2,2,2,2,1,,,,,,,1,1
