DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,DSI,FEX_C,RAMA4D_D_R4,RAMA2D_D_R4,DPTO,ANO,MES,PERIODO,REGIS,P7250,P7260,P7280,P7310,P7320,P7350,P7360,P9460,P7390,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,RAMA2D_D,DSCY,RAMA4D_D
4586226,1,3,1,15,1,1,44.505131159,,,15,2018,04,201804,70,12,48,1,1,,,,,,,,,,,,,,,,1200000,,,06,,,1,
4586258,1,1,1,15,1,1,64.341915994,4759,47,15,2018,04,201804,70,3,40,1,2,3,1,9,2,7,,,,,,,,1,1,1500000,781242,2,,45,45,52,1,5239
4586263,1,5,1,15,1,1,49.421291625,7729,77,15,2018,04,201804,70,12,48,1,2,70,1,3,2,2,,,,,,,,1,2,,781242,2,,97,97,71,1,7129
4586265,1,2,1,15,1,1,129.33916875,8512,85,15,2018,04,201804,70,12,48,1,2,12,1,3,2,7,,,,,,,,1,2,,781242,2,,13,13,80,1,8011
4586284,1,3,1,15,1,1,155.23533181,,,15,2018,04,201804,70,48,48,1,1,,,,,,,,,,,,,,,,1800000,,,12,,,2,
4586303,1,3,1,17,1,1,149.66624424,4772,47,17,2018,04,201804,70,4,48,1,2,7,1,9,2,2,,,,,,,1,,2,,781242,2,,45,45,52,1,5233
4586304,1,4,1,17,1,1,245.85432541,3110,31,17,2018,04,201804,70,4,48,1,2,5,1,9,2,7,,,,,,,,1,1,1500000,900000,2,,45,45,36,1,3611
4586306,1,1,1,17,1,1,211.16559598,6201,62,17,2018,04,201804,70,46,48,1,2,52,4,1,2,2,,,,,,,,1,2,,781242,2,,03,03,72,2,7220
4586315,1,1,1,17,1,1,204.05211682,6412,64,17,2018,04,201804,70,54,48,1,2,54,2,9,2,2,,,,,,,,1,2,,1500000,2,,21,21,65,2,6512
4586317,1,4,1,17,1,1,188.17104224,2829,28,17,2018,04,201804,70,34,48,1,2,34,1,9,2,1,,,,,,,1,,2,,1500000,1,1,02,02,29,2,2919
4586318,1,2,1,17,1,1,206.08076616,0210,02,17,2018,04,201804,70,158,48,1,2,158,1,9,2,1,,,,,,,1,,2,,1500000,2,,02,02,02,2,0201
4586323,1,1,1,17,1,1,146.09348634,8430,84,17,2018,04,201804,70,4,48,1,2,4,1,9,2,1,1,,,,,,,,1,4500000,4000000,1,2,06,06,74,1,7499
4586324,1,3,1,17,1,1,215.58118561,1522,15,17,2018,04,201804,70,4,48,1,2,4,1,9,2,1,,,,,,,,1,1,700000,781242,2,,84,39,19,1,1929
4586325,1,2,1,17,1,1,206.08076616,4754,47,17,2018,04,201804,70,208,48,1,2,208,1,5,2,2,,,,,,,,1,2,,781242,2,,45,45,52,2,5235
4586326,1,2,1,17,1,1,179.28320304,4111,41,17,2018,04,201804,70,3,48,1,2,3,1,2,2,2,,,,,,,,1,1,720000,781242,2,,37,95,45,1,4552
4586333,1,1,1,17,1,1,216.61049268,8129,81,17,2018,04,201804,70,3,48,1,2,3,1,3,2,1,1,,,,,,,,1,1100000,781242,1,1,37,59,74,1,7493
4586333,1,3,1,17,1,1,216.61049268,3110,31,17,2018,04,201804,70,14,6,1,2,6,1,2,2,2,,,,,,,,1,2,,781242,2,,39,87,36,2,3611
4586336,1,8,1,17,1,1,235.20536297,4771,47,17,2018,04,201804,70,48,48,1,2,48,1,9,2,1,,,,,,,,1,2,,781242,2,,45,45,52,2,5233
4586336,1,16,1,17,1,1,235.20536297,8544,85,17,2018,04,201804,70,48,40,1,2,48,1,9,2,8,,,,,,,,1,2,,781242,2,,34,34,80,2,8050
4586337,1,2,1,17,1,1,225.76695454,6910,69,17,2018,04,201804,70,156,48,1,2,368,1,2,2,2,,,,,,,,1,2,,781242,2,,32,32,74,2,7411
4586355,1,2,1,17,1,1,193.67923242,1081,10,17,2018,04,201804,70,8,48,1,2,816,1,3,2,1,,,,,,,,1,2,,781242,2,,38,45,15,1,1551
4586361,1,2,1,17,1,1,196.97713277,8220,82,17,2018,04,201804,70,2,30,1,2,36,1,9,2,2,,,,,,,,1,2,,600000,2,,38,38,64,1,6421
4586365,1,2,1,17,1,1,211.2860212,8423,84,17,2018,04,201804,70,24,48,1,2,98,2,9,2,3,,,,,,,,1,2,,781242,2,,98,58,75,2,7522
4586368,1,2,1,17,1,1,222.81770422,1522,15,17,2018,04,201804,70,12,48,1,2,20,1,7,2,1,,,,,,,,1,2,,781242,2,,80,80,19,1,1929
4586369,1,4,1,17,1,1,235.61492541,4711,47,17,2018,04,201804,70,2,48,1,2,4,1,9,2,4,1,,,,,,,,1,1200000,781242,1,1,58,58,52,1,5211
4586374,1,1,1,17,1,1,244.47291983,4111,41,17,2018,04,201804,70,7,48,1,2,12,1,6,2,1,,,,,,,,1,2,,781242,2,,95,95,45,1,4521
4586377,1,3,1,17,1,1,239.22865987,5613,56,17,2018,04,201804,70,3,48,1,2,52,1,3,2,1,,,,,,,,1,2,,781242,2,,38,53,55,1,5522
4586378,1,1,1,17,1,1,168.5991579,9700,97,17,2018,04,201804,70,4,48,3,2,8,3,1,2,1,,,,,,,,1,2,,781242,2,,54,54,95,1,9500
4586387,1,1,1,17,1,1,186.08552147,4111,41,17,2018,04,201804,70,8,24,1,2,10,1,9,2,8,,,,,,,,1,2,,781242,2,,95,95,45,1,4521
4586388,1,2,1,17,1,1,167.50980015,,,17,2018,04,201804,70,4,48,1,1,,,,,,,,,,,,,,,,781242,,,95,,,1,
4586389,1,1,1,17,1,1,210.13417822,4111,41,17,2018,04,201804,70,4,48,1,2,4,1,6,2,1,,,,,,,,1,2,,800000,2,,93,93,45,1,4521
4586419,1,5,1,18,1,1,172.01358469,4773,47,18,2018,04,201804,70,12,48,1,2,16,1,4,2,1,,,,,,,,1,2,,900000,2,,39,39,52,1,5231
4586424,1,2,1,18,1,1,79.614046404,8622,86,18,2018,04,201804,70,2,40,1,2,7,1,3,2,1,,,1,,,,,,2,,781000,2,,59,59,85,1,8513
4586426,1,5,1,18,1,1,81.059349754,,,18,2018,04,201804,70,3,38,1,1,,,,,,,,,,,,,,,,500000,,,55,,,1,
4586430,1,3,1,18,1,1,79.228497265,,,18,2018,04,201804,70,2,40,2,1,,,,,,,,,,,,,,,,900000,,,32,,,1,
4586432,1,1,1,18,1,1,66.889076388,8513,85,18,2018,04,201804,70,2,35,1,2,20,1,5,2,1,,,,,,,,1,2,,800000,2,,13,13,80,1,8012
4586435,1,2,1,18,1,1,104.39282861,4111,41,18,2018,04,201804,70,20,40,1,2,20,1,3,2,1,,,,,,,,1,2,,700000,2,,95,95,45,2,4521
4586444,1,2,1,18,1,1,85.293919448,5511,55,18,2018,04,201804,70,16,48,1,2,16,1,4,2,1,,,,,,,,1,2,,800000,2,,53,53,55,2,5511
4586454,1,3,1,19,1,1,91.180430321,4520,45,19,2018,04,201804,70,12,48,4,2,12,4,1,2,2,,,,,,,,1,2,,781000,2,,84,84,50,1,5020
4586465,1,3,1,19,1,1,111.71510507,4921,49,19,2018,04,201804,70,8,48,1,2,16,1,2,2,4,,,,,,,,1,2,,781000,2,,98,98,60,1,6031
4586468,1,3,1,19,1,1,127.7769221,,,19,2018,04,201804,70,98,45,1,1,,,,,,,,,,,,,,,,98,,,12,,,2,
4586471,1,1,1,19,1,1,46.277291057,4290,42,19,2018,04,201804,70,8,48,1,2,8,1,2,2,1,,,,,,,,1,2,,800000,2,,32,32,45,1,4530
4586476,1,2,1,19,1,1,166.57527424,8544,85,19,2018,04,201804,70,24,40,1,2,24,2,9,2,7,,,,,,,,1,2,,900000,2,,39,39,80,2,8050
4586476,2,1,2,19,1,1,166.57527424,8413,84,19,2018,04,201804,70,96,40,1,2,96,2,9,2,1,,,,,,,,1,2,,1200000,2,,03,59,75,2,7512
4586478,1,3,1,19,1,1,68.096644698,9602,96,19,2018,04,201804,70,2,40,1,2,2,1,1,2,1,,,,,,,,1,2,,600000,2,,57,57,93,1,9302
4586483,1,2,1,19,1,1,131.35590547,8621,86,19,2018,04,201804,70,24,40,1,2,24,1,9,2,1,,,,,,,,1,2,,900000,2,,59,59,85,2,8512
4586493,1,1,1,19,1,1,162.20446163,6201,62,19,2018,04,201804,70,32,48,1,2,32,1,3,2,1,,,,,,,,1,2,,800000,2,,21,21,72,2,7220
4586498,1,1,1,19,1,1,148.38357762,4729,47,19,2018,04,201804,70,48,48,1,2,48,1,7,2,1,,,,,,,,1,2,,800000,2,,58,45,52,2,5224
4586498,1,2,1,19,1,1,148.38357762,9700,97,19,2018,04,201804,70,48,48,1,2,192,3,1,2,1,,,,,,,,1,2,,800000,2,,13,13,85,2,8532
4586508,1,3,1,19,1,1,84.883795222,8412,84,19,2018,04,201804,70,24,28,1,2,24,2,9,2,1,,,,,,,,1,2,,800000,2,,32,32,75,2,7512
4586511,1,1,1,19,1,1,132.94451277,7710,77,19,2018,04,201804,70,8,45,1,2,8,1,3,2,1,,,,,,,,1,2,,1500000,2,,98,98,71,1,7129
4586519,1,3,1,19,1,1,124.25870406,,,19,2018,04,201804,70,16,40,1,1,,,,,,,,,,,,,,,,1300000,,,15,,,2,
4586528,1,1,1,19,1,1,166.6312897,4771,47,19,2018,04,201804,70,8,40,1,2,8,1,3,2,1,,,,,,,,1,2,,781000,2,,45,45,52,1,5233
4586528,1,2,1,19,1,1,166.6312897,4773,47,19,2018,04,201804,70,32,40,1,2,32,1,3,2,1,,,,,,,,1,2,,781000,2,,45,45,52,2,5231
4586533,1,2,1,19,1,1,40.816636026,,,19,2018,04,201804,70,50,24,3,1,,,,,,,,,,,,,,,,500000,,,54,,,2,
4586548,1,2,1,19,1,1,169.83302737,4520,45,19,2018,04,201804,70,24,48,3,2,98,4,4,2,1,,,,,,,,1,2,,780000,2,,55,99,50,2,5020
4586552,1,4,1,20,1,1,269.37268064,9700,97,20,2018,04,201804,70,48,48,1,2,48,3,1,2,1,,,,,,,,1,2,,700000,2,,39,54,95,2,9500
4586553,1,1,1,20,1,1,90.856890982,6920,69,20,2018,04,201804,70,52,48,1,2,52,4,1,2,1,,,,,,,,1,2,,1200000,2,,11,11,74,2,7412
4586554,1,2,1,20,1,1,93.230170156,8692,86,20,2018,04,201804,70,8,48,1,2,10,4,1,2,3,,,,,,,,1,2,,98,2,,07,07,85,1,8515
4586557,1,2,1,20,1,1,226.02697584,6110,61,20,2018,04,201804,70,8,48,1,2,16,1,9,2,1,,,,,,,,1,2,,700000,2,,45,44,64,1,6421
4586560,1,4,1,20,1,1,209.43451242,4111,41,20,2018,04,201804,70,3,48,1,2,3,1,1,2,1,,,,,,,,1,2,,800000,2,,95,58,45,1,4521
4586567,1,1,1,20,1,1,252.30151793,8541,85,20,2018,04,201804,70,12,48,1,2,12,2,9,2,2,,,,,,,,1,2,,1200000,2,,13,13,80,1,8060
4586575,1,2,1,23,1,1,293.93456664,9700,97,23,2018,04,201804,70,6,48,1,2,8,3,1,2,1,,,,,,,,1,2,,500000,2,,45,54,95,1,9500
4586576,1,1,1,23,1,1,223.71751231,8412,84,23,2018,04,201804,70,16,40,2,2,16,2,9,2,2,,,,,,,,1,2,,1500000,2,,02,02,74,2,7412
4586579,1,3,1,23,1,1,379.96530307,,,23,2018,04,201804,70,12,40,1,1,,,,,,,,,,,,,,,,800000,,,32,,,1,
4586588,1,4,1,23,1,1,227.06898493,4781,47,23,2018,04,201804,70,8,40,1,2,8,1,2,2,1,,,,,,,,1,2,,500000,2,,45,45,52,1,5262
4586590,1,3,1,23,1,1,330.68878305,5611,56,23,2018,04,201804,70,25,48,1,2,40,1,3,2,1,,,,,,,,1,2,,700000,2,,53,53,55,2,5521
4586598,1,1,1,23,1,1,282.56569501,4112,41,23,2018,04,201804,70,3,48,1,2,3,1,9,2,3,,,,,,,,1,1,1000000,2000000,2,,02,02,45,1,4521
4586600,1,3,1,23,1,1,185.60546128,,,23,2018,04,201804,70,7,48,1,1,,,,,,,,,,,,,,,,800000,,,33,,,1,
4586603,1,4,1,23,1,1,116.95737675,,,23,2018,04,201804,70,8,48,2,1,,,,,,,,,,,,,,,,1000000,,,05,,,1,
4586627,1,3,1,23,1,1,192.76909762,4631,46,23,2018,04,201804,70,4,48,1,2,5,1,5,2,1,,,,,,,,1,2,,781242,2,,33,33,51,1,5125
4586645,1,2,1,27,1,1,74.921641711,7490,74,27,2018,04,201804,70,12,40,2,2,12,4,9,2,2,,,,,,1,,,2,,1700000,2,,05,05,73,1,7310
4586652,1,2,1,27,1,1,40.578602061,4112,41,27,2018,04,201804,70,2,54,4,2,2,4,2,2,2,,,,,,,,1,2,,2000000,2,,95,95,45,1,4521
4586652,1,3,1,27,1,1,40.578602061,8530,85,27,2018,04,201804,70,4,48,2,2,62,2,9,2,1,,,,,,,,1,2,,782000,2,,13,13,80,1,8042
4586654,1,3,1,27,1,1,72.712637705,8530,85,27,2018,04,201804,70,12,40,2,2,24,2,9,2,1,,,,,,,,1,2,,1800000,2,,13,13,80,1,8044
4586662,1,2,1,27,1,1,74.166181452,4921,49,27,2018,04,201804,70,12,44,4,2,24,4,1,2,1,,,,,,,,1,2,,781242,2,,98,98,60,1,6021
4586681,1,1,1,27,1,1,128.87736156,8412,84,27,2018,04,201804,70,100,40,1,2,140,2,9,2,1,,,,,,,,1,2,,840000,2,,54,39,75,2,7512
4586699,1,3,1,41,1,1,97.087567148,5611,56,41,2018,04,201804,70,52,48,1,2,52,1,4,2,1,,,,,,,,1,2,,781232,2,,53,53,55,2,5521
4586703,1,2,1,41,1,1,163.28804234,5221,52,41,2018,04,201804,70,3,60,1,2,3,1,2,2,3,,,,,,,,1,1,900000,800000,2,,21,21,63,1,6331
4586710,1,1,1,41,1,1,175.89182238,1040,10,41,2018,04,201804,70,8,48,1,2,12,1,9,2,3,,,,,,,,1,2,,1500000,2,,30,39,55,1,5529
4586713,1,1,1,41,1,1,188.38266438,4781,47,41,2018,04,201804,70,4,48,1,2,4,4,1,2,1,,,,,,,,1,2,,1200000,2,,03,45,52,1,5262
4586716,1,1,1,41,1,1,181.83962689,6820,68,41,2018,04,201804,70,12,60,1,2,12,1,2,1,1,,,,,,,,1,2,,900000,2,,58,58,75,1,7512
4586720,1,1,1,41,1,1,127.3951337,8513,85,41,2018,04,201804,70,32,48,1,2,32,1,9,2,1,,,,,,,,1,2,,781242,2,,58,58,80,2,8012
4586732,1,1,1,44,1,1,38.102172633,8415,84,44,2018,04,201804,70,4,40,2,2,9,4,9,2,2,,,,,,,,1,2,,4000000,2,,12,12,85,1,8532
4586734,1,1,1,44,1,1,45.454748486,8890,88,44,2018,04,201804,70,20,40,1,2,20,4,9,2,1,,,,,,,,1,2,,1800000,2,,19,19,85,2,8532
4586743,1,1,1,44,1,1,39.178839218,8553,85,44,2018,04,201804,70,12,40,4,2,12,4,1,2,1,,,,,,1,,,2,,1500000,2,,13,13,80,1,8060
4586749,1,3,1,44,1,1,67.633581417,,,44,2018,04,201804,70,12,40,1,1,,,,,,,,,,,,,,,,781242,,,33,,,1,
4586756,1,1,1,44,1,1,32.780411438,4759,47,44,2018,04,201804,70,4,40,2,2,52,4,1,2,1,,,,,,,,1,2,,700000,2,,02,41,52,1,5239
4586768,1,1,1,44,1,1,106.07795791,7490,74,44,2018,04,201804,70,52,40,1,2,106,4,9,2,1,,,,,,,,1,2,,781242,2,,39,39,74,2,7499
4586772,1,1,1,44,1,1,35.648401067,5619,56,44,2018,04,201804,70,13,60,1,2,12,4,2,2,1,,,,,,,,1,2,,300000,2,,55,53,55,1,5529
4586780,1,4,1,44,1,1,44.952530198,4771,47,44,2018,04,201804,70,4,40,1,2,156,1,8,2,1,,,,,,,,1,2,,781242,2,,45,45,52,1,5233
4586788,1,2,1,47,1,1,140.9165225,8560,85,47,2018,04,201804,70,4,30,1,2,52,4,1,2,1,,,,,,,,1,2,,800000,2,,32,13,80,1,8011
4586797,1,3,1,47,1,1,123.19152321,1030,10,47,2018,04,201804,70,48,48,1,2,48,1,9,2,1,,,,,,,,1,2,,800000,2,,33,33,15,2,1522
4586810,1,2,1,47,1,1,128.37319213,4771,47,47,2018,04,201804,70,28,40,3,2,28,1,3,2,8,,,,,,,,1,2,,600000,2,,54,55,52,2,5233
4586812,1,2,1,47,1,1,161.69327254,8610,86,47,2018,04,201804,70,52,48,3,2,52,1,9,2,1,,,,,,1,,,2,,350000,2,,54,55,85,2,8511
4586813,1,2,1,47,1,1,154.75705286,8621,86,47,2018,04,201804,70,24,48,1,2,24,1,9,2,1,,,,,,,,1,2,,800000,2,,59,59,85,2,8512
4586822,1,6,1,47,1,1,206.12260427,,,47,2018,04,201804,70,12,40,1,1,,,,,,,,,,,,,,,,800000,,,45,,,1,
4586826,1,3,1,47,1,1,202.0637193,5221,52,47,2018,04,201804,70,12,40,1,2,12,1,2,2,1,,,,,,,,1,2,,800000,2,,45,21,63,1,6331
4586834,1,2,1,47,1,1,417.73555007,,,47,2018,04,201804,70,52,40,1,1,,,,,,,,,,,,,,,,98,,,39,,,2,
4586855,1,1,1,50,1,1,174.13025969,4290,42,50,2018,04,201804,70,104,40,1,2,104,5,4,2,4,,,,,,,,1,2,,2500000,2,,04,45,45,2,4530
4586855,1,3,1,50,1,1,174.13025969,0610,06,50,2018,04,201804,70,48,48,1,2,14,1,9,2,2,,,,,,,,1,2,,2000000,2,,39,39,11,2,1110
4586856,1,1,1,50,1,1,225.3235268,1051,10,50,2018,04,201804,70,8,48,1,2,8,1,9,2,1,,,,,,,,1,2,,1200000,2,,33,32,15,1,1541
4586859,1,2,1,50,1,1,102.89340415,9700,97,50,2018,04,201804,70,3,48,3,2,6,1,1,2,1,,,,,,,,1,2,,850000,2,,54,54,74,1,7493
4586860,1,1,1,50,1,1,230.62229899,6820,68,50,2018,04,201804,70,8,48,4,2,12,1,3,2,1,,,,,,,,1,2,,900000,2,,54,55,70,1,7020
4586870,1,2,1,50,1,1,207.74681491,8530,85,50,2018,04,201804,70,13,48,2,2,20,1,5,2,7,,,,,,,,1,2,,1800000,2,,13,13,80,1,8045
4586877,1,2,1,50,1,1,212.63964351,8691,86,50,2018,04,201804,70,3,48,1,2,4,1,4,2,1,,,,,,,,1,1,1100000,1100000,2,,59,59,85,1,8514
4586880,1,4,1,50,1,1,253.47411761,6820,68,50,2018,04,201804,70,16,48,1,2,18,1,3,2,8,,,,,,,,1,2,,1400000,2,,21,21,70,2,7020
4586880,1,5,1,50,1,1,253.47411761,,,50,2018,04,201804,70,8,48,1,1,,,,,,,,,,,,,,,,1500000,,,02,,,1,
4586881,1,1,1,50,1,1,197.6039937,4921,49,50,2018,04,201804,70,104,48,1,2,104,4,1,2,2,,,,,,,,1,2,,1000000,2,,98,98,60,2,6031
4586886,1,2,1,50,1,1,265.41284869,5611,56,50,2018,04,201804,70,2,40,1,2,8,1,4,2,1,,,,,,,,1,2,,1200000,2,,99,53,55,1,5521
4586889,1,3,1,50,1,1,280.39999839,4772,47,50,2018,04,201804,70,12,24,1,2,12,1,2,2,2,,,,,,,,1,2,,900000,2,,45,45,52,1,5234
4586892,1,3,1,50,1,1,231.26223974,2511,25,50,2018,04,201804,70,208,48,1,2,9,1,2,2,1,,,,,,,,1,2,,800000,2,,45,87,28,2,2811
4586899,1,1,1,50,1,1,279.81659236,7490,74,50,2018,04,201804,70,2,48,4,2,2,4,1,2,1,1,,,,,,,,1,5000000,5000000,1,1,02,02,74,1,7414
4586901,1,3,1,50,1,1,175.81030816,8413,84,50,2018,04,201804,70,4,48,1,2,12,4,9,2,2,,,,1,,,,,2,,1500000,2,,06,39,75,1,7514
4586912,1,2,1,50,1,1,318.75845345,0123,01,50,2018,04,201804,70,52,48,1,2,52,8,3,2,1,,,,,,,,1,2,,800000,2,,99,62,61,2,6111
4586912,1,4,1,50,1,1,318.75845345,4781,47,50,2018,04,201804,70,52,48,1,2,24,4,1,2,1,,,,,,,,1,2,,800000,2,,53,45,55,2,5529
4586914,1,1,1,50,1,1,172.63280068,0126,01,50,2018,04,201804,70,4,48,1,2,4,1,8,2,1,,,1,,,,,,2,,787000,2,,45,62,01,1,0115
