DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,INI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7430,P7440,P7450,P7452,P7454,P7456,P7458,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921
4586096,1,2,1,05,1,1,1277.2091702,05,2018,04,201804,80,1,4,4,2,,,8,2,,2,,,,,2
4586101,1,3,1,05,1,1,1137.4735919,05,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586102,1,1,1,05,1,1,564.59361448,05,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586102,1,5,1,05,1,1,564.59361448,05,2018,04,201804,80,1,1,8,1,,1,1,2,,2,,1,30,700000,2
4586103,1,1,1,05,1,1,1600.6607635,05,2018,04,201804,80,1,4,3,2,,,9,2,,2,,1,48,781242,2
4586103,1,2,1,05,1,1,1600.6607635,05,2018,04,201804,80,1,2,2,2,,,9,2,,2,,2,,781242,2
4586104,1,2,1,05,1,1,1216.6167584,05,2018,04,201804,80,1,2,3,2,,,9,1,,2,,2,,781200,2
4586105,1,2,1,05,1,1,1409.1166999,05,2018,04,201804,80,1,1,9,2,,,9,2,,2,,,,,2
4586106,1,2,1,05,1,1,1216.6167584,05,2018,04,201804,80,1,3,3,2,,,9,2,,2,,,,,2
4586108,1,1,1,05,1,1,1306.1680958,05,2018,04,201804,80,1,4,5,2,,,10,3,,2,,,,,3
4586109,1,6,1,05,1,1,564.59361448,05,2018,04,201804,80,2,,,,2,,,2,,2,,1,24,781242,2
4586111,1,2,1,05,1,1,1311.6865688,05,2018,04,201804,80,1,2,3,2,,,9,2,,2,,,,,2
4586112,1,2,1,05,1,1,1249.9742775,05,2018,04,201804,80,1,1,4,2,,,4,2,,2,,,,,2
4586114,1,3,1,05,1,1,1421.5437852,05,2018,04,201804,80,1,1,8,2,,,12,1,,2,,1,48,781000,2
4586115,1,2,1,05,1,1,1409.1166999,05,2018,04,201804,80,1,4,1,2,,,9,1,,2,,1,48,781000,2
4586117,1,1,1,05,1,1,1392.1473984,05,2018,04,201804,80,1,2,2,2,,,2,2,,2,,,,,2
4586119,1,2,1,05,1,1,1409.1166999,05,2018,04,201804,80,1,2,3,2,,,9,2,,2,,2,,98,2
4586120,1,2,1,05,1,1,664.83533681,05,2018,04,201804,80,1,1,9,2,,,12,2,,1,2900000,,,,2
4586121,1,2,1,05,1,1,1429.9596447,05,2018,04,201804,80,1,4,3,2,,,9,2,,2,,,,,2
4586122,1,1,1,05,1,1,1310.7306909,05,2018,04,201804,80,1,4,4,2,,,4,2,,2,,,,,2
4586122,1,2,1,05,1,1,1310.7306909,05,2018,04,201804,80,1,1,8,2,,,2,2,,2,,,,,2
4586123,1,2,1,05,1,1,1237.4597031,05,2018,04,201804,80,1,1,6,2,,,9,1,,1,140000,2,,781242,2
4586124,1,1,1,05,1,1,1718.9338393,05,2018,04,201804,80,1,4,8,2,,,9,2,,2,,2,,98,2
4586124,1,4,1,05,1,1,1718.9338393,05,2018,04,201804,80,1,4,8,2,,,8,2,,2,,,,,2
4586125,1,2,1,05,1,1,864.51282085,05,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586126,1,1,1,05,1,1,1277.2091702,05,2018,04,201804,80,1,4,5,2,,,10,3,,2,,,,,3
4586126,1,2,1,05,1,1,1277.2091702,05,2018,04,201804,80,1,4,5,2,,,11,3,,2,,,,,3
4586129,1,2,1,05,1,1,1666.5057963,05,2018,04,201804,80,1,3,3,2,,,9,1,,2,,,,,2
4586130,1,1,1,05,1,1,1281.7555428,05,2018,04,201804,80,1,4,6,2,,,8,2,,2,,,,,2
4586131,1,1,1,05,1,1,1277.2091702,05,2018,04,201804,80,1,4,5,2,,,11,3,,2,,,,,3
4586131,1,2,1,05,1,1,1277.2091702,05,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586133,1,1,1,05,1,1,1277.2091702,05,2018,04,201804,80,1,2,9,2,,,8,2,,2,,,,,2
4586133,1,2,1,05,1,1,1277.2091702,05,2018,04,201804,80,1,4,3,2,,,9,2,,2,,,,,2
4586135,1,1,1,05,1,1,1655.2442879,05,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586135,3,1,3,05,1,1,1655.2442879,05,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586136,1,1,1,05,1,1,885.02829786,05,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586136,1,2,1,05,1,1,885.02829786,05,2018,04,201804,80,1,1,8,2,,,8,2,,2,,,,,2
4586138,1,2,1,05,1,1,1116.287511,05,2018,04,201804,80,1,4,3,2,,,9,2,,2,,,,,2
4586138,1,4,1,05,1,1,1116.287511,05,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586139,1,3,1,05,1,1,1130.2960494,05,2018,04,201804,80,2,,,,1,2,2,2,,2,,,,,2
4586143,1,2,1,05,1,1,976.59854957,05,2018,04,201804,80,1,4,3,2,,,9,2,,2,,,,,2
4586143,1,4,1,05,1,1,976.59854957,05,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586145,1,1,1,05,1,1,1191.5105897,05,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586145,1,2,1,05,1,1,1191.5105897,05,2018,04,201804,80,1,2,8,2,,,11,2,,2,,,,,2
4586148,1,2,1,05,1,1,1602.9628264,05,2018,04,201804,80,1,3,4,2,,,4,2,,2,,,,,2
4586148,1,3,1,05,1,1,1602.9628264,05,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586149,1,1,1,05,1,1,1306.1680958,05,2018,04,201804,80,1,4,5,2,,,10,3,,2,,,,,3
4586150,1,3,1,05,1,1,1051.4942894,05,2018,04,201804,80,1,1,2,2,,,2,2,,2,,,,,2
4586152,1,1,1,05,1,1,1277.2091702,05,2018,04,201804,80,1,4,5,2,,,8,3,,2,,,,,3
4586152,1,2,1,05,1,1,1277.2091702,05,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586153,1,1,1,05,1,1,1012.7512402,05,2018,04,201804,80,1,4,5,2,,,10,3,,2,,,,,3
4586153,1,2,1,05,1,1,1012.7512402,05,2018,04,201804,80,1,1,6,2,,,4,2,,2,,,,,2
4586153,1,4,1,05,1,1,1012.7512402,05,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586154,1,3,1,05,1,1,1136.1559288,05,2018,04,201804,80,2,,,,2,,,2,,2,,2,,98,2
4586158,1,1,1,05,1,1,1306.1680958,05,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586160,1,2,1,05,1,1,1106.2366946,05,2018,04,201804,80,1,2,2,1,,1,2,2,,2,,1,24,98,2
4586161,1,1,1,05,1,1,1281.7555428,05,2018,04,201804,80,1,4,4,2,,,4,2,,2,,,,,2
4586162,1,1,1,05,1,1,1507.777005,05,2018,04,201804,80,1,4,6,2,,,6,1,4,2,,,,,1
4586163,1,3,1,05,1,1,1207.1663844,05,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586170,1,1,1,08,1,1,688.46327302,08,2018,04,201804,80,1,4,4,2,,,8,2,,2,,,,,2
4586171,1,2,1,08,1,1,684.79749582,08,2018,04,201804,80,1,2,3,2,,,9,2,,2,,,,,2
4586172,1,1,1,08,1,1,476.36006911,08,2018,04,201804,80,1,4,3,2,,,8,2,,2,,,,,2
4586172,1,3,1,08,1,1,476.36006911,08,2018,04,201804,80,1,3,3,2,,,9,2,,2,,,,,2
4586173,1,3,1,08,1,1,539.5634442,08,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586175,1,3,1,08,1,1,578.67082535,08,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586182,1,3,1,08,1,1,617.60415925,08,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586182,1,4,1,08,1,1,617.60415925,08,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586182,1,5,1,08,1,1,617.60415925,08,2018,04,201804,80,1,4,4,2,,,8,2,,2,,,,,2
4586185,1,1,1,08,1,1,416.86612751,08,2018,04,201804,80,1,4,5,2,,,10,3,,2,,,,,3
4586189,1,2,1,08,1,1,596.21385296,08,2018,04,201804,80,1,4,7,2,,,9,2,,2,,,,,2
4586190,1,3,1,11,1,1,2585.9259334,11,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586190,1,4,1,11,1,1,2585.9259334,11,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586191,1,2,1,11,1,1,2252.5761236,11,2018,04,201804,80,1,4,4,2,,,4,2,,2,,,,,2
4586192,1,3,1,13,1,1,627.88264461,13,2018,04,201804,80,1,4,9,2,,,11,2,,2,,,,,2
4586193,1,2,1,13,1,1,871.56249529,13,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586194,1,2,1,13,1,1,670.84720178,13,2018,04,201804,80,1,4,3,2,,,9,2,,2,,,,,2
4586195,1,2,1,13,1,1,770.92602495,13,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586196,1,1,1,13,1,1,318.94709997,13,2018,04,201804,80,1,4,3,2,,,9,2,,2,,,,,2
4586196,1,2,1,13,1,1,318.94709997,13,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586198,1,1,1,13,1,1,153.14361702,13,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586198,1,5,1,13,1,1,153.14361702,13,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586199,1,1,1,13,1,1,153.14361702,13,2018,04,201804,80,1,4,3,2,,,8,2,,2,,,,,2
4586199,1,2,1,13,1,1,153.14361702,13,2018,04,201804,80,1,1,4,2,,,4,2,,2,,,,,2
4586199,1,3,1,13,1,1,153.14361702,13,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586201,1,1,1,13,1,1,153.14361702,13,2018,04,201804,80,1,3,5,2,,,10,3,,2,,,,,3
4586201,1,2,1,13,1,1,153.14361702,13,2018,04,201804,80,1,4,7,2,,,8,2,,2,,1,40,1000000,2
4586203,1,2,1,15,1,1,77.103818003,15,2018,04,201804,80,1,1,8,2,,,2,2,,2,,,,,2
4586203,1,3,1,15,1,1,77.103818003,15,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586204,1,3,1,15,1,1,104.14114418,15,2018,04,201804,80,1,1,2,2,,,2,2,,2,,2,,781242,2
4586204,1,4,1,15,1,1,104.14114418,15,2018,04,201804,80,1,1,2,1,,1,2,2,,2,,,,781242,2
4586205,1,3,1,15,1,1,104.62768757,15,2018,04,201804,80,1,1,2,2,,,2,2,,2,,,,,2
4586205,1,4,1,15,1,1,104.62768757,15,2018,04,201804,80,1,1,8,2,,,1,2,,2,,,,,2
4586205,1,5,1,15,1,1,104.62768757,15,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586206,1,2,1,15,1,1,83.513383712,15,2018,04,201804,80,2,,,,1,2,2,2,,2,,,,,2
4586206,1,3,1,15,1,1,83.513383712,15,2018,04,201804,80,1,1,2,2,,,2,2,,2,,,,,2
4586208,1,2,1,15,1,1,49.421291625,15,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586208,1,5,1,15,1,1,49.421291625,15,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586210,1,2,1,15,1,1,149.54478569,15,2018,04,201804,80,1,4,8,1,,4,9,2,,2,,,,,2
4586212,1,1,1,15,1,1,83.64034772,15,2018,04,201804,80,1,4,5,2,,,11,3,,2,,,,,3
4586212,1,2,1,15,1,1,83.64034772,15,2018,04,201804,80,1,4,7,2,,,10,3,,2,,,,,3
4586214,1,1,1,15,1,1,64.841860092,15,2018,04,201804,80,1,4,3,2,,,11,2,,2,,,,,2
4586215,1,1,1,15,1,1,83.64034772,15,2018,04,201804,80,1,2,8,2,,,8,3,,2,,2,,4000000,3
4586215,1,2,1,15,1,1,83.64034772,15,2018,04,201804,80,1,4,3,2,,,9,2,,2,,,,,2
4586216,1,3,1,15,1,1,113.98108679,15,2018,04,201804,80,1,1,8,2,,,1,2,,2,,,,,2
4586217,1,3,1,15,1,1,197.6851665,15,2018,04,201804,80,1,4,4,2,,,4,2,,2,,,,,2
4586217,1,4,1,15,1,1,197.6851665,15,2018,04,201804,80,1,3,4,1,,1,4,2,,2,,,,380000,2
4586218,1,4,1,15,1,1,125.99467248,15,2018,04,201804,80,1,4,3,2,,,9,2,,2,,,,,2
4586219,1,3,1,15,1,1,60.922579941,15,2018,04,201804,80,1,2,3,2,,,9,2,,2,,1,48,1000000,2
4586220,1,5,1,15,1,1,123.81534313,15,2018,04,201804,80,1,3,4,2,,,4,2,,2,,,,,2
4586221,1,1,1,15,1,1,132.96566176,15,2018,04,201804,80,1,4,4,2,,,11,3,,2,,,,,3
4586221,1,5,1,15,1,1,132.96566176,15,2018,04,201804,80,1,4,8,1,,2,1,2,,2,,1,20,781242,2
4586225,1,3,1,15,1,1,136.25075685,15,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586226,1,4,1,15,1,1,44.505131159,15,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586227,1,2,1,15,1,1,72.550313641,15,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586228,1,1,1,15,1,1,73.679442882,15,2018,04,201804,80,1,2,7,2,,,8,2,,2,,,,,2
4586230,1,1,1,15,1,1,119.84127126,15,2018,04,201804,80,1,4,5,2,,,11,3,,2,,,,,3
4586231,1,1,1,15,1,1,89.875590562,15,2018,04,201804,80,1,4,5,2,,,8,3,,2,,,,,3
4586231,1,3,1,15,1,1,89.875590562,15,2018,04,201804,80,2,,,,1,3,1,2,,2,,1,40,2000000,2
4586231,1,4,1,15,1,1,89.875590562,15,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586232,1,1,1,15,1,1,136.95401432,15,2018,04,201804,80,1,1,7,2,,,1,2,,2,,1,48,781242,2
4586232,1,2,1,15,1,1,136.95401432,15,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586233,1,1,1,15,1,1,125.46052158,15,2018,04,201804,80,1,4,5,2,,,8,3,,2,,,,,3
4586233,1,2,1,15,1,1,125.46052158,15,2018,04,201804,80,1,4,3,2,,,9,2,,2,,,,,2
4586237,1,2,1,15,1,1,71.044530651,15,2018,04,201804,80,1,4,3,2,,,9,2,,2,,,,,2
4586237,1,3,1,15,1,1,71.044530651,15,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586238,1,1,1,15,1,1,97.262790138,15,2018,04,201804,80,1,4,5,2,,,10,3,,2,,,,,3
4586240,1,1,1,15,1,1,97.262790138,15,2018,04,201804,80,1,4,3,2,,,9,2,,2,,,,,2
4586241,1,1,1,15,1,1,191.35540905,15,2018,04,201804,80,1,4,5,2,,,11,3,,2,,,,,3
4586241,1,2,1,15,1,1,191.35540905,15,2018,04,201804,80,1,4,6,1,,3,9,2,,2,,,,,2
4586241,1,4,1,15,1,1,191.35540905,15,2018,04,201804,80,1,1,3,2,,,9,2,,2,,,,,2
4586242,1,1,1,15,1,1,49.421291625,15,2018,04,201804,80,1,4,4,2,,,9,2,,2,,,,,2
4586242,1,3,1,15,1,1,49.421291625,15,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586243,1,2,1,15,1,1,75.442273153,15,2018,04,201804,80,1,1,3,2,,,9,2,,2,,,,,2
4586245,1,1,1,15,1,1,97.262790138,15,2018,04,201804,80,1,4,3,2,,,9,2,,2,,,,,2
4586246,1,1,1,15,1,1,122.03614646,15,2018,04,201804,80,1,4,5,2,,,10,3,,2,,,,,3
4586247,1,1,1,15,1,1,125.46052158,15,2018,04,201804,80,1,4,5,2,,,10,3,,2,,,,,3
4586247,1,2,1,15,1,1,125.46052158,15,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586248,1,2,1,15,1,1,160.99667269,15,2018,04,201804,80,1,1,8,2,,,9,2,,2,,1,20,300000,2
4586253,1,2,1,15,1,1,83.026840321,15,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586254,1,3,1,15,1,1,73.679442882,15,2018,04,201804,80,1,1,2,2,,,2,2,,2,,,,,2
4586260,1,5,1,15,1,1,98.55316988,15,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586260,1,6,1,15,1,1,98.55316988,15,2018,04,201804,80,2,,,,2,,,2,,2,,2,,300000,2
4586261,1,1,1,15,1,1,148.0390027,15,2018,04,201804,80,1,4,8,2,,,8,2,,2,,,,,2
4586261,1,2,1,15,1,1,148.0390027,15,2018,04,201804,80,1,3,5,2,,,10,3,,2,,,,,3
4586262,1,2,1,15,1,1,84.002200646,15,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586263,1,3,1,15,1,1,49.421291625,15,2018,04,201804,80,1,1,2,2,,,2,2,,2,,2,,781242,2
4586266,1,1,1,15,1,1,111.22457176,15,2018,04,201804,80,1,4,5,2,,,10,3,,2,,,,,3
4586266,1,3,1,15,1,1,111.22457176,15,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586267,1,1,1,15,1,1,97.262790138,15,2018,04,201804,80,1,3,5,2,,,10,3,,2,,,,,3
4586269,1,1,1,15,1,1,160.6929007,15,2018,04,201804,80,1,4,5,2,,,10,3,,2,,,,,3
4586269,1,2,1,15,1,1,160.6929007,15,2018,04,201804,80,1,3,5,2,,,10,3,,2,,,,,3
4586269,1,3,1,15,1,1,160.6929007,15,2018,04,201804,80,1,4,4,2,,,2,1,2,2,,,,,1
4586270,1,1,1,15,1,1,125.46052158,15,2018,04,201804,80,1,4,4,2,,,4,2,,2,,,,,2
4586270,1,2,1,15,1,1,125.46052158,15,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586271,1,1,1,15,1,1,63.908325069,15,2018,04,201804,80,1,3,3,1,,1,9,2,,2,,1,48,700000,2
4586272,1,1,1,15,1,1,160.50785576,15,2018,04,201804,80,1,4,6,2,,,8,1,1,2,,,,,1
4586272,1,3,1,15,1,1,160.50785576,15,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586273,1,1,1,15,1,1,87.9153927,15,2018,04,201804,80,1,4,5,2,,,8,3,,2,,,,,3
4586274,1,3,1,15,1,1,65.673163119,15,2018,04,201804,80,1,4,2,2,,,2,2,,2,,2,,400000,2
4586275,1,1,1,15,1,1,83.64034772,15,2018,04,201804,80,1,4,5,2,,,10,3,,2,,,,,3
4586275,1,2,1,15,1,1,83.64034772,15,2018,04,201804,80,1,4,5,2,,,11,3,,2,,,,,3
4586276,1,4,1,15,1,1,95.769107067,15,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586276,1,5,1,15,1,1,95.769107067,15,2018,04,201804,80,1,1,2,2,,,2,2,,2,,,,,2
4586277,1,2,1,15,1,1,84.002200646,15,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
4586278,1,2,1,15,1,1,95.335071819,15,2018,04,201804,80,1,4,8,2,,,9,2,,2,,,,,2
4586279,1,2,1,15,1,1,130.7326175,15,2018,04,201804,80,1,2,3,2,,,9,2,,2,,,,,2
4586280,1,3,1,15,1,1,94.153434435,15,2018,04,201804,80,2,,,,2,,,2,,2,,,,,2
