DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P6290,P6230,P6240,P6250,P6260,P6270,P6280,P6300,P6310,P6320,P6330,P6340,P6350,P6351,RABAND,FT
4689261,1,2,1,08,1,839.60232105,08,2018,08,201808,50,,1,5,,,,,,,,,,,,,1
4689262,1,1,1,08,1,538.703215,08,2018,08,201808,50,,1,6,2,2,2,2,2,,,,,,,,1
4689262,1,2,1,08,1,538.703215,08,2018,08,201808,50,,4,1,,,,,,,,,,,,,1
4689262,1,4,1,08,1,538.703215,08,2018,08,201808,50,,4,1,,,,,,,,,,,,,1
4689263,1,1,1,08,1,762.19841079,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689264,1,1,1,08,1,642.00228705,08,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689264,1,2,1,08,1,642.00228705,08,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689265,1,1,1,08,1,642.00228705,08,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689265,1,2,1,08,1,642.00228705,08,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689266,1,1,1,08,1,729.77327993,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689267,1,1,1,08,1,618.5448413,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689267,1,2,1,08,1,618.5448413,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689268,1,1,1,08,1,444.8965084,08,2018,08,201808,50,,1,6,2,2,2,2,2,,,,,,,,1
4689268,1,2,1,08,1,444.8965084,08,2018,08,201808,50,,2,4,2,2,2,2,2,,,,,,,,1
4689268,1,3,1,08,1,444.8965084,08,2018,08,201808,50,,2,5,,,,,,,,,,,,,1
4689268,1,4,1,08,1,444.8965084,08,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689268,1,5,1,08,1,444.8965084,08,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689268,1,6,1,08,1,444.8965084,08,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689269,1,1,1,08,1,720.85650849,08,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689269,1,2,1,08,1,720.85650849,08,2018,08,201808,50,,2,4,2,2,2,2,1,11,,,,,,2,1
4689270,1,1,1,08,1,767.13486745,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689270,1,2,1,08,1,767.13486745,08,2018,08,201808,50,,2,4,2,2,2,2,2,,,,,,,,1
4689271,1,1,1,08,1,729.77327993,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689272,1,1,1,08,1,712.69192128,08,2018,08,201808,50,,1,4,2,2,2,2,2,,,,,,,,1
4689272,1,2,1,08,1,712.69192128,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689272,1,3,1,08,1,712.69192128,08,2018,08,201808,50,,1,3,2,2,2,2,2,,,,,,,,1
4689272,1,4,1,08,1,712.69192128,08,2018,08,201808,50,,1,3,2,2,2,2,2,,,,,,,,1
4689273,1,1,1,08,1,683.60960072,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689273,1,2,1,08,1,683.60960072,08,2018,08,201808,50,,2,4,2,2,2,2,1,12,,,,,,2,1
4689273,1,3,1,08,1,683.60960072,08,2018,08,201808,50,,1,3,2,2,2,2,2,,,,,,,,1
4689273,1,6,1,08,1,683.60960072,08,2018,08,201808,50,,1,5,,,,,,,,,,,,,1
4689274,1,1,1,08,1,330.90575608,08,2018,08,201808,50,,6,1,,,,,,,,,,,,,1
4689274,1,2,1,08,1,330.90575608,08,2018,08,201808,50,,6,1,,,,,,,,,,,,,1
4689274,1,5,1,08,1,330.90575608,08,2018,08,201808,50,,6,1,,,,,,,,,,,,,1
4689274,1,6,1,08,1,330.90575608,08,2018,08,201808,50,,6,4,2,2,2,2,2,,,,,,,,1
4689274,1,7,1,08,1,330.90575608,08,2018,08,201808,50,,6,1,,,,,,,,,,,,,1
4689275,1,1,1,08,1,623.69420466,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689275,1,2,1,08,1,623.69420466,08,2018,08,201808,50,,2,4,2,2,2,2,1,2,1,2,,,,1,1
4689275,1,4,1,08,1,623.69420466,08,2018,08,201808,50,2,4,2,2,2,2,1,,,,,,,1,,1
4689276,1,1,1,08,1,599.17562924,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689276,1,2,1,08,1,599.17562924,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689277,1,1,1,08,1,256.44238916,08,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4689277,1,2,1,08,1,256.44238916,08,2018,08,201808,50,,3,4,2,2,2,2,2,,,,,,,,1
4689277,1,3,1,08,1,256.44238916,08,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4689277,1,4,1,08,1,256.44238916,08,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4689277,1,5,1,08,1,256.44238916,08,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4689278,1,1,1,08,1,534.7013083,08,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4689278,1,2,1,08,1,534.7013083,08,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4689278,1,3,1,08,1,534.7013083,08,2018,08,201808,50,,3,3,2,2,2,2,2,,,,,,,,1
4689278,1,4,1,08,1,534.7013083,08,2018,08,201808,50,,4,4,2,2,2,2,2,,,,,,,,1
4689279,1,1,1,08,1,767.45313372,08,2018,08,201808,50,,1,4,2,2,2,2,1,10,,,,,,2,1
4689279,1,2,1,08,1,767.45313372,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689280,1,1,1,08,1,572.26648234,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689280,1,2,1,08,1,572.26648234,08,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689281,1,1,1,08,1,472.66848197,08,2018,08,201808,50,,1,6,2,2,2,2,2,,,,,,,,1
4689281,1,2,1,08,1,472.66848197,08,2018,08,201808,50,,2,4,1,,,,,,,,,,,,1
4689281,1,3,1,08,1,472.66848197,08,2018,08,201808,50,2,3,2,2,2,2,1,,,,,,,1,,1
4689281,1,4,1,08,1,472.66848197,08,2018,08,201808,50,2,4,2,2,2,2,1,,,,,,,1,,1
4689281,1,5,1,08,1,472.66848197,08,2018,08,201808,50,,3,6,2,2,2,2,2,,,,,,,,1
4689282,1,1,1,08,1,256.44238916,08,2018,08,201808,50,,6,4,2,2,2,2,2,,,,,,,,1
4689282,1,2,1,08,1,256.44238916,08,2018,08,201808,50,,6,1,,,,,,,,,,,,,1
4689282,1,3,1,08,1,256.44238916,08,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4689282,1,4,1,08,1,256.44238916,08,2018,08,201808,50,2,4,2,2,2,2,1,,,,,,,1,,1
4689282,1,5,1,08,1,256.44238916,08,2018,08,201808,50,,6,3,2,2,2,2,2,,,,,,,,1
4689282,1,6,1,08,1,256.44238916,08,2018,08,201808,50,2,6,2,2,2,2,1,,,,,,,1,,1
4689282,1,7,1,08,1,256.44238916,08,2018,08,201808,50,,6,1,,,,,,,,,,,,,1
4689283,1,1,1,08,1,626.89096933,08,2018,08,201808,50,,1,4,1,,,,,,,,,,,,1
4689283,1,2,1,08,1,626.89096933,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689284,1,1,1,08,1,676.63045315,08,2018,08,201808,50,,2,6,2,2,2,2,2,,,,,,,,1
4689284,1,2,1,08,1,676.63045315,08,2018,08,201808,50,,2,4,2,2,2,2,2,,,,,,,,1
4689284,1,3,1,08,1,676.63045315,08,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689284,1,4,1,08,1,676.63045315,08,2018,08,201808,50,,2,3,2,2,2,2,2,,,,,,,,1
4689285,1,1,1,08,1,746.08040865,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689285,1,2,1,08,1,746.08040865,08,2018,08,201808,50,,2,3,2,2,2,2,2,,,,,,,,1
4689287,1,1,1,08,1,647.20000474,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689287,1,2,1,08,1,647.20000474,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689288,1,1,1,08,1,738.93131084,08,2018,08,201808,50,,1,4,2,2,2,2,1,8,2,,2,,,1,1
4689288,1,2,1,08,1,738.93131084,08,2018,08,201808,50,2,2,2,2,2,2,1,,,,,,,1,,1
4689289,1,1,1,08,1,611.71279053,08,2018,08,201808,50,,2,6,2,1,,,,,,,,,,,1
4689289,1,2,1,08,1,611.71279053,08,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689289,1,3,1,08,1,611.71279053,08,2018,08,201808,50,,3,3,2,2,2,2,2,,,,,,,,1
4689290,1,1,1,08,1,309.68621841,08,2018,08,201808,50,,1,6,2,2,2,2,1,6,1,1,,8,1,1,1
4689290,1,2,1,08,1,309.68621841,08,2018,08,201808,50,,2,6,1,,,,,,,,,,,,1
4689290,1,3,1,08,1,309.68621841,08,2018,08,201808,50,,3,3,1,,,,,,,,,,,,1
4689290,1,4,1,08,1,309.68621841,08,2018,08,201808,50,1,2,3,2,2,2,1,,,,,,,1,,1
4689290,1,5,1,08,1,309.68621841,08,2018,08,201808,50,,5,4,1,,,,,,,,,,,,1
4689290,1,7,1,08,1,309.68621841,08,2018,08,201808,50,,7,6,2,2,2,2,2,,,,,,,,1
4689290,1,8,1,08,1,309.68621841,08,2018,08,201808,50,,2,5,,,,,,,,,,,,,1
4689292,1,1,1,08,1,827.59360467,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689292,1,2,1,08,1,827.59360467,08,2018,08,201808,50,,2,4,2,2,2,2,1,10,,,,,,2,1
4689293,1,1,1,08,1,781.56762286,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689294,1,1,1,08,1,746.08040865,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689294,1,2,1,08,1,746.08040865,08,2018,08,201808,50,,1,3,2,2,2,2,2,,,,,,,,1
4689295,1,1,1,08,1,814.04975895,08,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689295,1,2,1,08,1,814.04975895,08,2018,08,201808,50,,2,4,2,2,2,2,1,10,,,,,,2,1
4689297,1,1,1,08,1,720.85650849,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689297,1,2,1,08,1,720.85650849,08,2018,08,201808,50,,1,4,2,2,2,2,2,,,,,,,,1
4689298,1,1,1,08,1,677.1590668,08,2018,08,201808,50,,2,6,2,2,2,2,2,,,,,,,,1
4689298,1,2,1,08,1,677.1590668,08,2018,08,201808,50,,2,4,1,,,,,,,,,,,,1
4689299,1,1,1,08,1,595.40566182,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689299,1,2,1,08,1,595.40566182,08,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689300,1,1,1,08,1,561.68612125,08,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689300,1,2,1,08,1,561.68612125,08,2018,08,201808,50,2,2,2,2,2,2,1,,,,,,,1,,1
4689301,1,1,1,08,1,667.55484915,08,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689301,1,2,1,08,1,667.55484915,08,2018,08,201808,50,,1,4,2,2,2,2,2,,,,,,,,1
4689307,1,1,1,11,1,3007.0947372,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689307,1,2,1,11,1,3007.0947372,11,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689309,1,1,1,11,1,2393.1465012,11,2018,08,201808,50,,1,6,2,2,1,,,,,,,,,,1
4689309,1,2,1,11,1,2393.1465012,11,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689309,1,3,1,11,1,2393.1465012,11,2018,08,201808,50,,3,3,2,2,2,2,2,,,,,,,,1
4689309,1,4,1,11,1,2393.1465012,11,2018,08,201808,50,,1,3,2,2,2,2,2,,,,,,,,1
4689310,1,1,1,11,1,1483.0588513,11,2018,08,201808,50,,1,6,2,2,1,,,,,,,,,,1
4689310,1,2,1,11,1,1483.0588513,11,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689310,1,3,1,11,1,1483.0588513,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689310,1,4,1,11,1,1483.0588513,11,2018,08,201808,50,,4,1,,,,,,,,,,,,,1
4689310,1,5,1,11,1,1483.0588513,11,2018,08,201808,50,,5,6,2,2,1,,,,,,,,,,1
4689310,1,6,1,11,1,1483.0588513,11,2018,08,201808,50,,6,3,1,,,,,,,,,,,,1
4689311,1,1,1,11,1,3168.4991065,11,2018,08,201808,50,,1,3,2,1,,,,,,,,,,,1
4689312,1,1,1,11,1,2907.6141769,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689312,1,2,1,11,1,2907.6141769,11,2018,08,201808,50,2,2,4,2,2,2,1,,,,,,,1,,1
4689313,1,1,1,11,1,3393.9079409,11,2018,08,201808,50,,1,6,2,2,2,2,2,,,,,,,,1
4689313,1,2,1,11,1,3393.9079409,11,2018,08,201808,50,,2,4,2,2,2,2,2,,,,,,,,1
4689314,1,1,1,11,1,2900.8541383,11,2018,08,201808,50,,1,4,2,2,2,2,1,8,1,2,,,,1,1
4689314,1,2,1,11,1,2900.8541383,11,2018,08,201808,50,,2,3,2,2,2,2,2,,,,,,,,1
4689314,1,3,1,11,1,2900.8541383,11,2018,08,201808,50,2,3,2,2,2,2,1,,,,,,,1,,1
4689315,1,1,1,11,1,2669.8466774,11,2018,08,201808,50,,1,6,2,2,2,2,2,,,,,,,,1
4689315,1,2,1,11,1,2669.8466774,11,2018,08,201808,50,,2,4,2,2,2,2,2,,,,,,,,1
4689315,1,3,1,11,1,2669.8466774,11,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4689315,1,5,1,11,1,2669.8466774,11,2018,08,201808,50,,5,1,,,,,,,,,,,,,1
4689316,1,1,1,11,1,2469.3367305,11,2018,08,201808,50,,1,6,2,2,2,2,2,,,,,,,,1
4689316,1,2,1,11,1,2469.3367305,11,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689316,1,3,1,11,1,2469.3367305,11,2018,08,201808,50,,3,3,2,2,2,2,2,,,,,,,,1
4689317,1,1,1,11,1,2685.5282222,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689317,1,2,1,11,1,2685.5282222,11,2018,08,201808,50,,2,4,2,2,2,2,2,,,,,,,,1
4689317,1,5,1,11,1,2685.5282222,11,2018,08,201808,50,,5,3,2,2,2,2,2,,,,,,,,1
4689318,1,1,1,11,1,2836.9175799,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689319,1,1,1,11,1,2975.4561897,11,2018,08,201808,50,,1,6,1,,,,,,,,,,,,1
4689319,1,2,1,11,1,2975.4561897,11,2018,08,201808,50,,2,4,2,2,2,2,2,,,,,,,,1
4689320,1,1,1,11,1,3152.1736928,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689321,1,1,1,11,1,2413.6069818,11,2018,08,201808,50,,1,6,1,,,,,,,,,,,,1
4689321,1,2,1,11,1,2413.6069818,11,2018,08,201808,50,,2,4,1,,,,,,,,,,,,1
4689321,1,3,1,11,1,2413.6069818,11,2018,08,201808,50,3,3,2,2,2,2,1,,,,,,,1,,1
4689321,1,4,1,11,1,2413.6069818,11,2018,08,201808,50,,4,3,2,2,2,2,2,,,,,,,,1
4689322,1,1,1,11,1,2924.574376,11,2018,08,201808,50,,1,4,2,2,2,2,2,,,,,,,,1
4689322,1,2,1,11,1,2924.574376,11,2018,08,201808,50,2,2,2,2,2,2,1,,,,,,,1,,1
4689322,1,3,1,11,1,2924.574376,11,2018,08,201808,50,,3,3,2,2,2,2,2,,,,,,,,1
4689323,1,1,1,11,1,2830.3772341,11,2018,08,201808,50,,1,6,2,2,2,2,2,,,,,,,,1
4689323,1,2,1,11,1,2830.3772341,11,2018,08,201808,50,,2,4,1,,,,,,,,,,,,1
4689323,1,3,1,11,1,2830.3772341,11,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4689324,1,1,1,11,1,2487.7875492,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689324,1,2,1,11,1,2487.7875492,11,2018,08,201808,50,,1,4,2,2,2,2,1,10,,,,,,2,1
4689324,1,3,1,11,1,2487.7875492,11,2018,08,201808,50,,1,3,2,2,2,2,2,,,,,,,,1
4689324,1,4,1,11,1,2487.7875492,11,2018,08,201808,50,,1,3,2,2,2,2,2,,,,,,,,1
4689324,1,5,1,11,1,2487.7875492,11,2018,08,201808,50,,5,3,2,2,2,2,2,,,,,,,,1
4689325,1,1,1,11,1,2901.1610722,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689325,1,2,1,11,1,2901.1610722,11,2018,08,201808,50,,2,4,2,2,2,2,1,6,1,2,,,,1,1
4689326,1,1,1,11,1,2738.7354037,11,2018,08,201808,50,,1,6,2,2,2,2,2,,,,,,,,1
4689326,1,2,1,11,1,2738.7354037,11,2018,08,201808,50,,2,4,2,2,2,2,2,,,,,,,,1
4689326,1,3,1,11,1,2738.7354037,11,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4689326,1,4,1,11,1,2738.7354037,11,2018,08,201808,50,,4,1,,,,,,,,,,,,,1
4689327,1,1,1,11,1,2694.9914563,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689327,1,2,1,11,1,2694.9914563,11,2018,08,201808,50,,2,4,2,1,,,,,,,,,,,1
4689328,1,1,1,11,1,2885.3577885,11,2018,08,201808,50,,1,6,2,2,2,2,2,,,,,,,,1
4689328,1,2,1,11,1,2885.3577885,11,2018,08,201808,50,,2,6,2,2,2,2,2,,,,,,,,1
4689328,1,3,1,11,1,2885.3577885,11,2018,08,201808,50,,3,6,2,2,2,2,2,,,,,,,,1
4689328,1,4,1,11,1,2885.3577885,11,2018,08,201808,50,,4,1,,,,,,,,,,,,,1
4689329,1,1,1,11,1,2217.3096749,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689329,1,2,1,11,1,2217.3096749,11,2018,08,201808,50,,2,4,1,,,,,,,,,,,,1
4689329,1,3,1,11,1,2217.3096749,11,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4689329,1,4,1,11,1,2217.3096749,11,2018,08,201808,50,,4,4,2,2,2,2,2,,,,,,,,1
4689330,1,1,1,11,1,2828.3884038,11,2018,08,201808,50,,1,4,2,2,2,2,2,,,,,,,,1
4689330,1,2,1,11,1,2828.3884038,11,2018,08,201808,50,,2,6,2,1,,,,,,,,,,,1
4689330,1,3,1,11,1,2828.3884038,11,2018,08,201808,50,2,2,3,2,2,2,1,,,,,,,1,,1
4689331,1,1,1,11,1,3058.6560851,11,2018,08,201808,50,,1,3,2,2,2,2,2,,,,,,,,1
4689332,1,1,1,11,1,2399.8832056,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689332,1,2,1,11,1,2399.8832056,11,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689332,1,5,1,11,1,2399.8832056,11,2018,08,201808,50,,5,4,1,,,,,,,,,,,,1
4689333,1,1,1,11,1,2564.7301156,11,2018,08,201808,50,,1,4,2,2,2,2,2,,,,,,,,1
4689333,1,2,1,11,1,2564.7301156,11,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689333,1,3,1,11,1,2564.7301156,11,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4689333,1,5,1,11,1,2564.7301156,11,2018,08,201808,50,,5,1,,,,,,,,,,,,,1
4689335,1,1,1,11,1,2919.3158688,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689335,1,2,1,11,1,2919.3158688,11,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689336,1,1,1,11,1,1698.4720086,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689336,1,2,1,11,1,1698.4720086,11,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689336,1,3,1,11,1,1698.4720086,11,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4689336,1,4,1,11,1,1698.4720086,11,2018,08,201808,50,,4,1,,,,,,,,,,,,,1
4689337,1,1,1,11,1,2915.4529069,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689337,1,2,1,11,1,2915.4529069,11,2018,08,201808,50,,2,4,2,2,2,2,1,9,,,,,,2,1
4689337,1,3,1,11,1,2915.4529069,11,2018,08,201808,50,,3,4,2,1,,,,,,,,,,,1
4689339,1,1,1,11,1,2516.1424204,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689339,1,2,1,11,1,2516.1424204,11,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689340,1,1,1,11,1,2463.789717,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689340,1,2,1,11,1,2463.789717,11,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689340,1,3,1,11,1,2463.789717,11,2018,08,201808,50,,3,3,2,2,2,2,2,,,,,,,,1
4689341,1,1,1,11,1,2172.0839259,11,2018,08,201808,50,,1,4,2,2,2,2,1,10,,,,,,2,1
4689341,1,2,1,11,1,2172.0839259,11,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689341,1,5,1,11,1,2172.0839259,11,2018,08,201808,50,,7,3,2,2,2,2,2,,,,,,,,1
4689341,1,6,1,11,1,2172.0839259,11,2018,08,201808,50,,6,6,2,1,,,,,,,,,,,1
4689341,1,7,1,11,1,2172.0839259,11,2018,08,201808,50,,7,6,2,2,2,2,2,,,,,,,,1
4689343,1,1,1,11,1,3058.6560851,11,2018,08,201808,50,,1,3,2,2,2,2,1,12,,,,,,2,1
4689344,1,1,1,11,1,3224.6394273,11,2018,08,201808,50,,1,6,2,2,2,2,2,,,,,,,,1
4689346,1,1,1,11,1,2335.402508,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689346,1,2,1,11,1,2335.402508,11,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689346,1,3,1,11,1,2335.402508,11,2018,08,201808,50,3,3,2,2,2,2,1,,,,,,,1,,1
4689346,1,4,1,11,1,2335.402508,11,2018,08,201808,50,,4,3,2,2,2,2,1,9,,,,,,2,1
4689347,1,1,1,11,1,3152.1736928,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689348,1,1,1,11,1,3393.9079409,11,2018,08,201808,50,,1,6,2,2,2,2,2,,,,,,,,1
4689348,1,2,1,11,1,3393.9079409,11,2018,08,201808,50,,1,5,,,,,,,,,,,,,1
4689353,1,1,1,11,1,3168.4991065,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689354,1,1,1,11,1,2781.7490255,11,2018,08,201808,50,,1,4,2,2,2,2,2,,,,,,,,1
4689354,1,2,1,11,1,2781.7490255,11,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689354,1,3,1,11,1,2781.7490255,11,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4689355,1,1,1,11,1,3152.1736928,11,2018,08,201808,50,,1,6,2,1,,,,,,,,,,,1
4689356,1,1,1,11,1,3220.9149326,11,2018,08,201808,50,,1,6,2,2,2,2,2,,,,,,,,1
4689356,1,2,1,11,1,3220.9149326,11,2018,08,201808,50,,2,6,2,2,2,2,1,9,,,,,,2,1
4689357,1,1,1,11,1,5563.4980509,11,2018,08,201808,50,,1,6,2,2,1,,,,,,,,,,1
4689357,1,2,1,11,1,5563.4980509,11,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689357,1,4,1,11,1,5563.4980509,11,2018,08,201808,50,,2,4,2,2,2,2,2,,,,,,,,1
4689358,1,1,1,11,1,2831.3985333,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689358,1,2,1,11,1,2831.3985333,11,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689359,1,1,1,11,1,5551.7859958,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689359,1,2,1,11,1,5551.7859958,11,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689359,1,3,1,11,1,5551.7859958,11,2018,08,201808,50,,3,3,2,2,2,2,2,,,,,,,,1
4689360,1,1,1,11,1,3224.6394273,11,2018,08,201808,50,,1,6,2,2,2,2,2,,,,,,,,1
4689361,1,1,1,11,1,2275.5122781,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689361,1,2,1,11,1,2275.5122781,11,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689361,1,3,1,11,1,2275.5122781,11,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689361,1,4,1,11,1,2275.5122781,11,2018,08,201808,50,,4,3,2,2,2,2,2,,,,,,,,1
4689362,1,1,1,11,1,2745.2757496,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689362,1,3,1,11,1,2745.2757496,11,2018,08,201808,50,,3,3,2,2,2,2,2,,,,,,,,1
4689364,1,1,1,11,1,5588.6998887,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689364,1,3,1,11,1,5588.6998887,11,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4689364,1,4,1,11,1,5588.6998887,11,2018,08,201808,50,,4,5,,,,,,,,,,,,,1
4689364,1,5,1,11,1,5588.6998887,11,2018,08,201808,50,,5,4,2,2,2,2,2,,,,,,,,1
4689365,1,1,1,11,1,2672.5752873,11,2018,08,201808,50,1,1,6,2,2,2,1,,,,,,,1,,1
4689365,1,2,1,11,1,2672.5752873,11,2018,08,201808,50,,2,6,2,2,2,2,2,,,,,,,,1
4689365,1,3,1,11,1,2672.5752873,11,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4689365,1,4,1,11,1,2672.5752873,11,2018,08,201808,50,,2,6,2,2,2,2,2,,,,,,,,1
4689365,1,5,1,11,1,2672.5752873,11,2018,08,201808,50,,5,1,,,,,,,,,,,,,1
4689366,1,1,1,11,1,2328.007684,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689366,1,2,1,11,1,2328.007684,11,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689366,1,3,1,11,1,2328.007684,11,2018,08,201808,50,2,3,2,2,2,2,1,,,,,,,1,,1
4689366,1,4,1,11,1,2328.007684,11,2018,08,201808,50,,4,3,2,2,2,2,2,,,,,,,,1
4689368,1,1,1,11,1,2393.1465012,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689368,1,2,1,11,1,2393.1465012,11,2018,08,201808,50,,2,4,2,1,,,,,,,,,,,1
4689368,1,3,1,11,1,2393.1465012,11,2018,08,201808,50,,3,3,2,2,2,2,2,,,,,,,,1
4689368,1,4,1,11,1,2393.1465012,11,2018,08,201808,50,,4,3,2,2,2,2,2,,,,,,,,1
4689369,1,1,1,11,1,2940.4501992,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689369,1,2,1,11,1,2940.4501992,11,2018,08,201808,50,,2,6,2,2,2,2,2,,,,,,,,1
4689370,1,1,1,11,1,3220.9149326,11,2018,08,201808,50,,1,6,2,2,2,2,2,,,,,,,,1
4689370,1,2,1,11,1,3220.9149326,11,2018,08,201808,50,,2,6,2,2,2,2,2,,,,,,,,1
4689371,1,1,1,11,1,4408.0782789,11,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689371,1,2,1,11,1,4408.0782789,11,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4689372,1,1,1,11,1,2566.6042473,11,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4689372,1,2,1,11,1,2566.6042473,11,2018,08,201808,50,4,2,3,2,2,2,1,,,,,,,1,,1
