DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P6290,P6230,P6240,P6250,P6260,P6270,P6280,P6300,P6310,P6320,P6330,P6340,P6350,P6351,RABAND,FT
4683025,1,4,1,05,1,855.55546066,05,2018,08,201808,50,,4,1,,,,,,,,,,,,,1
4683026,1,1,1,05,1,1030.2454079,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683026,1,2,1,05,1,1030.2454079,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683027,1,1,1,05,1,847.0872329,05,2018,08,201808,50,,1,4,2,2,2,2,2,,,,,,,,1
4683027,1,2,1,05,1,847.0872329,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683027,1,3,1,05,1,847.0872329,05,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4683028,1,1,1,05,1,1181.8089055,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683028,1,2,1,05,1,1181.8089055,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683028,1,3,1,05,1,1181.8089055,05,2018,08,201808,50,,3,3,2,2,2,2,2,,,,,,,,1
4683029,1,1,1,05,1,824.69167526,05,2018,08,201808,50,,1,4,2,2,2,2,2,,,,,,,,1
4683029,1,2,1,05,1,824.69167526,05,2018,08,201808,50,,2,4,2,2,2,2,2,,,,,,,,1
4683029,1,3,1,05,1,824.69167526,05,2018,08,201808,50,,3,4,2,2,2,2,1,11,,,,,,2,1
4683029,1,4,1,05,1,824.69167526,05,2018,08,201808,50,,4,6,1,,,,,,,,,,,,1
4683030,1,1,1,05,1,779.20038606,05,2018,08,201808,50,,1,6,2,1,,,,,,,,,,,1
4683030,1,2,1,05,1,779.20038606,05,2018,08,201808,50,,2,6,2,1,,,,,,,,,,,1
4683031,1,1,1,05,1,611.95655221,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683031,1,2,1,05,1,611.95655221,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683031,1,3,1,05,1,611.95655221,05,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4683032,1,1,1,05,1,1121.2953837,05,2018,08,201808,50,,1,4,2,2,2,2,2,,,,,,,,1
4683032,1,2,1,05,1,1121.2953837,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683032,1,3,1,05,1,1121.2953837,05,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4683033,1,1,1,05,1,838.61900515,05,2018,08,201808,50,,1,4,1,,,,,,,,,,,,1
4683033,1,2,1,05,1,838.61900515,05,2018,08,201808,50,,2,3,2,2,2,2,1,12,,,,,,2,1
4683034,1,1,1,05,1,1052.5587745,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683034,1,2,1,05,1,1052.5587745,05,2018,08,201808,50,,2,6,2,1,,,,,,,,,,,1
4683034,1,3,1,05,1,1052.5587745,05,2018,08,201808,50,2,3,4,2,2,2,1,,,,,,,1,,1
4683035,1,1,1,05,1,1330.6068,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683035,1,2,1,05,1,1330.6068,05,2018,08,201808,50,,2,4,2,2,2,2,1,10,,,,,,2,1
4683036,1,1,1,05,1,1199.2605149,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683036,1,2,1,05,1,1199.2605149,05,2018,08,201808,50,,2,4,1,,,,,,,,,,,,1
4683036,1,3,1,05,1,1199.2605149,05,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4683036,1,4,1,05,1,1199.2605149,05,2018,08,201808,50,,4,3,2,2,2,2,1,12,,,,,,2,1
4683036,1,5,1,05,1,1199.2605149,05,2018,08,201808,50,,5,3,2,2,2,2,1,12,,,,,,2,1
4683037,1,1,1,05,1,1044.6597829,05,2018,08,201808,50,4,1,4,2,2,2,1,,,,,,,1,,1
4683037,1,2,1,05,1,1044.6597829,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683038,1,1,1,05,1,865.02272682,05,2018,08,201808,50,,1,6,2,1,,,,,,,,,,,1
4683038,1,2,1,05,1,865.02272682,05,2018,08,201808,50,,2,4,2,2,2,2,2,,,,,,,,1
4683038,1,3,1,05,1,865.02272682,05,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4683038,1,4,1,05,1,865.02272682,05,2018,08,201808,50,,4,1,,,,,,,,,,,,,1
4683038,1,7,1,05,1,865.02272682,05,2018,08,201808,50,,7,1,,,,,,,,,,,,,1
4683039,1,1,1,05,1,1187.0276456,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683039,1,2,1,05,1,1187.0276456,05,2018,08,201808,50,,1,3,2,2,2,2,2,,,,,,,,1
4683040,1,1,1,05,1,1340.1594177,05,2018,08,201808,50,,1,4,2,2,2,2,1,10,,,,,,2,1
4683040,1,2,1,05,1,1340.1594177,05,2018,08,201808,50,,2,6,2,2,2,2,2,,,,,,,,1
4683040,1,3,1,05,1,1340.1594177,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683041,1,1,1,05,1,1160.8744043,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683041,1,2,1,05,1,1160.8744043,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683042,1,1,1,05,1,1180.7928239,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683042,1,2,1,05,1,1180.7928239,05,2018,08,201808,50,5,2,4,2,2,2,1,,,,,,,1,,1
4683042,1,3,1,05,1,1180.7928239,05,2018,08,201808,50,,3,3,2,2,2,2,2,,,,,,,,1
4683043,1,1,1,05,1,550.25278028,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683043,1,2,1,05,1,550.25278028,05,2018,08,201808,50,,2,4,2,2,1,,,,,,,,,,1
4683043,2,1,2,05,1,550.25278028,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683043,2,2,2,05,1,550.25278028,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683044,1,1,1,05,1,1030.2454079,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683044,1,2,1,05,1,1030.2454079,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683045,1,1,1,05,1,790.38702496,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683045,1,2,1,05,1,790.38702496,05,2018,08,201808,50,,2,4,2,2,2,2,2,,,,,,,,1
4683046,1,1,1,05,1,943.42873714,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683047,1,1,1,05,1,1557.7898167,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683047,1,2,1,05,1,1557.7898167,05,2018,08,201808,50,,2,4,2,2,2,2,1,9,,,,,,2,1
4683047,1,3,1,05,1,1557.7898167,05,2018,08,201808,50,,3,3,2,2,2,2,2,,,,,,,,1
4683047,1,5,1,05,1,1557.7898167,05,2018,08,201808,50,,5,6,2,2,2,2,2,,,,,,,,1
4683048,1,1,1,05,1,1050.8946046,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683049,1,1,1,05,1,1359.1549883,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683049,1,2,1,05,1,1359.1549883,05,2018,08,201808,50,,2,3,2,2,2,2,2,,,,,,,,1
4683050,1,1,1,05,1,592.39174554,05,2018,08,201808,50,,1,6,2,2,2,2,2,,,,,,,,1
4683050,1,2,1,05,1,592.39174554,05,2018,08,201808,50,,1,6,2,1,,,,,,,,,,,1
4683050,1,3,1,05,1,592.39174554,05,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4683050,1,4,1,05,1,592.39174554,05,2018,08,201808,50,,4,1,,,,,,,,,,,,,1
4683051,1,1,1,05,1,951.8969649,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683051,1,2,1,05,1,951.8969649,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683052,1,1,1,05,1,1267.7710356,05,2018,08,201808,50,,1,4,1,,,,,,,,,,,,1
4683052,1,2,1,05,1,1267.7710356,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683053,1,1,1,05,1,1487.3403653,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683053,1,2,1,05,1,1487.3403653,05,2018,08,201808,50,,2,4,2,2,2,2,2,,,,,,,,1
4683053,1,3,1,05,1,1487.3403653,05,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4683053,1,4,1,05,1,1487.3403653,05,2018,08,201808,50,,4,3,2,2,2,2,2,,,,,,,,1
4683053,1,5,1,05,1,1487.3403653,05,2018,08,201808,50,,5,3,2,2,2,2,2,,,,,,,,1
4683054,1,1,1,05,1,1274.5717235,05,2018,08,201808,50,2,1,2,2,2,2,1,,,,,,,1,,1
4683054,1,2,1,05,1,1274.5717235,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683054,1,3,1,05,1,1274.5717235,05,2018,08,201808,50,,1,3,2,2,2,2,2,,,,,,,,1
4683055,1,1,1,05,1,1111.3594541,05,2018,08,201808,50,,1,4,2,2,2,2,2,,,,,,,,1
4683055,1,2,1,05,1,1111.3594541,05,2018,08,201808,50,,2,6,1,,,,,,,,,,,,1
4683055,1,3,1,05,1,1111.3594541,05,2018,08,201808,50,,3,2,1,,,,,,,,,,,,1
4683055,1,4,1,05,1,1111.3594541,05,2018,08,201808,50,,4,1,,,,,,,,,,,,,1
4683056,1,1,1,05,1,943.42873714,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683057,1,1,1,05,1,1417.4721741,05,2018,08,201808,50,,1,4,2,2,2,2,1,10,,,,,,2,1
4683057,1,2,1,05,1,1417.4721741,05,2018,08,201808,50,2,2,4,2,2,2,1,,,,,,,1,,1
4683058,1,1,1,05,1,1130.3274376,05,2018,08,201808,50,,1,6,2,2,2,2,2,,,,,,,,1
4683059,1,1,1,05,1,1106.0995548,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683059,1,2,1,05,1,1106.0995548,05,2018,08,201808,50,,2,4,2,2,2,2,2,,,,,,,,1
4683059,1,3,1,05,1,1106.0995548,05,2018,08,201808,50,2,3,3,2,2,2,1,,,,,,,1,,1
4683059,1,4,1,05,1,1106.0995548,05,2018,08,201808,50,,4,4,2,2,2,2,2,,,,,,,,1
4683060,1,1,1,05,1,1030.2454079,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683060,1,2,1,05,1,1030.2454079,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683061,1,1,1,05,1,1143.6574226,05,2018,08,201808,50,1,1,4,2,2,2,1,,,,,,,1,,1
4683062,1,1,1,05,1,931.38182317,05,2018,08,201808,50,,2,4,2,2,2,2,2,,,,,,,,1
4683062,1,2,1,05,1,931.38182317,05,2018,08,201808,50,1,2,4,2,2,2,1,,,,,,,1,,1
4683063,1,1,1,05,1,790.38702496,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683063,1,2,1,05,1,790.38702496,05,2018,08,201808,50,,2,4,2,2,2,2,2,,,,,,,,1
4683064,1,1,1,05,1,802.52983426,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683064,1,2,1,05,1,802.52983426,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683064,1,3,1,05,1,802.52983426,05,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4683065,1,1,1,05,1,807.74857433,05,2018,08,201808,50,,1,2,1,,,,,,,,,,,,1
4683065,1,2,1,05,1,807.74857433,05,2018,08,201808,50,,2,3,1,,,,,,,,,,,,1
4683066,1,1,1,05,1,790.38702496,05,2018,08,201808,50,,1,4,2,2,2,2,2,,,,,,,,1
4683066,1,2,1,05,1,790.38702496,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683067,1,1,1,05,1,1390.7863449,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683067,1,2,1,05,1,1390.7863449,05,2018,08,201808,50,,2,4,2,2,2,2,1,10,,,,,,2,1
4683067,1,3,1,05,1,1390.7863449,05,2018,08,201808,50,,3,3,1,,,,,,,,,,,,1
4683068,1,1,1,05,1,867.65107798,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683068,1,4,1,05,1,867.65107798,05,2018,08,201808,50,,4,4,1,,,,,,,,,,,,1
4683069,1,1,1,05,1,829.96604558,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683070,1,1,1,05,1,1253.6372224,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683070,1,2,1,05,1,1253.6372224,05,2018,08,201808,50,2,2,3,2,2,2,1,,,,,,,1,,1
4683071,1,1,1,05,1,1156.1085424,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683071,1,2,1,05,1,1156.1085424,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683071,1,3,1,05,1,1156.1085424,05,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4683071,1,4,1,05,1,1156.1085424,05,2018,08,201808,50,,4,1,,,,,,,,,,,,,1
4683071,1,5,1,05,1,1156.1085424,05,2018,08,201808,50,,5,4,2,2,2,2,1,4,1,2,,,,1,1
4683072,1,1,1,05,1,2060.4908159,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683072,1,2,1,05,1,2060.4908159,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683073,1,1,1,05,1,1928.0407331,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683073,1,2,1,05,1,1928.0407331,05,2018,08,201808,50,,2,4,2,2,2,2,2,,,,,,,,1
4683073,1,3,1,05,1,1928.0407331,05,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4683073,1,5,1,05,1,1928.0407331,05,2018,08,201808,50,,5,1,,,,,,,,,,,,,1
4683074,1,1,1,05,1,1558.4007721,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683074,1,2,1,05,1,1558.4007721,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683075,1,1,1,05,1,829.96604558,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683076,1,1,1,05,1,1232.7592968,05,2018,08,201808,50,,1,4,2,2,2,2,2,,,,,,,,1
4683076,1,2,1,05,1,1232.7592968,05,2018,08,201808,50,,2,3,2,2,2,2,2,,,,,,,,1
4683077,1,1,1,05,1,2420.7141876,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683077,1,2,1,05,1,2420.7141876,05,2018,08,201808,50,,2,3,1,,,,,,,,,,,,1
4683077,1,3,1,05,1,2420.7141876,05,2018,08,201808,50,,3,6,2,2,2,2,1,6,2,,2,,,1,1
4683078,1,1,1,05,1,2321.7488087,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683078,1,2,1,05,1,2321.7488087,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683079,1,1,1,05,1,3351.4345608,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683079,1,2,1,05,1,3351.4345608,05,2018,08,201808,50,,2,4,2,2,2,2,2,,,,,,,,1
4683079,1,5,1,05,1,3351.4345608,05,2018,08,201808,50,,5,3,2,2,2,2,2,,,,,,,,1
4683080,1,1,1,05,1,1126.7994283,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683080,1,2,1,05,1,1126.7994283,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683080,1,3,1,05,1,1126.7994283,05,2018,08,201808,50,,3,3,2,2,2,2,2,,,,,,,,1
4683080,1,5,1,05,1,1126.7994283,05,2018,08,201808,50,,5,4,2,2,2,2,2,,,,,,,,1
4683081,1,1,1,05,1,883.14984298,05,2018,08,201808,50,1,1,6,2,2,2,1,,,,,,,1,,1
4683081,1,2,1,05,1,883.14984298,05,2018,08,201808,50,,2,4,2,2,2,2,2,,,,,,,,1
4683082,1,1,1,05,1,2950.1618704,05,2018,08,201808,50,1,1,2,2,2,2,1,,,,,,,1,,1
4683082,1,2,1,05,1,2950.1618704,05,2018,08,201808,50,,2,3,2,2,2,2,2,,,,,,,,1
4683083,1,1,1,05,1,1252.258357,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683083,1,2,1,05,1,1252.258357,05,2018,08,201808,50,,1,6,2,2,2,2,2,,,,,,,,1
4683084,1,1,1,05,1,1142.2298849,05,2018,08,201808,50,,1,4,2,2,2,2,2,,,,,,,,1
4683084,1,2,1,05,1,1142.2298849,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683084,1,3,1,05,1,1142.2298849,05,2018,08,201808,50,,3,3,2,2,2,2,2,,,,,,,,1
4683084,1,4,1,05,1,1142.2298849,05,2018,08,201808,50,,4,1,,,,,,,,,,,,,1
4683085,1,1,1,05,1,1030.2454079,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683085,1,2,1,05,1,1030.2454079,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683086,1,1,1,05,1,1036.1915552,05,2018,08,201808,50,1,1,6,2,2,2,1,,,,,,,1,,1
4683087,1,1,1,05,1,829.96604558,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683088,1,1,1,05,1,943.42873714,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683089,1,1,1,05,1,1002.8473562,05,2018,08,201808,50,,1,4,2,2,2,2,2,,,,,,,,1
4683090,1,1,1,05,1,1160.8744043,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683090,1,2,1,05,1,1160.8744043,05,2018,08,201808,50,,2,4,1,,,,,,,,,,,,1
4683091,1,1,1,05,1,1002.8473562,05,2018,08,201808,50,,1,4,2,2,2,2,2,,,,,,,,1
4683092,1,1,1,05,1,852.89932519,05,2018,08,201808,50,,1,4,1,,,,,,,,,,,,1
4683092,1,2,1,05,1,852.89932519,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683092,1,3,1,05,1,852.89932519,05,2018,08,201808,50,,3,1,,,,,,,,,,,,,1
4683093,1,1,1,05,1,1239.2228474,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683093,1,2,1,05,1,1239.2228474,05,2018,08,201808,50,,2,4,1,,,,,,,,,,,,1
4683094,1,1,1,05,1,1044.6597829,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683094,1,2,1,05,1,1044.6597829,05,2018,08,201808,50,2,2,4,2,2,2,1,,,,,,,1,,1
4683095,1,1,1,05,1,1002.8473562,05,2018,08,201808,50,,1,6,2,2,2,2,2,,,,,,,,1
4683096,1,1,1,05,1,1066.5262685,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683096,1,2,1,05,1,1066.5262685,05,2018,08,201808,50,,2,1,,,,,,,,,,,,,1
4683097,1,1,1,05,1,550.25278028,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683097,1,2,1,05,1,550.25278028,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
4683097,1,3,1,05,1,550.25278028,05,2018,08,201808,50,,1,6,2,2,2,2,2,,,,,,,,1
4683097,1,4,1,05,1,550.25278028,05,2018,08,201808,50,,4,1,,,,,,,,,,,,,1
4683098,1,1,1,05,1,1386.5425272,05,2018,08,201808,50,,1,1,,,,,,,,,,,,,1
