DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,DSI,FEX_C,RAMA4D_D_R4,RAMA2D_D_R4,DPTO,ANO,MES,PERIODO,REGIS,P7250,P7260,P7280,P7310,P7320,P7350,P7360,P9460,P7390,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,RAMA2D_D,DSCY,RAMA4D_D
4755965,1,3,1,17,1,1,241.51682425,6190,61,17,2018,11,201811,70,16,48,1,2,16,1,9,2,1,1,,,,,,,,2,,800000,2,,33,38,74,2,7499
4755986,1,3,1,17,1,1,225.79402319,6190,61,17,2018,11,201811,70,2,48,1,2,2,1,9,2,8,,,,,,,,1,2,,800000,2,,38,38,64,1,6421
4755995,1,6,1,17,1,1,164.99052628,,,17,2018,11,201811,70,48,48,1,1,,,,,,,,,,,,,,,,781242,,,38,,,2,
4756002,1,2,1,17,1,1,219.64685854,4923,49,17,2018,11,201811,70,12,48,1,2,12,1,9,2,4,,,,,,,,1,2,,700000,2,,98,98,64,1,6412
4756026,1,4,1,17,1,1,251.21688386,4711,47,17,2018,11,201811,70,52,48,1,2,60,1,7,2,3,1,,,,,,,,2,,781242,1,2,33,33,52,2,5211
4756036,1,1,1,17,1,1,241.23746509,4723,47,17,2018,11,201811,70,8,48,1,2,8,1,4,2,1,,,,,,,,1,2,,1900000,2,,77,77,52,1,5211
4756044,1,4,1,17,1,1,231.51615937,4773,47,17,2018,11,201811,70,8,48,1,2,12,1,4,2,2,,,,,,,,1,2,,700000,2,,59,59,52,1,5231
4756045,1,2,1,17,1,1,204.82518259,5611,56,17,2018,11,201811,70,40,48,1,2,72,1,2,2,2,,,,,,,,1,2,,781242,2,,53,50,55,2,5521
4756051,1,2,1,18,1,1,56.519466168,4711,47,18,2018,11,201811,70,3,48,1,2,24,1,6,2,1,,,,,,,,1,2,,780000,2,,55,55,52,1,5211
4756056,1,1,1,18,1,1,120.76427915,4330,43,18,2018,11,201811,70,1,48,1,2,1,1,3,2,1,,,,,,,,1,1,700000,780000,2,,95,95,45,1,4521
4756057,1,2,1,18,1,1,94.808427218,8412,84,18,2018,11,201811,70,4,48,2,2,1,4,9,2,1,,,,,,,,1,2,,780000,2,,38,38,75,1,7513
4756061,1,3,1,18,1,1,65.030268501,8610,86,18,2018,11,201811,70,60,48,1,2,60,1,9,2,1,,,,,,,,1,2,,782000,2,,32,32,85,2,8511
4756062,1,3,1,18,1,1,61.704024452,8121,81,18,2018,11,201811,70,4,40,1,2,3,4,1,2,1,,,,,,,,1,1,700000,782000,2,,45,54,74,1,7493
4756074,1,1,1,18,1,1,113.89608249,4111,41,18,2018,11,201811,70,6,48,1,2,12,4,1,2,1,,,,,,,,1,2,,800000,2,,95,98,60,1,6031
4756081,1,1,1,19,1,1,180.94337999,9601,96,19,2018,11,201811,70,8,24,4,2,48,4,1,2,1,,,,,,,,1,2,,300000,2,,55,56,93,1,9301
4756085,1,1,1,19,1,1,123.97648507,8610,86,19,2018,11,201811,70,144,48,4,2,144,4,9,2,1,,,,,,,,1,2,,600000,2,,55,55,85,2,8511
4756093,1,1,1,19,1,1,67.171293967,1011,10,19,2018,11,201811,70,4,45,1,2,16,1,9,2,3,1,,,,,,,,2,,782000,2,,53,97,15,1,1511
4756093,1,3,1,19,1,1,67.171293967,4111,41,19,2018,11,201811,70,8,45,1,2,12,1,2,2,3,,,,,,,,1,2,,98,2,,95,95,45,1,4521
4756093,1,4,1,19,1,1,67.171293967,4111,41,19,2018,11,201811,70,4,45,1,2,4,4,2,2,3,,,,,,,,1,2,,98,2,,95,95,45,1,4521
4756094,1,2,1,19,1,1,150.04128113,4751,47,19,2018,11,201811,70,96,48,1,2,480,1,2,2,2,,,,,,,,1,2,,780000,2,,45,45,52,2,5232
4756095,1,2,1,19,1,1,129.62427155,8890,88,19,2018,11,201811,70,24,40,1,2,24,2,9,2,7,,,,,,,,1,2,,781000,2,,32,32,85,2,8532
4756095,1,3,1,19,1,1,129.62427155,,,19,2018,11,201811,70,8,40,1,1,,,,,,,,,,,,,,,,98,,,12,,,1,
4756101,1,1,1,19,1,1,168.69129219,5611,56,19,2018,11,201811,70,4,45,1,2,48,1,9,2,1,,,,,,,,1,2,,782000,2,,45,53,55,1,5521
4756118,1,3,1,19,1,1,118.94185828,4771,47,19,2018,11,201811,70,20,48,1,2,20,1,2,2,2,,,,,,,,1,2,,781242,2,,45,45,52,2,5233
4756120,1,2,1,23,1,1,438.40151448,4719,47,23,2018,11,201811,70,25,48,1,2,26,1,5,2,1,,,,,,,,1,2,,781242,2,,45,45,52,2,5239
4756126,1,1,1,23,1,1,472.33659282,4773,47,23,2018,11,201811,70,8,30,3,2,8,1,4,2,1,,,,,,,,1,2,,500000,2,,54,45,52,1,5231
4756129,1,3,1,23,1,1,207.17031151,4771,47,23,2018,11,201811,70,10,48,1,2,40,1,4,2,1,,,,,,,,1,2,,781242,2,,45,45,52,1,5234
4756153,1,3,1,27,1,1,50.265096249,8424,84,27,2018,11,201811,70,3,48,2,2,3,2,9,2,1,,,,,,,,1,2,,1600000,2,,12,19,74,1,7411
4756157,1,7,1,27,1,1,51.679665952,,,27,2018,11,201811,70,4,48,1,1,,,,,,,,,,,,,,,,789000,,,45,,,1,
4756169,1,2,1,27,1,1,75.081390697,8890,88,27,2018,11,201811,70,12,40,1,2,4,1,9,2,1,,,,,,,,1,2,,1500000,2,,19,19,85,1,8532
4756183,1,2,1,41,1,1,171.35832672,0123,01,41,2018,11,201811,70,12,48,1,2,12,4,1,2,1,,,,,,,,1,2,,781242,2,,53,62,01,1,0140
4756195,1,3,1,41,1,1,184.77838027,5224,52,41,2018,11,201811,70,16,48,1,2,16,4,1,2,7,,,,,,,,1,2,,781242,2,,95,97,63,2,6310
4756206,1,2,1,44,1,1,53.76518101,5619,56,44,2018,11,201811,70,8,40,1,2,8,4,1,2,4,,,,,,,,1,2,,500000,2,,45,45,55,1,5529
4756209,1,3,1,44,1,1,41.945889605,8414,84,44,2018,11,201811,70,54,40,2,2,54,2,9,2,8,,,,,,,,1,2,,2500000,2,,02,02,74,2,7422
4756217,1,1,1,44,1,1,71.065186836,0113,01,44,2018,11,201811,70,52,40,4,2,52,4,2,2,1,,,,,,,,1,2,,900000,2,,41,62,01,2,0118
4756219,1,3,1,44,1,1,36.015543144,,,44,2018,11,201811,70,14,48,1,1,,,,,,,,,,,,,,,,800000,,,32,,,2,
4756220,1,3,1,44,1,1,24.30973286,4773,47,44,2018,11,201811,70,12,40,1,2,12,4,3,2,4,,,,,,,,1,2,,781242,2,,45,45,52,1,5231
4756220,1,6,1,44,1,1,24.30973286,8412,84,44,2018,11,201811,70,8,40,1,2,8,1,9,2,1,,,,,,,,1,2,,781242,2,,45,03,75,1,7512
4756227,1,1,1,44,1,1,45.783640345,4921,49,44,2018,11,201811,70,28,48,1,2,28,4,1,2,4,,,,,,,,1,2,,500000,2,,58,98,60,2,6031
4756227,1,4,1,44,1,1,45.783640345,4754,47,44,2018,11,201811,70,20,48,1,2,4,4,4,2,3,,,,,,,,1,1,28000,900000,2,,58,45,52,2,5237
4756232,1,2,1,44,1,1,51.562328768,8412,84,44,2018,11,201811,70,104,48,1,2,104,2,9,2,1,,,,,,,,1,2,,2100000,2,,11,39,75,2,7512
4756235,1,3,1,50,1,1,241.60073102,4111,41,50,2018,11,201811,70,4,70,1,2,4,1,2,2,8,,,,,,,,1,2,,900000,2,,39,95,45,1,4521
4756242,1,2,1,50,1,1,240.19388687,7490,74,50,2018,11,201811,70,40,40,1,2,24,4,1,2,2,,,,,,,,1,2,,1500000,2,,30,02,74,2,7499
4756255,1,4,1,50,1,1,226.36300887,4771,47,50,2018,11,201811,70,40,48,1,2,40,1,2,2,1,,,,,,,,1,2,,800000,2,,45,45,52,2,5233
4756283,1,2,1,50,1,1,223.79726848,1030,10,50,2018,11,201811,70,8,70,1,2,8,1,9,2,1,,,,,,,,1,2,,1000000,2,,77,77,15,1,1521
4756285,1,1,1,50,1,1,268.95208234,4520,45,50,2018,11,201811,70,8,48,1,2,8,4,1,2,3,,,,,,,,1,2,,600000,2,,87,87,50,1,5020
4756287,1,2,1,50,1,1,244.60023359,5611,56,50,2018,11,201811,70,8,48,1,2,8,1,3,2,7,,,,,,,,1,2,,800000,2,,45,53,55,1,5521
4756296,1,2,1,50,1,1,189.0049287,8121,81,50,2018,11,201811,70,4,60,1,2,4,1,1,2,1,,,,,,,,1,2,,800000,2,,54,54,74,1,7493
4756297,1,2,1,50,1,1,250.26376951,5611,56,50,2018,11,201811,70,52,48,4,2,230,1,4,2,1,,,,,,,,1,2,,900000,2,,55,53,55,2,5521
4756299,1,2,1,50,1,1,242.13789153,4719,47,50,2018,11,201811,70,8,48,1,2,8,1,2,2,1,,,,,,,,1,2,,800000,2,,53,45,52,1,5219
4756302,3,2,3,50,1,1,244.8582084,5611,56,50,2018,11,201811,70,13,40,1,2,14,1,2,2,1,,,,,,,,1,2,,800000,2,,53,53,55,1,5521
4756303,1,2,1,50,1,1,260.6246205,5221,52,50,2018,11,201811,70,52,48,3,2,52,1,2,2,1,,,,,,,,1,2,,840000,2,,54,58,63,2,6331
4756321,1,3,1,50,1,1,245.77026593,4631,46,50,2018,11,201811,70,60,60,1,2,60,1,6,2,2,,,,,,,,1,2,,800000,2,,39,39,51,2,5125
4756327,1,1,1,50,1,1,229.35862335,5630,56,50,2018,11,201811,70,104,48,1,2,520,4,1,2,2,,,,,,,,1,2,,800000,2,,45,51,55,2,5530
4756328,1,2,1,50,1,1,251.28098639,4921,49,50,2018,11,201811,70,8,72,4,2,9,4,1,2,4,,,,,,,,1,2,,1000000,2,,98,98,60,1,6022
4756331,1,4,1,50,1,1,232.33733683,4330,43,50,2018,11,201811,70,4,70,1,2,4,1,3,2,1,,,,,,,,1,2,,800000,2,,95,95,45,1,4521
4756332,1,1,1,50,1,1,236.86586052,4520,45,50,2018,11,201811,70,104,48,1,2,104,1,9,2,1,,,,,,,,1,2,,1500000,2,,84,84,50,2,5020
4756334,1,2,1,50,1,1,190.15447033,4210,42,50,2018,11,201811,70,52,48,1,2,48,1,6,2,2,,,,,,,,1,2,,2500000,2,,11,11,45,2,4530
4756341,1,4,1,50,1,1,278.58716983,4711,47,50,2018,11,201811,70,52,48,1,2,52,1,2,2,1,,,,,,,,1,2,,800000,2,,45,45,52,2,5211
4756349,1,1,1,50,1,1,249.15313607,1090,10,50,2018,11,201811,70,180,48,1,2,160,1,6,2,2,,,,,,,,1,2,,800000,2,,05,70,15,2,1543
4756363,1,2,1,52,1,1,188.16521156,9700,97,52,2018,11,201811,70,4,20,1,2,4,3,1,2,1,,,,,,,,1,1,100000,100000,2,,45,53,95,1,9500
4756374,1,3,1,52,1,1,158.71987372,1081,10,52,2018,11,201811,70,16,20,1,2,32,1,4,2,1,,,,,,,,1,2,,200000,2,,95,97,15,2,1551
4756376,1,2,1,52,1,1,188.16521156,4111,41,52,2018,11,201811,70,16,40,1,2,16,1,2,2,1,,,,,,,,1,2,,700000,2,,45,95,45,2,4521
4756378,1,2,1,52,1,1,153.07560133,4111,41,52,2018,11,201811,70,4,40,1,2,20,1,2,2,1,,,,,,,,1,2,,700000,2,,79,93,45,1,4521
4756387,1,3,1,52,1,1,167.07688067,4771,47,52,2018,11,201811,70,24,40,1,2,52,1,6,2,8,,,,,,,,1,2,,98,2,,18,45,52,2,5233
4756391,1,1,1,52,1,1,184.3551706,6110,61,52,2018,11,201811,70,52,40,1,2,52,1,9,2,2,,,,,,,,1,2,,750000,2,,44,44,64,2,6421
4756391,1,2,1,52,1,1,184.3551706,9511,95,52,2018,11,201811,70,36,48,1,2,2,4,1,2,7,,,,,,,,1,1,220000,786000,2,,16,85,72,2,7250
4756392,1,1,1,52,1,1,191.93644132,9700,97,52,2018,11,201811,70,8,24,3,2,8,3,1,2,1,,,,,,,,1,2,,781242,2,,54,54,95,1,9500
4756395,1,3,1,52,1,1,113.85046903,5611,56,52,2018,11,201811,70,8,48,1,2,4,1,4,2,1,,,,,,,,1,1,100000,781242,2,,45,53,55,1,5521
4756406,1,2,1,54,1,1,481.85124324,4773,47,54,2018,11,201811,70,1,48,1,2,78,1,7,1,1,1,,,,,,,,2,,781242,1,2,59,59,52,1,5231
4756408,1,1,1,54,1,1,557.5356435,4520,45,54,2018,11,201811,70,12,60,4,2,30,4,1,2,1,,,,,,,,1,2,,781242,2,,95,99,50,1,5020
4756409,1,4,1,54,1,1,499.02810094,5224,52,54,2018,11,201811,70,2,60,1,2,8,4,1,2,8,,,,,,,,1,2,,400000,2,,95,97,63,1,6310
4756409,1,5,1,54,1,1,499.02810094,1081,10,54,2018,11,201811,70,8,70,4,2,8,4,1,2,8,,,,,,,,1,2,,400000,2,,53,77,15,1,1551
4756410,1,1,1,54,1,1,481.7358784,4649,46,54,2018,11,201811,70,12,24,1,2,12,4,1,2,7,,,,,,,,1,2,,400000,2,,45,45,51,1,5137
4756411,1,3,1,54,1,1,473.02430408,4330,43,54,2018,11,201811,70,10,48,4,2,10,4,1,2,1,,,,,,,,1,2,,800000,2,,95,95,45,1,4521
4756416,1,2,1,54,1,1,458.70458163,4771,47,54,2018,11,201811,70,12,48,1,2,150,1,2,2,1,,,,,,,,1,2,,800000,2,,45,45,52,1,5233
4756425,1,5,1,54,1,1,431.19376577,4721,47,54,2018,11,201811,70,16,48,1,2,52,4,1,2,8,,,,,,,,1,2,,781242,2,,45,41,52,2,5211
4756426,1,1,1,54,1,1,600.05769863,2511,25,54,2018,11,201811,70,3,50,1,2,4,1,3,2,6,,,,,,,,1,1,750000,700000,2,,87,87,28,1,2811
4756427,1,1,1,54,1,1,311.65728519,4330,43,54,2018,11,201811,70,12,50,4,2,16,4,1,2,1,,,,,,,,1,2,,700000,2,,95,95,45,1,4521
4756435,1,3,1,54,1,1,505.91362946,4330,43,54,2018,11,201811,70,24,48,1,2,120,4,1,2,1,,,,,,,,1,2,,781242,2,,58,95,45,2,4521
4756442,1,2,1,54,1,1,479.91424463,8414,84,54,2018,11,201811,70,30,40,1,2,8,1,9,2,1,1,,,,,,,,2,,781242,1,4,39,58,75,2,7513
4756446,3,2,3,54,1,1,512.10556021,4792,47,54,2018,11,201811,70,16,48,1,2,110,4,1,2,2,,,,,,,,1,2,,750000,2,,33,45,52,2,5261
4756458,1,1,1,54,1,1,535.01509855,4771,47,54,2018,11,201811,70,4,48,4,2,102,1,3,2,2,,,,,,,,1,2,,781242,2,,41,33,52,1,5233
4756461,1,1,1,54,1,1,569.73575421,5611,56,54,2018,11,201811,70,8,48,1,2,123,1,3,2,2,,,,,,,,1,2,,550000,2,,33,33,55,1,5521
4756463,1,3,1,54,1,1,520.31406202,9602,96,54,2018,11,201811,70,24,48,4,2,24,4,1,2,8,,,,,,,,1,2,,781242,2,,97,57,93,2,9302
4756468,1,7,1,63,1,1,122.14520687,4620,46,63,2018,11,201811,70,20,70,1,2,30,1,3,2,1,,,,,,,,1,2,,781000,2,,53,77,51,2,5125
4756469,1,1,1,63,1,1,116.27484114,5611,56,63,2018,11,201811,70,4,48,1,2,6,4,1,2,1,,,,,,,,1,2,,781242,2,,53,53,55,1,5521
4756469,1,2,1,63,1,1,116.27484114,4665,46,63,2018,11,201811,70,4,48,8,2,4,4,1,2,1,,,,,,,,1,1,80000,400000,2,,62,97,51,1,5155
4756470,1,2,1,63,1,1,101.30501463,5611,56,63,2018,11,201811,70,4,40,4,2,152,4,1,2,1,,,,,,,,1,2,,782000,2,,77,77,55,1,5521
4756471,1,1,1,63,1,1,76.493828856,4111,41,63,2018,11,201811,70,2,54,1,2,2,4,1,2,1,,,,,,,,1,1,800000,1000000,2,,95,95,45,1,4521
4756479,1,2,1,63,1,1,113.73855911,4923,49,63,2018,11,201811,70,20,48,1,2,20,1,9,2,8,,,,,,,,1,2,,781000,2,,33,33,60,2,6041
4756479,1,4,1,63,1,1,113.73855911,5630,56,63,2018,11,201811,70,4,24,4,2,52,4,1,2,4,,,,,,,,1,2,,390000,2,,41,53,55,1,5530
4756484,1,2,1,63,1,1,174.07606084,0811,08,63,2018,11,201811,70,4,54,1,2,4,4,1,2,7,,,,,,,,1,1,400000,700000,2,,95,95,14,1,1411
4756485,1,1,1,63,1,1,116.54878061,4771,47,63,2018,11,201811,70,250,48,1,2,84,1,2,2,2,,,,,,,,1,2,,782000,2,,41,41,52,2,5233
4756491,1,2,1,63,1,1,146.35683068,4771,47,63,2018,11,201811,70,30,48,1,2,52,1,2,2,2,,,,,,,,1,2,,300000,2,,45,45,52,2,5233
4756496,1,1,1,63,1,1,168.30640294,3110,31,63,2018,11,201811,70,4,48,1,2,4,4,1,2,1,,,,,,,,1,1,850000,781242,2,,81,81,36,1,3613
4756497,1,3,1,63,1,1,163.69030134,,,63,2018,11,201811,70,14,48,1,1,,,,,,,,,,,,,,,,1600000,,,07,,,2,
4756499,1,3,1,63,1,1,206.87906513,4111,41,63,2018,11,201811,70,12,48,1,2,5,4,1,2,8,,,,,,,,1,2,,782000,2,,95,95,45,1,4521
4756500,1,2,1,63,1,1,174.07606084,4754,47,63,2018,11,201811,70,16,40,1,2,104,1,4,2,2,,,,,,,,1,2,,782000,2,,33,45,52,2,5236
4756501,1,2,1,63,1,1,80.033741846,5619,56,63,2018,11,201811,70,3,48,1,2,24,4,1,2,7,,,,,,,,1,2,,781242,2,,59,77,55,1,5529
4756504,1,1,1,63,1,1,139.01766749,8730,87,63,2018,11,201811,70,2,24,4,2,2,4,1,2,2,,,,,,,,1,1,350000,781242,2,,54,54,85,1,8532
4756508,1,1,1,63,1,1,171.94413883,5224,52,63,2018,11,201811,70,12,94,4,2,16,4,1,2,8,,,,,,,,1,2,,781000,2,,97,97,63,1,6310
4756508,1,2,1,63,1,1,171.94413883,8220,82,63,2018,11,201811,70,10,48,1,2,45,1,9,2,8,,,,,,,,1,2,,781000,2,,45,38,74,1,7499
4756521,1,1,1,63,1,1,144.58010022,6820,68,63,2018,11,201811,70,20,40,4,2,5,4,1,2,1,,1,,,,,,,2,,1000000,1,1,44,44,70,2,7010
4756528,1,2,1,63,1,1,145.94403338,8530,85,63,2018,11,201811,70,16,48,4,2,98,2,9,9,1,,,,,,,,1,2,,900000,2,,39,39,80,2,8043
4756528,1,3,1,63,1,1,145.94403338,8530,85,63,2018,11,201811,70,53,48,1,2,52,1,9,2,4,,,,,,,,1,2,,782000,2,,45,58,80,2,8045
4756534,1,1,1,63,1,1,153.43882865,5611,56,63,2018,11,201811,70,6,48,1,2,400,1,4,2,2,,,,,,,,1,2,,781242,2,,33,53,55,1,5521
4756541,1,3,1,63,1,1,103.9000848,,,63,2018,11,201811,70,3,10,4,1,,,,,,,,,,,,,,,,200000,,,53,,,1,
4756542,1,3,1,63,1,1,196.3101889,2821,28,63,2018,11,201811,70,2,45,1,2,2,1,4,2,3,,,,,,,,1,1,781242,781242,2,,83,83,29,1,2919
4756546,1,2,1,63,1,1,164.97482526,8559,85,63,2018,11,201811,70,8,48,1,2,16,1,5,2,2,,,,,,,,1,2,,1000000,2,,39,13,80,1,8060
4756564,1,3,1,63,1,1,193.64038655,6511,65,63,2018,11,201811,70,104,48,1,2,104,1,9,2,3,,,,,,,,1,2,,1562484,2,,02,02,66,2,6601
4756565,1,3,1,63,1,1,123.65622166,1081,10,63,2018,11,201811,70,6,48,1,2,6,4,1,2,1,,,,,,,,1,2,,900000,2,,45,45,15,1,1551
4756574,1,1,1,63,1,1,219.80476948,5619,56,63,2018,11,201811,70,1,25,4,2,1,4,1,2,1,,,,,,,,1,1,500000,700000,2,,99,99,55,1,5529
4756583,1,2,1,63,1,1,109.45033988,,,63,2018,11,201811,70,8,48,4,1,,,,,,,,,,,,,,,,782000,,,41,,,1,
4756600,1,2,1,66,1,1,316.24258569,6120,61,66,2018,11,201811,70,4,48,1,2,4,1,9,2,7,,,,,,,,1,1,1500000,1000000,2,,43,39,64,1,6425
4756605,1,1,1,66,1,1,316.78316808,9700,97,66,2018,11,201811,70,26,40,3,2,26,3,1,2,1,,,,,,,,1,2,,600000,2,,54,54,95,2,9500
4756605,1,2,1,66,1,1,316.78316808,4111,41,66,2018,11,201811,70,2,48,1,2,2,1,4,2,1,,,,,,,,1,1,800000,800000,2,,95,95,45,1,4521
4756606,1,1,1,66,1,1,287.35239812,4774,47,66,2018,11,201811,70,2,48,1,2,2,1,5,2,8,,,,,,,,1,1,360000,781242,2,,53,59,52,1,5245
4756615,1,3,1,66,1,1,293.60601535,8230,82,66,2018,11,201811,70,12,24,1,2,12,1,4,2,2,,,,,,,,1,2,,781242,2,,53,53,74,1,7499
4756620,1,3,1,66,1,1,331.74168881,4921,49,66,2018,11,201811,70,52,48,1,2,104,4,1,2,1,,,,,,,,1,2,,781242,2,,45,98,60,2,6021
4756643,1,3,1,66,1,1,293.60601535,1089,10,66,2018,11,201811,70,12,48,1,2,12,1,9,2,4,,,,,,,,1,2,,800000,2,,33,33,15,1,1589
4756652,1,2,1,68,1,1,403.11330181,2930,29,68,2018,11,201811,70,2,48,1,2,2,1,7,2,1,,,,,,,,1,1,560000,1000000,2,,03,03,34,1,3430
4756654,1,1,1,68,1,1,493.43021325,2731,27,68,2018,11,201811,70,16,48,1,2,16,1,9,1,4,,,,,,,,1,2,,1000000,2,,85,85,31,2,3190
4756661,1,3,1,68,1,1,653.55638632,1410,14,68,2018,11,201811,70,24,48,1,2,24,1,4,2,2,,,,,,,,1,2,,781200,2,,39,37,18,2,1810
