DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,DSI,FEX_C,RAMA4D_D_R4,RAMA2D_D_R4,DPTO,ANO,MES,PERIODO,REGIS,P7250,P7260,P7280,P7310,P7320,P7350,P7360,P9460,P7390,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,RAMA2D_D,DSCY,RAMA4D_D
4513948,1,3,1,05,1,1,1084.4543102,4771,47,05,2018,01,201801,70,2,48,1,2,2,1,3,2,1,,,,,,,,1,1,98,737000,2,,45,45,52,1,5233
4513951,1,1,1,05,1,1,1086.4548148,5619,56,05,2018,01,201801,70,52,48,1,2,104,1,3,2,1,,,,,,,,1,2,,737717,2,,45,53,55,2,5529
4513965,1,1,1,05,1,1,855.68034317,3290,32,05,2018,01,201801,70,4,48,4,2,3,4,1,2,2,,,,,,,,1,1,60000,781242,2,,53,79,17,1,1743
4513966,1,1,1,05,1,1,1293.8717539,,,05,2018,01,201801,70,4,48,1,1,,,,,,,,,,,,,,,,800000,,,38,,,1,
4513967,1,3,1,05,1,1,1356.0783624,7410,74,05,2018,01,201801,70,4,48,1,2,260,1,9,2,2,,,,,,,,1,2,,780000,2,,19,16,18,1,1810
4513973,1,2,1,05,1,1,1417.6510449,4112,41,05,2018,01,201801,70,32,48,1,2,32,1,9,1,2,,1,,,,,,,2,,781200,1,2,19,19,45,2,4521
4513976,1,5,1,05,1,1,1192.4207867,4729,47,05,2018,01,201801,70,20,48,1,2,20,1,2,2,1,,,,,,,,1,2,,737717,2,,45,45,52,2,5229
4513981,1,1,1,05,1,1,1305.1754884,4330,43,05,2018,01,201801,70,1,48,4,2,1,4,2,2,1,,,,,,,,1,1,1000000,1000000,2,,93,93,45,1,4552
4513981,1,3,1,05,1,1,1305.1754884,4330,43,05,2018,01,201801,70,1,48,4,2,1,4,2,2,1,,,,,,,,1,1,700000,1000000,2,,93,93,45,1,4552
4513988,1,2,1,05,1,1,1053.93461,8412,84,05,2018,01,201801,70,5,48,4,2,96,4,9,2,2,,,,,,,,1,2,,1000000,2,,32,32,75,1,7512
4513994,1,1,1,05,1,1,1450.6292845,4111,41,05,2018,01,201801,70,24,48,1,2,24,1,6,2,1,,,,,,,,1,2,,800000,2,,62,62,45,2,4521
4513998,1,3,1,05,1,1,1107.1253469,8530,85,05,2018,01,201801,70,2,48,1,2,2,1,9,2,1,,,,,,,,1,1,1100000,900000,2,,58,58,80,1,8043
4514000,1,5,1,05,1,1,874.95414968,6110,61,05,2018,01,201801,70,40,48,1,2,40,1,9,2,1,,,,,,,,1,2,,737717,2,,45,39,52,2,5237
4514001,1,3,1,05,1,1,1017.4018299,1410,14,05,2018,01,201801,70,4,48,4,2,4,1,6,2,1,1,,,,,,,,2,,800000,1,1,45,79,18,1,1810
4514009,1,4,1,05,1,1,1403.4876732,8412,84,05,2018,01,201801,70,12,48,1,2,2,4,9,2,3,,,,,,,,1,1,2300000,2500000,2,,19,19,75,1,7512
4514018,1,3,1,05,1,1,1354.2358219,1410,14,05,2018,01,201801,70,16,48,1,2,54,1,4,2,4,,,,,,,,1,2,,781242,2,,79,79,18,2,1810
4514019,1,1,1,05,1,1,1148.7932756,9700,97,05,2018,01,201801,70,52,48,4,2,52,3,1,2,1,,,,,,,,1,2,,737717,2,,53,54,95,2,9500
4514019,1,6,1,05,1,1,1148.7932756,6820,68,05,2018,01,201801,70,3,48,1,2,3,1,4,2,9,,,,,,,,1,1,389000,737717,2,,55,55,70,1,7020
4514020,1,5,1,05,1,1,1060.3888401,,,05,2018,01,201801,70,1,48,1,1,,,,,,,,,,,,,,,,400000,,,45,,,1,
4514021,1,3,1,05,1,1,1188.0111762,,,05,2018,01,201801,70,8,48,1,1,,,,,,,,,,,,,,,,781200,,,45,,,1,
4514026,1,1,1,05,1,1,1261.351549,4322,43,05,2018,01,201801,70,3,48,1,2,3,1,5,2,1,,,,,,,,1,1,1000000,737717,2,,85,85,45,1,4541
4514029,1,2,1,05,1,1,1188.386494,4111,41,05,2018,01,201801,70,7,48,1,2,8,1,5,2,7,,,,,,,,1,2,,781242,2,,95,95,45,1,4521
4514032,1,1,1,05,1,1,839.46279822,9700,97,05,2018,01,201801,70,1,48,3,2,28,3,1,2,1,,,,,,,,1,2,,98,2,,59,59,85,1,8532
4514038,1,2,1,05,1,1,1356.944264,4330,43,05,2018,01,201801,70,2,48,4,2,5,4,1,2,6,,,,,,,,1,1,500000,1400000,2,,95,95,45,1,4521
4514050,1,1,1,05,1,1,1437.87347,5611,56,05,2018,01,201801,70,24,48,1,2,24,1,2,2,1,,,,,,,,1,2,,737717,2,,55,53,55,2,5529
4514052,1,3,1,05,1,1,1166.2494178,5630,56,05,2018,01,201801,70,8,48,1,2,52,1,3,2,2,,,,,,,,1,2,,737717,2,,39,53,55,1,5530
4514058,1,2,1,05,1,1,1075.6963683,,,05,2018,01,201801,70,2,48,1,1,,,,,,,,,,,,,,,,781200,,,45,,,1,
4514069,1,1,1,05,1,1,797.0174435,2511,25,05,2018,01,201801,70,8,48,1,2,4,1,2,2,2,,1,,,,,,,1,160000,737717,1,4,83,83,28,1,2811
4514115,1,1,1,08,1,1,553.04002963,6910,69,08,2018,01,201801,70,60,48,1,2,98,1,3,2,4,,,,,,,,1,2,,781000,2,,39,32,74,2,7411
4514115,1,2,1,08,1,1,553.04002963,8560,85,08,2018,01,201801,70,100,48,1,2,13,4,1,2,7,,,,,,,,1,2,,2000000,2,,21,13,80,2,8060
4514118,1,3,1,08,1,1,465.94394607,8530,85,08,2018,01,201801,70,48,48,1,2,48,1,7,2,1,,,,,,,,1,2,,1000000,2,,03,13,80,2,8042
4514120,1,2,1,08,1,1,467.55318801,3120,31,08,2018,01,201801,70,8,48,1,2,9,1,8,2,1,,,,,,,,1,2,,600000,2,,45,39,36,1,3614
4514129,1,3,1,08,1,1,282.78338091,8220,82,08,2018,01,201801,70,52,48,1,2,52,1,9,2,8,,,,,,,,1,2,,900000,2,,03,38,74,2,7499
4514132,1,2,1,08,1,1,527.75032798,8610,86,08,2018,01,201801,70,44,48,1,2,44,1,9,2,4,,,,,,,,1,2,,800000,2,,59,59,85,2,8511
4514133,1,2,1,08,1,1,674.26778801,9700,97,08,2018,01,201801,70,2,40,3,2,720,3,1,2,1,,,,,,1,,,2,,780000,2,,54,54,95,1,9500
4514134,1,2,1,08,1,1,546.9120152,4711,47,08,2018,01,201801,70,44,48,1,2,46,1,9,2,2,,,,,,,,1,2,,800000,2,,45,45,52,2,5211
4514134,1,6,1,08,1,1,546.9120152,,,08,2018,01,201801,70,8,48,1,1,,,,,,,,,,,,,,,,700000,,,32,,,1,
4514151,1,7,1,08,1,1,355.17113011,8220,82,08,2018,01,201801,70,8,48,1,2,8,1,9,2,2,,,,,,,,1,2,,1200000,2,,45,38,74,1,7499
4514156,1,3,1,08,1,1,508.11843923,,,08,2018,01,201801,70,8,48,1,1,,,,,,,,,,,,,,,,1000000,,,03,,,1,
4514158,1,5,1,08,1,1,647.78651868,1410,14,08,2018,01,201801,70,3,48,1,2,2,1,9,2,1,,,,,,,,1,1,740000,750000,2,,55,45,18,1,1810
4514163,1,2,1,08,1,1,611.59274772,2511,25,08,2018,01,201801,70,8,48,1,2,44,1,2,2,2,,,,,,,,1,2,,783000,2,,87,87,28,1,2811
4514164,1,4,1,08,1,1,282.78338091,2511,25,08,2018,01,201801,70,4,48,1,2,5,1,5,2,1,,,,,,,,1,1,700000,1200000,2,,87,87,28,1,2811
4514169,1,3,1,08,1,1,578.25725985,9609,96,08,2018,01,201801,70,8,24,1,2,8,4,1,2,2,,,,,,,,1,2,,98,2,,33,59,93,1,9309
4514176,1,4,1,08,1,1,637.68305537,8412,84,08,2018,01,201801,70,24,48,1,2,24,4,9,2,1,,,,,,,,1,2,,781200,2,,58,12,75,2,7512
4514182,1,2,1,08,1,1,537.22028844,5611,56,08,2018,01,201801,70,104,48,1,2,156,1,4,2,8,,,,,,,,1,2,,760000,2,,53,53,55,2,5529
4514182,2,3,2,08,1,1,537.22028844,4711,47,08,2018,01,201801,70,2,48,1,2,2,1,4,2,4,,,,,,,,1,1,270000,300000,2,,45,45,52,1,5211
4514183,1,2,1,08,1,1,405.71981864,8699,86,08,2018,01,201801,70,8,48,1,2,104,1,4,2,1,,,,,,,,1,2,,750000,2,,59,59,85,1,8512
4514185,1,3,1,08,1,1,1265.8888702,,,08,2018,01,201801,70,2,48,1,1,,,,,,,,,,,,,,,,900000,,,39,,,1,
4514197,1,3,1,08,1,1,525.50930951,,,08,2018,01,201801,70,32,48,1,1,,,,,,,,,,,,,,,,740000,,,16,,,2,
4514201,1,2,1,08,1,1,464.29725743,,,08,2018,01,201801,70,8,48,1,1,,,,,,,,,,,,,,,,800000,,,97,,,1,
4514211,1,3,1,08,1,1,413.24699464,,,08,2018,01,201801,70,16,40,1,1,,,,,,,,,,,,,,,,780000,,,33,,,2,
4514213,1,3,1,08,1,1,331.52078065,4520,45,08,2018,01,201801,70,12,48,1,2,14,4,1,2,6,,,,,,,,1,2,,700000,2,,93,93,50,1,5020
4514216,1,2,1,08,1,1,545.14119826,5611,56,08,2018,01,201801,70,34,48,1,2,52,1,6,2,1,,,,,,,,1,2,,500000,2,,53,53,55,2,5521
4514219,1,5,1,08,1,1,282.78338091,7730,77,08,2018,01,201801,70,24,48,1,2,24,1,8,2,1,,,,,,,,1,2,,740000,2,,33,33,71,2,7122
4514219,1,9,1,08,1,1,282.78338091,5611,56,08,2018,01,201801,70,52,48,1,2,52,1,3,2,4,,,,,,,,1,2,,400000,2,,53,53,55,2,5529
4514222,1,5,1,08,1,1,514.7895986,4290,42,08,2018,01,201801,70,4,48,1,2,6,1,9,2,1,,,,,,,,1,2,,1080000,2,,03,03,45,1,4530
4514228,1,8,1,08,1,1,389.81669836,4723,47,08,2018,01,201801,70,2,48,1,2,10,1,4,2,1,,,,,,,,1,2,,500000,2,,77,77,52,1,5223
4514228,1,9,1,08,1,1,389.81669836,4711,47,08,2018,01,201801,70,4,48,1,2,4,1,4,2,1,,,,,,,,1,2,,300000,2,,45,77,52,1,5211
4514229,1,2,1,08,1,1,496.78164615,9700,97,08,2018,01,201801,70,52,48,3,2,52,3,1,2,1,,,,,,,,1,2,,800000,2,,55,54,95,2,9500
4514239,1,2,1,08,1,1,649.06584023,9602,96,08,2018,01,201801,70,24,48,4,2,24,4,1,2,8,,,,,,,,1,2,,740000,2,,13,57,93,2,9302
4514240,1,4,1,08,1,1,519.43916578,8422,84,08,2018,01,201801,70,20,60,1,2,20,2,9,2,1,,,,,,,,1,2,,781000,2,,58,58,75,2,7522
4514245,1,3,1,08,1,1,360.85463422,,,08,2018,01,201801,70,6,48,1,1,,,,,,,,,,,,,,,,800000,,,45,,,1,
4514245,1,4,1,08,1,1,360.85463422,4111,41,08,2018,01,201801,70,18,48,1,2,19,1,6,2,1,,,,,,1,,,2,,1800000,2,,02,02,45,2,4521
4514248,1,1,1,08,1,1,720.34457898,4751,47,08,2018,01,201801,70,1,48,1,2,156,1,9,2,2,,,,,,,,1,2,,782000,2,,45,45,52,1,5232
4514249,1,4,1,08,1,1,567.54423474,4290,42,08,2018,01,201801,70,8,48,1,2,8,1,9,2,1,,,,,,1,,,2,,781240,2,,55,97,45,1,4530
4514253,1,2,1,08,1,1,628.04914294,4652,46,08,2018,01,201801,70,32,24,1,2,32,1,2,2,1,,,,,,,,1,2,,850000,2,,39,39,52,2,5239
4514254,1,1,1,08,1,1,689.86221065,8413,84,08,2018,01,201801,70,5,48,1,2,5,2,9,2,1,,,,,,,,1,2,,750000,2,,13,13,80,1,8060
4514259,1,3,1,08,1,1,481.66848673,8530,85,08,2018,01,201801,70,10,24,1,2,48,1,5,2,1,,,,,,,,1,2,,737000,2,,13,13,80,1,8045
4514259,1,4,1,08,1,1,481.66848673,4772,47,08,2018,01,201801,70,4,24,1,2,28,1,5,2,1,,,,,,,,1,2,,737000,2,,45,45,52,1,5234
4514268,1,3,1,08,1,1,707.59822559,9329,93,08,2018,01,201801,70,36,48,1,2,36,1,6,2,7,,,,,,,,1,2,,1000000,2,,45,55,92,2,9249
4514268,1,4,1,08,1,1,707.59822559,5630,56,08,2018,01,201801,70,4,48,1,2,52,1,4,2,4,,,,,,,,1,2,,300000,2,,55,53,55,1,5530
4514274,1,5,1,08,1,1,282.78338091,8121,81,08,2018,01,201801,70,76,48,1,2,76,1,8,2,1,,,,,,,,1,2,,600000,2,,53,54,74,2,7493
4514307,1,1,1,08,1,1,628.04914294,4290,42,08,2018,01,201801,70,4,48,1,2,5,1,6,2,1,1,,,,,,,,2,,3500000,1,1,02,02,45,1,4530
4514332,1,2,1,11,1,1,3955.5881059,4322,43,11,2018,01,201801,70,1,48,4,2,2,4,1,2,1,,,,,,,,1,1,737717,737717,2,,87,87,45,1,4541
4514333,1,2,1,11,1,1,2562.7860664,4321,43,11,2018,01,201801,70,48,48,1,2,48,1,5,2,2,,,,,,,,1,2,,737717,2,,32,39,45,2,4542
4514333,1,3,1,11,1,1,2562.7860664,5914,59,11,2018,01,201801,70,32,48,2,2,4,1,9,2,2,,,,,,,,1,2,,1200000,2,,58,59,92,2,9212
4514334,1,2,1,11,1,1,2777.7838123,4921,49,11,2018,01,201801,70,5,48,1,2,5,1,9,2,1,1,,,,,,,,2,,737717,1,2,36,36,60,1,6031
4514334,1,3,1,11,1,1,2777.7838123,4921,49,11,2018,01,201801,70,5,48,1,2,5,1,9,2,1,,,,,,,,1,2,,737717,2,,36,36,60,1,6031
4514341,1,1,1,11,1,1,3402.8323574,1410,14,11,2018,01,201801,70,8,48,1,2,108,1,8,2,2,,,,,,,,1,2,,737717,2,,79,79,18,1,1810
4514344,1,1,1,11,1,1,2748.6445304,4111,41,11,2018,01,201801,70,12,48,1,2,12,1,2,2,3,,,,,,,,1,2,,1500000,2,,39,95,45,1,4521
4514344,1,3,1,11,1,1,2748.6445304,4771,47,11,2018,01,201801,70,2,48,2,2,2,1,3,2,3,,,,,,,,1,1,600000,1000000,2,,39,45,52,1,5233
4514345,1,3,1,11,1,1,1865.4779769,6412,64,11,2018,01,201801,70,12,48,1,2,6,1,9,2,2,,,,,,,,1,2,,1000000,2,,39,34,65,1,6512
4514348,1,2,1,11,1,1,2649.9830044,1393,13,11,2018,01,201801,70,200,48,1,2,300,1,9,2,2,,,,,,,,1,2,,800000,2,,79,79,17,2,1742
4514348,1,3,1,11,1,1,2649.9830044,9609,96,11,2018,01,201801,70,100,48,1,2,100,1,4,1,1,,,,,,,,1,2,,800000,2,,57,57,93,2,9302
4514353,1,2,1,11,1,1,2964.6883273,4759,47,11,2018,01,201801,70,13,48,1,2,13,1,5,2,1,1,,,,,,,,2,,737717,1,1,39,39,52,1,5241
4514356,1,1,1,11,1,1,3580.4506582,5611,56,11,2018,01,201801,70,4,48,1,2,4,1,9,2,1,,,,,,,,1,2,,800000,2,,39,33,55,1,5521
4514359,1,2,1,11,1,1,2026.9965243,8530,85,11,2018,01,201801,70,8,48,1,2,8,1,7,2,4,1,,,,,,,,2,,1000000,2,,13,13,80,1,8043
4514359,1,4,1,11,1,1,2026.9965243,7410,74,11,2018,01,201801,70,52,48,1,2,65,1,9,2,2,,,,,,,,1,2,,737717,2,,17,03,31,2,3150
4514367,1,2,1,11,1,1,2725.6063441,1811,18,11,2018,01,201801,70,5,48,1,2,5,1,4,2,6,,,,,,,,1,2,,800000,2,,92,92,22,1,2220
4514369,1,4,1,11,1,1,1404.8457711,5221,52,11,2018,01,201801,70,2,48,1,2,2,1,9,2,1,1,,,,,,,,1,500000,800000,2,,03,03,63,1,6331
4514372,1,3,1,11,1,1,2473.5754319,4771,47,11,2018,01,201801,70,12,48,1,2,12,1,8,2,7,,,,,,,,1,2,,737717,2,,41,41,52,1,5233
4514372,1,4,1,11,1,1,2473.5754319,0910,09,11,2018,01,201801,70,4,48,4,2,5,4,9,2,1,1,,,,,,,,2,,1000000,1,1,39,39,74,1,7421
4514374,1,3,1,11,1,1,2799.7328269,2011,20,11,2018,01,201801,70,104,48,3,2,104,1,4,2,1,,,,,,,,1,2,,737717,2,,54,54,24,2,2411
4514376,1,3,1,11,1,1,3018.5573668,,,11,2018,01,201801,70,5,36,1,1,,,,,,,,,,,,,,,,737717,,,53,,,1,
4514379,1,2,1,11,1,1,3459.0914093,8530,85,11,2018,01,201801,70,16,48,1,2,16,1,9,2,3,,,,,,,,1,2,,1300000,2,,13,13,80,2,8045
4514385,1,3,1,11,1,1,2686.5353277,6010,60,11,2018,01,201801,70,48,48,1,2,12,1,4,2,3,,,,,,,,1,2,,1500000,2,,49,49,64,2,6426
4514385,1,4,1,11,1,1,2686.5353277,8220,82,11,2018,01,201801,70,12,48,1,2,12,1,9,2,3,,,1,,,,,,2,,1200000,2,,19,38,74,1,7499
4514390,1,3,1,11,1,1,2305.3728962,3600,36,11,2018,01,201801,70,12,48,1,2,165,2,9,2,2,,,,,,,,1,2,,2500000,2,,21,19,41,1,4100
4514399,1,1,1,11,1,1,3551.3113763,9003,90,11,2018,01,201801,70,4,50,1,2,2,4,4,2,1,,,,,,,,1,1,5500000,2500000,1,1,59,59,92,1,9219
4514405,1,2,1,11,1,1,3435.0812747,8610,86,11,2018,01,201801,70,54,48,1,2,54,1,9,2,2,,,,,,,,1,1,150000,737717,2,,55,55,85,2,8511
4514410,1,1,1,11,1,1,3204.4158308,6910,69,11,2018,01,201801,70,2,48,1,2,2,1,2,2,1,1,,,,,,,,1,800000,1200000,1,1,33,33,74,1,7411
4514419,1,1,1,11,1,1,2477.012385,4921,49,11,2018,01,201801,70,24,48,4,2,104,1,9,2,1,,,,,,,,1,2,,1200000,2,,98,98,60,2,6031
4514421,1,1,1,11,1,1,2542.4089797,4921,49,11,2018,01,201801,70,4,84,4,2,5,4,1,2,1,,,,,,,1,,2,,4760000,3,,98,98,60,1,6031
4514432,1,1,1,11,1,1,3481.9077665,2100,21,11,2018,01,201801,70,2,66,1,2,3,1,9,2,1,,,,,,,,1,1,365000,737717,2,,39,39,24,1,2423
4514434,3,1,3,11,1,1,4960.0083931,8512,85,11,2018,01,201801,70,3,48,1,2,3,1,9,2,7,1,,,,,,,,1,98,737717,1,1,55,53,80,1,8011
4514437,1,2,1,11,1,1,2554.8770657,9200,92,11,2018,01,201801,70,4,48,2,2,12,1,4,2,4,,,,,,,,1,2,,2800000,2,,19,59,92,1,9242
4514443,1,2,1,11,1,1,3142.3966046,1011,10,11,2018,01,201801,70,104,48,1,2,104,1,8,2,1,,,,,,,,1,2,,1200000,2,,32,32,15,2,1511
4514447,1,2,1,11,1,1,3435.0812747,4755,47,11,2018,01,201801,70,24,48,1,2,24,1,3,2,3,,,,,,,,1,2,,737717,2,,45,45,52,2,5237
4514451,1,2,1,11,1,1,2910.8337811,8512,85,11,2018,01,201801,70,4,48,1,2,4,1,6,2,1,1,,,,,,,,2,,800000,1,2,13,13,80,1,8011
4514468,1,2,1,11,1,1,3043.7637364,9101,91,11,2018,01,201801,70,6,48,1,2,6,1,5,2,2,,,,,,,,1,2,,737717,2,,39,39,74,1,7499
4514477,1,4,1,11,1,1,3368.2440534,1311,13,11,2018,01,201801,70,4,48,1,2,4,1,9,2,4,,,,,,,,1,1,737717,737717,2,,85,79,17,1,1710
4514493,1,1,1,11,1,1,3728.753301,8621,86,11,2018,01,201801,70,8,48,1,2,4,1,9,2,3,,,,,,,,1,2,,1200000,2,,05,05,85,1,8512
4514501,1,3,1,11,1,1,2667.7289091,,,11,2018,01,201801,70,3,40,1,1,,,,,,,,,,,,,,,,737717,,,45,,,1,
4514508,1,2,1,11,1,1,3480.7856342,2511,25,11,2018,01,201801,70,4,48,1,2,4,4,2,2,2,,,,,,,,1,1,98,800000,2,,83,83,28,1,2811
4514515,1,2,1,11,1,1,3348.8878347,9700,97,11,2018,01,201801,70,1,48,3,2,4,3,1,2,3,,,,,,,,1,2,,850000,2,,54,54,95,1,9500
4514521,1,1,1,11,1,1,2628.1826611,9700,97,11,2018,01,201801,70,8,48,1,2,52,3,1,2,9,,,,,,,,1,2,,737717,2,,55,59,95,1,9500
4514521,1,2,1,11,1,1,2628.1826611,1081,10,11,2018,01,201801,70,4,40,1,2,4,1,9,2,9,,,,,,,,1,1,360000,737717,2,,58,77,15,1,1551
4514539,1,1,1,11,1,1,3728.753301,4111,41,11,2018,01,201801,70,4,50,1,2,4,1,3,2,1,,,,,,,,1,1,98,900000,2,,95,95,45,1,4521
4514565,1,2,1,11,1,1,2923.3018671,1081,10,11,2018,01,201801,70,8,48,1,2,24,1,9,2,2,,,1,,,,,,2,,850000,2,,53,53,15,1,1551
4514568,1,4,1,13,1,1,370.98640605,4111,41,13,2018,01,201801,70,2,48,4,2,3,4,4,2,1,,,,,,,,1,2,,800000,2,,95,95,45,1,4530
4514577,1,3,1,13,1,1,530.2833386,,,13,2018,01,201801,70,8,48,1,1,,,,,,,,,,,,,,,,900000,,,19,,,1,
4514582,1,1,1,13,1,1,860.39366981,5611,56,13,2018,01,201801,70,52,48,1,2,26,1,4,2,1,,,,,,,,1,2,,1000000,2,,53,53,55,2,5529
4514586,1,2,1,13,1,1,926.64289813,5611,56,13,2018,01,201801,70,12,48,1,2,12,1,4,2,1,,,,,,,,1,2,,800000,2,,53,53,15,1,1589
4514595,1,3,1,13,1,1,354.29314947,,,13,2018,01,201801,70,10,48,1,1,,,,,,,,,,,,,,,,900000,,,39,,,1,
4514596,1,7,1,13,1,1,219.47004789,9700,97,13,2018,01,201801,70,15,50,1,2,15,3,1,2,1,,,,,,,,1,2,,600000,2,,53,54,95,2,9500
