DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,FEX_C,DPTO,ANO,MES,PERIODO,P5000,P5010,P5020,P5030,P5040,P5050,P5070,P5080,P5090,P5100,P5110,P5130,P5140,P5210S1,P5210S2,P5210S3,P5210S4,P5210S5,P5210S6,P5210S7,P5210S8,P5210S9,P5210S10,P5210S11,P5210S14,P5210S15,P5210S16,P5210S17,P5210S18,P5210S19,P5210S20,P5210S21,P5210S22,P5210S24,P5220,P5220S1,P6008,P6007,P6007S1,P4000,P4010,P4020,P4030S1,P4030S1A1,P4030S2,P4030S3,P4030S4,P4030S4A1,P4030S5,P4040,REGIS,P6006
4513832,1,1,1,05,1,1220.9894158,05,2018,01,201801,4,1,1,1,1,1,1,1,3,,,,270000,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,2,2,1,1,3,1,1,01,
4513833,1,1,1,05,1,1195.9858677,05,2018,01,201801,4,1,1,2,1,1,1,3,3,,,,640000,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4513833,2,1,2,05,1,1195.9858677,05,2018,01,201801,1,1,1,2,1,1,1,3,3,,,,350000,2,1,1,2,1,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2,2,1,1,1,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4513833,3,1,3,05,1,1195.9858677,05,2018,01,201801,1,1,1,2,1,1,1,3,3,,,,280000,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4513834,1,1,1,05,1,1259.1364753,05,2018,01,201801,4,2,1,1,1,1,1,4,1,,40000000,230000,,1,1,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,1,3,3,2,,1,1,4,1,2,2,1,1,2,1,1,01,
4513835,1,1,1,05,1,652.26828422,05,2018,01,201801,4,3,1,1,1,1,1,1,1,,90000000,350000,,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,3,3,2,,2,1,2,1,2,2,1,1,2,1,1,01,
4513836,1,1,1,05,1,1436.0337141,05,2018,01,201801,3,1,1,1,1,1,1,4,3,,,,200000,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,3,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4513837,1,1,1,05,1,1056.590318,05,2018,01,201801,3,1,1,1,1,1,1,3,1,,98,550000,,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4513838,1,1,1,05,1,1271.6488242,05,2018,01,201801,3,2,1,1,1,1,1,4,3,,,,700000,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,3,3,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4513839,1,1,1,05,1,1302.4477316,05,2018,01,201801,3,1,1,1,1,1,1,3,4,,,650000,,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,1,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4513840,1,1,1,05,1,1168.2467859,05,2018,01,201801,3,2,1,1,1,1,1,4,3,,,,480000,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4513841,1,1,1,05,1,1196.3436883,05,2018,01,201801,4,3,3,1,1,1,1,3,1,,99,300000,,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,5,2,,2,1,2,1,2,1,2,1,3,1,1,01,
4513842,1,1,1,05,1,1328.2143701,05,2018,01,201801,4,1,1,1,1,1,1,3,4,,,700000,,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4513844,1,1,1,05,1,800.60355345,05,2018,01,201801,4,3,1,1,1,1,1,3,1,,80000000,500000,,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,3,2,,2,1,4,1,2,1,1,1,3,1,1,01,
4513845,1,1,1,05,1,1126.899665,05,2018,01,201801,3,1,1,1,1,1,1,4,3,,,,200000,2,1,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,,1,1,2,1,2,2,1,1,2,1,1,01,
4513846,1,1,1,05,1,1238.9140502,05,2018,01,201801,4,3,1,1,1,1,1,4,3,,,,320000,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,3,4,2,,2,1,2,1,2,2,1,1,2,1,1,01,
4513847,1,1,1,05,1,758.73845606,05,2018,01,201801,3,2,1,1,1,1,1,4,3,,,,500000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,3,3,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4513848,1,1,1,05,1,1110.68212,05,2018,01,201801,2,1,1,1,1,1,1,4,3,,,,280000,1,2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4513849,1,1,1,05,1,1071.8592443,05,2018,01,201801,1,1,1,1,1,1,2,4,4,,,170000,,2,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,3,6,2,,2,5,3,1,2,2,1,1,2,1,1,01,
4513850,1,1,1,05,1,1132.9343864,05,2018,01,201801,4,3,1,1,1,1,1,3,1,,99,99,,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,3,5,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4513851,1,1,1,05,1,1395.6715808,05,2018,01,201801,3,2,3,1,1,1,1,4,3,,,,98,2,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,,1,1,2,1,2,2,2,1,3,1,1,01,
4513855,1,1,1,05,1,1342.846234,05,2018,01,201801,4,3,1,1,1,1,1,4,1,,30000000,220000,,2,1,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,6,2,,1,1,2,1,2,2,1,1,2,1,1,01,
4513857,1,1,1,05,1,1017.6066937,05,2018,01,201801,5,4,1,1,1,1,1,4,1,,20000000,300000,,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,5,2,,2,1,2,1,2,2,1,1,2,1,1,01,
4513858,1,1,1,05,1,1127.7655666,05,2018,01,201801,2,1,1,1,1,1,1,3,1,,130000000,350000,,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,,2,1,2,1,2,1,1,1,2,1,1,01,
4513859,1,1,1,05,1,1420.857962,05,2018,01,201801,6,2,1,1,1,1,1,3,1,,260000000,1500000,,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,4,2,,2,1,4,1,4,1,1,1,2,1,1,01,
4513860,1,1,1,05,1,1071.4936319,05,2018,01,201801,4,3,1,1,1,1,1,3,1,,98,1500000,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,1,2,4,2,,2,1,4,1,4,1,1,1,2,1,1,01,
4513861,1,1,1,05,1,1383.3769376,05,2018,01,201801,6,2,1,1,1,1,1,3,1,,280000000,1200000,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,,2,1,4,1,4,1,1,1,2,1,1,01,
4513862,1,1,1,05,1,1166.2494178,05,2018,01,201801,3,2,1,1,1,1,1,3,2,98,98,98,,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,2,3,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4513863,1,1,1,05,1,1340.9315828,05,2018,01,201801,4,2,1,1,1,1,1,3,1,,100000000,800000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,3,3,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4513864,1,1,1,05,1,1510.5381023,05,2018,01,201801,4,3,1,1,1,1,1,3,1,,98,750000,,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1,2,1,3,4,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4513865,1,1,1,05,1,1296.7238901,05,2018,01,201801,5,2,1,1,1,1,1,3,3,,,,1000000,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,3,2,,2,1,4,1,4,1,1,1,2,1,1,01,
4513866,1,1,1,05,1,1302.4477316,05,2018,01,201801,5,1,1,1,1,1,1,3,1,,250000000,900000,,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2,,2,1,4,1,4,1,1,1,2,1,1,01,
4513867,1,1,1,05,1,1328.2143701,05,2018,01,201801,6,1,1,1,1,1,1,3,1,,98,1600000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,,2,1,4,1,4,1,1,1,2,1,1,01,
4513868,1,1,1,05,1,1260.0023769,05,2018,01,201801,4,2,1,1,1,1,1,3,3,,,,600000,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4513869,1,1,1,05,1,1259.5976466,05,2018,01,201801,3,1,1,1,1,1,1,3,4,,,300000,,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4513870,1,1,1,05,1,1507.5609589,05,2018,01,201801,4,3,1,1,1,1,3,3,1,,98,400000,,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,4,4,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4513871,1,1,1,05,1,1027.8745564,05,2018,01,201801,4,3,1,1,1,1,1,3,4,,,800000,,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,1,2,1,3,4,2,,2,1,4,1,4,1,1,1,3,1,1,01,
4513872,1,1,1,05,1,1353.6873974,05,2018,01,201801,2,1,1,1,1,1,1,3,2,500000,50000000,380000,,2,1,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4513873,1,1,1,05,1,1328.2143701,05,2018,01,201801,2,1,1,1,1,1,1,3,4,,,280000,,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4513874,1,1,1,05,1,872.22047186,05,2018,01,201801,2,2,1,1,1,1,1,3,4,,,350000,,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,1,2,2,2,1,2,4,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4513875,1,1,1,05,1,1259.5976466,05,2018,01,201801,3,1,1,1,1,1,1,1,1,,98,500000,,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4513876,1,1,1,05,1,1421.8993906,05,2018,01,201801,2,1,1,1,1,1,1,1,4,,,350000,,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4513877,1,1,1,05,1,1543.2728764,05,2018,01,201801,5,2,1,1,1,1,1,3,3,,,,14000000,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,3,3,2,,2,1,4,1,4,1,1,1,2,1,1,01,
4513878,1,1,1,05,1,1234.3829394,05,2018,01,201801,3,2,1,1,1,1,1,3,4,,,400000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4513878,2,1,2,05,1,1234.3829394,05,2018,01,201801,1,1,1,1,1,1,1,3,4,,,350000,,2,2,2,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4513878,3,1,3,05,1,1234.3829394,05,2018,01,201801,2,1,1,1,1,1,1,3,4,,,250000,,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4513879,1,1,1,05,1,1328.2143701,05,2018,01,201801,2,1,1,1,1,1,1,3,4,,,300000,,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4513880,1,1,1,05,1,1217.1522918,05,2018,01,201801,1,1,1,1,1,1,6,,3,,,,200000,2,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,,2,1,4,1,2,1,1,1,7,1,1,01,
4513881,1,1,1,05,1,1200.1867334,05,2018,01,201801,3,1,1,1,1,1,1,3,1,,150000000,450000,,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,3,4,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4513882,1,1,1,05,1,1259.5976466,05,2018,01,201801,4,1,1,1,1,1,1,3,3,,,,2500000,2,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,2,,2,1,4,1,5,1,1,1,2,1,1,01,
4513883,1,1,1,05,1,1342.9289509,05,2018,01,201801,4,2,1,1,1,1,1,3,1,,180000000,700000,,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4513884,1,1,1,05,1,1314.094179,05,2018,01,201801,3,1,1,1,1,1,1,3,3,,,,687000,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4513885,1,1,1,05,1,1259.5976466,05,2018,01,201801,2,1,1,1,1,1,3,3,3,,,,417000,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4513886,1,1,1,05,1,1259.5976466,05,2018,01,201801,4,1,1,1,1,1,1,3,1,,350000000,2000000,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,1,2,,2,1,4,1,5,1,1,1,2,1,1,01,
4513887,1,1,1,05,1,1123.062541,05,2018,01,201801,4,2,1,1,1,1,1,3,3,,,,2300000,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,1,2,2,2,,2,1,4,1,5,1,1,1,2,1,1,01,
4513888,1,1,1,05,1,1150.2753385,05,2018,01,201801,3,1,1,1,1,1,1,4,1,,98,98,,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,2,,2,1,4,1,4,2,1,1,2,1,1,01,
4513889,1,1,1,05,1,879.61036224,05,2018,01,201801,5,4,1,1,1,1,1,3,2,1100000,180000000,900000,,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,3,5,2,,2,1,4,1,4,1,1,1,7,1,1,01,
4513890,1,1,1,05,1,1171.4568395,05,2018,01,201801,4,3,1,1,1,1,1,3,1,,200000000,1200000,,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,3,4,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4513891,1,1,1,05,1,1288.6211517,05,2018,01,201801,4,2,1,1,1,1,1,3,3,,,,2000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,3,3,2,,2,1,4,1,5,1,1,1,2,1,1,01,
4513892,1,1,1,05,1,691.28124534,05,2018,01,201801,6,4,1,1,1,1,1,3,1,,99,500000,,1,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4513893,1,1,1,05,1,1150.2753385,05,2018,01,201801,3,1,1,1,1,1,3,3,1,,98,500000,,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4513894,1,1,1,05,1,1302.4477316,05,2018,01,201801,3,1,1,1,1,1,1,3,3,,,,850000,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,4,1,1,1,7,1,1,01,
4513895,1,1,1,05,1,1531.6264291,05,2018,01,201801,3,1,1,1,1,1,1,3,1,,150000000,800000,,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4513896,1,1,1,05,1,1530.7605274,05,2018,01,201801,3,2,1,1,1,1,1,3,3,,,,500000,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,3,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4513897,1,1,1,05,1,1611.8895999,05,2018,01,201801,5,3,1,1,1,1,1,3,2,2730000,98,2000000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,4,2,,2,1,4,1,5,1,1,1,2,1,1,01,
4513898,1,1,1,05,1,1413.4712081,05,2018,01,201801,3,2,1,1,1,1,1,4,3,,,,856000,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,4,4,1,3,2,1,4,1,4,2,1,1,2,1,1,01,
4513899,1,1,1,05,1,1332.0188133,05,2018,01,201801,5,3,1,1,1,1,1,3,1,,180000000,800000,,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,2,1,2,1,4,4,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4513900,1,1,1,05,1,1385.13084,05,2018,01,201801,4,3,1,1,1,1,1,1,3,,,,660000,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,4,4,2,,2,1,4,1,3,2,1,1,2,1,1,01,
4513901,1,1,1,05,1,1164.4096619,05,2018,01,201801,5,2,1,1,1,1,1,1,1,,200000000,1200000,,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,1,2,1,3,3,2,,2,1,4,1,3,2,1,1,3,1,1,01,
4513902,1,1,1,05,1,1030.8236795,05,2018,01,201801,3,1,1,1,1,1,1,3,1,,130000000,700000,,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4513903,1,1,1,05,1,1421.8993906,05,2018,01,201801,3,1,1,1,1,1,1,3,3,,,,780000,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,4,1,1,1,7,1,1,01,
4513904,1,1,1,05,1,893.82740265,05,2018,01,201801,4,3,1,1,1,1,1,3,1,,150000000,400000,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,4,4,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4513905,1,1,1,05,1,1164.4096619,05,2018,01,201801,5,2,1,1,1,1,1,3,2,550000,100000000,800000,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,2,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4513906,1,1,1,05,1,894.28857393,05,2018,01,201801,5,2,1,1,1,1,1,3,4,,,1400000,,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,,2,1,4,1,4,1,1,1,7,1,1,01,
4513907,1,1,1,05,1,770.76429229,05,2018,01,201801,4,3,1,1,1,1,1,3,3,,,,850000,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,4,6,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4513908,1,1,1,05,1,851.84321922,05,2018,01,201801,3,2,1,1,1,1,1,3,3,,,,780000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,3,3,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4513909,1,1,1,05,1,1165.4514548,05,2018,01,201801,3,2,1,1,1,1,1,3,3,,,,270000,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,3,4,2,,2,1,2,1,3,1,1,1,2,1,1,01,
4513910,1,1,1,05,1,1259.5976466,05,2018,01,201801,4,1,1,1,1,1,1,3,3,,,,800000,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4513911,1,1,1,05,1,1064.2318852,05,2018,01,201801,3,2,1,1,1,1,1,3,4,,,300000,,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,4,4,2,,2,1,2,1,3,1,1,1,2,1,1,01,
4513912,1,1,1,05,1,1420.4532316,05,2018,01,201801,5,3,1,1,1,1,1,3,4,,,400000,,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4513914,1,1,1,05,1,1220.9894158,05,2018,01,201801,3,1,1,1,1,1,1,4,3,,,,450000,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4513915,1,1,1,05,1,1217.1522918,05,2018,01,201801,3,2,1,1,1,1,1,4,3,,,,550000,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4513916,1,1,1,05,1,1450.6292845,05,2018,01,201801,2,1,1,1,1,1,1,4,3,,,,300000,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,1,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4513917,1,1,1,05,1,1531.6264291,05,2018,01,201801,4,2,1,1,1,1,1,1,3,,,,800000,1,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,,2,2,,1,1,4,1,3,2,1,1,3,1,1,01,
4513921,1,1,1,05,1,1353.6873974,05,2018,01,201801,3,1,1,1,1,1,1,3,4,,,250000,,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,,2,1,2,1,2,1,1,1,2,1,1,01,
4513922,1,1,1,05,1,1196.9298668,05,2018,01,201801,3,2,1,1,1,1,1,4,3,,,,230000,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,3,2,,2,1,2,1,2,2,1,1,3,1,1,01,
4513923,1,1,1,05,1,1450.6292845,05,2018,01,201801,2,1,1,1,1,1,1,4,3,,,,350000,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,2,1,2,1,1,1,2,,2,1,6,1,2,2,1,1,2,1,1,01,
4513924,1,1,1,05,1,1353.6873974,05,2018,01,201801,4,1,1,1,1,1,1,1,3,,,,350000,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4513925,1,1,1,05,1,1238.9140502,05,2018,01,201801,4,3,1,1,1,1,1,3,1,,98,1500000,,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,2,1,3,4,2,,2,1,4,1,5,1,1,1,2,1,1,01,
4513926,1,1,1,05,1,1260.0023769,05,2018,01,201801,3,2,1,1,1,1,1,1,4,,,250000,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,1,4,1,2,2,1,1,2,1,1,01,
