DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P6290,P6230,P6240,P6250,P6260,P6270,P6280,P6300,P6310,P6320,P6330,P6340,P6350,P6351,RABAND,FT
4610009,1,4,1,05,1,1041.8609143,05,2018,05,201805,50,,4,6,2,1,,,,,,,,,,,1
4610010,1,1,1,05,1,1398.4114873,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610010,1,2,1,05,1,1398.4114873,05,2018,05,201805,50,,2,4,2,2,2,2,2,,,,,,,,1
4610010,1,3,1,05,1,1398.4114873,05,2018,05,201805,50,,3,3,2,2,2,2,2,,,,,,,,1
4610011,1,1,1,05,1,1145.6073162,05,2018,05,201805,50,,1,4,2,2,2,2,2,,,,,,,,1
4610012,1,1,1,05,1,1176.5300503,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610013,1,1,1,05,1,929.33114584,05,2018,05,201805,50,6,1,2,2,2,2,1,,,,,,,1,,1
4610013,1,2,1,05,1,929.33114584,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610013,1,3,1,05,1,929.33114584,05,2018,05,201805,50,2,3,4,2,2,2,1,,,,,,,1,,1
4610014,1,1,1,05,1,1220.5867977,05,2018,05,201805,50,,1,4,2,2,2,2,2,,,,,,,,1
4610014,1,2,1,05,1,1220.5867977,05,2018,05,201805,50,,2,4,2,2,2,2,2,,,,,,,,1
4610015,1,1,1,05,1,1173.7811585,05,2018,05,201805,50,1,1,4,2,2,2,1,,,,,,,1,,1
4610015,1,2,1,05,1,1173.7811585,05,2018,05,201805,50,,2,6,2,2,2,2,2,,,,,,,,1
4610015,1,3,1,05,1,1173.7811585,05,2018,05,201805,50,,3,4,2,2,2,2,2,,,,,,,,1
4610016,1,1,1,05,1,1145.6073162,05,2018,05,201805,50,,1,6,2,2,2,2,2,,,,,,,,1
4610017,1,1,1,05,1,1094.0093881,05,2018,05,201805,50,,1,4,2,2,2,2,2,,,,,,,,1
4610017,1,2,1,05,1,1094.0093881,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610018,1,1,1,05,1,962.86476172,05,2018,05,201805,50,,1,4,2,2,2,2,2,,,,,,,,1
4610018,1,2,1,05,1,962.86476172,05,2018,05,201805,50,,2,6,2,2,2,2,2,,,,,,,,1
4610018,1,3,1,05,1,962.86476172,05,2018,05,201805,50,,3,2,1,,,,,,,,,,,,1
4610018,1,4,1,05,1,962.86476172,05,2018,05,201805,50,,4,1,,,,,,,,,,,,,1
4610018,1,5,1,05,1,962.86476172,05,2018,05,201805,50,,5,1,,,,,,,,,,,,,1
4610019,1,1,1,05,1,522.53217466,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610019,1,2,1,05,1,522.53217466,05,2018,05,201805,50,,2,4,1,,,,,,,,,,,,1
4610019,1,3,1,05,1,522.53217466,05,2018,05,201805,50,,3,1,,,,,,,,,,,,,1
4610020,1,1,1,05,1,1095.9666482,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610020,1,2,1,05,1,1095.9666482,05,2018,05,201805,50,,2,3,2,2,2,2,2,,,,,,,,1
4610020,1,3,1,05,1,1095.9666482,05,2018,05,201805,50,,3,1,,,,,,,,,,,,,1
4610021,1,1,1,05,1,1115.1240011,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610021,1,2,1,05,1,1115.1240011,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610022,1,1,1,05,1,843.16247716,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610023,1,1,1,05,1,1269.6501808,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610024,1,1,1,05,1,812.70014757,05,2018,05,201805,50,,1,4,2,2,2,2,1,7,1,1,,2,1,1,1
4610024,1,2,1,05,1,812.70014757,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610024,1,3,1,05,1,812.70014757,05,2018,05,201805,50,2,3,4,2,2,2,1,,,,,,,1,,1
4610024,1,4,1,05,1,812.70014757,05,2018,05,201805,50,,4,3,2,2,2,2,1,9,,,,,,2,1
4610025,1,1,1,05,1,1396.2275905,05,2018,05,201805,50,,1,6,2,2,2,2,2,,,,,,,,1
4610026,1,1,1,05,1,1068.3183618,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610026,1,2,1,05,1,1068.3183618,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610026,1,3,1,05,1,1068.3183618,05,2018,05,201805,50,2,3,4,2,2,2,1,,,,,,,1,,1
4610027,1,1,1,05,1,1120.0280616,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610027,1,2,1,05,1,1120.0280616,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610028,1,1,1,05,1,1658.329327,05,2018,05,201805,50,,1,4,2,2,2,2,2,,,,,,,,1
4610028,1,3,1,05,1,1658.329327,05,2018,05,201805,50,,3,4,2,2,2,2,1,10,,,,,,2,1
4610029,1,1,1,05,1,1657.3854761,05,2018,05,201805,50,,1,6,2,2,2,2,2,,,,,,,,1
4610029,1,2,1,05,1,1657.3854761,05,2018,05,201805,50,,2,4,2,2,2,2,2,,,,,,,,1
4610030,1,1,1,05,1,1438.1907898,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610030,1,2,1,05,1,1438.1907898,05,2018,05,201805,50,,2,4,2,2,2,2,2,,,,,,,,1
4610031,1,1,1,05,1,1379.1809953,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610031,1,2,1,05,1,1379.1809953,05,2018,05,201805,50,,2,3,2,2,2,2,1,9,,,,,,2,1
4610032,1,1,1,05,1,522.53217466,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610032,1,2,1,05,1,522.53217466,05,2018,05,201805,50,,2,3,2,2,1,,,,,,,,,,1
4610033,1,1,1,05,1,939.48320841,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610033,1,2,1,05,1,939.48320841,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610033,1,3,1,05,1,939.48320841,05,2018,05,201805,50,,3,6,2,2,2,2,2,,,,,,,,1
4610034,1,1,1,05,1,1269.6501808,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610035,1,1,1,05,1,1269.6501808,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610036,1,1,1,05,1,935.79268877,05,2018,05,201805,50,,1,4,2,2,2,2,2,,,,,,,,1
4610036,1,2,1,05,1,935.79268877,05,2018,05,201805,50,,1,6,2,2,2,2,2,,,,,,,,1
4610036,1,3,1,05,1,935.79268877,05,2018,05,201805,50,,3,1,,,,,,,,,,,,,1
4610036,1,4,1,05,1,935.79268877,05,2018,05,201805,50,,4,1,,,,,,,,,,,,,1
4610036,1,5,1,05,1,935.79268877,05,2018,05,201805,50,,5,4,2,2,2,2,2,,,,,,,,1
4610037,1,1,1,05,1,1083.4717766,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610038,1,1,1,05,1,1418.9731703,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610038,1,2,1,05,1,1418.9731703,05,2018,05,201805,50,1,2,6,2,2,2,1,,,,,,,1,,1
4610038,2,1,2,05,1,1418.9731703,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610038,2,2,2,05,1,1418.9731703,05,2018,05,201805,50,,2,4,1,,,,,,,,,,,,1
4610038,3,1,3,05,1,1418.9731703,05,2018,05,201805,50,,1,4,2,2,2,2,2,,,,,,,,1
4610039,1,1,1,05,1,1066.4251815,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610039,1,2,1,05,1,1066.4251815,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610040,1,1,1,05,1,1064.3144237,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610040,1,2,1,05,1,1064.3144237,05,2018,05,201805,50,,2,3,2,2,2,2,2,,,,,,,,1
4610041,1,1,1,05,1,729.655646,05,2018,05,201805,50,,1,4,1,,,,,,,,,,,,1
4610041,1,2,1,05,1,729.655646,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610041,1,3,1,05,1,729.655646,05,2018,05,201805,50,,3,1,,,,,,,,,,,,,1
4610042,1,1,1,05,1,781.25357419,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610042,1,2,1,05,1,781.25357419,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610043,1,1,1,05,1,1396.2275905,05,2018,05,201805,50,,1,6,2,2,2,2,2,,,,,,,,1
4610044,1,1,1,05,1,1484.0024272,05,2018,05,201805,50,,1,4,2,2,2,2,2,,,,,,,,1
4610044,1,2,1,05,1,1484.0024272,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610044,1,3,1,05,1,1484.0024272,05,2018,05,201805,50,2,3,6,2,2,2,1,,,,,,,1,,1
4610046,1,1,1,05,1,1125.4349759,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610046,1,2,1,05,1,1125.4349759,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610048,1,1,1,05,1,774.41941728,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610048,1,2,1,05,1,774.41941728,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610048,1,3,1,05,1,774.41941728,05,2018,05,201805,50,,3,1,,,,,,,,,,,,,1
4610049,1,1,1,05,1,1083.4717766,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610050,1,1,1,05,1,1181.9369646,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610051,1,1,1,05,1,1163.7609002,05,2018,05,201805,50,,1,6,2,2,2,2,2,,,,,,,,1
4610051,1,2,1,05,1,1163.7609002,05,2018,05,201805,50,,2,6,2,1,,,,,,,,,,,1
4610051,1,3,1,05,1,1163.7609002,05,2018,05,201805,50,,3,3,2,2,2,2,2,,,,,,,,1
4610051,1,4,1,05,1,1163.7609002,05,2018,05,201805,50,,4,3,2,2,2,2,2,,,,,,,,1
4610052,1,1,1,05,1,1001.3921114,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610052,1,3,1,05,1,1001.3921114,05,2018,05,201805,50,,3,4,2,2,2,2,2,,,,,,,,1
4610053,1,1,1,05,1,1269.6501808,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610054,1,1,1,05,1,1324.1930311,05,2018,05,201805,50,,1,4,1,,,,,,,,,,,,1
4610054,1,2,1,05,1,1324.1930311,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610054,1,3,1,05,1,1324.1930311,05,2018,05,201805,50,,3,3,2,2,2,2,1,12,,,,,,2,1
4610054,1,4,1,05,1,1324.1930311,05,2018,05,201805,50,1,4,3,2,2,2,1,,,,,,,1,,1
4610055,1,1,1,05,1,986.44775992,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610055,1,2,1,05,1,986.44775992,05,2018,05,201805,50,1,2,4,2,2,2,1,,,,,,,1,,1
4610056,1,1,1,05,1,1588.1263274,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610056,1,2,1,05,1,1588.1263274,05,2018,05,201805,50,,2,4,2,2,2,2,2,,,,,,,,1
4610056,1,3,1,05,1,1588.1263274,05,2018,05,201805,50,,3,4,2,2,2,2,2,,,,,,,,1
4610056,1,5,1,05,1,1588.1263274,05,2018,05,201805,50,2,5,3,2,2,2,1,,,,,,,1,,1
4610057,1,1,1,05,1,1220.5867977,05,2018,05,201805,50,,1,6,2,2,2,2,2,,,,,,,,1
4610057,1,2,1,05,1,1220.5867977,05,2018,05,201805,50,,2,4,2,2,2,2,2,,,,,,,,1
4610058,1,1,1,05,1,1184.5298357,05,2018,05,201805,50,,1,4,2,2,2,2,1,9,,,,,,2,1
4610058,1,2,1,05,1,1184.5298357,05,2018,05,201805,50,,2,6,2,2,2,2,2,,,,,,,,1
4610058,1,3,1,05,1,1184.5298357,05,2018,05,201805,50,2,3,4,2,2,2,1,,,,,,,1,,1
4610058,1,6,1,05,1,1184.5298357,05,2018,05,201805,50,,6,1,,,,,,,,,,,,,1
4610059,1,1,1,05,1,1036.527139,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610059,1,2,1,05,1,1036.527139,05,2018,05,201805,50,,2,4,2,2,2,2,2,,,,,,,,1
4610059,1,3,1,05,1,1036.527139,05,2018,05,201805,50,,3,1,,,,,,,,,,,,,1
4610059,1,4,1,05,1,1036.527139,05,2018,05,201805,50,,4,3,2,2,2,2,2,,,,,,,,1
4610059,1,7,1,05,1,1036.527139,05,2018,05,201805,50,,7,3,2,2,2,2,2,,,,,,,,1
4610060,1,1,1,05,1,1686.5298949,05,2018,05,201805,50,,1,4,2,2,2,2,1,10,,,,,,2,1
4610060,1,2,1,05,1,1686.5298949,05,2018,05,201805,50,,2,3,2,2,2,2,1,12,,,,,,2,1
4610061,1,1,1,05,1,1120.0280616,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610061,1,2,1,05,1,1120.0280616,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610062,1,1,1,05,1,1016.7204336,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610062,1,2,1,05,1,1016.7204336,05,2018,05,201805,50,3,2,3,2,2,2,1,,,,,,,1,,1
4610062,1,3,1,05,1,1016.7204336,05,2018,05,201805,50,,3,1,,,,,,,,,,,,,1
4610062,1,4,1,05,1,1016.7204336,05,2018,05,201805,50,,4,1,,,,,,,,,,,,,1
4610063,1,1,1,05,1,982.81046538,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610063,1,2,1,05,1,982.81046538,05,2018,05,201805,50,,2,4,2,2,2,2,2,,,,,,,,1
4610063,1,3,1,05,1,982.81046538,05,2018,05,201805,50,,3,6,2,2,2,2,2,,,,,,,,1
4610064,1,1,1,05,1,1227.748602,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610064,1,2,1,05,1,1227.748602,05,2018,05,201805,50,2,2,4,2,2,2,1,,,,,,,1,,1
4610065,1,1,1,05,1,1317.2720924,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610065,1,2,1,05,1,1317.2720924,05,2018,05,201805,50,,2,3,2,2,2,2,2,,,,,,,,1
4610065,1,3,1,05,1,1317.2720924,05,2018,05,201805,50,,3,1,,,,,,,,,,,,,1
4610066,1,1,1,05,1,832.85150238,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610067,1,1,1,05,1,1011.7030862,05,2018,05,201805,50,,1,4,2,2,2,2,1,7,2,,2,,,1,1
4610067,1,2,1,05,1,1011.7030862,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610068,1,1,1,05,1,1125.4349759,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610068,1,2,1,05,1,1125.4349759,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610069,1,1,1,05,1,972.86405396,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610069,1,2,1,05,1,972.86405396,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610070,1,1,1,05,1,947.43336338,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610070,1,4,1,05,1,947.43336338,05,2018,05,201805,50,2,4,2,2,2,2,1,,,,,,,1,,1
4610071,1,1,1,05,1,947.77342432,05,2018,05,201805,50,,1,4,1,,,,,,,,,,,,1
4610071,1,2,1,05,1,947.77342432,05,2018,05,201805,50,,1,6,2,2,2,2,2,,,,,,,,1
4610071,1,3,1,05,1,947.77342432,05,2018,05,201805,50,,3,6,2,2,2,2,1,9,,,,,,2,1
4610071,1,4,1,05,1,947.77342432,05,2018,05,201805,50,,4,6,2,1,,,,,,,,,,,1
4610071,1,5,1,05,1,947.77342432,05,2018,05,201805,50,,5,1,,,,,,,,,,,,,1
4610072,1,1,1,05,1,907.83098388,05,2018,05,201805,50,,1,6,1,,,,,,,,,,,,1
4610072,1,2,1,05,1,907.83098388,05,2018,05,201805,50,,2,6,2,2,2,2,2,,,,,,,,1
4610073,1,1,1,05,1,764.05348143,05,2018,05,201805,50,,1,6,2,2,2,2,2,,,,,,,,1
4610073,1,2,1,05,1,764.05348143,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610073,1,3,1,05,1,764.05348143,05,2018,05,201805,50,,3,1,,,,,,,,,,,,,1
4610073,1,4,1,05,1,764.05348143,05,2018,05,201805,50,,4,1,,,,,,,,,,,,,1
4610074,1,1,1,05,1,1120.0280616,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610074,1,2,1,05,1,1120.0280616,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610075,1,1,1,05,1,785.77825818,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610075,1,2,1,05,1,785.77825818,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610075,1,3,1,05,1,785.77825818,05,2018,05,201805,50,,3,1,,,,,,,,,,,,,1
4610075,1,4,1,05,1,785.77825818,05,2018,05,201805,50,1,4,6,2,2,2,1,,,,,,,1,,1
4610076,1,1,1,05,1,1740.6356289,05,2018,05,201805,50,,1,6,2,2,2,2,2,,,,,,,,1
4610076,1,2,1,05,1,1740.6356289,05,2018,05,201805,50,,2,6,2,2,2,2,2,,,,,,,,1
4610078,1,1,1,05,1,1234.0219397,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610078,1,2,1,05,1,1234.0219397,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610078,1,3,1,05,1,1234.0219397,05,2018,05,201805,50,,3,3,2,2,2,2,2,,,,,,,,1
4610079,1,1,1,05,1,1429.8966932,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610079,1,2,1,05,1,1429.8966932,05,2018,05,201805,50,,2,4,2,2,2,2,1,7,2,,2,,,1,1
4610079,1,3,1,05,1,1429.8966932,05,2018,05,201805,50,1,2,6,2,2,2,1,,,,,,,1,,1
4610080,1,1,1,05,1,599.42293102,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610080,1,2,1,05,1,599.42293102,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610080,1,3,1,05,1,599.42293102,05,2018,05,201805,50,2,4,3,2,2,2,1,,,,,,,1,,1
4610080,1,5,1,05,1,599.42293102,05,2018,05,201805,50,2,5,2,2,2,2,1,,,,,,,1,,1
4610080,1,6,1,05,1,599.42293102,05,2018,05,201805,50,,6,1,,,,,,,,,,,,,1
4610081,1,1,1,05,1,593.36767179,05,2018,05,201805,50,,1,6,2,2,2,2,2,,,,,,,,1
4610081,1,2,1,05,1,593.36767179,05,2018,05,201805,50,,2,4,2,2,2,2,1,9,,,,,,2,1
4610081,1,3,1,05,1,593.36767179,05,2018,05,201805,50,,3,4,1,,,,,,,,,,,,1
4610081,1,4,1,05,1,593.36767179,05,2018,05,201805,50,,3,6,2,2,2,2,2,,,,,,,,1
4610081,1,6,1,05,1,593.36767179,05,2018,05,201805,50,,6,6,2,2,2,2,1,7,2,,2,,,1,1
4610081,1,7,1,05,1,593.36767179,05,2018,05,201805,50,,7,4,2,2,2,2,1,6,2,,2,,,1,1
4610082,1,1,1,05,1,1332.4871277,05,2018,05,201805,50,,2,1,,,,,,,,,,,,,1
4610082,1,2,1,05,1,1332.4871277,05,2018,05,201805,50,,2,4,2,2,2,2,2,,,,,,,,1
4610082,1,3,1,05,1,1332.4871277,05,2018,05,201805,50,,3,1,,,,,,,,,,,,,1
4610083,1,1,1,05,1,1181.1720586,05,2018,05,201805,50,,1,1,,,,,,,,,,,,,1
4610083,1,2,1,05,1,1181.1720586,05,2018,05,201805,50,,2,3,2,2,2,2,1,12,,,,,,2,1
4610084,1,1,1,05,1,1024.7736647,05,2018,05,201805,50,,1,4,2,2,2,2,2,,,,,,,,1
