DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,INI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7430,P7440,P7450,P7452,P7454,P7456,P7458,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921
4610018,1,1,1,05,1,1,962.86476172,05,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610018,1,2,1,05,1,1,962.86476172,05,2018,05,201805,80,1,3,4,2,,,4,3,,2,,,,,3
4610020,1,2,1,05,1,1,1095.9666482,05,2018,05,201805,80,1,1,6,2,,,2,2,,2,,,,,2
4610024,1,4,1,05,1,1,812.70014757,05,2018,05,201805,80,2,,,,2,,,2,,2,,2,,98,2
4610025,1,1,1,05,1,1,1396.2275905,05,2018,05,201805,80,1,4,5,2,,,10,3,,2,,,,,3
4610028,1,1,1,05,1,1,1658.329327,05,2018,05,201805,80,1,2,9,2,,,9,1,1,2,,,,,1
4610028,1,3,1,05,1,1,1658.329327,05,2018,05,201805,80,1,1,4,2,,,9,1,,2,,2,,781242,2
4610029,1,1,1,05,1,1,1657.3854761,05,2018,05,201805,80,1,4,5,2,,,11,3,,2,,,,,3
4610029,1,2,1,05,1,1,1657.3854761,05,2018,05,201805,80,1,4,3,2,,,4,2,,2,,,,,2
4610030,1,2,1,05,1,1,1438.1907898,05,2018,05,201805,80,1,2,3,2,,,9,2,,2,,,,,2
4610031,1,2,1,05,1,1,1379.1809953,05,2018,05,201805,80,2,,,,2,,,2,,2,,2,,98,2
4610033,1,3,1,05,1,1,939.48320841,05,2018,05,201805,80,1,2,7,2,,,4,2,,2,,,,,2
4610036,1,1,1,05,1,1,935.79268877,05,2018,05,201805,80,1,4,3,2,,,9,2,,2,,,,,2
4610036,1,2,1,05,1,1,935.79268877,05,2018,05,201805,80,1,4,4,2,,,4,2,,2,,,,,2
4610036,1,5,1,05,1,1,935.79268877,05,2018,05,201805,80,1,4,3,2,,,9,2,,2,,,,,2
4610038,3,1,3,05,1,1,1418.9731703,05,2018,05,201805,80,1,3,3,2,,,9,1,,1,80000,,,,2
4610040,1,2,1,05,1,1,1064.3144237,05,2018,05,201805,80,1,3,8,2,,,8,2,,2,,,,,2
4610043,1,1,1,05,1,1,1396.2275905,05,2018,05,201805,80,1,4,5,2,,,11,3,,2,,,,,3
4610044,1,1,1,05,1,1,1484.0024272,05,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610051,1,1,1,05,1,1,1163.7609002,05,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610051,1,3,1,05,1,1,1163.7609002,05,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610051,1,4,1,05,1,1,1163.7609002,05,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610052,1,3,1,05,1,1,1001.3921114,05,2018,05,201805,80,1,2,6,2,,,4,2,,2,,,,,2
4610054,1,3,1,05,1,1,1324.1930311,05,2018,05,201805,80,1,1,6,2,,,2,2,,2,,1,24,200000,2
4610056,1,2,1,05,1,1,1588.1263274,05,2018,05,201805,80,1,4,3,2,,,9,1,,2,,,,,2
4610056,1,3,1,05,1,1,1588.1263274,05,2018,05,201805,80,2,,,,1,2,12,2,,2,,,,,2
4610057,1,1,1,05,1,1,1220.5867977,05,2018,05,201805,80,1,4,4,2,,,8,2,,2,,,,,2
4610057,1,2,1,05,1,1,1220.5867977,05,2018,05,201805,80,1,4,4,2,,,8,2,,2,,,,,2
4610058,1,1,1,05,1,1,1184.5298357,05,2018,05,201805,80,1,1,8,2,,,8,1,,2,,1,48,781200,2
4610058,1,2,1,05,1,1,1184.5298357,05,2018,05,201805,80,1,1,8,2,,,11,2,,2,,,,,2
4610059,1,2,1,05,1,1,1036.527139,05,2018,05,201805,80,1,3,3,2,,,9,1,,2,,,,,2
4610059,1,4,1,05,1,1,1036.527139,05,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610059,1,7,1,05,1,1,1036.527139,05,2018,05,201805,80,1,2,2,2,,,2,2,,2,,,,,2
4610060,1,1,1,05,1,1,1686.5298949,05,2018,05,201805,80,1,2,3,2,,,9,2,,2,,2,,781242,2
4610060,1,2,1,05,1,1,1686.5298949,05,2018,05,201805,80,2,,,,2,,,2,,2,,1,24,400000,2
4610063,1,2,1,05,1,1,982.81046538,05,2018,05,201805,80,1,1,6,2,,,9,1,,2,,,,,2
4610063,1,3,1,05,1,1,982.81046538,05,2018,05,201805,80,1,4,5,2,,,11,3,,2,,,,,3
4610065,1,2,1,05,1,1,1317.2720924,05,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610067,1,1,1,05,1,1,1011.7030862,05,2018,05,201805,80,1,4,3,2,,,8,2,,2,,2,,98,2
4610071,1,2,1,05,1,1,947.77342432,05,2018,05,201805,80,1,4,4,2,,,4,2,,2,,,,,2
4610071,1,3,1,05,1,1,947.77342432,05,2018,05,201805,80,1,2,4,2,,,4,3,,2,,2,,781242,3
4610072,1,2,1,05,1,1,907.83098388,05,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610073,1,1,1,05,1,1,764.05348143,05,2018,05,201805,80,1,1,8,2,,,11,1,,2,,,,,2
4610076,1,1,1,05,1,1,1740.6356289,05,2018,05,201805,80,1,4,5,2,,,10,3,,2,,,,,3
4610076,1,2,1,05,1,1,1740.6356289,05,2018,05,201805,80,1,4,3,2,,,9,2,,2,,,,,2
4610078,1,3,1,05,1,1,1234.0219397,05,2018,05,201805,80,1,1,2,2,,,2,2,,2,,,,,2
4610079,1,2,1,05,1,1,1429.8966932,05,2018,05,201805,80,1,2,7,2,,,9,2,,2,,1,24,781242,2
4610081,1,1,1,05,1,1,593.36767179,05,2018,05,201805,80,1,4,5,2,,,10,3,,2,,,,,3
4610081,1,2,1,05,1,1,593.36767179,05,2018,05,201805,80,1,4,7,2,,,8,2,,2,,1,48,781242,2
4610081,1,4,1,05,1,1,593.36767179,05,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610081,1,6,1,05,1,1,593.36767179,05,2018,05,201805,80,1,3,8,2,,,8,1,,2,,1,48,781242,2
4610081,1,7,1,05,1,1,593.36767179,05,2018,05,201805,80,1,4,4,2,,,4,2,,2,,1,48,781242,2
4610082,1,2,1,05,1,1,1332.4871277,05,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610083,1,2,1,05,1,1,1181.1720586,05,2018,05,201805,80,1,2,2,2,,,2,2,,2,,1,48,781000,2
4610084,1,1,1,05,1,1,1024.7736647,05,2018,05,201805,80,1,4,3,2,,,9,2,,2,,,,,2
4610084,1,5,1,05,1,1,1024.7736647,05,2018,05,201805,80,1,4,4,2,,,4,2,,2,,,,,2
4610085,1,4,1,05,1,1,952.32715024,05,2018,05,201805,80,1,4,7,2,,,5,3,,2,,,,,3
4610087,1,2,1,05,1,1,1241.7014108,05,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610088,1,2,1,05,1,1,1191.4830334,05,2018,05,201805,80,1,3,1,2,,,9,2,,2,,1,8,781242,2
4610089,1,2,1,05,1,1,706.61093653,05,2018,05,201805,80,1,3,3,2,,,9,2,,2,,,,,2
4610091,1,2,1,05,1,1,1270.5782247,05,2018,05,201805,80,2,,,,1,1,2,2,,2,,2,,781200,2
4610092,1,4,1,05,1,1,1162.2767579,05,2018,05,201805,80,1,1,8,2,,,9,2,,2,,,,,2
4610094,1,4,1,05,1,1,945.84167526,05,2018,05,201805,80,1,2,3,2,,,9,2,,2,,,,,2
4610097,1,3,1,05,1,1,997.17755129,05,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610097,1,4,1,05,1,1,997.17755129,05,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610101,1,2,1,05,1,1,1458.3098856,05,2018,05,201805,80,1,4,4,2,,,4,2,,2,,,,,2
4610102,1,2,1,05,1,1,705.10330509,05,2018,05,201805,80,1,1,1,2,,,8,2,,2,,1,24,781242,2
4610104,1,1,1,05,1,1,605.22065592,05,2018,05,201805,80,1,1,4,2,,,4,1,,2,,,,,2
4610105,1,2,1,05,1,1,963.95359605,05,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610108,1,1,1,05,1,1,1319.0519858,05,2018,05,201805,80,1,3,3,2,,,9,1,2,2,,,,,1
4610108,1,4,1,05,1,1,1319.0519858,05,2018,05,201805,80,1,4,7,2,,,9,2,,2,,,,,2
4610112,1,4,1,05,1,1,442.30274021,05,2018,05,201805,80,1,1,6,2,,,12,2,,1,700000,1,48,800000,2
4610113,1,1,1,05,1,1,1094.0093881,05,2018,05,201805,80,1,4,4,2,,,4,2,,2,,2,,98,2
4610116,1,1,1,05,1,1,1220.5867977,05,2018,05,201805,80,1,4,4,2,,,4,3,,2,,,,,3
4610116,1,2,1,05,1,1,1220.5867977,05,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610119,1,1,1,05,1,1,1026.0891357,05,2018,05,201805,80,1,1,6,2,,,10,3,,2,,,,,3
4610119,1,2,1,05,1,1,1026.0891357,05,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610120,1,1,1,05,1,1,1066.0606181,05,2018,05,201805,80,1,4,5,2,,,10,3,,2,,,,,3
4610120,1,2,1,05,1,1,1066.0606181,05,2018,05,201805,80,1,4,3,2,,,9,2,,2,,,,,2
4610121,1,2,1,05,1,1,1235.8634536,05,2018,05,201805,80,1,2,3,2,,,9,2,,2,,,,,2
4610121,1,5,1,05,1,1,1235.8634536,05,2018,05,201805,80,1,4,3,2,,,9,2,,2,,,,,2
4610122,1,1,1,05,1,1,1172.1146148,05,2018,05,201805,80,1,4,1,2,,,9,3,,2,,,,,3
4610122,1,2,1,05,1,1,1172.1146148,05,2018,05,201805,80,1,3,5,2,,,11,3,,2,,,,,3
4610122,1,3,1,05,1,1,1172.1146148,05,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610123,1,1,1,05,1,1,856.23305569,05,2018,05,201805,80,1,4,7,2,,,8,3,,2,,,,,3
4610125,1,2,1,05,1,1,1448.5017646,05,2018,05,201805,80,1,4,3,2,,,9,1,,2,,2,,781242,2
4610127,1,1,1,05,1,1,577.12729443,05,2018,05,201805,80,1,4,4,2,,,4,2,,2,,,,,2
4610127,2,4,2,05,1,1,577.12729443,05,2018,05,201805,80,1,2,2,2,,,2,2,,2,,,,,2
4610128,1,3,1,05,1,1,640.50328039,05,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610129,1,2,1,05,1,1,856.23305569,05,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610130,1,1,1,05,1,1,969.96652354,05,2018,05,201805,80,1,4,5,2,,,10,3,,2,,,,,3
4610130,1,2,1,05,1,1,969.96652354,05,2018,05,201805,80,1,4,5,2,,,10,3,,2,,,,,3
4610147,1,1,1,08,1,1,1424.0635502,08,2018,05,201805,80,1,4,3,2,,,8,2,,2,,,,,2
4610154,1,1,1,08,1,1,913.6576924,08,2018,05,201805,80,1,4,3,2,,,9,2,,2,,,,,2
4610154,1,2,1,08,1,1,913.6576924,08,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610156,1,3,1,08,1,1,633.94136148,08,2018,05,201805,80,1,2,2,2,,,2,2,,2,,,,,2
4610160,1,1,1,11,1,1,3224.296879,11,2018,05,201805,80,1,4,5,2,,,10,3,,2,,,,,3
4610162,1,1,1,11,1,1,2885.9984447,11,2018,05,201805,80,1,3,4,1,,1,4,2,,2,,1,48,781242,2
4610163,1,1,1,11,1,1,2948.7151217,11,2018,05,201805,80,1,4,5,2,,,10,3,,2,,,,,3
4610164,1,1,1,13,1,1,388.70871693,13,2018,05,201805,80,1,4,5,2,,,10,3,,2,,,,,3
4610165,1,1,1,13,1,1,375.06045598,13,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610166,1,1,1,13,1,1,180.94187009,13,2018,05,201805,80,1,4,5,2,,,10,3,,2,,,,,3
4610166,1,2,1,13,1,1,180.94187009,13,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610166,1,3,1,13,1,1,180.94187009,13,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610166,1,4,1,13,1,1,180.94187009,13,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610168,1,1,1,13,1,1,453.1887663,13,2018,05,201805,80,1,3,3,2,,,6,2,,2,,,,,2
4610171,1,2,1,13,1,1,206.47037917,13,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610171,1,3,1,13,1,1,206.47037917,13,2018,05,201805,80,2,,,,2,,,2,,2,,2,,1000000,2
4610171,1,4,1,13,1,1,206.47037917,13,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610173,1,3,1,13,1,1,387.29387337,13,2018,05,201805,80,2,,,,2,,,3,,2,,,,,3
4610174,1,3,1,13,1,1,429.85611286,13,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610175,1,1,1,13,1,1,424.38999696,13,2018,05,201805,80,1,4,3,2,,,8,3,,2,,,,,3
4610176,1,1,1,13,1,1,439.53069566,13,2018,05,201805,80,1,4,3,2,,,8,3,,2,,,,,3
4610177,1,2,1,13,1,1,483.95522728,13,2018,05,201805,80,1,3,3,2,,,9,2,,2,,,,,2
4610178,1,1,1,13,1,1,180.94187009,13,2018,05,201805,80,1,4,6,2,,,11,2,,2,,,,,2
4610178,1,6,1,13,1,1,180.94187009,13,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610179,1,4,1,13,1,1,330.42498722,13,2018,05,201805,80,1,4,3,2,,,9,2,,2,,,,,2
4610180,1,1,1,13,1,1,293.32886363,13,2018,05,201805,80,1,4,7,2,,,9,2,,2,,,,,2
4610182,1,4,1,13,1,1,395.28801802,13,2018,05,201805,80,1,4,3,2,,,8,2,,2,,,,,2
4610184,1,2,1,13,1,1,333.3567565,13,2018,05,201805,80,1,4,3,2,,,9,2,,2,,2,,800000,2
4610185,1,4,1,13,1,1,306.18970744,13,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610185,1,5,1,13,1,1,306.18970744,13,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610187,1,2,1,13,1,1,354.54436262,13,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610188,1,1,1,13,1,1,468.35395297,13,2018,05,201805,80,1,4,5,2,,,10,3,,2,,,,,3
4610189,1,1,1,13,1,1,305.69541159,13,2018,05,201805,80,1,4,4,2,,,8,2,,2,,,,,2
4610189,1,2,1,13,1,1,305.69541159,13,2018,05,201805,80,1,4,4,2,,,4,2,,2,,,,,2
4610190,1,6,1,13,1,1,281.86326502,13,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610191,1,1,1,13,1,1,333.3567565,13,2018,05,201805,80,1,4,3,2,,,9,1,,2,,,,,2
4610192,1,2,1,15,1,1,70.466902594,15,2018,05,201805,80,1,2,3,2,,,8,3,,2,,,,,3
4610193,1,2,1,15,1,1,86.623944366,15,2018,05,201805,80,1,4,6,2,,,11,2,,2,,,,,2
4610195,1,1,1,15,1,1,116.63329882,15,2018,05,201805,80,1,4,5,2,,,10,3,,2,,,,,3
4610195,1,2,1,15,1,1,116.63329882,15,2018,05,201805,80,1,4,4,2,,,4,2,,2,,,,,2
4610197,1,1,1,15,1,1,175.71027783,15,2018,05,201805,80,2,,,,1,4,9,2,,2,,1,40,1500000,2
4610197,1,2,1,15,1,1,175.71027783,15,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610197,1,3,1,15,1,1,175.71027783,15,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610201,1,4,1,15,1,1,85.677541502,15,2018,05,201805,80,1,1,8,2,,,12,2,,2,,,,98,2
4610203,1,1,1,15,1,1,155.1286676,15,2018,05,201805,80,1,2,5,2,,,10,3,,2,,,,,3
4610203,1,2,1,15,1,1,155.1286676,15,2018,05,201805,80,1,4,5,2,,,10,3,,2,,,,,3
4610204,1,2,1,15,1,1,135.43299917,15,2018,05,201805,80,1,3,3,1,,1,9,2,,2,,,,,2
4610205,1,1,1,15,1,1,119.69681076,15,2018,05,201805,80,1,4,5,2,,,11,3,,2,,,,,3
4610206,1,3,1,15,1,1,66.456987792,15,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610206,1,4,1,15,1,1,66.456987792,15,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610207,1,1,1,15,1,1,166.77855645,15,2018,05,201805,80,1,4,5,1,,4,1,3,,2,,,,,3
4610207,1,2,1,15,1,1,166.77855645,15,2018,05,201805,80,1,4,3,2,,,9,2,,2,,,,,2
4610209,1,2,1,15,1,1,119.90880433,15,2018,05,201805,80,2,,,,2,,,2,,2,,1,28,781242,2
4610210,1,6,1,15,1,1,89.029493166,15,2018,05,201805,80,1,4,3,2,,,11,2,,2,,,,,2
4610211,1,2,1,15,1,1,141.26083784,15,2018,05,201805,80,1,2,4,2,,,4,2,,2,,,,,2
4610211,1,3,1,15,1,1,141.26083784,15,2018,05,201805,80,1,4,8,1,,1,2,2,,2,,,,,2
4610212,1,1,1,15,1,1,96.445845335,15,2018,05,201805,80,1,4,5,2,,,10,3,,2,,,,,3
4610212,1,2,1,15,1,1,96.445845335,15,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610213,1,2,1,15,1,1,47.472125436,15,2018,05,201805,80,1,4,4,2,,,4,2,,2,,,,,2
4610216,1,2,1,15,1,1,71.486979166,15,2018,05,201805,80,1,4,4,2,,,8,2,,2,,,,,2
4610217,2,1,2,15,1,1,47.472125436,15,2018,05,201805,80,1,1,3,2,,,9,2,,2,,1,25,98,2
4610221,1,1,1,15,1,1,181.45814413,15,2018,05,201805,80,1,2,5,2,,,10,3,,2,,,,,3
4610221,1,2,1,15,1,1,181.45814413,15,2018,05,201805,80,1,4,3,2,,,9,2,,2,,,,,2
4610225,1,1,1,15,1,1,149.6546149,15,2018,05,201805,80,1,4,3,2,,,9,2,,2,,,,,2
4610228,1,1,1,15,1,1,118.56872486,15,2018,05,201805,80,1,4,5,2,,,10,3,,2,,,,,3
4610228,1,2,1,15,1,1,118.56872486,15,2018,05,201805,80,1,4,3,2,,,9,2,,2,,,,,2
4610229,1,1,1,15,1,1,104.97454137,15,2018,05,201805,80,1,4,5,2,,,8,3,,2,,,,,3
4610230,1,4,1,15,1,1,47.472125436,15,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610232,1,1,1,15,1,1,107.97985452,15,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610233,1,1,1,15,1,1,79.245604928,15,2018,05,201805,80,2,,,,1,1,2,2,,2,,2,,781212,2
4610233,1,2,1,15,1,1,79.245604928,15,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610234,1,2,1,15,1,1,88.865801704,15,2018,05,201805,80,1,1,2,2,,,2,1,,2,,2,,2500000,2
4610234,1,3,1,15,1,1,88.865801704,15,2018,05,201805,80,1,1,8,1,,1,2,2,,2,,,,,2
4610235,1,1,1,15,1,1,125.15697287,15,2018,05,201805,80,1,3,3,2,,,9,2,,2,,,,,2
4610236,2,1,2,15,1,1,93.199658949,15,2018,05,201805,80,1,1,8,1,,1,2,2,,2,,,,,2
4610239,1,2,1,15,1,1,107.06627884,15,2018,05,201805,80,1,1,6,2,,,8,2,,2,,,,,2
4610242,1,2,1,15,1,1,64.210255763,15,2018,05,201805,80,1,3,4,2,,,4,1,,2,,,,,2
4610242,1,3,1,15,1,1,64.210255763,15,2018,05,201805,80,1,4,2,2,,,2,2,,2,,,,,2
4610242,1,4,1,15,1,1,64.210255763,15,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610244,1,4,1,15,1,1,47.472125436,15,2018,05,201805,80,1,1,2,2,,,2,2,,2,,1,48,781242,2
4610245,1,3,1,15,1,1,105.34828312,15,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610245,1,5,1,15,1,1,105.34828312,15,2018,05,201805,80,2,,,,1,1,2,2,,2,,,,,2
4610247,1,4,1,15,1,1,109.10643199,15,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610250,1,2,1,15,1,1,127.10454972,15,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610252,1,3,1,15,1,1,47.472125436,15,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610253,1,1,1,15,1,1,96.31622238,15,2018,05,201805,80,1,2,8,2,,,2,2,,2,,,,,2
4610253,1,2,1,15,1,1,96.31622238,15,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610256,1,2,1,15,1,1,51.065175617,15,2018,05,201805,80,1,1,8,2,,,9,2,,2,,,,,2
4610257,1,1,1,15,1,1,116.63329882,15,2018,05,201805,80,1,3,4,2,,,8,2,,2,,,,,2
4610257,1,2,1,15,1,1,116.63329882,15,2018,05,201805,80,1,4,4,2,,,4,2,,2,,,,,2
4610258,1,2,1,15,1,1,144.28166807,15,2018,05,201805,80,1,4,4,2,,,4,2,,2,,,,,2
4610260,1,1,1,15,1,1,87.845725132,15,2018,05,201805,80,1,4,5,2,,,10,3,,2,,,,,3
4610260,1,2,1,15,1,1,87.845725132,15,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610262,1,2,1,15,1,1,135.2917479,15,2018,05,201805,80,1,4,3,2,,,9,2,,2,,,,,2
4610263,1,3,1,15,1,1,81.181030966,15,2018,05,201805,80,1,1,8,2,,,11,2,,2,,,,,2
4610263,1,4,1,15,1,1,81.181030966,15,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610265,1,2,1,15,1,1,108.75395272,15,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610268,1,4,1,15,1,1,92.703411839,15,2018,05,201805,80,1,1,8,2,,,2,2,,2,,,,,2
4610272,1,1,1,15,1,1,139.42398136,15,2018,05,201805,80,1,4,3,2,,,9,2,,2,,,,,2
4610272,1,3,1,15,1,1,139.42398136,15,2018,05,201805,80,1,2,2,2,,,2,2,,2,,,,,2
4610273,1,2,1,15,1,1,116.70404112,15,2018,05,201805,80,1,3,3,2,,,9,2,,2,,2,,1000000,2
4610273,1,6,1,15,1,1,116.70404112,15,2018,05,201805,80,1,4,4,2,,,8,2,,2,,,,,2
4610276,1,3,1,15,1,1,143.50756987,15,2018,05,201805,80,1,1,8,2,,,2,2,,2,,,,,2
4610278,1,3,1,15,1,1,135.03707262,15,2018,05,201805,80,1,4,4,2,,,4,2,,2,,,,,2
4610279,1,1,1,15,1,1,118.88872775,15,2018,05,201805,80,2,,,,1,1,9,2,,2,,2,,1500000,2
4610280,1,2,1,15,1,1,150.67469148,15,2018,05,201805,80,1,1,8,2,,,9,2,,2,,,,,2
4610281,1,1,1,15,1,1,149.75934201,15,2018,05,201805,80,1,4,2,2,,,2,2,,2,,,,,2
4610282,1,1,1,15,1,1,119.69681076,15,2018,05,201805,80,2,,,,2,,,2,,2,,,,,2
4610286,1,1,1,15,1,1,47.472125436,15,2018,05,201805,80,1,4,5,2,,,10,3,,2,,,,,3
4610288,1,1,1,15,1,1,100.52943385,15,2018,05,201805,80,1,4,5,2,,,10,3,,2,,,,,3
4610290,1,2,1,15,1,1,142.5891195,15,2018,05,201805,80,1,1,3,2,,,9,2,,2,,,,,2
