DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,FEX_C,DPTO,ANO,MES,PERIODO,P5000,P5010,P5020,P5030,P5040,P5050,P5070,P5080,P5090,P5100,P5110,P5130,P5140,P5210S1,P5210S2,P5210S3,P5210S4,P5210S5,P5210S6,P5210S7,P5210S8,P5210S9,P5210S10,P5210S11,P5210S14,P5210S15,P5210S16,P5210S17,P5210S18,P5210S19,P5210S20,P5210S21,P5210S22,P5210S24,P5220,P5220S1,P6008,P6007,P6007S1,P4000,P4010,P4020,P4030S1,P4030S1A1,P4030S2,P4030S3,P4030S4,P4030S4A1,P4030S5,P4040,REGIS,P6006
4658798,1,1,1,,1,2489.8818131,68,2018,07,201807,5,1,1,1,1,1,1,3,1,,98,1200000,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,3,3,2,,1,1,4,1,3,1,1,1,3,1,1,01,
4658799,1,1,1,,1,1741.9544248,68,2018,07,201807,5,3,1,1,1,1,1,3,1,,98,700000,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,4,4,2,,1,1,4,1,3,1,1,1,3,1,1,01,
4658800,1,1,1,,1,1159.4560039,68,2018,07,201807,4,3,1,1,1,1,1,3,1,,100000000,750000,,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,2,1,3,5,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4658801,1,1,1,,1,1639.2815771,68,2018,07,201807,5,3,1,1,1,7,1,3,3,,,,600000,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,1,2,6,2,,1,1,4,1,3,1,1,1,3,1,1,01,
4658802,1,1,1,,1,1159.4560039,68,2018,07,201807,4,2,1,1,1,1,1,3,1,,180000000,700000,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,1,2,4,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4658803,1,1,1,,1,1390.6775587,68,2018,07,201807,4,3,1,1,1,1,1,3,1,,120000000,700000,,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,4,4,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4658804,1,1,1,,1,4398.2973728,68,2018,07,201807,4,3,1,1,1,1,1,3,3,,,,550000,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,3,2,,1,1,4,1,3,1,1,1,3,1,1,01,
4658805,1,1,1,,1,2455.8403298,68,2018,07,201807,4,2,1,1,1,1,1,4,1,,80000000,400000,,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,1,2,5,2,,1,1,4,1,1,2,1,1,3,1,1,01,
4658806,1,1,1,,1,3782.7267034,68,2018,07,201807,3,2,1,1,1,1,1,3,1,,98,400000,,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,3,3,2,,1,1,2,1,2,1,1,1,3,1,1,01,
4658807,1,1,1,,1,2384.4544084,68,2018,07,201807,4,1,1,1,1,1,1,3,3,,,,350000,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,,2,1,4,1,2,1,1,1,3,1,1,01,
4658808,1,1,1,,1,1159.4560039,68,2018,07,201807,5,4,1,1,1,1,1,3,1,,80000000,550000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,6,2,,1,1,4,1,2,1,1,1,3,1,1,01,
4658809,1,1,1,,1,4072.2579283,68,2018,07,201807,4,3,1,1,1,1,1,3,1,,75000000,600000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,3,5,2,,1,1,4,1,2,1,1,1,3,1,1,01,
4658810,1,1,1,,1,2021.1799225,68,2018,07,201807,3,2,1,1,1,1,1,3,3,,,,500000,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,2,1,3,4,2,,2,1,4,1,2,1,1,1,3,1,1,01,
4658811,1,1,1,,1,1249.244878,68,2018,07,201807,4,3,1,1,1,1,1,3,1,,90000000,500000,,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,2,1,3,6,2,,1,1,4,1,2,1,1,1,3,1,1,01,
4658812,1,1,1,,1,3306.9988367,68,2018,07,201807,3,1,1,1,1,1,1,3,3,,,,500000,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,2,2,,2,1,4,1,1,1,1,1,3,1,1,01,
4658813,1,1,1,,1,2382.8462487,68,2018,07,201807,2,1,1,1,1,1,3,3,3,,,,200000,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,3,1,1,2,1,2,1,1,1,1,1,3,1,1,01,
4658814,1,1,1,,1,3391.3573994,68,2018,07,201807,4,2,1,1,1,1,1,3,5,,,400000,,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,4,1,1,1,1,2,1,1,1,1,1,3,1,1,01,
4658815,1,1,1,,1,1273.0410687,68,2018,07,201807,4,3,1,1,1,1,1,3,1,,70000000,450000,,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,2,2,1,1,4,2,,1,1,4,1,1,1,1,1,3,1,1,01,
4658816,1,1,1,,1,2880.7532808,68,2018,07,201807,4,3,1,1,1,1,1,3,3,,,,400000,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,3,4,2,,1,1,4,1,1,1,1,1,3,1,1,01,
4658817,1,1,1,,1,3349.4551713,68,2018,07,201807,4,1,1,1,1,1,1,3,1,,98,600000,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,3,2,,1,1,4,1,1,1,1,1,3,1,1,01,
4658818,1,1,1,,1,2880.7532808,68,2018,07,201807,3,2,1,1,1,1,1,3,1,,55000000,400000,,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,4,2,,1,1,4,1,1,1,1,1,3,1,1,01,
4658819,1,1,1,,1,2359.3256128,68,2018,07,201807,4,2,1,1,1,1,1,3,1,,48000000,400000,,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,2,2,1,3,5,2,,1,1,4,1,1,1,1,1,3,1,1,01,
4658820,1,1,1,,1,3087.5209283,68,2018,07,201807,4,3,1,1,1,10,1,3,5,,,600000,,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,4,1,1,1,1,2,1,1,1,1,1,3,1,1,01,
4658821,1,1,1,,1,1983.6203642,68,2018,07,201807,4,1,1,1,1,1,1,3,1,,58000000,250000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2,,1,1,4,1,1,1,1,1,3,1,1,01,
4658822,1,1,1,,1,1651.0078064,68,2018,07,201807,4,2,1,1,1,1,1,3,5,,,400000,,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,3,4,2,,1,1,2,1,1,1,1,1,3,1,1,01,
4658823,1,1,1,,1,3513.7664842,68,2018,07,201807,4,1,1,1,1,7,1,3,3,,,,600000,2,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4658830,1,1,1,,1,1548.5700245,76,2018,07,201807,6,4,1,1,1,1,1,3,1,,50000000,250000,,2,2,2,1,1,1,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,1,3,5,2,,1,1,4,1,1,1,1,1,3,1,2,01,
4658831,1,1,1,,1,2031.1837124,76,2018,07,201807,5,3,1,1,1,1,1,3,4,,,200000,,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,4,2,,1,1,2,1,1,1,1,1,3,1,2,01,
4658832,1,1,1,,1,2616.3677012,76,2018,07,201807,3,2,1,1,1,1,1,4,3,,,,100000,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,3,2,,1,1,4,1,1,2,1,1,3,1,2,01,
4658833,1,1,1,,1,2547.6160186,76,2018,07,201807,3,1,1,1,1,1,1,4,4,,,150000,,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,2,,1,1,2,1,1,2,1,1,3,1,2,01,
4658834,1,1,1,,1,2725.2046002,76,2018,07,201807,4,3,1,1,1,1,1,3,1,,35000000,150000,,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,4,5,2,,1,1,4,1,1,1,1,1,3,1,2,01,
4658835,1,1,1,,1,2510.2766528,76,2018,07,201807,3,1,1,1,1,1,1,4,4,,,150000,,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,1,1,2,1,1,2,1,1,2,1,1,3,1,2,01,
4658838,1,1,1,,1,2032.2488569,76,2018,07,201807,2,1,1,1,1,1,1,1,1,,99,80000,,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,,1,5,2,1,1,1,1,1,3,1,2,01,
4658839,1,1,1,,1,2200.6096345,76,2018,07,201807,3,2,1,1,1,1,1,4,3,,,,220000,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,5,2,,2,1,4,1,1,2,1,1,3,1,2,01,
4658841,1,1,1,,1,1404.8567318,76,2018,07,201807,4,3,3,1,1,1,1,3,1,,99,300000,,2,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,1,5,6,2,,1,1,2,1,1,1,2,1,3,1,2,01,
4658847,1,1,1,,1,1524.286213,76,2018,07,201807,5,4,1,1,1,1,1,4,1,,98,98,,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,4,2,,1,1,4,1,3,2,1,1,6,1,2,01,
4658848,1,1,1,,1,2268.9450364,76,2018,07,201807,1,1,1,1,1,1,6,,3,,,,250000,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,1,2,,3,1,3,1,4,2,1,1,7,1,2,01,
4658849,1,1,1,,1,2448.6636775,76,2018,07,201807,1,1,1,1,1,1,6,,3,,,,200000,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,,3,1,4,1,3,2,1,1,6,1,2,01,
4658850,1,1,1,,1,2173.2183638,76,2018,07,201807,1,1,1,1,1,1,2,4,3,,,,200000,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,,3,1,4,1,4,2,1,1,7,1,2,01,
4658852,1,1,1,,1,2547.6160186,76,2018,07,201807,1,1,1,1,1,1,2,4,3,,,,200000,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,,3,1,4,1,4,2,1,1,7,1,2,01,
4658853,1,1,1,,1,2547.6160186,76,2018,07,201807,1,1,1,1,1,1,2,4,3,,,,200000,2,1,2,2,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,,4,1,4,1,3,2,1,1,6,1,2,01,
4658854,1,1,1,05,1,1159.4750002,05,2018,07,201807,1,1,5,1,1,1,1,3,3,,,,320000,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,2,1,4,1,1,1,1,1,2,1,1,01,
4658855,1,1,1,05,1,1299.4972436,05,2018,07,201807,2,2,3,1,1,1,1,4,3,,,,270000,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,4,2,,2,1,2,1,1,2,1,1,3,1,1,01,
4658856,1,1,1,05,1,1273.4537439,05,2018,07,201807,5,2,1,1,1,1,1,3,2,650000,98,650000,,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,,1,1,4,1,2,1,1,1,2,1,1,01,
4658857,1,1,1,05,1,1187.3879586,05,2018,07,201807,4,3,1,1,1,1,1,4,4,,,400000,,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,4,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4658858,1,1,1,05,1,1484.2346635,05,2018,07,201807,3,1,1,2,1,1,1,3,1,,100000000,200000,,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4658858,2,1,2,05,1,1484.2346635,05,2018,07,201807,2,2,1,2,1,1,1,4,3,,,,200000,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,3,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4658858,3,1,3,05,1,1484.2346635,05,2018,07,201807,2,2,1,2,1,1,1,3,3,,,,240000,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4658859,1,1,1,05,1,709.26699451,05,2018,07,201807,2,1,1,1,1,1,3,3,4,,,350000,,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4658860,1,1,1,05,1,1209.5651143,05,2018,07,201807,4,3,1,1,1,1,1,3,3,,,,650000,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,2,1,2,2,1,3,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4658861,1,1,1,05,1,778.48687722,05,2018,07,201807,5,4,3,1,1,1,1,4,1,,60000000,450000,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,3,5,2,,2,1,6,1,1,2,2,1,3,1,1,01,
4658862,1,1,1,05,1,1405.2670875,05,2018,07,201807,3,2,1,1,1,1,1,1,3,,,,370000,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,4,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4658863,1,1,1,05,1,1331.5345525,05,2018,07,201807,4,2,1,1,1,1,1,3,1,,98,98,,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,1,4,1,2,1,1,1,3,1,1,01,
4658864,1,1,1,05,1,995.1254965,05,2018,07,201807,3,2,1,1,1,1,1,3,3,,,,160000,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,5,2,,1,1,4,1,2,1,1,1,2,1,1,01,
4658865,1,1,1,05,1,971.88334751,05,2018,07,201807,3,2,1,1,1,1,1,3,4,,,350000,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,4,4,2,,1,1,4,1,2,1,1,1,2,1,1,01,
4658866,1,1,1,05,1,573.56052756,05,2018,07,201807,4,3,1,1,1,1,1,3,1,,70000000,450000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,,1,1,4,1,2,1,1,1,2,1,1,01,
4658867,1,1,1,05,1,869.09187577,05,2018,07,201807,4,3,1,1,1,1,1,4,1,,80000000,400000,,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,4,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4658868,1,1,1,05,1,1209.8775419,05,2018,07,201807,3,2,1,2,1,1,1,3,4,,,400000,,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,4,2,,2,1,2,1,2,1,1,1,2,1,1,01,
4658869,1,1,1,05,1,1449.6213989,05,2018,07,201807,2,1,1,1,1,1,1,3,3,,,,400000,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4658870,1,1,1,05,1,709.26699451,05,2018,07,201807,2,1,1,2,1,1,1,3,1,,40000000,300000,,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,2,1,1,1,1,1,2,1,1,01,
4658871,1,1,1,05,1,1161.849518,05,2018,07,201807,2,1,1,1,1,1,1,4,4,,,400000,,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,2,1,2,2,1,1,2,1,1,01,
4658872,1,1,1,05,1,1316.6635012,05,2018,07,201807,3,1,1,1,1,1,1,4,3,,,,70000,2,2,2,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,3,2,,2,1,2,1,2,2,1,1,2,1,1,01,
4658873,1,1,1,05,1,1048.5242068,05,2018,07,201807,3,2,1,1,1,1,1,3,4,,,450000,,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,,2,2,,1,1,4,1,2,1,1,1,2,1,1,01,
4658874,1,1,1,05,1,758.06875403,05,2018,07,201807,2,2,1,1,1,1,1,1,3,,,,350000,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,7,2,,2,1,2,1,2,2,1,1,2,1,1,01,
4658875,1,1,1,05,1,1303.1321919,05,2018,07,201807,3,2,1,1,1,1,1,3,4,,,350000,,2,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,4,4,2,,2,1,2,1,2,1,1,1,2,1,1,01,
4658876,1,1,1,05,1,709.26699451,05,2018,07,201807,4,1,1,1,1,1,1,3,1,,98,400000,,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,2,1,2,1,1,1,2,1,1,01,
4658877,1,1,1,05,1,1530.6042678,05,2018,07,201807,4,3,1,1,1,1,1,4,1,,98,200000,,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,5,2,,1,1,4,1,2,2,1,1,2,1,1,01,
4658878,1,1,1,05,1,1326.4940901,05,2018,07,201807,4,1,1,1,1,1,1,4,4,,,700000,,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,3,2,,2,1,4,1,3,2,1,1,3,1,1,01,
4658879,1,1,1,05,1,1135.7074391,05,2018,07,201807,2,1,1,1,1,1,1,4,1,,70000000,4000000,,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,2,1,2,2,1,1,2,1,1,01,
4658880,1,1,1,05,1,1369.4219003,05,2018,07,201807,4,3,1,1,1,1,1,4,3,,,,500000,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,5,5,2,,2,1,4,1,3,2,1,1,2,1,1,01,
4658881,1,1,1,05,1,1343.851555,05,2018,07,201807,3,2,1,1,1,1,1,3,1,,25000000,300000,,2,2,2,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,1,1,2,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4658882,1,1,1,05,1,1221.9116811,05,2018,07,201807,2,1,1,1,1,1,1,3,3,,,,350000,2,2,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4658883,1,1,1,05,1,722.2636803,05,2018,07,201807,3,3,1,1,1,1,1,3,3,,,,350000,2,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,3,2,,1,1,2,1,2,1,1,1,2,1,1,01,
4658884,1,1,1,05,1,1007.7604395,05,2018,07,201807,3,2,1,1,1,1,1,4,3,,,,340000,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,3,2,,2,1,2,1,2,2,1,1,2,1,1,01,
4658885,1,1,1,05,1,1427.4442432,05,2018,07,201807,1,1,1,1,1,1,1,4,4,,,300000,,2,1,1,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4658886,1,1,1,05,1,1427.4442432,05,2018,07,201807,2,1,1,1,1,1,1,3,3,,,,300000,2,1,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4658887,1,1,1,05,1,1273.4537439,05,2018,07,201807,6,2,1,1,1,1,1,1,1,,98,600000,,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,1,3,4,1,2,2,1,1,2,1,1,01,
4658888,1,1,1,05,1,573.56052756,05,2018,07,201807,6,4,1,1,1,1,1,3,1,,200000000,500000,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,5,6,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4658889,1,1,1,05,1,984.83610909,05,2018,07,201807,4,3,1,1,1,1,1,3,3,,,,500000,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,4,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4658890,1,1,1,05,1,882.65446872,05,2018,07,201807,2,2,1,1,1,1,1,3,1,,900000000,450000,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,,1,1,4,1,2,1,1,1,2,1,1,01,
4658891,1,1,1,05,1,1614.2659709,05,2018,07,201807,4,3,1,1,1,1,1,4,3,,,,540000,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,2,1,1,3,4,2,,2,1,4,1,3,2,1,1,3,1,1,01,
4658892,1,1,1,05,1,1230.5524946,05,2018,07,201807,3,2,1,1,1,1,1,4,4,,,300000,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4658894,1,1,1,05,1,1270.3995427,05,2018,07,201807,4,1,1,1,1,1,1,3,3,,,,700000,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4658895,1,1,1,05,1,1248.2223871,05,2018,07,201807,3,2,1,1,1,1,1,4,1,,98,350000,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,4,1,2,2,1,1,2,1,1,01,
4658896,1,1,1,05,1,1331.5345525,05,2018,07,201807,4,1,1,1,1,1,1,4,1,,98,350000,,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4658897,1,1,1,05,1,1209.8775419,05,2018,07,201807,4,3,1,1,1,1,1,3,3,,,,450000,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,4,4,2,,1,1,4,1,2,1,1,1,2,1,1,01,
4658898,1,1,1,05,1,1369.8010023,05,2018,07,201807,5,3,1,1,1,1,1,3,3,,,,465000,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,1,2,3,2,,1,1,4,1,2,1,1,1,2,1,1,01,
4658899,1,1,1,05,1,940.73527732,05,2018,07,201807,3,2,1,1,1,1,1,3,3,,,,735000,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4658900,1,1,1,05,1,878.57292697,05,2018,07,201807,8,5,1,1,1,1,1,3,1,,117000000,600000,,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,5,2,,1,1,2,1,2,1,1,1,2,1,1,01,
4658901,1,1,1,05,1,1331.5345525,05,2018,07,201807,3,2,1,1,1,1,1,3,1,,20000000,300000,,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4658902,1,1,1,05,1,950.11719862,05,2018,07,201807,4,3,1,1,1,1,1,3,3,,,,800000,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4658903,1,1,1,05,1,997.45369287,05,2018,07,201807,4,3,1,1,1,1,1,3,1,,100000000,600000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,3,7,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4658904,1,1,1,05,1,1518.4681759,05,2018,07,201807,4,3,1,1,1,1,1,3,4,,,98,,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4658905,1,1,1,05,1,1251.8690563,05,2018,07,201807,3,2,1,1,1,1,3,3,3,,,,650000,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4658906,1,1,1,05,1,1267.6193619,05,2018,07,201807,4,1,1,1,1,1,1,3,3,,,,800000,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,,1,1,4,1,3,1,1,1,2,1,1,01,
4658907,1,1,1,05,1,1536.0996612,05,2018,07,201807,4,3,1,1,1,1,1,3,3,,,,700000,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4658908,1,1,1,05,1,1139.6723623,05,2018,07,201807,3,2,1,1,1,1,1,3,3,,,,360000,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,2,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4658909,1,1,1,05,1,1449.6213989,05,2018,07,201807,2,1,1,1,1,1,1,3,3,,,,430000,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4658910,1,1,1,05,1,1075.4224741,05,2018,07,201807,4,3,1,1,1,1,1,3,2,300000,30000000,600000,,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,4,4,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4658911,1,1,1,05,1,1341.4770371,05,2018,07,201807,4,2,1,1,1,1,1,3,1,,150000000,800000,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,,1,1,4,1,3,1,1,1,2,1,1,01,
4658912,1,1,1,05,1,1199.6226297,05,2018,07,201807,4,2,1,1,1,1,1,3,3,,,,600000,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,3,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4658913,1,1,1,05,1,1254.056769,05,2018,07,201807,4,2,1,1,1,1,1,3,3,,,,700000,2,1,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,2,3,1,1,2,1,4,1,3,1,1,1,2,1,1,01,
4658914,1,1,1,05,1,723.7924442,05,2018,07,201807,5,3,1,1,1,1,1,3,1,,98,98,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,3,6,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4658915,1,1,1,05,1,900.86197837,05,2018,07,201807,6,3,1,1,1,1,3,3,1,,300000000,1200000,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,4,4,2,,2,1,4,1,3,1,1,1,2,1,1,01,
