DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P6290,P6230,P6240,P6250,P6260,P6270,P6280,P6300,P6310,P6320,P6330,P6340,P6350,P6351,FT
4541235,1,2,1,19,1,170.59287975,19,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4541235,2,1,2,19,1,170.59287975,19,2018,02,201802,50,,1,4,1,,,,,,,,,,,1
4541235,2,2,2,19,1,170.59287975,19,2018,02,201802,50,,2,4,2,2,1,,,,,,,,,1
4541236,1,1,1,19,1,128.58487877,19,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541237,1,1,1,19,1,94.95548557,19,2018,02,201802,50,,1,4,1,,,,,,,,,,,1
4541237,1,2,1,19,1,94.95548557,19,2018,02,201802,50,,2,4,1,,,,,,,,,,,1
4541237,1,3,1,19,1,94.95548557,19,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4541237,1,4,1,19,1,94.95548557,19,2018,02,201802,50,,1,3,2,2,2,2,2,,,,,,,1
4541238,1,1,1,19,1,128.78630533,19,2018,02,201802,50,,5,1,,,,,,,,,,,,1
4541238,1,4,1,19,1,128.78630533,19,2018,02,201802,50,,4,4,2,2,2,2,2,,,,,,,1
4541238,1,5,1,19,1,128.78630533,19,2018,02,201802,50,,5,1,,,,,,,,,,,,1
4541239,1,1,1,19,1,143.07632984,19,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541239,1,2,1,19,1,143.07632984,19,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541241,1,1,1,19,1,104.94530424,19,2018,02,201802,50,,1,3,2,2,2,2,2,,,,,,,1
4541242,1,1,1,19,1,125.95033144,19,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541242,1,2,1,19,1,125.95033144,19,2018,02,201802,50,,2,3,2,2,2,2,2,,,,,,,1
4541243,1,1,1,19,1,150.28744453,19,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541243,1,2,1,19,1,150.28744453,19,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541244,1,1,1,19,1,134.37027731,19,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541244,1,2,1,19,1,134.37027731,19,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541244,1,3,1,19,1,134.37027731,19,2018,02,201802,50,,2,3,2,2,2,2,2,,,,,,,1
4541245,1,1,1,19,1,115.26952784,19,2018,02,201802,50,2,1,4,2,2,2,1,,,,,,,1,1
4541245,1,2,1,19,1,115.26952784,19,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4541245,1,3,1,19,1,115.26952784,19,2018,02,201802,50,2,3,4,2,2,2,1,,,,,,,1,1
4541246,1,1,1,19,1,127.1386466,19,2018,02,201802,50,,1,6,2,1,,,,,,,,,,1
4541246,1,2,1,19,1,127.1386466,19,2018,02,201802,50,,2,3,1,,,,,,,,,,,1
4541246,1,3,1,19,1,127.1386466,19,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4541247,1,1,1,19,1,115.46240149,19,2018,02,201802,50,,1,6,2,2,2,2,2,,,,,,,1
4541247,1,2,1,19,1,115.46240149,19,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541247,1,4,1,19,1,115.46240149,19,2018,02,201802,50,,4,1,,,,,,,,,,,,1
4541248,1,1,1,19,1,141.86749866,19,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541249,1,1,1,19,1,140.2687384,19,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541250,1,1,1,19,1,130.38187676,19,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541250,1,2,1,19,1,130.38187676,19,2018,02,201802,50,2,2,3,2,2,2,1,,,,,,,1,1
4541251,1,1,1,19,1,139.94367122,19,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541252,1,1,1,19,1,139.94367122,19,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541253,1,1,1,19,1,117.24660234,19,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4541254,1,1,1,19,1,144.66218859,19,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541254,1,2,1,19,1,144.66218859,19,2018,02,201802,50,,2,6,2,1,,,,,,,,,,1
4541255,1,1,1,19,1,128.60539479,19,2018,02,201802,50,,1,3,2,2,2,2,2,,,,,,,1
4541256,1,1,1,19,1,81.497264665,19,2018,02,201802,50,,1,6,2,2,2,2,2,,,,,,,1
4541256,1,2,1,19,1,81.497264665,19,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541256,1,3,1,19,1,81.497264665,19,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4541256,1,4,1,19,1,81.497264665,19,2018,02,201802,50,,4,4,2,2,2,2,2,,,,,,,1
4541256,1,5,1,19,1,81.497264665,19,2018,02,201802,50,,5,1,,,,,,,,,,,,1
4541256,1,7,1,19,1,81.497264665,19,2018,02,201802,50,,7,3,2,2,2,2,2,,,,,,,1
4541256,1,8,1,19,1,81.497264665,19,2018,02,201802,50,,8,1,,,,,,,,,,,,1
4541257,1,1,1,19,1,93.356725307,19,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541257,1,2,1,19,1,93.356725307,19,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541257,1,3,1,19,1,93.356725307,19,2018,02,201802,50,,3,6,2,2,2,2,2,,,,,,,1
4541257,1,4,1,19,1,93.356725307,19,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4541258,1,1,1,19,1,139.94367122,19,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541259,1,1,1,19,1,136.95063919,19,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541259,1,2,1,19,1,136.95063919,19,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541260,1,1,1,19,1,141.86749866,19,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541261,1,1,1,19,1,138.44873339,19,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541261,1,2,1,19,1,138.44873339,19,2018,02,201802,50,,1,3,2,2,2,2,2,,,,,,,1
4541262,1,1,1,19,1,146.24804735,19,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541262,1,2,1,19,1,146.24804735,19,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541264,1,1,1,19,1,102.36926507,19,2018,02,201802,50,,1,6,2,2,2,2,2,,,,,,,1
4541264,1,2,1,19,1,102.36926507,19,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4541264,1,3,1,19,1,102.36926507,19,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4541264,1,4,1,19,1,102.36926507,19,2018,02,201802,50,,4,3,2,2,2,2,2,,,,,,,1
4541265,1,1,1,19,1,117.24660234,19,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4541266,1,1,1,19,1,122.17625895,19,2018,02,201802,50,2,1,4,2,2,2,1,,,,,,,1,1
4541266,1,2,1,19,1,122.17625895,19,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541266,1,3,1,19,1,122.17625895,19,2018,02,201802,50,,2,3,2,2,2,2,2,,,,,,,1
4541281,1,1,1,19,1,128.58487877,19,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541295,1,1,1,20,1,243.52303989,20,2018,02,201802,50,1,1,2,2,2,2,1,,,,,,,1,1
4541295,1,2,1,20,1,243.52303989,20,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4541296,1,1,1,20,1,169.52728783,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541296,1,2,1,20,1,169.52728783,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541297,1,1,1,20,1,295.45882075,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541297,1,2,1,20,1,295.45882075,20,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4541297,1,3,1,20,1,295.45882075,20,2018,02,201802,50,,1,5,,,,,,,,,,,,1
4541298,1,1,1,20,1,223.21354,20,2018,02,201802,50,,1,4,1,,,,,,,,,,,1
4541298,1,2,1,20,1,223.21354,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541298,1,3,1,20,1,223.21354,20,2018,02,201802,50,,3,4,2,2,1,,,,,,,,,1
4541299,1,1,1,20,1,298.16743018,20,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4541299,1,2,1,20,1,298.16743018,20,2018,02,201802,50,,2,6,2,2,2,2,2,,,,,,,1
4541299,1,3,1,20,1,298.16743018,20,2018,02,201802,50,,3,3,2,2,2,2,2,,,,,,,1
4541300,1,1,1,20,1,218.6097147,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541300,1,2,1,20,1,218.6097147,20,2018,02,201802,50,,2,4,2,2,2,2,1,4,1,2,,,,1
4541300,1,4,1,20,1,218.6097147,20,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4541301,1,1,1,20,1,245.89784119,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541301,1,2,1,20,1,245.89784119,20,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4541302,1,1,1,20,1,147.94951264,20,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4541302,1,2,1,20,1,147.94951264,20,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4541302,1,4,1,20,1,147.94951264,20,2018,02,201802,50,,4,1,,,,,,,,,,,,1
4541303,1,1,1,20,1,105.7652724,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541303,1,2,1,20,1,105.7652724,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541304,1,1,1,20,1,101.59498807,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541304,1,2,1,20,1,101.59498807,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541304,1,3,1,20,1,101.59498807,20,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4541304,1,4,1,20,1,101.59498807,20,2018,02,201802,50,,4,4,2,2,2,2,2,,,,,,,1
4541306,1,1,1,20,1,164.43475168,20,2018,02,201802,50,,1,5,,,,,,,,,,,,1
4541306,1,2,1,20,1,164.43475168,20,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4541306,1,3,1,20,1,164.43475168,20,2018,02,201802,50,2,3,2,2,2,2,1,,,,,,,1,1
4541307,1,1,1,20,1,107.86281121,20,2018,02,201802,50,,1,5,,,,,,,,,,,,1
4541307,1,2,1,20,1,107.86281121,20,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4541307,1,3,1,20,1,107.86281121,20,2018,02,201802,50,1,3,4,2,2,2,1,,,,,,,1,1
4541307,1,4,1,20,1,107.86281121,20,2018,02,201802,50,,4,4,2,2,2,2,1,6,2,,2,,,1
4541307,1,5,1,20,1,107.86281121,20,2018,02,201802,50,,5,1,,,,,,,,,,,,1
4541308,1,1,1,20,1,169.20548735,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541309,1,1,1,20,1,283.28004912,20,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4541310,1,1,1,20,1,267.13790498,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541310,1,2,1,20,1,267.13790498,20,2018,02,201802,50,,2,4,2,2,2,2,1,2,2,,2,,,1
4541310,1,3,1,20,1,267.13790498,20,2018,02,201802,50,,3,3,2,2,2,2,2,,,,,,,1
4541311,1,1,1,20,1,230.44031262,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541311,1,2,1,20,1,230.44031262,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541312,1,1,1,20,1,175.92514035,20,2018,02,201802,50,,1,4,2,2,2,2,1,2,2,,2,,,1
4541312,1,2,1,20,1,175.92514035,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541312,1,3,1,20,1,175.92514035,20,2018,02,201802,50,,4,4,2,2,2,2,1,2,2,,2,,,1
4541312,1,4,1,20,1,175.92514035,20,2018,02,201802,50,,4,1,,,,,,,,,,,,1
4541312,1,5,1,20,1,175.92514035,20,2018,02,201802,50,,5,3,2,2,2,2,2,,,,,,,1
4541313,1,1,1,20,1,245.89784119,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541313,1,2,1,20,1,245.89784119,20,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4541314,1,1,1,20,1,139.21163707,20,2018,02,201802,50,,1,4,2,2,2,2,1,11,,,,,,1
4541314,1,2,1,20,1,139.21163707,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541314,1,3,1,20,1,139.21163707,20,2018,02,201802,50,,1,5,,,,,,,,,,,,1
4541314,1,4,1,20,1,139.21163707,20,2018,02,201802,50,,1,5,,,,,,,,,,,,1
4541314,1,5,1,20,1,139.21163707,20,2018,02,201802,50,,5,1,,,,,,,,,,,,1
4541314,1,6,1,20,1,139.21163707,20,2018,02,201802,50,,6,1,,,,,,,,,,,,1
4541314,1,7,1,20,1,139.21163707,20,2018,02,201802,50,,7,3,2,2,2,2,1,12,,,,,,1
4541315,1,1,1,20,1,263.71428943,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541315,1,2,1,20,1,263.71428943,20,2018,02,201802,50,,2,6,2,2,2,2,2,,,,,,,1
4541315,1,3,1,20,1,263.71428943,20,2018,02,201802,50,,3,6,2,2,2,2,2,,,,,,,1
4541315,1,7,1,20,1,263.71428943,20,2018,02,201802,50,,7,4,2,2,2,2,2,,,,,,,1
4541315,1,8,1,20,1,263.71428943,20,2018,02,201802,50,,8,6,2,2,2,2,1,2,2,,2,,,1
4541316,1,1,1,20,1,137.73064586,20,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4541316,1,2,1,20,1,137.73064586,20,2018,02,201802,50,,2,5,,,,,,,,,,,,1
4541317,1,1,1,20,1,262.22140461,20,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4541318,1,1,1,20,1,273.85467233,20,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4541318,1,2,1,20,1,273.85467233,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541319,1,1,1,20,1,218.47845891,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541319,1,2,1,20,1,218.47845891,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541320,1,1,1,20,1,237.90368145,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541320,1,2,1,20,1,237.90368145,20,2018,02,201802,50,1,2,4,2,2,2,1,,,,,,,1,1
4541321,1,1,1,20,1,163.45041918,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541321,1,2,1,20,1,163.45041918,20,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4541321,1,3,1,20,1,163.45041918,20,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4541321,1,4,1,20,1,163.45041918,20,2018,02,201802,50,,4,2,2,2,1,,,,,,,,,1
4541321,1,5,1,20,1,163.45041918,20,2018,02,201802,50,,5,4,2,2,2,2,1,8,2,,2,,,1
4541322,1,1,1,20,1,215.103806,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541322,1,2,1,20,1,215.103806,20,2018,02,201802,50,,2,4,2,2,2,2,1,11,,,,,,1
4541322,1,4,1,20,1,215.103806,20,2018,02,201802,50,1,4,4,2,2,2,1,,,,,,,1,1
4541323,1,1,1,20,1,174.23495462,20,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4541323,1,2,1,20,1,174.23495462,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541323,1,4,1,20,1,174.23495462,20,2018,02,201802,50,2,4,2,2,2,2,1,,,,,,,1,1
4541324,1,1,1,20,1,234.0976631,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541324,1,2,1,20,1,234.0976631,20,2018,02,201802,50,2,2,4,2,2,2,1,,,,,,,1,1
4541324,1,5,1,20,1,234.0976631,20,2018,02,201802,50,,5,4,2,2,2,2,1,13,,,,,,1
4541325,1,1,1,20,1,135.72258637,20,2018,02,201802,50,,1,4,2,1,,,,,,,,,,1
4541325,1,2,1,20,1,135.72258637,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541326,1,1,1,20,1,189.87390246,20,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4541326,1,2,1,20,1,189.87390246,20,2018,02,201802,50,1,2,4,2,2,2,1,,,,,,,1,1
4541326,1,3,1,20,1,189.87390246,20,2018,02,201802,50,,3,3,2,2,2,2,2,,,,,,,1
4541326,1,4,1,20,1,189.87390246,20,2018,02,201802,50,,4,3,2,2,2,2,2,,,,,,,1
4541327,1,1,1,20,1,101.59498807,20,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4541327,1,2,1,20,1,101.59498807,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541327,1,3,1,20,1,101.59498807,20,2018,02,201802,50,1,3,4,2,2,2,1,,,,,,,1,1
4541327,1,4,1,20,1,101.59498807,20,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4541327,1,5,1,20,1,101.59498807,20,2018,02,201802,50,,5,1,,,,,,,,,,,,1
4541327,1,6,1,20,1,101.59498807,20,2018,02,201802,50,,4,3,2,2,2,2,2,,,,,,,1
4541328,1,1,1,20,1,228.55302116,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541328,1,2,1,20,1,228.55302116,20,2018,02,201802,50,,2,4,1,,,,,,,,,,,1
4541328,1,3,1,20,1,228.55302116,20,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4541328,1,4,1,20,1,228.55302116,20,2018,02,201802,50,,4,1,,,,,,,,,,,,1
4541328,1,5,1,20,1,228.55302116,20,2018,02,201802,50,,6,3,2,2,2,2,2,,,,,,,1
4541329,1,1,1,20,1,209.90837544,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541330,1,1,1,20,1,147.81825685,20,2018,02,201802,50,,1,4,1,,,,,,,,,,,1
4541330,1,2,1,20,1,147.81825685,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541331,1,1,1,20,1,248.27786464,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541331,1,2,1,20,1,248.27786464,20,2018,02,201802,50,,2,3,2,2,2,2,2,,,,,,,1
4541331,1,3,1,20,1,248.27786464,20,2018,02,201802,50,,3,3,2,2,2,2,2,,,,,,,1
4541332,1,1,1,20,1,230.11172663,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541332,1,2,1,20,1,230.11172663,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541332,1,3,1,20,1,230.11172663,20,2018,02,201802,50,,3,3,2,2,1,,,,,,,,,1
4541333,1,1,1,20,1,159.78011056,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541333,1,2,1,20,1,159.78011056,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541334,1,1,1,20,1,263.9232136,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541335,1,1,1,20,1,164.27307606,20,2018,02,201802,50,,1,5,,,,,,,,,,,,1
4541335,1,2,1,20,1,164.27307606,20,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4541336,1,1,1,20,1,184.03084061,20,2018,02,201802,50,,1,6,2,2,1,,,,,,,,,1
4541336,1,2,1,20,1,184.03084061,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541336,1,3,1,20,1,184.03084061,20,2018,02,201802,50,,3,4,2,2,2,2,1,2,1,1,,3,1,1
4541336,1,4,1,20,1,184.03084061,20,2018,02,201802,50,,4,3,2,2,2,2,2,,,,,,,1
4541337,1,1,1,20,1,101.59498807,20,2018,02,201802,50,,1,4,2,1,,,,,,,,,,1
4541337,1,2,1,20,1,101.59498807,20,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4541337,1,3,1,20,1,101.59498807,20,2018,02,201802,50,1,3,4,2,2,2,1,,,,,,,1,1
4541337,1,4,1,20,1,101.59498807,20,2018,02,201802,50,,4,1,,,,,,,,,,,,1
4541338,1,1,1,20,1,247.73236073,20,2018,02,201802,50,,1,6,2,2,2,2,2,,,,,,,1
4541338,1,2,1,20,1,247.73236073,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541339,1,1,1,20,1,237.70258388,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541339,1,2,1,20,1,237.70258388,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541340,1,1,1,20,1,184.51584921,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541340,1,2,1,20,1,184.51584921,20,2018,02,201802,50,,2,3,2,2,2,2,2,,,,,,,1
4541340,1,3,1,20,1,184.51584921,20,2018,02,201802,50,,3,5,,,,,,,,,,,,1
4541341,1,1,1,20,1,206.38278843,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541341,1,2,1,20,1,206.38278843,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541342,1,1,1,20,1,164.64790221,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541342,1,2,1,20,1,164.64790221,20,2018,02,201802,50,,3,3,2,2,2,2,2,,,,,,,1
4541342,1,4,1,20,1,164.64790221,20,2018,02,201802,50,,4,1,,,,,,,,,,,,1
4541343,1,1,1,20,1,110.98802327,20,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4541343,1,2,1,20,1,110.98802327,20,2018,02,201802,50,,2,5,,,,,,,,,,,,1
4541343,1,3,1,20,1,110.98802327,20,2018,02,201802,50,,1,5,,,,,,,,,,,,1
4541343,1,4,1,20,1,110.98802327,20,2018,02,201802,50,,5,4,2,2,2,2,2,,,,,,,1
4541344,1,1,1,20,1,226.96172422,20,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4541344,1,2,1,20,1,226.96172422,20,2018,02,201802,50,,2,4,2,2,2,2,1,6,2,,2,,,1
4541345,1,1,1,20,1,101.59498807,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541345,1,2,1,20,1,101.59498807,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541345,1,3,1,20,1,101.59498807,20,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4541345,1,4,1,20,1,101.59498807,20,2018,02,201802,50,,4,4,2,2,2,2,2,,,,,,,1
4541346,1,1,1,20,1,306.04050262,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541347,1,1,1,20,1,122.59491776,20,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4541347,1,2,1,20,1,122.59491776,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541347,1,3,1,20,1,122.59491776,20,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4541348,1,1,1,20,1,113.16954097,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541348,1,2,1,20,1,113.16954097,20,2018,02,201802,50,,2,3,1,,,,,,,,,,,1
4541348,1,3,1,20,1,113.16954097,20,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4541348,1,5,1,20,1,113.16954097,20,2018,02,201802,50,,5,4,2,2,2,2,2,,,,,,,1
4541349,1,1,1,20,1,107.23983904,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541349,1,2,1,20,1,107.23983904,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541349,1,3,1,20,1,107.23983904,20,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4541349,1,4,1,20,1,107.23983904,20,2018,02,201802,50,,4,4,2,2,2,2,2,,,,,,,1
4541349,1,5,1,20,1,107.23983904,20,2018,02,201802,50,,1,3,2,2,2,2,2,,,,,,,1
4541350,1,1,1,20,1,267.56088577,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541350,1,2,1,20,1,267.56088577,20,2018,02,201802,50,,2,3,2,2,2,2,2,,,,,,,1
4541350,1,3,1,20,1,267.56088577,20,2018,02,201802,50,,3,3,2,2,2,2,2,,,,,,,1
4541351,1,1,1,20,1,114.66136828,20,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4541351,1,2,1,20,1,114.66136828,20,2018,02,201802,50,,2,4,2,2,2,2,1,8,2,,2,,,1
4541351,1,3,1,20,1,114.66136828,20,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4541351,1,4,1,20,1,114.66136828,20,2018,02,201802,50,1,4,4,2,2,2,1,,,,,,,1,1
4541351,1,5,1,20,1,114.66136828,20,2018,02,201802,50,1,5,4,2,2,2,1,,,,,,,1,1
4541351,1,6,1,20,1,114.66136828,20,2018,02,201802,50,1,6,4,2,2,2,1,,,,,,,1,1
4541351,1,7,1,20,1,114.66136828,20,2018,02,201802,50,,7,3,2,2,2,2,2,,,,,,,1
4541352,1,1,1,20,1,146.64604083,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541352,1,2,1,20,1,146.64604083,20,2018,02,201802,50,,2,4,2,2,2,2,1,9,,,,,,1
4541352,1,3,1,20,1,146.64604083,20,2018,02,201802,50,,2,3,2,2,2,2,2,,,,,,,1
4541352,1,4,1,20,1,146.64604083,20,2018,02,201802,50,,2,3,2,2,2,2,2,,,,,,,1
4541352,1,5,1,20,1,146.64604083,20,2018,02,201802,50,,2,3,2,2,2,2,2,,,,,,,1
4541352,1,7,1,20,1,146.64604083,20,2018,02,201802,50,,7,5,,,,,,,,,,,,1
4541353,1,1,1,20,1,218.28791422,20,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4541353,1,2,1,20,1,218.28791422,20,2018,02,201802,50,,2,3,2,2,2,2,1,12,,,,,,1
4541354,1,1,1,20,1,240.02736503,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541354,1,2,1,20,1,240.02736503,20,2018,02,201802,50,2,2,2,2,2,2,1,,,,,,,1,1
4541355,1,1,1,20,1,263.9232136,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541356,1,1,1,20,1,185.13522765,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541356,1,2,1,20,1,185.13522765,20,2018,02,201802,50,1,2,4,2,2,2,1,,,,,,,1,1
4541356,1,6,1,20,1,185.13522765,20,2018,02,201802,50,1,6,4,2,2,2,1,,,,,,,1,1
4541356,1,8,1,20,1,185.13522765,20,2018,02,201802,50,,8,4,2,2,2,2,2,,,,,,,1
4541357,1,1,1,20,1,263.9232136,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541358,1,1,1,20,1,230.98581652,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541358,1,2,1,20,1,230.98581652,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541358,1,3,1,20,1,230.98581652,20,2018,02,201802,50,,3,3,2,2,2,2,2,,,,,,,1
4541359,1,1,1,20,1,251.96135989,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541360,1,1,1,20,1,205.67937629,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541360,1,2,1,20,1,205.67937629,20,2018,02,201802,50,,2,6,2,2,2,2,2,,,,,,,1
4541361,1,1,1,20,1,183.86916499,20,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4541361,1,2,1,20,1,183.86916499,20,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4541361,1,3,1,20,1,183.86916499,20,2018,02,201802,50,,3,3,2,2,2,2,2,,,,,,,1
4541362,1,1,1,20,1,277.95474726,20,2018,02,201802,50,,1,4,2,2,2,2,1,11,,,,,,1
4541362,1,2,1,20,1,277.95474726,20,2018,02,201802,50,,2,3,2,2,2,2,1,12,,,,,,1
