DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P6290,P6230,P6240,P6250,P6260,P6270,P6280,P6300,P6310,P6320,P6330,P6340,P6350,P6351,FT
4537919,1,1,1,,1,4400.2906279,68,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4537919,1,2,1,,1,4400.2906279,68,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4537919,1,3,1,,1,4400.2906279,68,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4537919,1,4,1,,1,4400.2906279,68,2018,02,201802,50,,2,3,2,2,2,2,2,,,,,,,1
4537920,1,1,1,,1,3669.3062134,68,2018,02,201802,50,1,1,2,2,2,2,1,,,,,,,1,1
4537921,1,1,1,,1,4671.8661641,68,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4537922,1,1,1,,1,3904.8440648,68,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4537922,1,2,1,,1,3904.8440648,68,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4537922,1,3,1,,1,3904.8440648,68,2018,02,201802,50,2,3,2,2,2,2,1,,,,,,,1,1
4537923,1,1,1,,1,6014.6069592,68,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4537923,1,2,1,,1,6014.6069592,68,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4537923,1,3,1,,1,6014.6069592,68,2018,02,201802,50,,3,6,1,,,,,,,,,,,1
4537923,1,4,1,,1,6014.6069592,68,2018,02,201802,50,,4,1,,,,,,,,,,,,1
4537924,1,1,1,,1,7058.6231554,68,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4537924,1,2,1,,1,7058.6231554,68,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4537924,1,3,1,,1,7058.6231554,68,2018,02,201802,50,1,3,2,2,2,2,1,,,,,,,1,1
4537924,1,4,1,,1,7058.6231554,68,2018,02,201802,50,2,4,2,2,2,2,1,,,,,,,1,1
4537924,1,5,1,,1,7058.6231554,68,2018,02,201802,50,,5,1,,,,,,,,,,,,1
4537925,1,1,1,,1,5206.7793461,68,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4537925,1,2,1,,1,5206.7793461,68,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4537926,1,1,1,,1,4954.7114699,68,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4537927,1,1,1,,1,5804.4939234,68,2018,02,201802,50,,1,5,,,,,,,,,,,,1
4537927,1,2,1,,1,5804.4939234,68,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4537927,1,3,1,,1,5804.4939234,68,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4537927,1,4,1,,1,5804.4939234,68,2018,02,201802,50,,4,1,,,,,,,,,,,,1
4537927,1,5,1,,1,5804.4939234,68,2018,02,201802,50,,5,1,,,,,,,,,,,,1
4537979,1,1,1,05,1,794.74011548,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4537979,1,2,1,05,1,794.74011548,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4537979,1,3,1,05,1,794.74011548,05,2018,02,201802,50,,3,4,1,,,,,,,,,,,1
4537979,1,4,1,05,1,794.74011548,05,2018,02,201802,50,,4,1,,,,,,,,,,,,1
4537980,1,1,1,05,1,620.19040408,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4537980,1,2,1,05,1,620.19040408,05,2018,02,201802,50,,2,4,2,2,1,,,,,,,,,1
4537981,1,1,1,05,1,1329.4920626,05,2018,02,201802,50,,1,6,1,,,,,,,,,,,1
4537981,1,2,1,05,1,1329.4920626,05,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4537981,1,3,1,05,1,1329.4920626,05,2018,02,201802,50,2,3,3,2,2,2,1,,,,,,,1,1
4537981,1,4,1,05,1,1329.4920626,05,2018,02,201802,50,,4,3,2,2,2,2,2,,,,,,,1
4537982,1,1,1,05,1,1172.0454426,05,2018,02,201802,50,,1,6,2,2,2,2,1,8,2,,2,,,1
4537982,1,2,1,05,1,1172.0454426,05,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4537983,1,1,1,05,1,1347.0880393,05,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4537984,1,1,1,05,1,717.10483606,05,2018,02,201802,50,,1,4,2,2,2,2,1,5,2,,1,5,1,1
4537984,1,2,1,05,1,717.10483606,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4537985,1,1,1,05,1,1180.8364982,05,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4537985,1,2,1,05,1,1180.8364982,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4537986,1,1,1,05,1,1172.0454426,05,2018,02,201802,50,,2,6,2,2,2,2,2,,,,,,,1
4537986,1,2,1,05,1,1172.0454426,05,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4537987,1,1,1,05,1,646.88653451,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4537987,1,2,1,05,1,646.88653451,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4537987,1,3,1,05,1,646.88653451,05,2018,02,201802,50,,2,6,2,2,2,2,2,,,,,,,1
4537987,1,4,1,05,1,646.88653451,05,2018,02,201802,50,,4,3,2,2,2,2,1,12,,,,,,1
4537987,1,5,1,05,1,646.88653451,05,2018,02,201802,50,,5,1,,,,,,,,,,,,1
4537988,1,1,1,05,1,1071.16052,05,2018,02,201802,50,,1,4,1,,,,,,,,,,,1
4537989,1,1,1,05,1,1114.7522422,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4537989,1,2,1,05,1,1114.7522422,05,2018,02,201802,50,,2,4,2,2,2,2,1,11,,,,,,1
4537989,1,3,1,05,1,1114.7522422,05,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4537989,1,4,1,05,1,1114.7522422,05,2018,02,201802,50,,4,6,2,1,,,,,,,,,,1
4537989,1,7,1,05,1,1114.7522422,05,2018,02,201802,50,,7,1,,,,,,,,,,,,1
4537989,1,8,1,05,1,1114.7522422,05,2018,02,201802,50,,8,1,,,,,,,,,,,,1
4537990,1,1,1,05,1,1371.9851891,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4537990,1,2,1,05,1,1371.9851891,05,2018,02,201802,50,1,2,2,2,2,2,1,,,,,,,1,1
4537991,1,1,1,05,1,1042.5464808,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4537991,1,2,1,05,1,1042.5464808,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4537991,1,5,1,05,1,1042.5464808,05,2018,02,201802,50,,5,4,2,2,2,2,2,,,,,,,1
4537991,1,6,1,05,1,1042.5464808,05,2018,02,201802,50,,6,6,2,2,2,2,2,,,,,,,1
4537991,1,7,1,05,1,1042.5464808,05,2018,02,201802,50,,7,1,,,,,,,,,,,,1
4537992,1,1,1,05,1,1457.0225134,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4537992,1,2,1,05,1,1457.0225134,05,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4537993,1,1,1,05,1,778.00698163,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4537993,1,2,1,05,1,778.00698163,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4537993,1,3,1,05,1,778.00698163,05,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4537993,1,4,1,05,1,778.00698163,05,2018,02,201802,50,,4,4,2,2,2,2,2,,,,,,,1
4537993,1,5,1,05,1,778.00698163,05,2018,02,201802,50,,5,1,,,,,,,,,,,,1
4537994,1,1,1,05,1,1168.074952,05,2018,02,201802,50,1,1,4,2,2,2,1,,,,,,,1,1
4537995,1,1,1,05,1,896.11792332,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4537995,1,2,1,05,1,896.11792332,05,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4537996,1,1,1,05,1,1314.9131861,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4537997,1,1,1,05,1,713.642518,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4537997,1,2,1,05,1,713.642518,05,2018,02,201802,50,,2,3,2,2,2,2,2,,,,,,,1
4537997,1,4,1,05,1,713.642518,05,2018,02,201802,50,,4,1,,,,,,,,,,,,1
4537997,1,5,1,05,1,713.642518,05,2018,02,201802,50,,5,6,2,2,2,2,2,,,,,,,1
4537998,1,1,1,05,1,1476.6753299,05,2018,02,201802,50,,1,4,2,2,2,2,1,7,2,,2,,,1
4537998,1,2,1,05,1,1476.6753299,05,2018,02,201802,50,1,2,2,2,2,2,1,,,,,,,1,1
4537998,1,3,1,05,1,1476.6753299,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4537999,1,1,1,05,1,826.69760557,05,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4537999,1,2,1,05,1,826.69760557,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4537999,1,3,1,05,1,826.69760557,05,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4538000,1,1,1,05,1,1298.6893218,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538000,1,2,1,05,1,1298.6893218,05,2018,02,201802,50,,2,3,2,2,2,2,2,,,,,,,1
4538001,1,1,1,05,1,1038.7238423,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538001,1,2,1,05,1,1038.7238423,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538002,1,1,1,05,1,1249.5465676,05,2018,02,201802,50,,1,6,2,2,2,2,2,,,,,,,1
4538002,1,2,1,05,1,1249.5465676,05,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4538002,1,3,1,05,1,1249.5465676,05,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4538003,1,1,1,05,1,1346.051323,05,2018,02,201802,50,,1,6,2,2,2,2,2,,,,,,,1
4538003,1,2,1,05,1,1346.051323,05,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4538003,1,3,1,05,1,1346.051323,05,2018,02,201802,50,2,3,2,2,2,2,1,,,,,,,1,1
4538003,1,4,1,05,1,1346.051323,05,2018,02,201802,50,,4,4,2,2,2,2,1,11,,,,,,1
4538003,1,5,1,05,1,1346.051323,05,2018,02,201802,50,,5,1,,,,,,,,,,,,1
4538003,1,6,1,05,1,1346.051323,05,2018,02,201802,50,1,6,4,2,2,2,1,,,,,,,1,1
4538004,1,1,1,05,1,1347.0880393,05,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4538005,1,1,1,05,1,1289.6063596,05,2018,02,201802,50,,1,6,2,2,2,2,2,,,,,,,1
4538005,1,2,1,05,1,1289.6063596,05,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4538005,1,3,1,05,1,1289.6063596,05,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4538006,1,1,1,05,1,1386.4375829,05,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4538006,1,2,1,05,1,1386.4375829,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538006,1,3,1,05,1,1386.4375829,05,2018,02,201802,50,,3,3,2,2,2,2,1,12,,,,,,1
4538007,1,1,1,05,1,1116.7375655,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538007,1,2,1,05,1,1116.7375655,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538008,1,1,1,05,1,545.9135551,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538008,1,2,1,05,1,545.9135551,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538008,1,3,1,05,1,545.9135551,05,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4538008,1,4,1,05,1,545.9135551,05,2018,02,201802,50,,4,3,2,2,1,,,,,,,,,1
4538009,1,1,1,05,1,664.39163081,05,2018,02,201802,50,,1,6,2,2,2,2,1,8,1,1,,3,1,1
4538009,1,2,1,05,1,664.39163081,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538009,1,3,1,05,1,664.39163081,05,2018,02,201802,50,,3,6,2,2,2,2,1,11,,,,,,1
4538010,1,1,1,05,1,1005.7939015,05,2018,02,201802,50,,1,6,2,2,2,2,2,,,,,,,1
4538010,1,2,1,05,1,1005.7939015,05,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4538010,1,3,1,05,1,1005.7939015,05,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4538011,1,1,1,05,1,1078.7198113,05,2018,02,201802,50,1,1,6,2,2,2,1,,,,,,,1,1
4538011,1,2,1,05,1,1078.7198113,05,2018,02,201802,50,1,2,4,2,2,2,1,,,,,,,1,1
4538012,1,1,1,05,1,809.72866854,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538012,1,2,1,05,1,809.72866854,05,2018,02,201802,50,,1,3,2,2,1,,,,,,,,,1
4538012,1,3,1,05,1,809.72866854,05,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4538012,1,4,1,05,1,809.72866854,05,2018,02,201802,50,,4,3,2,2,2,2,2,,,,,,,1
4538013,1,1,1,05,1,1355.2520553,05,2018,02,201802,50,,1,6,2,2,2,2,2,,,,,,,1
4538013,1,2,1,05,1,1355.2520553,05,2018,02,201802,50,,2,4,2,2,2,2,1,8,1,1,,2,1,1
4538013,1,3,1,05,1,1355.2520553,05,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4538014,1,1,1,05,1,1291.0327969,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538014,1,2,1,05,1,1291.0327969,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538015,1,1,1,05,1,1290.1425189,05,2018,02,201802,50,2,1,2,2,2,2,1,,,,,,,1,1
4538015,1,2,1,05,1,1290.1425189,05,2018,02,201802,50,,2,3,2,2,2,2,2,,,,,,,1
4538016,1,1,1,05,1,1077.2101654,05,2018,02,201802,50,,1,6,2,2,2,2,2,,,,,,,1
4538016,1,2,1,05,1,1077.2101654,05,2018,02,201802,50,,2,4,2,2,2,2,1,5,1,1,,12,1,1
4538016,1,3,1,05,1,1077.2101654,05,2018,02,201802,50,,3,6,2,2,2,2,2,,,,,,,1
4538017,1,1,1,05,1,1268.6148413,05,2018,02,201802,50,,1,6,2,2,2,2,2,,,,,,,1
4538017,1,2,1,05,1,1268.6148413,05,2018,02,201802,50,,2,3,2,2,2,2,2,,,,,,,1
4538017,1,3,1,05,1,1268.6148413,05,2018,02,201802,50,,3,3,2,2,2,2,2,,,,,,,1
4538018,1,1,1,05,1,1240.7555119,05,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4538018,1,2,1,05,1,1240.7555119,05,2018,02,201802,50,,1,6,2,2,2,2,2,,,,,,,1
4538018,1,3,1,05,1,1240.7555119,05,2018,02,201802,50,,1,6,2,2,2,2,2,,,,,,,1
4538019,1,1,1,05,1,619.92857955,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538019,1,2,1,05,1,619.92857955,05,2018,02,201802,50,,2,4,1,,,,,,,,,,,1
4538019,1,3,1,05,1,619.92857955,05,2018,02,201802,50,,3,3,2,2,2,2,2,,,,,,,1
4538020,1,1,1,05,1,1249.0522685,05,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4538020,1,2,1,05,1,1249.0522685,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538020,1,3,1,05,1,1249.0522685,05,2018,02,201802,50,,3,3,2,2,2,2,2,,,,,,,1
4538021,1,1,1,05,1,545.9135551,05,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4538021,1,2,1,05,1,545.9135551,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538021,1,3,1,05,1,545.9135551,05,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4538021,1,4,1,05,1,545.9135551,05,2018,02,201802,50,,4,1,,,,,,,,,,,,1
4538021,1,5,1,05,1,545.9135551,05,2018,02,201802,50,2,5,2,2,2,2,1,,,,,,,1,1
4538021,1,6,1,05,1,545.9135551,05,2018,02,201802,50,,6,1,,,,,,,,,,,,1
4538021,1,8,1,05,1,545.9135551,05,2018,02,201802,50,,8,1,,,,,,,,,,,,1
4538021,1,9,1,05,1,545.9135551,05,2018,02,201802,50,,9,3,2,2,2,2,2,,,,,,,1
4538022,1,1,1,05,1,1246.4553041,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538022,1,2,1,05,1,1246.4553041,05,2018,02,201802,50,,2,4,1,,,,,,,,,,,1
4538022,1,6,1,05,1,1246.4553041,05,2018,02,201802,50,,6,6,2,2,2,2,2,,,,,,,1
4538023,1,1,1,05,1,1148.661645,05,2018,02,201802,50,,1,4,1,,,,,,,,,,,1
4538023,1,2,1,05,1,1148.661645,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538024,1,1,1,05,1,1392.6650847,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538024,1,2,1,05,1,1392.6650847,05,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4538025,1,1,1,05,1,1570.1741151,05,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4538025,2,1,2,05,1,1570.1741151,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538026,1,1,1,05,1,1386.4375829,05,2018,02,201802,50,,1,6,2,2,2,2,2,,,,,,,1
4538026,1,2,1,05,1,1386.4375829,05,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4538026,1,3,1,05,1,1386.4375829,05,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4538027,1,1,1,05,1,704.36821413,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538027,1,2,1,05,1,704.36821413,05,2018,02,201802,50,,2,4,2,2,2,2,2,,,,,,,1
4538027,1,3,1,05,1,704.36821413,05,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4538028,1,1,1,05,1,1132.6996053,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538028,1,2,1,05,1,1132.6996053,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538029,1,1,1,05,1,1291.0327969,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538029,1,2,1,05,1,1291.0327969,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538030,1,1,1,05,1,1302.2597728,05,2018,02,201802,50,,1,5,,,,,,,,,,,,1
4538030,1,2,1,05,1,1302.2597728,05,2018,02,201802,50,,2,4,1,,,,,,,,,,,1
4538031,1,1,1,05,1,1259.1087173,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538031,1,2,1,05,1,1259.1087173,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538032,1,1,1,05,1,1132.6996053,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538032,1,2,1,05,1,1132.6996053,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538033,1,1,1,05,1,1124.7812559,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538033,1,2,1,05,1,1124.7812559,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538033,1,4,1,05,1,1124.7812559,05,2018,02,201802,50,,4,1,,,,,,,,,,,,1
4538034,1,1,1,05,1,1359.4796279,05,2018,02,201802,50,,1,6,2,2,2,2,2,,,,,,,1
4538035,1,1,1,05,1,1387.6854044,05,2018,02,201802,50,1,1,4,2,2,2,1,,,,,,,1,1
4538035,1,2,1,05,1,1387.6854044,05,2018,02,201802,50,,1,3,2,2,2,2,2,,,,,,,1
4538035,1,4,1,05,1,1387.6854044,05,2018,02,201802,50,,4,1,,,,,,,,,,,,1
4538036,1,1,1,05,1,1361.6669157,05,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4538036,1,2,1,05,1,1361.6669157,05,2018,02,201802,50,,2,4,2,2,2,2,1,2,2,,2,,,1
4538036,1,3,1,05,1,1361.6669157,05,2018,02,201802,50,2,3,6,2,2,2,1,,,,,,,1,1
4538036,1,4,1,05,1,1361.6669157,05,2018,02,201802,50,,4,3,2,2,2,2,2,,,,,,,1
4538037,1,1,1,05,1,1009.6562591,05,2018,02,201802,50,,1,6,2,2,2,2,2,,,,,,,1
4538037,1,2,1,05,1,1009.6562591,05,2018,02,201802,50,,1,6,2,2,2,2,2,,,,,,,1
4538038,1,1,1,05,1,1148.661645,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538038,1,2,1,05,1,1148.661645,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538039,1,1,1,05,1,1329.7538871,05,2018,02,201802,50,2,1,4,2,2,2,1,,,,,,,1,1
4538039,1,2,1,05,1,1329.7538871,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538039,1,3,1,05,1,1329.7538871,05,2018,02,201802,50,,3,3,2,2,2,2,2,,,,,,,1
4538040,1,1,1,05,1,1132.6996053,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538040,1,2,1,05,1,1132.6996053,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538041,1,1,1,05,1,893.15835401,05,2018,02,201802,50,,1,6,2,2,2,2,1,10,,,,,,1
4538041,1,2,1,05,1,893.15835401,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538041,1,3,1,05,1,893.15835401,05,2018,02,201802,50,,3,1,,,,,,,,,,,,1
4538041,1,5,1,05,1,893.15835401,05,2018,02,201802,50,,1,6,1,,,,,,,,,,,1
4538042,1,1,1,05,1,1177.5278717,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538043,1,1,1,05,1,1411.827618,05,2018,02,201802,50,2,1,4,2,2,2,1,,,,,,,1,1
4538044,1,1,1,05,1,1148.661645,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538044,1,2,1,05,1,1148.661645,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538045,1,1,1,05,1,1172.1323576,05,2018,02,201802,50,,1,4,2,2,2,2,2,,,,,,,1
4538045,1,2,1,05,1,1172.1323576,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538045,1,3,1,05,1,1172.1323576,05,2018,02,201802,50,1,3,2,2,2,2,1,,,,,,,1,1
4538045,1,4,1,05,1,1172.1323576,05,2018,02,201802,50,,4,1,,,,,,,,,,,,1
4538046,1,1,1,05,1,1457.2843379,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538047,1,1,1,05,1,1098.6546342,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538047,1,2,1,05,1,1098.6546342,05,2018,02,201802,50,1,2,6,2,2,2,1,,,,,,,1,1
4538048,1,1,1,05,1,1038.7238423,05,2018,02,201802,50,,1,3,1,,,,,,,,,,,1
4538048,1,2,1,05,1,1038.7238423,05,2018,02,201802,50,,2,3,1,,,,,,,,,,,1
4538049,1,1,1,05,1,1443.9192625,05,2018,02,201802,50,,1,3,2,2,2,2,2,,,,,,,1
4538050,1,1,1,05,1,1302.2597728,05,2018,02,201802,50,,2,6,2,2,2,2,2,,,,,,,1
4538050,1,2,1,05,1,1302.2597728,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538051,1,1,1,05,1,1110.5100637,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538051,1,2,1,05,1,1110.5100637,05,2018,02,201802,50,,2,4,2,2,1,,,,,,,,,1
4538051,1,3,1,05,1,1110.5100637,05,2018,02,201802,50,,3,3,2,2,2,2,2,,,,,,,1
4538053,1,1,1,05,1,896.11792332,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538053,1,2,1,05,1,896.11792332,05,2018,02,201802,50,,2,4,2,2,2,2,1,11,,,,,,1
4538054,1,1,1,05,1,1508.7669743,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538054,1,2,1,05,1,1508.7669743,05,2018,02,201802,50,,2,4,2,2,2,2,1,13,,,,,,1
4538054,1,3,1,05,1,1508.7669743,05,2018,02,201802,50,,3,3,2,2,2,2,1,12,,,,,,1
4538055,1,1,1,05,1,726.55775573,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
4538055,1,2,1,05,1,726.55775573,05,2018,02,201802,50,,2,1,,,,,,,,,,,,1
4538056,1,1,1,05,1,1132.6996053,05,2018,02,201802,50,,1,1,,,,,,,,,,,,1
