DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,INI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7430,P7440,P7450,P7452,P7454,P7456,P7458,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921
4538005,1,1,1,05,1,1,1289.6063596,05,2018,02,201802,80,1,4,5,2,,,10,3,,2,,,,,3
4538005,1,2,1,05,1,1,1289.6063596,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538006,1,1,1,05,1,1,1386.4375829,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538006,1,3,1,05,1,1,1386.4375829,05,2018,02,201802,80,2,,,,2,,,2,,2,,1,24,500000,2
4538009,1,3,1,05,1,1,664.39163081,05,2018,02,201802,80,1,2,4,2,,,4,1,,2,,2,,98,2
4538010,1,1,1,05,1,1,1005.7939015,05,2018,02,201802,80,1,4,5,2,,,10,3,,2,,,,,3
4538010,1,2,1,05,1,1,1005.7939015,05,2018,02,201802,80,1,4,3,2,,,9,3,,2,,,,,3
4538012,1,4,1,05,1,1,809.72866854,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538013,1,1,1,05,1,1,1355.2520553,05,2018,02,201802,80,1,1,7,2,,,4,3,,2,,,,,3
4538015,1,2,1,05,1,1,1290.1425189,05,2018,02,201802,80,1,1,8,2,,,2,2,,2,,,,,2
4538016,1,1,1,05,1,1,1077.2101654,05,2018,02,201802,80,1,4,5,2,,,10,3,,2,,,,,2
4538016,1,3,1,05,1,1,1077.2101654,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538017,1,1,1,05,1,1,1268.6148413,05,2018,02,201802,80,1,1,5,2,,,10,3,,2,,,,,3
4538017,1,2,1,05,1,1,1268.6148413,05,2018,02,201802,80,1,1,8,2,,,2,1,,2,,,,,2
4538017,1,3,1,05,1,1,1268.6148413,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538018,1,1,1,05,1,1,1240.7555119,05,2018,02,201802,80,1,4,3,2,,,4,2,,2,,,,,2
4538018,1,2,1,05,1,1,1240.7555119,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538018,1,3,1,05,1,1,1240.7555119,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538019,1,3,1,05,1,1,619.92857955,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538020,1,1,1,05,1,1,1249.0522685,05,2018,02,201802,80,1,4,8,2,,,8,2,,2,,,,,2
4538020,1,3,1,05,1,1,1249.0522685,05,2018,02,201802,80,2,,,,1,2,1,2,,2,,,,,2
4538021,1,1,1,05,1,1,545.9135551,05,2018,02,201802,80,1,2,3,2,,,9,2,,2,,,,,2
4538021,1,9,1,05,1,1,545.9135551,05,2018,02,201802,80,1,2,2,2,,,2,2,,2,,,,,2
4538022,1,6,1,05,1,1,1246.4553041,05,2018,02,201802,80,1,4,3,2,,,9,2,,2,,,,,2
4538024,1,2,1,05,1,1,1392.6650847,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538025,1,1,1,05,1,1,1570.1741151,05,2018,02,201802,80,1,1,8,2,,,4,2,,2,,,,,2
4538026,1,1,1,05,1,1,1386.4375829,05,2018,02,201802,80,1,3,4,2,,,4,3,,2,,,,,3
4538026,1,2,1,05,1,1,1386.4375829,05,2018,02,201802,80,1,4,3,2,,,9,2,,2,,,,,2
4538027,1,2,1,05,1,1,704.36821413,05,2018,02,201802,80,1,4,5,2,,,9,3,,1,90000,,,,3
4538030,1,1,1,05,1,1,1302.2597728,05,2018,02,201802,80,1,4,1,2,,,4,3,,2,,,,,3
4538034,1,1,1,05,1,1,1359.4796279,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538035,1,2,1,05,1,1,1387.6854044,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538036,1,1,1,05,1,1,1361.6669157,05,2018,02,201802,80,1,4,3,2,,,8,2,,2,,,,,2
4538036,1,2,1,05,1,1,1361.6669157,05,2018,02,201802,80,1,1,1,2,,,1,2,,2,,1,48,781000,2
4538036,1,4,1,05,1,1,1361.6669157,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538037,1,1,1,05,1,1,1009.6562591,05,2018,02,201802,80,1,1,4,2,,,10,3,,2,,,,,3
4538037,1,2,1,05,1,1,1009.6562591,05,2018,02,201802,80,1,1,5,2,,,10,3,,2,,,,,3
4538039,1,3,1,05,1,1,1329.7538871,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538041,1,1,1,05,1,1,893.15835401,05,2018,02,201802,80,1,2,8,2,,,9,2,,2,,2,,800000,2
4538045,1,1,1,05,1,1,1172.1323576,05,2018,02,201802,80,1,4,3,2,,,9,2,,2,,,,,2
4538049,1,1,1,05,1,1,1443.9192625,05,2018,02,201802,80,2,,,,1,1,2,2,,2,,,,,2
4538050,1,1,1,05,1,1,1302.2597728,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538051,1,3,1,05,1,1,1110.5100637,05,2018,02,201802,80,1,1,2,2,,,2,2,,2,,,,,2
4538053,1,2,1,05,1,1,896.11792332,05,2018,02,201802,80,1,4,7,2,,,8,2,,2,,2,,781200,2
4538054,1,2,1,05,1,1,1508.7669743,05,2018,02,201802,80,1,1,9,2,,,12,2,,1,400000,1,48,800000,2
4538054,1,3,1,05,1,1,1508.7669743,05,2018,02,201802,80,1,2,2,2,,,2,2,,2,,1,48,1000000,2
4538058,1,4,1,05,1,1,545.9135551,05,2018,02,201802,80,1,1,2,2,,,2,2,,1,800000,,,,2
4538059,1,1,1,05,1,1,1049.0890115,05,2018,02,201802,80,1,4,4,2,,,9,2,,2,,,,,2
4538059,1,2,1,05,1,1,1049.0890115,05,2018,02,201802,80,1,4,4,2,,,8,3,,2,,,,,3
4538059,1,4,1,05,1,1,1049.0890115,05,2018,02,201802,80,1,4,4,2,,,4,2,,2,,,,,2
4538060,1,2,1,05,1,1,810.8187745,05,2018,02,201802,80,1,4,7,2,,,8,2,,2,,,,,2
4538062,1,2,1,05,1,1,1566.9603162,05,2018,02,201802,80,1,3,3,2,,,9,1,2,2,,,,,1
4538063,1,1,1,05,1,1,1171.783618,05,2018,02,201802,80,1,1,8,2,,,8,2,,2,,1,48,781242,2
4538063,1,2,1,05,1,1,1171.783618,05,2018,02,201802,80,1,3,8,1,,1,8,3,,2,,,,,3
4538063,1,3,1,05,1,1,1171.783618,05,2018,02,201802,80,2,,,,2,,,2,,2,,1,24,98,2
4538068,1,1,1,05,1,1,1172.0454426,05,2018,02,201802,80,1,2,8,1,,2,4,3,,2,,,,,3
4538068,1,2,1,05,1,1,1172.0454426,05,2018,02,201802,80,1,4,3,2,,,9,2,,2,,,,,2
4538069,1,1,1,05,1,1,1302.2597728,05,2018,02,201802,80,1,4,8,2,,,8,2,,2,,,,,2
4538071,1,4,1,05,1,1,1362.1872362,05,2018,02,201802,80,1,1,8,2,,,8,2,,2,,1,48,781242,2
4538072,1,2,1,05,1,1,1589.7193665,05,2018,02,201802,80,1,3,3,2,,,9,1,1,2,,,,,1
4538072,1,3,1,05,1,1,1589.7193665,05,2018,02,201802,80,2,,,,2,,,2,,2,,1,48,781000,2
4538075,1,1,1,05,1,1,1147.2366216,05,2018,02,201802,80,1,1,4,2,,,4,3,,2,,,,,3
4538075,1,2,1,05,1,1,1147.2366216,05,2018,02,201802,80,1,2,3,2,,,9,2,,2,,,,,2
4538075,1,5,1,05,1,1,1147.2366216,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538076,1,2,1,05,1,1,1261.7056817,05,2018,02,201802,80,2,,,,2,,,2,,2,,2,,781200,2
4538079,1,2,1,05,1,1,1314.6513615,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538080,1,4,1,05,1,1,631.91523409,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538080,1,5,1,05,1,1,631.91523409,05,2018,02,201802,80,1,4,4,2,,,4,2,,2,,,,,2
4538080,1,8,1,05,1,1,631.91523409,05,2018,02,201802,80,1,2,4,2,,,4,2,,2,,,,,2
4538081,1,1,1,05,1,1,1180.8364982,05,2018,02,201802,80,1,4,5,2,,,10,3,,2,,,,,3
4538082,1,2,1,05,1,1,1314.6513615,05,2018,02,201802,80,1,2,6,2,,,9,2,,2,,,,,2
4538083,1,2,1,05,1,1,1085.9180123,05,2018,02,201802,80,2,,,,2,,,2,,2,,1,48,400000,2
4538084,1,2,1,05,1,1,1018.4473148,05,2018,02,201802,80,1,2,2,2,,,2,2,,2,,,,781200,2
4538085,1,1,1,05,1,1,1200.8782587,05,2018,02,201802,80,1,4,3,2,,,9,2,,2,,,,,2
4538086,1,1,1,05,1,1,1354.3459384,05,2018,02,201802,80,1,4,4,2,,,4,2,,2,,,,,2
4538087,1,2,1,05,1,1,1199.5395568,05,2018,02,201802,80,2,,,,2,,,2,,2,,2,,781242,2
4538087,1,3,1,05,1,1,1199.5395568,05,2018,02,201802,80,1,4,6,2,,,4,2,,2,,,,,2
4538090,1,1,1,05,1,1,1617.5368357,05,2018,02,201802,80,1,4,3,2,,,8,2,,2,,,,,2
4538090,1,2,1,05,1,1,1617.5368357,05,2018,02,201802,80,1,1,8,2,,,12,1,4,2,,2,,1200000,1
4538090,1,4,1,05,1,1,1617.5368357,05,2018,02,201802,80,2,,,,2,,,2,,2,,2,,781242,2
4538091,1,3,1,05,1,1,826.43578104,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538091,1,4,1,05,1,1,826.43578104,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538092,1,3,1,05,1,1,1232.8394551,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538095,1,2,1,05,1,1,1566.9603162,05,2018,02,201802,80,1,2,8,2,,,9,2,,2,,,,,2
4538096,1,1,1,05,1,1,1172.0454426,05,2018,02,201802,80,1,4,5,2,,,11,3,,2,,,,,3
4538096,1,2,1,05,1,1,1172.0454426,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538098,1,2,1,05,1,1,1193.2280869,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538102,1,1,1,05,1,1,975.48732427,05,2018,02,201802,80,1,4,3,2,,,4,2,,2,,2,,700000,2
4538102,1,4,1,05,1,1,975.48732427,05,2018,02,201802,80,2,,,,2,,,2,,2,,2,,800000,2
4538103,1,1,1,05,1,1,1184.6988558,05,2018,02,201802,80,1,4,4,2,,,4,3,,2,,2,,781242,3
4538104,1,2,1,05,1,1,1384.7467354,05,2018,02,201802,80,1,1,7,2,,,9,2,,2,,,,,2
4538105,1,1,1,05,1,1,1132.4377807,05,2018,02,201802,80,1,2,6,2,,,9,2,,1,780000,1,48,781242,2
4538106,1,2,1,05,1,1,1693.3694282,05,2018,02,201802,80,1,3,8,1,,1,6,2,,2,,1,24,400000,2
4538108,1,1,1,05,1,1,992.94914658,05,2018,02,201802,80,1,3,4,2,,,4,1,,2,,,,,2
4538109,1,2,1,05,1,1,1508.7669743,05,2018,02,201802,80,1,2,7,2,,,9,2,,2,,1,24,390000,2
4538109,1,3,1,05,1,1,1508.7669743,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538113,1,2,1,05,1,1,1408.3653,05,2018,02,201802,80,1,1,8,2,,,9,2,,2,,1,48,781000,2
4538113,1,3,1,05,1,1,1408.3653,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538114,1,1,1,05,1,1,1058.5071068,05,2018,02,201802,80,1,4,5,2,,,10,3,,2,,,,,3
4538117,1,2,1,05,1,1,1566.9603162,05,2018,02,201802,80,1,1,7,2,,,4,2,,2,,,,,2
4538120,1,1,1,05,1,1,1136.0082318,05,2018,02,201802,80,1,4,4,2,,,8,2,,2,,,,,2
4538121,1,1,1,05,1,1,851.28965692,05,2018,02,201802,80,1,4,3,2,,,9,2,,2,,,,,2
4538122,1,1,1,05,1,1,1302.2597728,05,2018,02,201802,80,1,3,5,2,,,8,3,,2,,,,,3
4538126,1,4,1,05,1,1,1195.9356952,05,2018,02,201802,80,1,4,4,2,,,4,2,,2,,,,,2
4538127,1,3,1,05,1,1,1334.8196047,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538131,1,2,1,05,1,1,1399.0909961,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538132,1,2,1,05,1,1,1018.1854902,05,2018,02,201802,80,1,4,3,2,,,9,1,4,2,,1,48,781242,1
4538132,1,3,1,05,1,1,1018.1854902,05,2018,02,201802,80,1,1,2,2,,,2,2,,2,,,,,2
4538133,1,1,1,05,1,1,1136.0082318,05,2018,02,201802,80,1,4,3,2,,,8,2,,2,,,,,2
4538134,1,2,1,05,1,1,1424.5891643,05,2018,02,201802,80,1,1,8,2,,,6,2,,2,,1,48,800000,2
4538136,1,3,1,05,1,1,1004.5644298,05,2018,02,201802,80,1,4,4,2,,,4,2,,2,,,,,2
4538137,1,2,1,05,1,1,928.79078196,05,2018,02,201802,80,1,3,3,2,,,9,2,,2,,,,,2
4538141,1,4,1,05,1,1,969.75669082,05,2018,02,201802,80,1,4,6,2,,,11,2,,2,,,,,2
4538143,1,3,1,05,1,1,1232.8394551,05,2018,02,201802,80,1,2,2,2,,,12,2,,2,,2,,800000,2
4538144,1,1,1,05,1,1,1136.0082318,05,2018,02,201802,80,1,4,3,2,,,8,2,,2,,,,,2
4538145,1,2,1,05,1,1,729.8663823,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538146,1,1,1,05,1,1,1290.1425189,05,2018,02,201802,80,1,3,6,2,,,9,1,,2,,1,24,1000000,2
4538149,1,2,1,05,1,1,896.11792332,05,2018,02,201802,80,1,4,3,2,,,8,1,,2,,,,,2
4538152,1,1,1,05,1,1,721.07532663,05,2018,02,201802,80,1,4,5,2,,,10,3,,2,,,,,3
4538152,1,3,1,05,1,1,721.07532663,05,2018,02,201802,80,1,1,4,2,,,8,2,,2,,,,,2
4538155,1,1,1,05,1,1,1114.5637629,05,2018,02,201802,80,1,4,8,2,,,9,2,,2,,2,,800000,2
4538155,1,2,1,05,1,1,1114.5637629,05,2018,02,201802,80,1,3,4,2,,,4,1,2,2,,,,,1
4538155,1,4,1,05,1,1,1114.5637629,05,2018,02,201802,80,1,4,5,1,,4,8,3,,2,,,,,3
4538156,1,1,1,05,1,1,1160.8184666,05,2018,02,201802,80,1,4,5,2,,,8,3,,2,,,,,3
4538157,1,2,1,05,1,1,1335.5992388,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538158,1,3,1,05,1,1,1290.7709724,05,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538159,1,1,1,05,1,1,1388.0887724,05,2018,02,201802,80,1,4,5,2,,,10,3,,2,,,,,3
4538159,1,2,1,05,1,1,1388.0887724,05,2018,02,201802,80,1,4,3,2,,,9,2,,2,,,,,2
4538159,1,3,1,05,1,1,1388.0887724,05,2018,02,201802,80,1,1,2,2,,,2,2,,2,,,,,2
4538168,1,1,1,05,1,1,1347.0880393,05,2018,02,201802,80,1,4,3,2,,,9,2,,2,,,,,2
4538171,1,1,1,08,1,1,662.32103324,08,2018,02,201802,80,1,4,5,2,,,10,3,,2,,,,,3
4538172,1,2,1,08,1,1,721.26640873,08,2018,02,201802,80,1,4,3,2,,,9,2,,2,,,,,2
4538172,1,3,1,08,1,1,721.26640873,08,2018,02,201802,80,1,3,5,2,,,10,3,,2,,,,,3
4538173,1,1,1,08,1,1,818.47109606,08,2018,02,201802,80,1,4,5,2,,,10,3,,2,,,,,3
4538174,1,2,1,08,1,1,755.36155136,08,2018,02,201802,80,1,3,4,2,,,9,2,,2,,2,,785000,2
4538175,1,2,1,08,1,1,844.78397956,08,2018,02,201802,80,1,3,3,2,,,9,2,,2,,2,,800000,2
4538177,1,4,1,08,1,1,305.09899732,08,2018,02,201802,80,1,2,2,2,,,2,2,,2,,,,,2
4538178,1,3,1,08,1,1,601.55240813,08,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538179,1,1,1,08,1,1,718.50811694,08,2018,02,201802,80,1,4,4,2,,,4,2,,2,,,,,2
4538180,1,2,1,08,1,1,662.32103324,08,2018,02,201802,80,1,4,3,2,,,8,2,,2,,,,,2
4538182,1,2,1,08,1,1,702.80598165,08,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538183,1,3,1,08,1,1,585.18400316,08,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538184,1,1,1,08,1,1,530.46461686,08,2018,02,201802,80,1,3,3,2,,,9,2,,2,,,,,2
4538184,1,5,1,08,1,1,530.46461686,08,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538187,1,2,1,08,1,1,713.93379165,08,2018,02,201802,80,1,4,4,2,,,9,1,,2,,2,,900000,2
4538187,1,3,1,08,1,1,713.93379165,08,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538190,1,5,1,08,1,1,485.22102404,08,2018,02,201802,80,2,,,,2,,,2,,2,,2,,780000,2
4538192,1,3,1,08,1,1,558.65695103,08,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538193,1,3,1,08,1,1,486.69597358,08,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538193,1,4,1,08,1,1,486.69597358,08,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538193,1,5,1,08,1,1,486.69597358,08,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538195,1,2,1,08,1,1,642.25152518,08,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538196,1,1,1,08,1,1,624.52478752,08,2018,02,201802,80,1,4,4,2,,,4,2,,2,,,,,2
4538196,1,2,1,08,1,1,624.52478752,08,2018,02,201802,80,1,4,3,2,,,8,2,,2,,,,,2
4538197,1,2,1,08,1,1,484.6115081,08,2018,02,201802,80,1,2,4,2,,,8,2,,2,,,,,2
4538198,1,4,1,08,1,1,645.73845963,08,2018,02,201802,80,1,3,3,2,,,9,2,,2,,,,,2
4538199,1,2,1,08,1,1,734.52286221,08,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538200,1,2,1,08,1,1,702.80598165,08,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538201,1,2,1,08,1,1,786.98781488,08,2018,02,201802,80,1,4,3,2,,,9,2,,2,,1,48,1500000,2
4538201,1,5,1,08,1,1,786.98781488,08,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538202,1,3,1,08,1,1,465.61643291,08,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538206,1,1,1,08,1,1,353.32221852,08,2018,02,201802,80,1,1,4,2,,,4,2,,2,,2,,750000,2
4538206,1,8,1,08,1,1,353.32221852,08,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538212,1,3,1,08,1,1,286.91572611,08,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538212,1,6,1,08,1,1,286.91572611,08,2018,02,201802,80,2,,,,2,,,2,,2,,2,,500000,2
4538213,1,3,1,08,1,1,648.07937923,08,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538219,1,1,1,11,1,1,3417.0908401,11,2018,02,201802,80,1,2,5,2,,,10,3,,2,,2,,98,3
4538219,1,2,1,11,1,1,3417.0908401,11,2018,02,201802,80,1,4,3,2,,,9,2,,2,,,,,2
4538220,1,1,1,11,1,1,3121.555294,11,2018,02,201802,80,1,4,5,2,,,10,3,,2,,,,,3
4538220,1,2,1,11,1,1,3121.555294,11,2018,02,201802,80,1,1,7,2,,,6,2,,2,,,,,2
4538222,1,1,1,13,1,1,301.32229595,13,2018,02,201802,80,1,3,8,2,,,10,2,,2,,,,,2
4538222,1,4,1,13,1,1,301.32229595,13,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538223,1,3,1,13,1,1,304.115727,13,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538223,1,4,1,13,1,1,304.115727,13,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538223,1,5,1,13,1,1,304.115727,13,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538225,1,1,1,13,1,1,228.51386782,13,2018,02,201802,80,1,4,5,2,,,10,3,,2,,,,,3
4538225,1,2,1,13,1,1,228.51386782,13,2018,02,201802,80,1,4,5,2,,,10,3,,2,,,,,3
4538226,1,2,1,13,1,1,183.68000252,13,2018,02,201802,80,1,2,3,2,,,9,2,,2,,,,,2
4538226,1,3,1,13,1,1,183.68000252,13,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538227,1,3,1,13,1,1,382.9538915,13,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538228,1,2,1,13,1,1,394.71276475,13,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538228,1,3,1,13,1,1,394.71276475,13,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538230,1,2,1,13,1,1,488.84847101,13,2018,02,201802,80,2,,,,1,3,1,2,,2,,,,,2
4538231,1,3,1,13,1,1,174.0187831,13,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538231,1,4,1,13,1,1,174.0187831,13,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538231,1,6,1,13,1,1,174.0187831,13,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538234,1,4,1,13,1,1,278.05211385,13,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538236,1,2,1,13,1,1,174.0187831,13,2018,02,201802,80,1,4,5,2,,,10,3,,2,,,,,3
4538236,1,4,1,13,1,1,174.0187831,13,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538237,1,1,1,13,1,1,327.93182256,13,2018,02,201802,80,1,4,5,2,,,10,3,,2,,,,,3
4538237,1,2,1,13,1,1,327.93182256,13,2018,02,201802,80,1,2,5,2,,,10,3,,2,,,,,3
4538239,1,1,1,13,1,1,327.93182256,13,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538239,1,2,1,13,1,1,327.93182256,13,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
4538240,1,2,1,13,1,1,222.6024415,13,2018,02,201802,80,2,,,,2,,,2,,2,,,,,2
