DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P6290,P6230,P6240,P6250,P6260,P6270,P6280,P6300,P6310,P6320,P6330,P6340,P6350,P6351,RABAND,FT
4634552,1,1,1,,2,1376.3547174,66,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634552,1,2,1,,2,1376.3547174,66,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634553,1,1,1,,2,611.13586287,66,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634553,1,2,1,,2,611.13586287,66,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634553,1,4,1,,2,611.13586287,66,2018,06,201806,50,,4,4,1,,,,,,,,,,,,1
4634555,1,1,1,,2,611.13586287,66,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634555,1,2,1,,2,611.13586287,66,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634555,1,3,1,,2,611.13586287,66,2018,06,201806,50,,3,1,,,,,,,,,,,,,1
4634555,1,4,1,,2,611.13586287,66,2018,06,201806,50,,4,3,2,2,1,,,,,,,,,,1
4634557,1,1,1,,2,1350.8801901,66,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634558,1,1,1,,2,1020.7233753,66,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634558,1,2,1,,2,1020.7233753,66,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634558,1,3,1,,2,1020.7233753,66,2018,06,201806,50,,3,4,2,2,2,2,2,,,,,,,,1
4634558,1,4,1,,2,1020.7233753,66,2018,06,201806,50,,4,1,,,,,,,,,,,,,1
4634559,1,1,1,,2,1206.5395469,66,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634559,1,2,1,,2,1206.5395469,66,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634560,1,1,1,,2,1407.5290952,66,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634560,1,2,1,,2,1407.5290952,66,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634560,1,3,1,,2,1407.5290952,66,2018,06,201806,50,,3,3,2,2,2,2,2,,,,,,,,1
4634561,1,1,1,,2,1203.0697,66,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634561,1,2,1,,2,1203.0697,66,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634562,1,1,1,,2,1287.8370843,66,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634562,1,2,1,,2,1287.8370843,66,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634564,1,1,1,,2,1247.0060173,66,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634565,1,1,1,,2,1482.2263137,66,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634565,1,2,1,,2,1482.2263137,66,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634568,1,1,1,,2,1748.8875095,66,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634568,1,2,1,,2,1748.8875095,66,2018,06,201806,50,,2,4,2,2,2,2,1,10,,,,,,,1
4634569,1,1,1,,2,732.36258556,66,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634569,1,2,1,,2,732.36258556,66,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634571,1,1,1,,2,1611.7082746,66,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634571,1,2,1,,2,1611.7082746,66,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634572,1,1,1,,2,1133.8397519,66,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634572,1,2,1,,2,1133.8397519,66,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634572,1,3,1,,2,1133.8397519,66,2018,06,201806,50,,3,3,2,2,2,2,2,,,,,,,,1
4634573,1,1,1,,2,1239.2748017,66,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634573,1,2,1,,2,1239.2748017,66,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634573,1,3,1,,2,1239.2748017,66,2018,06,201806,50,,3,1,,,,,,,,,,,,,1
4634575,1,1,1,,2,854.49118991,66,2018,06,201806,50,,1,4,2,2,2,2,2,,,,,,,,1
4634575,1,2,1,,2,854.49118991,66,2018,06,201806,50,,2,6,1,,,,,,,,,,,,1
4634575,1,3,1,,2,854.49118991,66,2018,06,201806,50,,3,1,,,,,,,,,,,,,1
4634576,1,1,1,,2,1108.6103793,66,2018,06,201806,50,,1,4,1,,,,,,,,,,,,1
4634576,1,2,1,,2,1108.6103793,66,2018,06,201806,50,,2,6,2,2,2,2,2,,,,,,,,1
4634576,1,3,1,,2,1108.6103793,66,2018,06,201806,50,,3,4,2,2,2,2,2,,,,,,,,1
4634577,1,1,1,,2,1539.7802521,66,2018,06,201806,50,,1,6,2,2,2,2,2,,,,,,,,1
4634577,1,2,1,,2,1539.7802521,66,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634577,1,3,1,,2,1539.7802521,66,2018,06,201806,50,1,3,2,2,2,2,1,,,,,,,1,,1
4634578,1,1,1,,2,1247.0060173,66,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634580,1,1,1,,2,1038.9870639,66,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634580,1,2,1,,2,1038.9870639,66,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634580,1,3,1,,2,1038.9870639,66,2018,06,201806,50,,1,3,2,2,2,2,2,,,,,,,,1
4634580,1,4,1,,2,1038.9870639,66,2018,06,201806,50,,4,3,2,2,2,2,2,,,,,,,,1
4634581,1,1,1,05,1,1088.2029626,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634581,1,2,1,05,1,1088.2029626,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634582,1,1,1,05,1,1043.0603796,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634582,1,2,1,05,1,1043.0603796,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634583,1,1,1,05,1,629.52298015,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634583,1,2,1,05,1,629.52298015,05,2018,06,201806,50,,2,4,2,2,1,,,,,,,,,,1
4634583,1,3,1,05,1,629.52298015,05,2018,06,201806,50,,3,1,,,,,,,,,,,,,1
4634584,1,1,1,05,1,1064.1679204,05,2018,06,201806,50,,1,4,2,2,1,,,,,,,,,,1
4634584,1,2,1,05,1,1064.1679204,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634584,2,1,2,05,1,1064.1679204,05,2018,06,201806,50,,1,4,2,2,2,2,2,,,,,,,,1
4634584,2,2,2,05,1,1064.1679204,05,2018,06,201806,50,2,2,6,2,2,2,1,,,,,,,1,,1
4634584,2,3,2,05,1,1064.1679204,05,2018,06,201806,50,,3,1,,,,,,,,,,,,,1
4634584,2,4,2,05,1,1064.1679204,05,2018,06,201806,50,,4,1,,,,,,,,,,,,,1
4634585,1,1,1,05,1,1605.3871893,05,2018,06,201806,50,,1,6,2,2,2,2,2,,,,,,,,1
4634585,1,2,1,05,1,1605.3871893,05,2018,06,201806,50,,2,4,2,2,2,2,1,9,,,,,,2,1
4634586,1,1,1,05,1,1189.5983023,05,2018,06,201806,50,,1,6,2,2,2,2,2,,,,,,,,1
4634586,1,2,1,05,1,1189.5983023,05,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634586,1,3,1,05,1,1189.5983023,05,2018,06,201806,50,,3,1,,,,,,,,,,,,,1
4634587,1,1,1,05,1,936.47292592,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634587,1,2,1,05,1,936.47292592,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634587,1,3,1,05,1,936.47292592,05,2018,06,201806,50,,3,1,,,,,,,,,,,,,1
4634588,1,1,1,05,1,887.50491311,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634589,1,1,1,05,1,780.44350071,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634589,1,2,1,05,1,780.44350071,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634589,1,3,1,05,1,780.44350071,05,2018,06,201806,50,,3,1,,,,,,,,,,,,,1
4634589,1,4,1,05,1,780.44350071,05,2018,06,201806,50,,4,1,,,,,,,,,,,,,1
4634589,1,5,1,05,1,780.44350071,05,2018,06,201806,50,2,5,4,2,2,2,1,,,,,,,1,,1
4634590,1,1,1,05,1,1422.5349515,05,2018,06,201806,50,,1,4,2,2,2,2,2,,,,,,,,1
4634590,1,2,1,05,1,1422.5349515,05,2018,06,201806,50,,1,4,2,2,2,2,2,,,,,,,,1
4634591,1,1,1,05,1,1394.5567135,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634591,1,2,1,05,1,1394.5567135,05,2018,06,201806,50,,2,6,2,2,2,2,2,,,,,,,,1
4634591,1,3,1,05,1,1394.5567135,05,2018,06,201806,50,,3,3,2,2,2,2,2,,,,,,,,1
4634592,1,1,1,05,1,1467.8531913,05,2018,06,201806,50,,1,6,2,2,2,2,2,,,,,,,,1
4634592,1,2,1,05,1,1467.8531913,05,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634592,1,3,1,05,1,1467.8531913,05,2018,06,201806,50,,3,3,2,2,2,2,2,,,,,,,,1
4634593,1,1,1,05,1,1323.671624,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634593,1,2,1,05,1,1323.671624,05,2018,06,201806,50,,2,4,2,2,1,,,,,,,,,,1
4634594,1,1,1,05,1,970.34665657,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634595,1,1,1,05,1,1178.2380221,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634596,1,1,1,05,1,1180.2482893,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634596,1,2,1,05,1,1180.2482893,05,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634596,1,3,1,05,1,1180.2482893,05,2018,06,201806,50,,3,1,,,,,,,,,,,,,1
4634597,1,1,1,05,1,1091.0111142,05,2018,06,201806,50,1,2,6,2,2,2,1,,,,,,,1,,1
4634597,1,2,1,05,1,1091.0111142,05,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634598,1,1,1,05,1,1271.5767664,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634598,1,2,1,05,1,1271.5767664,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634598,1,3,1,05,1,1271.5767664,05,2018,06,201806,50,,3,3,2,2,2,2,2,,,,,,,,1
4634599,1,1,1,05,1,936.50802393,05,2018,06,201806,50,1,1,2,2,2,2,1,,,,,,,1,,1
4634599,1,2,1,05,1,936.50802393,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634600,1,1,1,05,1,1051.5532692,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634601,1,1,1,05,1,1226.4341834,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634601,1,2,1,05,1,1226.4341834,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634601,1,3,1,05,1,1226.4341834,05,2018,06,201806,50,,3,3,2,2,2,2,2,,,,,,,,1
4634602,1,1,1,05,1,1270.2833488,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634602,1,2,1,05,1,1270.2833488,05,2018,06,201806,50,,1,4,2,2,2,2,2,,,,,,,,1
4634603,1,1,1,05,1,1008.9975521,05,2018,06,201806,50,,1,4,2,2,2,2,2,,,,,,,,1
4634603,1,2,1,05,1,1008.9975521,05,2018,06,201806,50,,2,6,2,2,2,2,2,,,,,,,,1
4634603,1,3,1,05,1,1008.9975521,05,2018,06,201806,50,,3,1,,,,,,,,,,,,,1
4634604,1,1,1,05,1,1170.2728545,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634604,1,2,1,05,1,1170.2728545,05,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634605,1,1,1,05,1,1211.1829097,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634605,1,2,1,05,1,1211.1829097,05,2018,06,201806,50,,2,3,2,2,2,2,2,,,,,,,,1
4634606,1,1,1,05,1,1043.0603796,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634606,1,2,1,05,1,1043.0603796,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634607,1,1,1,05,1,620.72963123,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634607,1,2,1,05,1,620.72963123,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634607,1,3,1,05,1,620.72963123,05,2018,06,201806,50,2,3,2,2,2,2,1,,,,,,,1,,1
4634608,1,1,1,05,1,906.82779433,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634608,1,2,1,05,1,906.82779433,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634608,1,3,1,05,1,906.82779433,05,2018,06,201806,50,1,3,4,2,2,2,1,,,,,,,1,,1
4634608,1,5,1,05,1,906.82779433,05,2018,06,201806,50,2,5,4,2,2,2,1,,,,,,,1,,1
4634610,1,1,1,05,1,1178.2380221,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634611,1,1,1,05,1,989.67210434,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634611,1,2,1,05,1,989.67210434,05,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634612,1,1,1,05,1,1327.7731933,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634612,1,2,1,05,1,1327.7731933,05,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634612,1,3,1,05,1,1327.7731933,05,2018,06,201806,50,1,3,2,2,2,2,1,,,,,,,1,,1
4634613,1,1,1,05,1,2039.7191108,05,2018,06,201806,50,,1,6,2,2,2,2,1,13,,,,,,2,1
4634613,1,2,1,05,1,2039.7191108,05,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634613,1,3,1,05,1,2039.7191108,05,2018,06,201806,50,,1,6,2,2,2,2,2,,,,,,,,1
4634613,1,4,1,05,1,2039.7191108,05,2018,06,201806,50,,1,3,2,2,2,2,2,,,,,,,,1
4634614,1,1,1,05,1,1242.9865775,05,2018,06,201806,50,,1,4,1,,,,,,,,,,,,1
4634614,1,2,1,05,1,1242.9865775,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634614,1,3,1,05,1,1242.9865775,05,2018,06,201806,50,,3,3,2,2,2,2,1,11,,,,,,2,1
4634615,1,1,1,05,1,683.43897739,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634615,1,2,1,05,1,683.43897739,05,2018,06,201806,50,,2,4,1,,,,,,,,,,,,1
4634615,1,3,1,05,1,683.43897739,05,2018,06,201806,50,,3,3,1,,,,,,,,,,,,1
4634616,1,1,1,05,1,1133.3455456,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634616,1,2,1,05,1,1133.3455456,05,2018,06,201806,50,,2,4,1,,,,,,,,,,,,1
4634617,1,1,1,05,1,876.07906926,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634617,1,2,1,05,1,876.07906926,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634618,1,1,1,05,1,1119.3541057,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634618,1,2,1,05,1,1119.3541057,05,2018,06,201806,50,2,2,2,2,2,2,1,,,,,,,1,,1
4634618,1,3,1,05,1,1119.3541057,05,2018,06,201806,50,,3,1,,,,,,,,,,,,,1
4634619,1,1,1,05,1,1705.6218784,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634619,1,2,1,05,1,1705.6218784,05,2018,06,201806,50,2,2,4,2,2,2,1,,,,,,,1,,1
4634620,1,1,1,05,1,1521.2414665,05,2018,06,201806,50,,1,2,1,,,,,,,,,,,,1
4634620,1,2,1,05,1,1521.2414665,05,2018,06,201806,50,,2,4,2,2,2,2,1,10,,,,,,2,1
4634620,1,3,1,05,1,1521.2414665,05,2018,06,201806,50,,3,3,2,2,2,2,2,,,,,,,,1
4634621,1,1,1,05,1,1088.2029626,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634621,1,2,1,05,1,1088.2029626,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634622,1,1,1,05,1,1444.3360817,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634622,1,2,1,05,1,1444.3360817,05,2018,06,201806,50,,3,4,2,2,2,2,1,7,2,,2,,,1,1
4634622,1,3,1,05,1,1444.3360817,05,2018,06,201806,50,2,3,4,2,2,2,1,,,,,,,1,,1
4634623,1,1,1,05,1,835.16901403,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634623,1,2,1,05,1,835.16901403,05,2018,06,201806,50,,2,2,1,,,,,,,,,,,,1
4634624,1,1,1,05,1,835.16901403,05,2018,06,201806,50,,1,4,1,,,,,,,,,,,,1
4634624,1,2,1,05,1,835.16901403,05,2018,06,201806,50,,2,2,1,,,,,,,,,,,,1
4634625,1,1,1,05,1,1178.2380221,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634626,1,1,1,05,1,1468.449386,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634626,1,2,1,05,1,1468.449386,05,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634627,1,1,1,05,1,1087.431111,05,2018,06,201806,50,,1,6,2,2,2,2,2,,,,,,,,1
4634627,1,2,1,05,1,1087.431111,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634628,1,1,1,05,1,887.50491311,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634629,1,1,1,05,1,987.45600709,05,2018,06,201806,50,2,1,2,2,2,2,1,,,,,,,1,,1
4634629,1,2,1,05,1,987.45600709,05,2018,06,201806,50,1,2,4,2,2,2,1,,,,,,,1,,1
4634629,1,3,1,05,1,987.45600709,05,2018,06,201806,50,1,3,6,2,2,2,1,,,,,,,1,,1
4634630,1,1,1,05,1,1222.6087536,05,2018,06,201806,50,,1,4,2,2,2,2,2,,,,,,,,1
4634631,1,1,1,05,1,1186.137626,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634631,1,2,1,05,1,1186.137626,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634631,1,3,1,05,1,1186.137626,05,2018,06,201806,50,,3,3,2,2,2,2,2,,,,,,,,1
4634632,1,1,1,05,1,1035.095212,05,2018,06,201806,50,,1,4,2,2,2,2,2,,,,,,,,1
4634632,1,2,1,05,1,1035.095212,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634632,1,3,1,05,1,1035.095212,05,2018,06,201806,50,,3,1,,,,,,,,,,,,,1
4634633,1,1,1,05,1,1138.6795535,05,2018,06,201806,50,,1,4,2,2,2,2,2,,,,,,,,1
4634633,1,2,1,05,1,1138.6795535,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634633,1,3,1,05,1,1138.6795535,05,2018,06,201806,50,1,3,2,2,2,2,1,,,,,,,1,,1
4634633,1,4,1,05,1,1138.6795535,05,2018,06,201806,50,,4,1,,,,,,,,,,,,,1
4634634,1,1,1,05,1,1324.7759448,05,2018,06,201806,50,,1,6,2,2,2,2,2,,,,,,,,1
4634634,1,2,1,05,1,1324.7759448,05,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634635,1,1,1,05,1,1374.6196072,05,2018,06,201806,50,2,1,2,2,2,2,1,,,,,,,1,,1
4634635,1,2,1,05,1,1374.6196072,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634635,1,4,1,05,1,1374.6196072,05,2018,06,201806,50,1,4,2,2,2,2,1,,,,,,,1,,1
4634636,1,1,1,05,1,1113.2482463,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634637,1,1,1,05,1,1135.1057063,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634637,1,2,1,05,1,1135.1057063,05,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634637,1,3,1,05,1,1135.1057063,05,2018,06,201806,50,,3,1,,,,,,,,,,,,,1
4634638,1,1,1,05,1,1068.1056633,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634639,1,1,1,05,1,1323.671624,05,2018,06,201806,50,,1,4,1,,,,,,,,,,,,1
4634639,1,2,1,05,1,1323.671624,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634640,1,1,1,05,1,1178.2380221,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634641,1,1,1,05,1,916.37562663,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634641,1,2,1,05,1,916.37562663,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634642,1,1,1,05,1,1178.2380221,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634643,1,1,1,05,1,1087.431111,05,2018,06,201806,50,,1,4,2,2,2,2,2,,,,,,,,1
4634643,1,2,1,05,1,1087.431111,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634644,1,1,1,05,1,1088.2029626,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634644,1,2,1,05,1,1088.2029626,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634645,1,1,1,05,1,1756.3271405,05,2018,06,201806,50,,1,4,2,2,2,2,2,,,,,,,,1
4634645,1,2,1,05,1,1756.3271405,05,2018,06,201806,50,,2,4,2,2,2,2,2,,,,,,,,1
4634645,1,3,1,05,1,1756.3271405,05,2018,06,201806,50,,3,3,2,2,2,2,2,,,,,,,,1
4634645,1,4,1,05,1,1756.3271405,05,2018,06,201806,50,,4,6,2,2,2,2,2,,,,,,,,1
4634645,1,5,1,05,1,1756.3271405,05,2018,06,201806,50,,5,6,2,2,2,2,2,,,,,,,,1
4634646,1,1,1,05,1,1186.137626,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634646,1,2,1,05,1,1186.137626,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634646,1,3,1,05,1,1186.137626,05,2018,06,201806,50,,3,4,2,2,2,2,2,,,,,,,,1
4634647,1,1,1,05,1,970.34665657,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634648,1,1,1,05,1,1068.1056633,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634649,1,1,1,05,1,988.84392301,05,2018,06,201806,50,1,1,4,2,2,2,1,,,,,,,1,,1
4634650,1,1,1,05,1,1043.0603796,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634650,1,2,1,05,1,1043.0603796,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634651,1,1,1,05,1,1178.2380221,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634652,1,1,1,05,1,1267.7513366,05,2018,06,201806,50,,1,4,2,2,2,2,2,,,,,,,,1
4634653,1,1,1,05,1,1178.2380221,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634654,1,1,1,05,1,1043.0603796,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634654,1,2,1,05,1,1043.0603796,05,2018,06,201806,50,,2,1,,,,,,,,,,,,,1
4634655,1,1,1,05,1,1222.6087536,05,2018,06,201806,50,,1,4,2,2,2,2,2,,,,,,,,1
4634660,1,1,1,05,1,1043.0603796,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
4634660,1,2,1,05,1,1043.0603796,05,2018,06,201806,50,,2,6,2,1,,,,,,,,,,,1
4634661,1,1,1,05,1,862.45962939,05,2018,06,201806,50,,1,1,,,,,,,,,,,,,1
