DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,FEX_C,DPTO,ANO,MES,PERIODO,P5000,P5010,P5020,P5030,P5040,P5050,P5070,P5080,P5090,P5100,P5110,P5130,P5140,P5210S1,P5210S2,P5210S3,P5210S4,P5210S5,P5210S6,P5210S7,P5210S8,P5210S9,P5210S10,P5210S11,P5210S14,P5210S15,P5210S16,P5210S17,P5210S18,P5210S19,P5210S20,P5210S21,P5210S22,P5210S24,P5220,P5220S1,P6008,P6007,P6007S1,P4000,P4010,P4020,P4030S1,P4030S1A1,P4030S2,P4030S3,P4030S4,P4030S4A1,P4030S5,P4040,REGIS,P6006
4780138,1,1,1,,1,2728.5046079,76,2018,12,201812,3,2,1,1,1,1,1,3,1,,60000000,250000,,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,3,2,,2,1,2,1,1,1,1,1,2,1,2,01,
4780139,1,1,1,,1,2249.3869374,76,2018,12,201812,4,2,1,1,1,1,1,3,3,,,,150000,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,2,,1,1,2,1,1,1,1,1,3,1,2,01,
4780143,1,1,1,,2,2176.1191287,23,2018,12,201812,3,2,2,1,4,5,1,4,4,,,200000,,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,4,2,,1,1,2,1,1,2,2,2,,2,,01,
4780144,1,1,1,,2,2485.2844983,23,2018,12,201812,3,2,2,1,4,3,1,5,4,,,100000,,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,2,2,,1,5,2,1,1,2,2,2,,2,,01,
4780145,1,1,1,,2,1973.9824776,23,2018,12,201812,1,1,2,1,3,3,5,5,4,,,100000,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,,1,1,2,1,1,2,2,2,,2,,01,
4780146,1,1,1,,2,1782.2773061,23,2018,12,201812,4,3,2,1,4,3,1,5,1,,30000000,180000,,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,3,6,2,,1,1,1,1,1,2,2,2,,2,,01,
4780147,1,1,1,,2,1201.301052,23,2018,12,201812,2,1,2,1,4,3,1,5,4,,,150000,,2,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,1,1,2,2,2,1,1,2,2,,1,1,4,1,1,2,2,2,,2,,01,
4780148,1,1,1,,2,3519.2406639,23,2018,12,201812,3,2,2,1,4,4,5,5,1,,10000000,80000,,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,3,5,2,,1,1,2,1,1,2,2,2,,2,,01,
4780149,1,1,1,,2,1682.677667,23,2018,12,201812,3,2,2,1,4,4,4,5,1,,14000000,100000,,2,1,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,1,2,3,2,,1,1,2,1,1,2,2,2,,2,,01,
4780150,1,1,1,,2,1727.3047734,23,2018,12,201812,3,2,2,1,4,3,1,4,4,,,200000,,2,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,1,2,5,2,,1,1,2,1,1,2,2,2,,2,,01,
4780151,1,1,1,05,1,631.72325765,05,2018,12,201812,2,2,1,1,1,1,1,3,3,,,,200000,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,1,1,1,1,3,1,1,01,
4780152,1,1,1,05,1,1167.2203006,05,2018,12,201812,9,6,1,1,1,1,1,1,1,,220000000,1200000,,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,3,6,2,,2,1,4,1,3,2,1,1,2,1,1,01,
4780153,1,1,1,05,1,1210.5415341,05,2018,12,201812,4,1,1,1,1,1,1,3,3,,,,450000,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4780154,1,1,1,05,1,1236.3093467,05,2018,12,201812,4,3,1,1,1,1,1,3,3,,,,370000,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,3,4,2,,2,1,2,1,1,1,1,1,3,1,1,01,
4780155,1,1,1,05,1,1202.0409744,05,2018,12,201812,4,3,1,1,1,1,1,1,1,,80000000,400000,,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,3,2,,2,1,4,1,2,2,1,1,2,1,1,01,
4780156,1,1,1,05,1,889.33387817,05,2018,12,201812,5,3,1,1,1,1,1,3,1,,100000000,600000,,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,3,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4780157,1,1,1,05,1,1024.3585037,05,2018,12,201812,3,2,1,1,1,1,1,3,3,,,,620000,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,3,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4780158,1,1,1,05,1,1556.1998754,05,2018,12,201812,4,3,1,1,1,1,1,3,4,,,400000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,4,2,,2,1,2,1,1,1,1,1,3,1,1,01,
4780159,1,1,1,05,1,1444.4387264,05,2018,12,201812,5,4,1,1,1,1,1,3,4,,,300000,,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,7,2,,2,1,4,1,1,1,1,1,3,1,1,01,
4780160,1,1,1,05,1,1279.3998677,05,2018,12,201812,2,1,1,1,1,1,1,3,3,,,,300000,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,3,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4780161,1,1,1,05,1,1120.7284107,05,2018,12,201812,3,1,1,1,1,1,6,,1,,50000000,380000,,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4780162,1,1,1,05,1,1205.5639784,05,2018,12,201812,4,3,1,1,1,1,1,3,1,,100000000,800000,,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,3,4,1,4,2,1,4,1,3,1,1,1,2,1,1,01,
4780164,1,1,1,05,1,1152.4667158,05,2018,12,201812,4,3,1,1,1,1,1,3,1,,150000000,700000,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4780165,1,1,1,05,1,934.25493256,05,2018,12,201812,4,3,1,1,1,1,1,3,4,,,500000,,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,3,2,,2,1,4,1,1,1,1,1,3,1,1,01,
4780166,1,1,1,05,1,1120.7284107,05,2018,12,201812,1,1,1,1,1,1,1,4,4,,,200000,,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,2,1,2,2,1,1,3,1,1,01,
4780167,1,1,1,05,1,890.65100538,05,2018,12,201812,2,1,1,1,1,1,1,3,3,,,,300000,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,1,1,1,1,3,1,1,01,
4780168,1,1,1,05,1,1445.3860246,05,2018,12,201812,4,3,1,1,1,1,1,3,1,,100000000,600000,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,3,3,2,,2,1,2,1,1,1,1,1,3,1,1,01,
4780169,1,1,1,05,1,1271.504315,05,2018,12,201812,3,2,1,1,1,1,1,3,3,,,,500000,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4780170,1,1,1,05,1,2020.1858667,05,2018,12,201812,3,2,1,1,1,1,1,3,3,,,,680000,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,,2,1,4,1,4,1,1,1,2,1,1,01,
4780171,1,1,1,05,1,2241.4568214,05,2018,12,201812,3,1,1,1,1,1,1,3,1,,60000000,800000,,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,,2,1,4,1,4,1,1,1,7,1,1,01,
4780172,1,1,1,05,1,2421.0830682,05,2018,12,201812,3,1,1,1,1,1,1,3,3,,,,650000,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,4,1,1,1,7,1,1,01,
4780173,1,1,1,05,1,1543.3551141,05,2018,12,201812,3,2,1,1,1,1,1,3,3,,,,2200000,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,2,3,2,,2,1,4,1,6,1,1,1,4,1,1,01,
4780174,1,1,1,05,1,631.72325765,05,2018,12,201812,4,1,1,1,1,1,1,3,3,,,,1200000,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,,2,1,4,1,6,1,1,1,2,1,1,01,
4780175,1,1,1,05,1,1395.0628437,05,2018,12,201812,4,3,1,1,1,1,1,3,1,,98,700000,,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,3,2,,1,1,4,1,3,1,1,1,3,1,1,01,
4780176,1,1,1,05,1,1210.5415341,05,2018,12,201812,5,1,1,1,1,1,1,3,1,,200000000,800000,,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4780177,1,1,1,05,1,1119.4112835,05,2018,12,201812,4,2,1,1,1,1,1,3,2,500000,100000000,700000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,3,3,2,,2,1,2,1,3,1,1,1,3,1,1,01,
4780178,1,1,1,05,1,1152.3528348,05,2018,12,201812,6,1,1,1,1,1,1,3,3,,,,900000,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4780179,1,1,1,05,1,1977.3386446,05,2018,12,201812,2,1,1,1,1,1,1,3,3,,,,600000,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,,2,1,4,1,4,1,1,1,7,1,1,01,
4780180,1,1,1,05,1,1271.504315,05,2018,12,201812,5,1,1,1,1,1,1,3,3,,,,1000000,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4780181,1,1,1,05,1,1999.8879274,05,2018,12,201812,2,1,1,1,1,1,1,3,2,330000,100000000,700000,,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,2,2,1,1,1,2,,2,1,4,1,4,1,1,1,2,1,1,01,
4780182,1,1,1,05,1,934.25493256,05,2018,12,201812,5,3,1,1,1,1,1,3,3,,,,1000000,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,,2,1,4,1,4,1,1,1,2,1,1,01,
4780183,1,1,1,05,1,1072.3982333,05,2018,12,201812,4,2,1,1,1,1,1,3,1,,50000000,600000,,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4780184,1,1,1,05,1,882.15044567,05,2018,12,201812,4,3,1,1,1,1,1,3,4,,,650000,,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,1,3,3,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4780185,1,1,1,05,1,2241.4568214,05,2018,12,201812,2,1,1,1,1,1,1,3,3,,,,600000,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,,2,1,4,1,4,1,1,1,7,1,1,01,
4780186,1,1,1,05,1,999.94396372,05,2018,12,201812,2,1,1,1,1,1,1,1,4,,,400000,,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,6,2,1,1,2,1,1,01,
4780187,1,1,1,05,1,738.57603306,05,2018,12,201812,8,3,1,1,1,1,1,4,1,,98,3000000,,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,4,4,2,,1,1,4,1,6,2,1,1,2,1,1,01,
4780188,1,1,1,05,1,1271.504315,05,2018,12,201812,4,1,1,1,1,1,1,3,3,,,,600000,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4780189,1,1,1,05,1,1208.1251867,05,2018,12,201812,4,3,1,1,1,1,1,3,4,,,98,,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4780190,1,1,1,05,1,845.0949097,05,2018,12,201812,5,3,1,1,1,1,1,4,1,,99,2500000,,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,3,3,2,,2,1,4,1,6,2,1,1,2,1,1,01,
4780191,1,1,1,05,1,1781.3020108,05,2018,12,201812,2,1,1,1,1,1,1,3,3,,,,612000,2,2,2,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,4,1,1,1,7,1,1,01,
4780192,1,1,1,05,1,988.66932231,05,2018,12,201812,3,1,1,1,1,1,1,3,3,,,,550000,2,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4780193,1,1,1,05,1,1225.9301601,05,2018,12,201812,3,2,1,1,1,1,1,3,3,,,,500000,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4780194,1,1,1,05,1,1120.7284107,05,2018,12,201812,4,1,1,1,1,1,1,3,3,,,,1500000,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,,2,1,4,1,6,1,1,1,2,1,1,01,
4780195,1,1,1,05,1,1202.0409744,05,2018,12,201812,3,2,1,1,1,1,1,4,3,,,,560000,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,3,3,2,,2,1,4,1,3,2,1,1,2,1,1,01,
4780196,1,1,1,05,1,1271.504315,05,2018,12,201812,5,1,1,1,1,1,1,1,1,,99,2000000,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,2,2,2,,2,1,4,1,6,2,1,1,2,1,1,01,
4780197,1,1,1,05,1,1210.5415341,05,2018,12,201812,2,1,1,1,1,1,1,3,3,,,,98,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4780199,1,1,1,05,1,800.55962929,05,2018,12,201812,6,4,1,1,1,1,1,3,1,,300000000,800000,,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,4,8,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4780201,1,1,1,05,1,545.75822878,05,2018,12,201812,4,3,1,1,1,1,1,1,1,,100000000,1200000,,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,3,2,,1,1,4,1,4,2,1,1,2,1,1,01,
4780201,2,1,2,05,1,545.75822878,05,2018,12,201812,1,1,1,1,1,1,1,1,3,,,,300000,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,4,1,4,2,1,1,2,1,1,01,
4780202,1,1,1,05,1,937.66405555,05,2018,12,201812,4,2,1,1,1,1,1,3,3,,,,400000,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,2,1,1,1,1,1,3,1,1,01,
4780203,1,1,1,05,1,1472.2433635,05,2018,12,201812,4,1,1,1,1,1,1,3,4,,,500000,,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,1,1,1,1,3,1,1,01,
4780204,1,1,1,05,1,1120.7284107,05,2018,12,201812,3,1,1,1,1,1,1,1,2,400000,60000000,400000,,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,3,2,1,1,2,1,1,01,
4780205,1,1,1,05,1,1014.2095341,05,2018,12,201812,2,1,1,1,1,1,3,3,3,,,,410000,2,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,1,1,2,2,1,2,2,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4780206,1,1,1,05,1,997.50116475,05,2018,12,201812,3,2,1,1,1,1,1,3,3,,,,450000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,4,5,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4780207,1,1,1,05,1,1152.3528348,05,2018,12,201812,2,1,1,1,1,1,1,4,3,,,,500000,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,3,2,1,1,3,1,1,01,
4780208,1,1,1,05,1,1152.3528348,05,2018,12,201812,2,1,1,1,1,1,1,3,3,,,,300000,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4780209,1,1,1,05,1,1340.1842751,05,2018,12,201812,4,2,1,1,1,1,1,3,3,,,,340000,2,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,1,4,1,2,1,1,1,2,1,1,01,
4780210,1,1,1,05,1,1484.8759671,05,2018,12,201812,4,3,1,1,1,1,1,3,3,,,,500000,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,3,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4780211,1,1,1,05,1,937.66405555,05,2018,12,201812,4,2,1,1,1,1,1,3,1,,135000000,800000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4780212,1,1,1,05,1,2262.2151946,05,2018,12,201812,4,2,1,1,1,1,1,3,3,,,,650000,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,2,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4780213,1,1,1,05,1,998.62683651,05,2018,12,201812,2,2,1,1,1,1,1,3,1,,80000000,500000,,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,3,3,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4780214,1,1,1,05,1,812.15335838,05,2018,12,201812,4,3,1,1,1,1,1,3,3,,,,400000,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,5,5,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4780215,1,1,1,05,1,917.35510781,05,2018,12,201812,5,5,1,1,1,1,1,3,1,,200000000,1200000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,6,6,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4780216,1,1,1,05,1,1423.9131861,05,2018,12,201812,3,2,1,1,1,1,1,3,3,,,,800000,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,,2,1,4,1,3,1,1,1,3,1,1,01,
4780217,1,1,1,05,1,2277.8955308,05,2018,12,201812,4,2,1,1,1,1,1,3,3,,,,525000,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,1,3,3,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4780218,1,1,1,05,1,902.67860194,05,2018,12,201812,4,3,1,1,1,1,1,3,3,,,,750000,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,6,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4780219,1,1,1,05,1,1162.2113567,05,2018,12,201812,4,2,1,1,1,1,1,4,1,,100000000,700000,,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,,2,1,4,1,3,2,1,1,2,1,1,01,
4780220,1,1,1,05,1,2041.3961504,05,2018,12,201812,4,3,1,1,1,1,1,3,3,,,,700000,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,4,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4780221,1,1,1,05,1,1172.622427,05,2018,12,201812,5,4,1,1,1,1,1,3,4,,,700000,,1,1,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,4,6,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4780222,1,1,1,05,1,1248.0056606,05,2018,12,201812,3,2,1,1,1,1,1,3,3,,,,500000,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,4,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4780224,1,1,1,05,1,1099.4831732,05,2018,12,201812,5,1,1,1,1,1,1,3,3,,,,650000,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,2,2,1,1,2,3,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4780225,1,1,1,05,1,1104.0226574,05,2018,12,201812,4,2,1,1,1,1,1,3,1,,90000000,550000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,,2,1,2,1,2,1,1,1,2,1,1,01,
4780226,1,1,1,05,1,890.65100538,05,2018,12,201812,3,1,1,1,1,1,1,3,3,,,,350000,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4780227,1,1,1,05,1,631.72325765,05,2018,12,201812,2,1,1,1,1,1,1,3,1,,150000000,800000,,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4780228,1,1,1,05,1,1210.5415341,05,2018,12,201812,3,1,1,1,1,1,1,1,3,,,,98,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,2,1,4,1,3,2,1,1,2,1,1,01,
4780229,1,1,1,05,1,1205.5639784,05,2018,12,201812,3,2,1,1,1,1,1,3,3,,,,540000,2,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,4,2,,2,1,4,1,3,1,1,1,2,1,1,01,
4780230,1,1,1,05,1,1164.9854384,05,2018,12,201812,3,2,1,1,1,1,1,4,3,,,,550000,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,1,2,3,2,,2,1,4,1,3,2,1,1,2,1,1,01,
4780231,1,1,1,05,1,1100.3622289,05,2018,12,201812,4,3,1,1,1,1,1,3,3,,,,470000,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,1,3,3,2,,2,1,4,1,2,1,1,1,2,1,1,01,
4780232,1,1,1,05,1,1340.1842751,05,2018,12,201812,5,2,1,1,1,1,1,1,2,980000,100000000,800000,,1,2,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,,2,1,4,1,3,1,1,1,2,1,1,01,
