DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,DSI,FEX_C,RAMA4D_D_R4,RAMA2D_D_R4,DPTO,ANO,MES,PERIODO,REGIS,P7250,P7260,P7280,P7310,P7320,P7350,P7360,P9460,P7390,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,RAMA2D_D,DSCY,RAMA4D_D
4780277,1,3,1,11,1,1,3029.905991,8220,82,11,2018,12,201812,70,24,48,1,2,36,1,8,2,2,,,,,,,,1,2,,781242,2,,38,38,74,2,7499
4780285,1,3,1,13,1,1,182.95272502,8610,86,13,2018,12,201812,70,36,40,1,2,40,2,9,2,5,,,,,,,,1,2,,98,3,,06,06,85,2,8511
4780286,1,2,1,13,1,1,718.76595304,,,13,2018,12,201812,70,24,40,1,1,,,,,,,,,,,,,,,,1000000,,,39,,,2,
4780295,1,2,1,13,1,1,211.48277768,4921,49,13,2018,12,201812,70,8,48,1,2,8,1,7,2,1,,,,,,,,1,2,,781242,2,,38,39,60,1,6031
4780299,1,1,1,13,1,1,460.83913337,2592,25,13,2018,12,201812,70,32,40,1,2,32,1,6,2,1,,,,,,1,,,2,,800000,2,,87,58,28,2,2891
4780301,1,2,1,13,1,1,311.27159035,9499,94,13,2018,12,201812,70,16,48,2,2,16,1,9,2,1,1,,,,,,,,2,,1600000,1,1,13,19,85,2,8532
4780304,1,1,1,13,1,1,503.62282087,8412,84,13,2018,12,201812,70,52,48,4,2,8,4,9,2,2,,,,,,,,1,2,,2000000,2,,09,09,75,2,7512
4780305,1,3,1,13,1,1,182.95272502,6499,64,13,2018,12,201812,70,8,48,1,2,8,1,9,2,4,,,,,,,,1,2,,1400000,2,,33,33,65,1,6512
4780306,1,2,1,13,1,1,448.29393196,6820,68,13,2018,12,201812,70,8,40,1,2,8,1,8,2,2,,,,,,,,1,2,,2000000,2,,21,21,70,1,7020
4780316,1,3,1,13,1,1,611.19718088,,,13,2018,12,201812,70,16,40,1,1,,,,,,,,,,,,,,,,781242,,,03,,,2,
4780324,1,3,1,13,1,1,437.80951424,,,13,2018,12,201812,70,8,48,1,1,,,,,,,,,,,,,,,,1000000,,,19,,,1,
4780324,1,4,1,13,1,1,437.80951424,,,13,2018,12,201812,70,26,48,2,1,,,,,,,,,,,,,,,,1300000,,,12,,,2,
4780343,1,1,1,15,1,1,126.65993611,9001,90,15,2018,12,201812,70,40,48,1,2,80,1,4,2,1,,,,,,,,1,2,,600000,2,,45,32,22,2,2212
4780346,1,2,1,15,1,1,79.058234853,9319,93,15,2018,12,201812,70,8,48,2,2,8,4,9,2,1,1,,,,,,,,2,,2000000,1,1,13,18,92,1,9241
4780351,1,2,1,15,1,1,106.67113123,4923,49,15,2018,12,201812,70,24,48,1,2,24,1,2,2,2,,,,,,,,1,2,,1200000,2,,19,98,60,2,6042
4780352,1,2,1,15,1,1,126.65993611,6499,64,15,2018,12,201812,70,8,40,1,2,8,1,9,2,4,,,,,,,,1,2,,781242,2,,33,33,65,1,6512
4780354,1,1,1,15,1,1,68.700417771,9603,96,15,2018,12,201812,70,108,48,1,2,108,1,9,2,1,,,,,,,,1,2,,781242,2,,55,55,93,2,9303
4780355,1,3,1,15,1,1,52.252050473,4210,42,15,2018,12,201812,70,8,48,1,2,8,1,9,2,1,,,,,,,,1,2,,3000000,2,,02,02,45,1,4530
4780355,1,4,1,15,1,1,52.252050473,4210,42,15,2018,12,201812,70,20,48,1,2,40,1,6,2,2,,,,,,,,1,2,,2000000,2,,02,02,45,2,4530
4780355,1,5,1,15,1,1,52.252050473,4210,42,15,2018,12,201812,70,40,40,1,2,40,1,8,2,1,,,,,,,,1,2,,2000000,2,,16,16,45,2,4530
4780357,1,3,1,15,1,1,91.024749172,8551,85,15,2018,12,201812,70,8,40,1,2,8,1,6,2,2,,,,,,,,1,2,,781242,2,,19,32,80,1,8060
4780368,1,1,1,15,1,1,121.010325,8551,85,15,2018,12,201812,70,40,40,2,2,80,1,4,2,2,,,,,,,,1,2,,1000000,2,,13,13,80,2,8060
4780373,1,2,1,15,1,1,147.36205079,0610,06,15,2018,12,201812,70,6,40,1,2,6,1,9,2,1,1,,,,,,,,2,,4000000,1,2,02,02,11,1,1110
4780383,1,3,1,15,1,1,112.63405162,,,15,2018,12,201812,70,16,48,1,1,,,,,,,,,,,,,,,,781242,,,32,,,2,
4780385,1,1,1,15,1,1,152.34698019,6910,69,15,2018,12,201812,70,24,48,2,2,24,1,9,2,4,,,,,,,,1,2,,2500000,2,,12,12,74,2,7411
4780388,1,2,1,15,1,1,64.890052487,8413,84,15,2018,12,201812,70,30,40,2,2,35,2,9,2,1,,,,,,,,1,2,,781242,2,,32,32,75,2,7512
4780388,1,3,1,15,1,1,64.890052487,8530,85,15,2018,12,201812,70,16,48,2,2,20,2,9,1,1,1,,,,,,,,2,,1500000,1,1,13,13,80,2,8042
4780391,1,3,1,15,1,1,91.152538121,,,15,2018,12,201812,70,20,40,1,1,,,,,,,,,,,,,,,,1800000,,,02,,,2,
4780424,1,2,1,15,1,1,107.45551865,4771,47,15,2018,12,201812,70,4,48,1,2,24,1,9,2,1,,,,,,,,1,2,,781242,2,,45,45,52,1,5234
4780427,1,7,1,15,1,1,52.252050473,7810,78,15,2018,12,201812,70,6,48,1,2,6,1,9,2,1,,,,,,,,1,2,,781242,2,,39,55,74,1,7491
4780439,1,1,1,17,1,1,233.4441058,8621,86,17,2018,12,201812,70,36,48,1,2,36,1,9,2,1,,1,,,,,,,2,,2600000,1,1,06,06,85,2,8512
4780448,1,3,1,17,1,1,103.90087055,,,17,2018,12,201812,70,2,48,1,1,,,,,,,,,,,,,,,,781242,,,45,,,1,
4780449,1,1,1,17,1,1,103.59442381,4330,43,17,2018,12,201812,70,3,48,1,2,3,1,3,2,1,,,,,,,,1,1,800000,800000,2,,95,95,45,1,4521
4780450,1,2,1,17,1,1,250.55645576,,,17,2018,12,201812,70,3,24,1,1,,,,,,,,,,,,,,,,400000,,,54,,,1,
4780460,1,5,1,17,1,1,204.27124476,8559,85,17,2018,12,201812,70,2,48,1,2,2,4,1,2,7,,,,,,,,1,2,,781242,2,,59,59,80,1,8060
4780462,1,2,1,17,1,1,243.77873541,8621,86,17,2018,12,201812,70,144,24,1,2,144,2,9,2,2,,,1,,,,,,2,,781242,2,,19,39,85,2,8512
4780475,1,4,1,17,1,1,201.17233978,5811,58,17,2018,12,201812,70,60,48,1,2,60,1,4,2,1,,,,,,,,1,2,,781242,2,,16,16,22,2,2212
4780479,1,7,1,17,1,1,257.99216291,4330,43,17,2018,12,201812,70,52,60,1,2,52,1,2,2,1,,,,,,,,1,2,,781242,2,,93,93,45,2,4552
4780481,1,1,1,17,1,1,241.84501512,6120,61,17,2018,12,201812,70,16,48,1,2,32,1,9,2,1,,,,,,,,1,2,,800000,2,,38,38,64,2,6421
4780481,1,2,1,17,1,1,241.84501512,4921,49,17,2018,12,201812,70,12,48,1,2,12,4,1,2,8,,,,,,,,1,2,,781242,2,,38,98,60,1,6031
4780489,1,2,1,17,1,1,255.10934244,8423,84,17,2018,12,201812,70,8,24,1,2,8,1,9,2,2,,,,,,,,1,2,,781242,2,,55,55,91,1,9199
4780492,1,4,1,17,1,1,193.35739554,4761,47,17,2018,12,201812,70,20,48,1,2,36,1,2,2,7,,,,,,,,1,2,,781242,2,,45,45,52,2,5244
4780498,1,2,1,17,1,1,221.4784639,4111,41,17,2018,12,201812,70,8,48,1,2,10,1,6,2,7,,,,,,,,1,2,,781242,2,,95,95,45,1,4521
4780505,1,1,1,17,1,1,233.4441058,4111,41,17,2018,12,201812,70,48,48,1,2,48,1,8,2,2,,,,,,,,1,2,,781242,2,,55,55,45,2,4521
4780508,1,1,1,17,1,1,237.76375873,4923,49,17,2018,12,201812,70,8,48,1,2,12,1,2,2,1,,,,,,,,1,2,,781242,2,,98,98,60,1,6041
4780513,1,3,1,17,1,1,212.16199997,8551,85,17,2018,12,201812,70,3,48,1,2,3,4,4,2,7,,,,,,,,1,1,750000,1200000,2,,13,13,80,1,8060
4780519,1,3,1,17,1,1,239.46809479,9499,94,17,2018,12,201812,70,12,48,1,2,44,1,7,2,2,,,,,,,,1,2,,1550000,2,,13,59,63,1,6340
4780528,1,1,1,17,1,1,244.56362047,1811,18,17,2018,12,201812,70,156,48,1,2,156,1,9,2,2,1,,,,,,,,2,,781242,1,4,98,92,22,2,2220
4780552,1,4,1,17,1,1,153.65534991,1089,10,17,2018,12,201812,70,60,48,1,2,60,1,2,2,4,,,,,,,,1,2,,781242,2,,55,77,15,2,1589
4780552,1,5,1,17,1,1,153.65534991,4773,47,17,2018,12,201812,70,48,48,1,2,48,1,3,2,2,1,,,,,,,,2,,781242,2,,59,45,52,2,5231
4780553,1,3,1,17,1,1,146.15700507,6190,61,17,2018,12,201812,70,4,48,1,2,4,1,9,2,2,,,,,,,,1,1,781242,781242,2,,38,38,64,1,6425
4780556,1,1,1,17,1,1,238.53963148,8610,86,17,2018,12,201812,70,24,48,1,2,40,1,9,2,4,,,,,,,,1,2,,781242,2,,59,59,85,2,8511
4780568,1,6,1,17,1,1,191.17336945,4771,47,17,2018,12,201812,70,2,48,1,2,2,1,2,2,2,,,,,,,,1,1,600000,781242,2,,45,45,52,1,5233
4780569,1,2,1,17,1,1,261.03192324,8220,82,17,2018,12,201812,70,10,48,1,2,12,1,9,2,2,,,,,,,,1,2,,781242,2,,32,38,64,1,6425
4780571,1,3,1,17,1,1,209.61423018,2593,25,17,2018,12,201812,70,7,48,1,2,8,1,9,2,1,,,,,,,,1,2,,781242,2,,83,83,28,1,2893
4780573,1,2,1,17,1,1,221.4784639,5611,56,17,2018,12,201812,70,36,48,1,2,40,1,4,2,7,,,,,,,,1,2,,2500000,2,,02,53,55,2,5521
4780574,1,2,1,18,1,1,102.64787262,4111,41,18,2018,12,201812,70,20,50,1,2,20,1,2,2,1,,,,,,,,1,2,,500000,2,,95,95,45,2,4521
4780577,1,1,1,18,1,1,84.389370532,9602,96,18,2018,12,201812,70,12,30,4,2,72,4,1,2,1,,,,,,,,1,2,,500000,2,,57,57,93,1,9302
4780581,1,4,1,18,1,1,75.923489178,4542,45,18,2018,12,201812,70,2,40,1,2,2,1,2,2,1,,,,,,,,1,1,600000,600000,2,,84,84,50,1,5040
4780586,1,2,1,18,1,1,116.55156568,8610,86,18,2018,12,201812,70,26,48,1,2,26,1,9,2,2,,,,,,,,1,2,,1200000,1,1,08,08,85,2,8511
4780596,1,1,1,18,1,1,87.57409554,4771,47,18,2018,12,201812,70,12,40,1,2,8,1,2,2,1,1,,,,,,,,2,,800000,1,1,33,45,52,1,5233
4780604,1,3,1,19,1,1,139.56806888,8890,88,19,2018,12,201812,70,28,48,1,2,98,1,9,2,2,,,,,,,,1,1,60000,781212,2,,39,39,85,2,8532
4780611,1,3,1,19,1,1,162.22895149,1392,13,19,2018,12,201812,70,3,48,1,2,3,1,9,2,1,,,,,,,,1,2,,781242,2,,45,75,17,1,1741
4780616,1,4,1,19,1,1,142.81495538,8559,85,19,2018,12,201812,70,12,48,1,2,12,1,4,2,7,,,,,,,,1,2,,781242,2,,45,13,80,1,8012
4780626,1,1,1,19,1,1,188.52192696,4789,47,19,2018,12,201812,70,12,45,4,2,12,4,1,2,1,,,,,,,,1,2,,500000,2,,55,45,52,1,5262
4780629,1,1,1,19,1,1,120.70930494,5320,53,19,2018,12,201812,70,144,48,1,2,141,1,5,2,7,,,,,,,,1,1,600000,800000,2,,37,37,64,2,6412
4780634,1,2,1,19,1,1,197.96132759,8692,86,19,2018,12,201812,70,48,40,1,2,48,1,4,2,1,1,,,,,,,,2,,1800000,1,1,19,19,74,2,7499
4780635,1,3,1,19,1,1,82.789975732,5611,56,19,2018,12,201812,70,28,48,1,2,84,1,2,2,1,,,,,1,,,,2,,781242,2,,55,53,55,2,5521
4780639,1,2,1,19,1,1,134.39760683,8541,85,19,2018,12,201812,70,4,40,1,2,4,4,9,2,1,1,,,,,,,,2,,781000,1,1,13,13,80,1,8060
4780641,1,2,1,19,1,1,97.806147299,8541,85,19,2018,12,201812,70,48,40,1,2,48,2,9,2,1,1,,,,,,,,2,,781000,1,1,33,59,80,2,8060
4780648,1,1,1,19,1,1,98.936531146,4111,41,19,2018,12,201812,70,3,45,4,2,3,4,1,2,1,,,,,,,,1,2,,782000,2,,95,95,45,1,4521
4780650,1,2,1,19,1,1,172.01256791,7729,77,19,2018,12,201812,70,5,48,1,2,150,1,2,2,1,,,,,,,,1,2,,500000,2,,45,45,71,1,7130
4780652,1,3,1,19,1,1,62.439794248,9700,97,19,2018,12,201812,70,104,40,1,2,104,3,1,2,1,,,,,,,,1,2,,781242,2,,59,54,95,2,9500
4780654,1,3,1,19,1,1,73.817834499,9602,96,19,2018,12,201812,70,259,40,1,2,259,1,4,2,1,,,,,,,,1,2,,781242,2,,32,57,93,2,9302
4780660,1,2,1,19,1,1,190.03083127,4112,41,19,2018,12,201812,70,2,54,1,2,2,1,3,2,1,,,,,,,,1,1,600000,780000,2,,95,95,45,1,4521
4780662,1,5,1,19,1,1,62.439794248,8544,85,19,2018,12,201812,70,52,48,1,2,52,1,8,2,4,,,,,,1,,,2,,1700000,2,,12,13,80,2,8050
4780666,1,2,1,19,1,1,146.33365917,8412,84,19,2018,12,201812,70,96,25,1,2,100,4,9,2,1,,,,,,,,1,2,,400000,2,,45,13,75,2,7512
4780677,1,1,1,19,1,1,209.30167407,4775,47,19,2018,12,201812,70,24,40,1,2,24,1,2,2,3,,,,,,,,1,2,,782000,2,,45,33,52,2,5252
4780680,1,2,1,19,1,1,105.51631707,5630,56,19,2018,12,201812,70,104,40,1,2,52,1,2,2,1,,,,,,,,1,2,,781242,2,,45,53,55,2,5530
4780680,1,3,1,19,1,1,105.51631707,,,19,2018,12,201812,70,1,40,1,1,,,,,,,,,,,,,,,,781242,,,45,,,1,
4780681,1,3,1,19,1,1,62.439794248,4642,46,19,2018,12,201812,70,2,45,1,2,98,1,3,2,1,,,,,,,,1,2,,782000,2,,45,45,51,1,5131
4780684,1,2,1,19,1,1,62.439794248,4921,49,19,2018,12,201812,70,52,44,1,2,52,1,1,2,1,,,,,,,,1,2,,781242,2,,98,98,60,2,6031
4780691,1,1,1,20,1,1,251.11314729,4530,45,20,2018,12,201812,70,8,48,1,2,8,1,9,2,3,,,,,,,,1,2,,781300,2,,87,45,50,1,5030
4780701,1,2,1,23,1,1,361.73625695,9700,97,23,2018,12,201812,70,10,48,1,2,20,3,1,2,4,,,,,,,,1,2,,781242,2,,55,54,95,1,9500
4780701,2,1,2,23,1,1,361.73625695,4111,41,23,2018,12,201812,70,2,48,1,2,2,1,2,2,7,,,,,,,,1,1,500000,500000,2,,95,95,45,1,4521
4780727,1,1,1,23,1,1,90.434064237,4771,47,23,2018,12,201812,70,4,48,1,2,4,1,2,2,2,,,,,,,,1,1,800000,781242,2,,40,40,52,1,5233
4780732,1,1,1,23,1,1,126.98230002,8523,85,23,2018,12,201812,70,8,48,1,2,8,4,9,2,5,1,,,,,,,,2,,3500000,1,1,06,13,80,1,8060
4780744,1,2,1,27,1,1,87.888859876,9700,97,27,2018,12,201812,70,8,48,3,2,8,3,1,2,1,,,,,,,,1,2,,400000,2,,56,56,95,1,9500
4780746,1,2,1,27,1,1,60.392060765,9602,96,27,2018,12,201812,70,48,48,2,2,96,1,4,2,2,,,,,,,,1,2,,784400,2,,13,33,93,2,9302
4780748,1,1,1,27,1,1,111.0133166,5611,56,27,2018,12,201812,70,52,48,1,2,52,1,3,2,1,,,,,,,,1,2,,600000,2,,77,77,55,2,5521
4780748,1,4,1,27,1,1,111.0133166,5630,56,27,2018,12,201812,70,52,48,1,2,52,1,2,2,1,,,,,,,,1,2,,600000,2,,45,45,55,2,5530
4780749,1,2,1,27,1,1,49.099234103,9700,97,27,2018,12,201812,70,40,40,3,2,40,3,1,2,1,,,,,,,,1,2,,400000,2,,54,54,95,2,9500
4780751,1,3,1,27,1,1,69.308878204,5619,56,27,2018,12,201812,70,12,40,1,2,12,1,2,2,1,,,,,,,,1,2,,600000,2,,39,53,55,1,5529
4780764,1,1,1,27,1,1,40.466351456,9700,97,27,2018,12,201812,70,3,40,3,2,96,3,1,2,1,,,,,,,,1,2,,450000,2,,54,54,95,1,9500
4780767,1,1,1,27,1,1,31.640396948,4112,41,27,2018,12,201812,70,3,60,4,2,4,4,4,2,1,,,,,,,,1,2,,800000,2,,95,95,45,1,4521
4780767,1,2,1,27,1,1,31.640396948,4721,47,27,2018,12,201812,70,2,40,3,2,144,4,1,2,1,,,,,,,,1,2,,400000,2,,54,41,52,1,5221
4780769,1,2,1,27,1,1,72.977720489,4723,47,27,2018,12,201812,70,3,40,1,2,24,1,4,2,2,,,,,,,,1,2,,782000,2,,33,33,52,1,5223
4780775,1,1,1,41,1,1,97.28942005,4511,45,41,2018,12,201812,70,2,48,4,2,2,4,1,2,1,,,1,,,,,,1,2500000,1300000,2,,44,44,50,1,5011
4780777,1,4,1,41,1,1,238.35588174,,,41,2018,12,201812,70,48,48,1,1,,,,,,,,,,,,,,,,1500000,,,02,,,2,
4780791,1,1,1,41,1,1,210.89281236,4661,46,41,2018,12,201812,70,4,40,1,2,3,1,9,2,1,,,,,,,,1,1,600000,1200000,2,,98,03,40,1,4020
4780796,1,2,1,41,1,1,154.64384169,4520,45,41,2018,12,201812,70,36,48,1,2,40,1,7,2,2,,,,,,,,1,2,,900000,2,,85,84,50,2,5020
4780804,1,2,1,41,1,1,218.93309926,,,41,2018,12,201812,70,1,48,2,1,,,,,,,,,,,,,,,,781242,,,58,,,1,
4780822,1,1,1,41,1,1,81.71650109,3514,35,41,2018,12,201812,70,12,48,1,2,12,1,9,2,1,,,,,,,,1,2,,781242,2,,85,85,40,1,4010
4780824,1,2,1,44,1,1,47.316032571,,,44,2018,12,201812,70,4,20,1,1,,,,,,,,,,,,,,,,781242,,,45,,,1,
4780829,1,1,1,44,1,1,62.551685838,4290,42,44,2018,12,201812,70,12,40,1,2,12,1,9,2,1,,,,,,,,1,2,,1500000,2,,97,97,45,1,4530
4780834,1,3,1,44,1,1,39.20536439,8530,85,44,2018,12,201812,70,4,48,2,2,4,1,4,2,1,,,,,,,,1,1,500000,600000,2,,13,13,80,1,8041
4780837,1,1,1,44,1,1,26.116311492,0510,05,44,2018,12,201812,70,4,48,1,2,4,1,9,2,1,,,,,,,,1,1,1200000,800000,2,,39,02,10,1,1010
4780838,1,3,1,44,1,1,37.812508107,9601,96,44,2018,12,201812,70,54,48,1,2,12,4,1,2,1,,,,,,,,1,1,10000,500000,2,,55,56,93,2,9301
4780841,1,1,1,44,1,1,55.962365581,4220,42,44,2018,12,201812,70,52,48,1,2,52,1,4,2,2,,,,,,,,1,2,,870000,2,,97,97,45,2,4512
4780844,1,2,1,44,1,1,63.569342237,9700,97,44,2018,12,201812,70,168,48,1,2,260,3,1,2,1,,,,,,,,1,2,,781243,2,,55,54,95,2,9500
4780855,1,2,1,44,1,1,73.797239415,5519,55,44,2018,12,201812,70,8,40,1,2,99,4,2,2,1,,,,,,,,1,2,,500000,2,,45,51,55,1,5519
4780856,1,2,1,44,1,1,50.716479775,,,44,2018,12,201812,70,4,40,1,1,,,,,,,,,,,,,,,,400000,,,45,,,1,
4780857,1,1,1,44,1,1,59.524336799,8413,84,44,2018,12,201812,70,208,40,4,2,208,4,9,2,1,,,,,,,,1,2,,781243,2,,59,59,75,2,7513
4780864,1,5,1,44,1,1,47.023915195,9700,97,44,2018,12,201812,70,2,40,3,2,2,3,1,2,1,,,,,,,,1,1,300000,300000,2,,54,54,95,1,9500
4780865,1,3,1,44,1,1,26.116311492,8523,85,44,2018,12,201812,70,16,48,4,2,16,4,9,2,4,,,,,,,,1,2,,1500000,2,,05,13,80,2,8060
4780871,1,3,1,44,1,1,59.008886371,8621,86,44,2018,12,201812,70,250,48,1,2,520,4,8,2,1,,,,,,,,1,2,,800000,2,,13,39,85,2,8512
4780882,1,3,1,44,1,1,26.116311492,8413,84,44,2018,12,201812,70,95,48,4,2,104,4,9,2,1,,,,,,,,1,2,,1200000,2,,39,38,75,2,7513
4780887,1,2,1,44,1,1,26.116311492,8890,88,44,2018,12,201812,70,52,40,1,2,99,1,6,2,1,,,,,,,,1,2,,900000,2,,19,19,85,2,8532
4780894,1,1,1,44,1,1,49.897999242,9491,94,44,2018,12,201812,70,8,48,1,2,8,4,9,2,1,,,,,,,,1,2,,1000000,2,,39,19,75,1,7513
4780910,1,2,1,47,1,1,85.942236256,,,47,2018,12,201812,70,2,48,1,1,,,,,,,,,,,,,,,,800000,,,18,,,1,
4780920,1,2,1,47,1,1,205.83746449,6110,61,47,2018,12,201812,70,12,48,1,2,12,1,9,2,1,,,,,,,,1,2,,781242,2,,44,44,64,1,6421
4780922,1,3,1,47,1,1,173.8622094,5224,52,47,2018,12,201812,70,16,48,1,2,16,4,1,2,4,,,,,,,,1,2,,781242,2,,98,97,51,2,5125
4780926,1,3,1,47,1,1,172.01242751,8622,86,47,2018,12,201812,70,104,48,1,2,120,2,9,2,2,,,,,,,,1,2,,1800000,2,,06,06,85,2,8513
4780926,1,4,1,47,1,1,172.01242751,8622,86,47,2018,12,201812,70,48,48,1,2,50,1,5,2,1,,,,,,,,1,2,,2000000,2,,06,06,85,2,8513
4780941,1,4,1,47,1,1,192.86594612,8610,86,47,2018,12,201812,70,8,48,1,2,8,1,9,2,1,,,,,,1,,,2,,98,2,,07,07,85,1,8511
4780965,1,3,1,47,1,1,169.87445358,8610,86,47,2018,12,201812,70,4,48,1,2,12,1,1,2,7,,,,,,,,1,2,,1000000,2,,59,59,85,1,8511
4780965,1,4,1,47,1,1,169.87445358,4711,47,47,2018,12,201812,70,4,48,1,2,48,1,9,9,7,,,,,,,,1,2,,1000000,2,,03,97,52,1,5211
4780969,1,6,1,50,1,1,192.6914096,4631,46,50,2018,12,201812,70,104,48,1,2,8,1,4,2,1,,,,,,,,1,2,,900000,2,,45,39,51,2,5125
4780975,1,4,1,50,1,1,140.69691337,6820,68,50,2018,12,201812,70,12,60,1,2,12,1,5,2,2,,,,,,,,1,2,,1200000,2,,44,44,50,1,5012
4780981,1,2,1,50,1,1,216.95401382,4210,42,50,2018,12,201812,70,24,70,1,2,24,1,9,2,1,,,,,,,,1,2,,2500000,2,,02,02,45,2,4530
4780986,1,3,1,50,1,1,128.95282773,8413,84,50,2018,12,201812,70,24,48,1,2,104,1,9,2,1,,,,,,,,1,2,,3500000,2,,06,06,74,2,7499
4780986,1,4,1,50,1,1,128.95282773,4773,47,50,2018,12,201812,70,52,48,1,2,52,1,8,2,1,,,,,,,,1,2,,900000,2,,39,45,85,2,8520
4780993,1,2,1,50,1,1,327.03411966,4330,43,50,2018,12,201812,70,16,50,1,2,16,1,6,2,1,,,,,,,,1,2,,1200000,2,,19,19,45,2,4530
4781006,1,2,1,50,1,1,291.2721527,5611,56,50,2018,12,201812,70,52,48,1,2,52,1,3,2,1,,,,,,,,1,2,,800000,2,,53,53,15,2,1589
4781011,1,2,1,50,1,1,284.97074765,9700,97,50,2018,12,201812,70,6,50,1,2,6,1,1,2,1,,,,,,,,1,2,,800000,2,,45,54,74,1,7493
4781020,1,3,1,50,1,1,258.2652417,2511,25,50,2018,12,201812,70,40,48,1,2,26,1,2,2,1,,,,,,,,1,2,,1000000,2,,95,95,28,2,2811
4781027,1,2,1,50,1,1,288.12145018,5611,56,50,2018,12,201812,70,8,48,1,2,8,1,2,2,2,,,,,,,,1,2,,900000,2,,53,53,55,1,5521
