DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,INI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7430,P7440,P7450,P7452,P7454,P7456,P7458,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921
4780229,1,3,1,05,1,1,1205.5639784,05,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780229,1,4,1,05,1,1,1205.5639784,05,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780230,1,2,1,05,1,1,1164.9854384,05,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780230,1,3,1,05,1,1,1164.9854384,05,2018,12,201812,80,1,4,2,2,,,2,2,,2,,1,48,781242,2
4780231,1,3,1,05,1,1,1100.3622289,05,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780232,1,2,1,05,1,1,1340.1842751,05,2018,12,201812,80,2,,,,2,,,2,,2,,1,40,800000,2
4780233,1,1,1,05,1,1,692.68603861,05,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780235,1,1,1,05,1,1,1210.5415341,05,2018,12,201812,80,1,4,7,2,,,8,2,,2,,,,,2
4780238,1,2,1,05,1,1,574.89252056,05,2018,12,201812,80,1,4,8,2,,,8,2,,2,,,,,2
4780240,1,3,1,05,1,1,1119.4112835,05,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780241,1,1,1,05,1,1,2728.1469218,05,2018,12,201812,80,1,3,9,1,,1,2,2,,2,,1,24,1400000,2
4780244,1,1,1,05,1,1,2847.8263723,05,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780244,1,2,1,05,1,1,2847.8263723,05,2018,12,201812,80,1,2,4,2,,,6,2,,2,,,,,2
4780245,1,3,1,05,1,1,1129.5602531,05,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780247,1,1,1,05,1,1,1104.0226574,05,2018,12,201812,80,1,4,3,2,,,9,2,,2,,,,,2
4780249,1,4,1,05,1,1,1069.981886,05,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780251,1,2,1,05,1,1,1072.3982333,05,2018,12,201812,80,1,4,7,2,,,8,2,,2,,,,,2
4780252,1,1,1,05,1,1,1210.5415341,05,2018,12,201812,80,1,4,4,2,,,4,2,,2,,,,,2
4780255,1,2,1,05,1,1,545.75822878,05,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780258,1,1,1,05,1,1,2441.8414414,05,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780259,1,1,1,05,1,1,1210.5415341,05,2018,12,201812,80,1,4,4,2,,,4,2,,2,,,,,2
4780264,1,3,1,08,1,1,636.07881941,08,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780265,1,1,1,08,1,1,708.4178901,08,2018,12,201812,80,1,4,5,2,,,8,3,,2,,1,24,700000,3
4780265,1,3,1,08,1,1,708.4178901,08,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780268,1,1,1,08,1,1,1020.6765688,08,2018,12,201812,80,1,2,2,2,,,2,2,,2,,,,,2
4780270,1,2,1,08,1,1,1340.8388074,08,2018,12,201812,80,1,4,3,2,,,9,2,,2,,,,,2
4780270,1,4,1,08,1,1,1340.8388074,08,2018,12,201812,80,1,4,3,2,,,9,2,,2,,,,,2
4780271,1,2,1,08,1,1,847.75451864,08,2018,12,201812,80,1,4,3,2,,,9,2,,2,,2,,781242,2
4780276,1,1,1,11,1,1,3943.8713883,11,2018,12,201812,80,1,3,5,2,,,10,2,,2,,,,,2
4780276,1,2,1,11,1,1,3943.8713883,11,2018,12,201812,80,1,4,5,2,,,10,1,,2,,,,,2
4780278,1,1,1,11,1,1,3174.6876472,11,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780279,1,1,1,11,1,1,3126.5997678,11,2018,12,201812,80,1,4,4,2,,,4,2,,2,,,,,2
4780279,1,2,1,11,1,1,3126.5997678,11,2018,12,201812,80,1,4,5,2,,,8,2,,2,,,,,2
4780282,1,1,1,11,1,1,3947.2672389,11,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780283,1,2,1,11,1,1,8172.1593069,11,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780284,1,1,1,13,1,1,182.95272502,13,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780284,1,2,1,13,1,1,182.95272502,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780285,1,1,1,13,1,1,182.95272502,13,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780285,1,2,1,13,1,1,182.95272502,13,2018,12,201812,80,1,4,3,2,,,8,2,,2,,,,,2
4780288,1,1,1,13,1,1,182.95272502,13,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780288,1,2,1,13,1,1,182.95272502,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780288,1,3,1,13,1,1,182.95272502,13,2018,12,201812,80,1,3,8,2,,,2,2,,2,,1,40,800000,2
4780289,1,1,1,13,1,1,322.54327231,13,2018,12,201812,80,1,3,3,2,,,9,1,,2,,,,,2
4780291,1,1,1,13,1,1,246.03203529,13,2018,12,201812,80,1,1,4,2,,,4,2,,2,,,,,2
4780292,1,1,1,13,1,1,252.40968629,13,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780294,1,4,1,13,1,1,435.98297012,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780295,1,5,1,13,1,1,211.48277768,13,2018,12,201812,80,1,4,9,2,,,4,2,,2,,,,,2
4780296,1,1,1,13,1,1,376.80923634,13,2018,12,201812,80,2,,,,2,,,2,,2,,2,,800000,2
4780296,1,3,1,13,1,1,376.80923634,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780297,1,1,1,13,1,1,359.20742119,13,2018,12,201812,80,1,4,3,2,,,8,2,,2,,,,,2
4780301,1,3,1,13,1,1,311.27159035,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780301,1,4,1,13,1,1,311.27159035,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780305,1,1,1,13,1,1,182.95272502,13,2018,12,201812,80,1,3,5,2,,,4,3,,2,,,,,3
4780305,1,4,1,13,1,1,182.95272502,13,2018,12,201812,80,1,4,3,2,,,8,2,,2,,,,,2
4780307,1,1,1,13,1,1,182.95272502,13,2018,12,201812,80,1,4,5,1,,1,10,3,,2,,,,,3
4780307,1,2,1,13,1,1,182.95272502,13,2018,12,201812,80,1,4,8,2,,,8,2,,2,,,,,2
4780308,1,1,1,13,1,1,182.95272502,13,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780308,1,2,1,13,1,1,182.95272502,13,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780310,1,2,1,13,1,1,182.95272502,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780310,1,4,1,13,1,1,182.95272502,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780311,1,2,1,13,1,1,497.20950859,13,2018,12,201812,80,2,,,,2,,,2,,2,,2,,1000000,2
4780313,1,3,1,13,1,1,385.18441873,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780314,1,1,1,13,1,1,465.33486149,13,2018,12,201812,80,1,4,7,2,,,8,2,,2,,,,,2
4780315,1,1,1,13,1,1,182.95272502,13,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780315,1,2,1,13,1,1,182.95272502,13,2018,12,201812,80,1,4,4,2,,,4,2,,2,,,,,2
4780319,1,4,1,13,1,1,279.05697844,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780321,1,1,1,13,1,1,182.95272502,13,2018,12,201812,80,1,1,9,2,,,12,1,2,1,869453,,,,1
4780321,1,2,1,13,1,1,182.95272502,13,2018,12,201812,80,1,4,3,2,,,11,2,,2,,,,,2
4780321,1,3,1,13,1,1,182.95272502,13,2018,12,201812,80,1,1,8,2,,,12,2,,2,,,,,2
4780322,1,3,1,13,1,1,642.71633504,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780322,1,5,1,13,1,1,642.71633504,13,2018,12,201812,80,1,2,3,2,,,9,2,,2,,,,,2
4780323,1,1,1,13,1,1,434.99284385,13,2018,12,201812,80,1,1,8,2,,,1,2,,2,,1,48,600000,2
4780323,1,4,1,13,1,1,434.99284385,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780324,1,2,1,13,1,1,437.80951424,13,2018,12,201812,80,1,3,6,2,,,7,2,,2,,,,,2
4780324,1,5,1,13,1,1,437.80951424,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780325,1,1,1,13,1,1,182.95272502,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780325,1,3,1,13,1,1,182.95272502,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780326,1,2,1,13,1,1,325.47987168,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780327,1,2,1,13,1,1,490.95154052,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780327,1,3,1,13,1,1,490.95154052,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780328,1,2,1,13,1,1,388.82362447,13,2018,12,201812,80,1,4,3,2,,,6,2,,2,,,,,2
4780329,1,2,1,13,1,1,522.07835835,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780330,1,3,1,13,1,1,493.20998434,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780330,1,4,1,13,1,1,493.20998434,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780332,1,1,1,13,1,1,236.80515609,13,2018,12,201812,80,1,3,5,2,,,10,3,,2,,,,,3
4780332,1,2,1,13,1,1,236.80515609,13,2018,12,201812,80,1,4,7,2,,,11,2,,2,,,,,2
4780333,1,4,1,13,1,1,540.58841899,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780334,1,1,1,13,1,1,395.27407409,13,2018,12,201812,80,1,2,5,2,,,10,3,,2,,,,,3
4780335,1,4,1,13,1,1,182.95272502,13,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780339,1,1,1,15,1,1,112.06522478,15,2018,12,201812,80,1,1,8,2,,,10,3,,1,500000,,,,3
4780339,1,2,1,15,1,1,112.06522478,15,2018,12,201812,80,1,3,5,2,,,10,3,,2,,,,,3
4780340,1,5,1,15,1,1,59.266361925,15,2018,12,201812,80,1,3,4,2,,,8,2,,2,,,,,2
4780341,1,4,1,15,1,1,115.17606247,15,2018,12,201812,80,1,1,8,2,,,8,2,,2,,1,40,781242,2
4780341,1,5,1,15,1,1,115.17606247,15,2018,12,201812,80,1,2,8,1,,1,2,2,,2,,1,12,500000,2
4780342,1,2,1,15,1,1,79.472084118,15,2018,12,201812,80,1,1,4,2,,,4,2,,2,,,,,2
4780342,1,3,1,15,1,1,79.472084118,15,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780344,1,2,1,15,1,1,52.252050473,15,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780347,1,2,1,15,1,1,158.94970183,15,2018,12,201812,80,1,2,8,2,,,9,2,,2,,2,,781242,2
4780347,1,4,1,15,1,1,158.94970183,15,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780349,1,1,1,15,1,1,132.99560804,15,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780349,1,2,1,15,1,1,132.99560804,15,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780349,1,3,1,15,1,1,132.99560804,15,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780350,1,1,1,15,1,1,171.76026129,15,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780353,1,1,1,15,1,1,93.957775216,15,2018,12,201812,80,1,4,3,2,,,9,2,,2,,,,,2
4780355,1,1,1,15,1,1,52.252050473,15,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780356,1,2,1,15,1,1,116.29165899,15,2018,12,201812,80,1,4,4,2,,,8,2,,2,,,,,2
4780357,1,1,1,15,1,1,91.024749172,15,2018,12,201812,80,1,3,6,2,,,10,2,,2,,,,,2
4780357,1,2,1,15,1,1,91.024749172,15,2018,12,201812,80,1,2,7,2,,,9,2,,2,,,,,2
4780360,1,3,1,15,1,1,119.20754451,15,2018,12,201812,80,2,,,,2,,,2,,2,,1,45,500000,2
4780361,1,2,1,15,1,1,143.90455537,15,2018,12,201812,80,1,1,7,1,,1,9,2,,2,,2,,1500000,2
4780362,1,1,1,15,1,1,52.252050473,15,2018,12,201812,80,1,3,4,2,,,8,2,,2,,2,,781242,2
4780364,1,2,1,15,1,1,149.42637752,15,2018,12,201812,80,1,4,3,2,,,9,2,,2,,1,20,781242,2
4780365,1,1,1,15,1,1,143.51191196,15,2018,12,201812,80,1,4,8,2,,,2,2,,2,,,,,2
4780366,1,2,1,15,1,1,77.474291118,15,2018,12,201812,80,1,3,3,1,,2,8,2,,2,,1,40,700000,2
4780373,1,1,1,15,1,1,147.36205079,15,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780373,1,4,1,15,1,1,147.36205079,15,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780377,1,2,1,15,1,1,58.806555308,15,2018,12,201812,80,1,4,3,2,,,9,2,,2,,,,,2
4780379,1,1,1,15,1,1,89.384715303,15,2018,12,201812,80,1,3,4,2,,,4,2,,2,,2,,500000,2
4780379,1,2,1,15,1,1,89.384715303,15,2018,12,201812,80,1,4,3,2,,,9,2,,2,,,,,2
4780380,1,1,1,15,1,1,120.63645032,15,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780382,1,1,1,15,1,1,143.90455537,15,2018,12,201812,80,1,1,2,2,,,2,2,,2,,,,,2
4780383,1,4,1,15,1,1,112.63405162,15,2018,12,201812,80,2,,,,1,1,2,2,,2,,,,,2
4780384,1,1,1,15,1,1,114.27515761,15,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780385,1,2,1,15,1,1,152.34698019,15,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780385,1,3,1,15,1,1,152.34698019,15,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780386,1,1,1,15,1,1,120.63645032,15,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780387,1,1,1,15,1,1,107.72043344,15,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780387,1,2,1,15,1,1,107.72043344,15,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780388,1,1,1,15,1,1,64.890052487,15,2018,12,201812,80,1,4,3,2,,,9,2,,2,,,,,2
4780389,1,2,1,15,1,1,116.29165899,15,2018,12,201812,80,1,4,3,2,,,9,2,,2,,,,,2
4780390,1,2,1,15,1,1,115.65620604,15,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780391,1,1,1,15,1,1,91.152538121,15,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780391,1,4,1,15,1,1,91.152538121,15,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780393,1,2,1,15,1,1,123.55233585,15,2018,12,201812,80,1,3,2,2,,,2,2,,2,,1,40,350000,2
4780396,1,2,1,15,1,1,123.55233585,15,2018,12,201812,80,2,,,,1,1,2,2,,2,,1,40,1500000,2
4780397,1,1,1,15,1,1,112.06522478,15,2018,12,201812,80,1,4,4,2,,,4,2,,2,,,,,2
4780397,1,2,1,15,1,1,112.06522478,15,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780399,1,1,1,15,1,1,112.06522478,15,2018,12,201812,80,1,4,5,2,,,10,3,,2,,,,,3
4780399,1,2,1,15,1,1,112.06522478,15,2018,12,201812,80,1,4,3,2,,,9,2,,2,,,,,2
4780402,1,2,1,15,1,1,58.806555308,15,2018,12,201812,80,1,4,3,1,,4,11,1,2,2,,,,,1
4780403,1,1,1,15,1,1,143.51191196,15,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780405,1,1,1,15,1,1,120.63645032,15,2018,12,201812,80,1,3,5,2,,,10,3,,2,,,,,3
4780406,1,1,1,15,1,1,112.06522478,15,2018,12,201812,80,1,2,5,2,,,11,3,,2,,,,,3
4780406,1,2,1,15,1,1,112.06522478,15,2018,12,201812,80,1,2,5,2,,,10,3,,2,,,,,3
4780408,1,2,1,15,1,1,129.20194695,15,2018,12,201812,80,1,4,3,2,,,9,2,,2,,1,40,781242,2
4780409,1,5,1,15,1,1,54.021263189,15,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780410,1,2,1,15,1,1,139.16712063,15,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780411,1,2,1,15,1,1,136.32173485,15,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780411,1,3,1,15,1,1,136.32173485,15,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780413,1,1,1,15,1,1,171.76026129,15,2018,12,201812,80,1,2,4,2,,,11,3,,2,,,,,3
4780414,1,1,1,15,1,1,143.51191196,15,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780416,1,1,1,15,1,1,86.419451686,15,2018,12,201812,80,1,4,4,2,,,4,2,,2,,,,,2
4780418,1,3,1,15,1,1,137.49876567,15,2018,12,201812,80,1,1,6,2,,,9,2,,2,,1,20,781242,2
4780418,1,4,1,15,1,1,137.49876567,15,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780419,1,4,1,15,1,1,86.61440385,15,2018,12,201812,80,2,,,,1,1,2,2,,2,,,,,2
4780420,1,1,1,15,1,1,146.60988733,15,2018,12,201812,80,1,1,4,2,,,4,2,,2,,,,,2
4780420,2,2,2,15,1,1,146.60988733,15,2018,12,201812,80,1,1,3,2,,,1,2,,2,,,,,2
4780421,1,2,1,15,1,1,82.074660351,15,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780423,1,2,1,15,1,1,58.806555308,15,2018,12,201812,80,1,4,3,1,,1,8,2,,2,,,,,2
4780426,1,1,1,15,1,1,171.76026129,15,2018,12,201812,80,1,4,4,2,,,4,3,,2,,,,,3
4780427,1,2,1,15,1,1,52.252050473,15,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780429,1,2,1,15,1,1,63.738942209,15,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780430,1,1,1,17,1,1,259.46942863,17,2018,12,201812,80,1,4,9,2,,,11,2,,2,,,,,2
4780431,1,2,1,17,1,1,235.45152564,17,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780431,1,3,1,17,1,1,235.45152564,17,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
4780431,1,4,1,17,1,1,235.45152564,17,2018,12,201812,80,2,,,,2,,,2,,2,,,,,2
