DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P6290,P6230,P6240,P6250,P6260,P6270,P6280,P6300,P6310,P6320,P6330,P6340,P6350,P6351,RABAND,FT
4785080,1,3,1,,1,3350.6266536,23,2018,12,201812,50,1,3,6,2,2,2,1,,,,,,,1,,1
4785081,1,1,1,,1,2201.7794804,23,2018,12,201812,50,,1,5,,,,,,,,,,,,,1
4785081,1,2,1,,1,2201.7794804,23,2018,12,201812,50,,2,4,2,2,2,2,2,,,,,,,,1
4785081,1,3,1,,1,2201.7794804,23,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4785081,1,4,1,,1,2201.7794804,23,2018,12,201812,50,,4,3,2,2,2,2,2,,,,,,,,1
4785082,1,1,1,,1,4402.8413536,23,2018,12,201812,50,,1,4,1,,,,,,,,,,,,1
4785083,1,1,1,,1,4026.6650946,23,2018,12,201812,50,,1,4,1,,,,,,,,,,,,1
4785083,1,2,1,,1,4026.6650946,23,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785083,1,3,1,,1,4026.6650946,23,2018,12,201812,50,2,3,2,2,2,2,1,,,,,,,1,,1
4785084,1,1,1,,1,2657.3273205,23,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785084,1,2,1,,1,2657.3273205,23,2018,12,201812,50,1,2,4,2,2,2,1,,,,,,,1,,1
4785084,1,3,1,,1,2657.3273205,23,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4785085,1,1,1,,1,3357.1442032,23,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785085,1,2,1,,1,3357.1442032,23,2018,12,201812,50,,2,4,2,2,1,,,,,,,,,,1
4785086,1,1,1,,1,5037.8969939,23,2018,12,201812,50,2,1,2,2,2,2,1,,,,,,,1,,1
4785086,1,2,1,,1,5037.8969939,23,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785088,1,1,1,,1,4364.5795621,23,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785090,1,1,1,,1,2681.1057621,23,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4785090,1,2,1,,1,2681.1057621,23,2018,12,201812,50,,2,4,2,2,2,2,2,,,,,,,,1
4785091,1,1,1,,1,5132.2136812,23,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785091,1,2,1,,1,5132.2136812,23,2018,12,201812,50,,2,4,2,2,1,,,,,,,,,,1
4785092,1,1,1,,1,4811.1625207,23,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785092,1,2,1,,1,4811.1625207,23,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785093,1,1,1,,1,3881.7385946,23,2018,12,201812,50,,1,6,2,2,1,,,,,,,,,,1
4785093,1,2,1,,1,3881.7385946,23,2018,12,201812,50,,2,4,1,,,,,,,,,,,,1
4785093,1,3,1,,1,3881.7385946,23,2018,12,201812,50,1,3,6,2,2,2,1,,,,,,,1,,1
4785094,1,1,1,,1,5439.8321576,23,2018,12,201812,50,,1,4,1,,,,,,,,,,,,1
4785094,1,2,1,,1,5439.8321576,23,2018,12,201812,50,2,2,4,2,2,2,1,,,,,,,1,,1
4785095,1,1,1,,1,4768.540309,23,2018,12,201812,50,,1,4,1,,,,,,,,,,,,1
4785095,1,2,1,,1,4768.540309,23,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785096,1,1,1,,1,4787.2793261,23,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785097,1,1,1,,1,4730.2785175,23,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785097,1,2,1,,1,4730.2785175,23,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785098,1,1,1,,1,5199.2066052,23,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785098,1,2,1,,1,5199.2066052,23,2018,12,201812,50,,1,3,2,2,2,2,2,,,,,,,,1
4785099,1,1,1,,1,5152.9782815,23,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785099,1,2,1,,1,5152.9782815,23,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785100,1,1,1,,1,3430.0008642,23,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785100,1,2,1,,1,3430.0008642,23,2018,12,201812,50,,2,6,2,2,2,2,2,,,,,,,,1
4785100,1,3,1,,1,3430.0008642,23,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4785100,1,4,1,,1,3430.0008642,23,2018,12,201812,50,,4,4,2,2,2,2,1,10,,,,,,2,1
4785101,1,1,1,,1,4121.8668847,23,2018,12,201812,50,2,1,2,2,2,2,1,,,,,,,1,,1
4785101,1,2,1,,1,4121.8668847,23,2018,12,201812,50,,2,4,1,,,,,,,,,,,,1
4785101,1,3,1,,1,4121.8668847,23,2018,12,201812,50,,3,3,2,2,2,2,2,,,,,,,,1
4785101,1,4,1,,1,4121.8668847,23,2018,12,201812,50,,4,3,2,2,2,2,2,,,,,,,,1
4785102,1,1,1,,1,5369.3986648,23,2018,12,201812,50,1,1,2,2,2,2,1,,,,,,,1,,1
4785102,1,2,1,,1,5369.3986648,23,2018,12,201812,50,,2,4,2,2,2,2,1,10,,,,,,2,1
4785102,1,3,1,,1,5369.3986648,23,2018,12,201812,50,2,3,2,2,2,2,1,,,,,,,1,,1
4785103,1,1,1,,1,3063.7727776,23,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785103,1,2,1,,1,3063.7727776,23,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4785103,1,3,1,,1,3063.7727776,23,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4785104,1,1,1,,1,4814.959061,23,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785104,1,2,1,,1,4814.959061,23,2018,12,201812,50,,2,4,2,2,2,2,2,,,,,,,,1
4785105,1,1,1,05,1,1271.504315,05,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4785105,1,2,1,05,1,1271.504315,05,2018,12,201812,50,,2,4,2,2,2,2,2,,,,,,,,1
4785106,1,1,1,05,1,545.75822878,05,2018,12,201812,50,,1,6,2,1,,,,,,,,,,,1
4785106,1,2,1,05,1,545.75822878,05,2018,12,201812,50,,2,4,2,1,,,,,,,,,,,1
4785106,1,3,1,05,1,545.75822878,05,2018,12,201812,50,,3,4,2,2,2,2,2,,,,,,,,1
4785106,1,4,1,05,1,545.75822878,05,2018,12,201812,50,,4,4,2,1,,,,,,,,,,,1
4785106,1,5,1,05,1,545.75822878,05,2018,12,201812,50,,5,3,2,2,2,2,2,,,,,,,,1
4785107,1,1,1,05,1,772.66341584,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785107,1,2,1,05,1,772.66341584,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785107,1,3,1,05,1,772.66341584,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4785107,1,4,1,05,1,772.66341584,05,2018,12,201812,50,,4,3,1,,,,,,,,,,,,1
4785107,1,5,1,05,1,772.66341584,05,2018,12,201812,50,,5,3,2,2,2,2,1,12,,,,,,2,1
4785108,1,1,1,05,1,1237.439708,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785108,1,2,1,05,1,1237.439708,05,2018,12,201812,50,,2,4,2,2,2,2,2,,,,,,,,1
4785108,1,3,1,05,1,1237.439708,05,2018,12,201812,50,,3,4,2,2,2,2,2,,,,,,,,1
4785108,1,4,1,05,1,1237.439708,05,2018,12,201812,50,,4,1,,,,,,,,,,,,,1
4785109,1,1,1,05,1,545.75822878,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785109,1,2,1,05,1,545.75822878,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785109,1,3,1,05,1,545.75822878,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4785109,1,4,1,05,1,545.75822878,05,2018,12,201812,50,,4,1,,,,,,,,,,,,,1
4785110,1,1,1,05,1,1271.504315,05,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4785110,1,2,1,05,1,1271.504315,05,2018,12,201812,50,,2,4,2,2,2,2,2,,,,,,,,1
4785111,1,1,1,05,1,916.41881805,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785111,1,2,1,05,1,916.41881805,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785111,1,3,1,05,1,916.41881805,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4785112,1,1,1,05,1,893.42508708,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785112,1,2,1,05,1,893.42508708,05,2018,12,201812,50,,2,4,1,,,,,,,,,,,,1
4785113,1,1,1,05,1,1312.8548253,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785113,1,2,1,05,1,1312.8548253,05,2018,12,201812,50,,2,4,2,2,2,2,2,,,,,,,,1
4785113,1,4,1,05,1,1312.8548253,05,2018,12,201812,50,,4,1,,,,,,,,,,,,,1
4785114,1,1,1,05,1,692.68603861,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785114,1,2,1,05,1,692.68603861,05,2018,12,201812,50,,1,6,1,,,,,,,,,,,,1
4785114,1,3,1,05,1,692.68603861,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785115,1,1,1,05,1,1210.5415341,05,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4785116,1,1,1,05,1,1213.3156158,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785116,1,2,1,05,1,1213.3156158,05,2018,12,201812,50,,2,4,2,2,2,2,2,,,,,,,,1
4785117,1,1,1,05,1,1192.0703783,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785117,1,2,1,05,1,1192.0703783,05,2018,12,201812,50,,2,6,2,2,2,2,2,,,,,,,,1
4785117,1,3,1,05,1,1192.0703783,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4785118,1,1,1,05,1,890.65100538,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785119,1,1,1,05,1,1014.2095341,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785119,1,2,1,05,1,1014.2095341,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785120,1,1,1,05,1,1055.9829278,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785120,1,2,1,05,1,1055.9829278,05,2018,12,201812,50,,2,4,1,,,,,,,,,,,,1
4785121,1,1,1,05,1,1022.9376947,05,2018,12,201812,50,,2,6,2,1,,,,,,,,,,,1
4785121,1,2,1,05,1,1022.9376947,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785122,1,1,1,05,1,827.73605592,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785122,1,2,1,05,1,827.73605592,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785122,1,3,1,05,1,827.73605592,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4785122,1,4,1,05,1,827.73605592,05,2018,12,201812,50,,4,1,,,,,,,,,,,,,1
4785123,1,1,1,05,1,1104.0226574,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785123,1,2,1,05,1,1104.0226574,05,2018,12,201812,50,,2,6,2,2,2,2,2,,,,,,,,1
4785124,1,1,1,05,1,1545.8387481,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785124,1,2,1,05,1,1545.8387481,05,2018,12,201812,50,,2,6,2,2,2,2,2,,,,,,,,1
4785124,1,3,1,05,1,1545.8387481,05,2018,12,201812,50,,3,4,2,2,2,2,2,,,,,,,,1
4785124,1,4,1,05,1,1545.8387481,05,2018,12,201812,50,,4,6,2,2,2,2,2,,,,,,,,1
4785125,1,1,1,05,1,1181.6911917,05,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4785125,1,2,1,05,1,1181.6911917,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785126,1,1,1,05,1,845.49923846,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785126,1,2,1,05,1,845.49923846,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785126,1,3,1,05,1,845.49923846,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4785126,1,4,1,05,1,845.49923846,05,2018,12,201812,50,3,4,4,2,2,2,1,,,,,,,1,,1
4785127,1,1,1,05,1,1024.3585037,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785127,1,2,1,05,1,1024.3585037,05,2018,12,201812,50,,2,4,2,2,1,,,,,,,,,,1
4785128,1,1,1,05,1,1440.6189394,05,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4785129,1,1,1,05,1,1162.5018045,05,2018,12,201812,50,,1,4,1,,,,,,,,,,,,1
4785130,1,1,1,05,1,1450.998126,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785130,1,2,1,05,1,1450.998126,05,2018,12,201812,50,,2,4,2,2,2,2,1,10,,,,,,2,1
4785131,1,1,1,05,1,1014.2095341,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785131,1,2,1,05,1,1014.2095341,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785132,1,1,1,05,1,2021.0982111,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785132,1,2,1,05,1,2021.0982111,05,2018,12,201812,50,,2,4,2,2,2,2,1,3,1,1,,1,1,1,1
4785132,1,3,1,05,1,2021.0982111,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4785133,1,1,1,05,1,1120.7284107,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785134,1,1,1,05,1,1014.2095341,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785134,1,2,1,05,1,1014.2095341,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785135,1,1,1,05,1,799.92508355,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785135,1,2,1,05,1,799.92508355,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785135,1,3,1,05,1,799.92508355,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4785135,1,4,1,05,1,799.92508355,05,2018,12,201812,50,3,4,3,2,2,2,1,,,,,,,1,,1
4785136,1,1,1,05,1,1162.5018045,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785137,1,1,1,05,1,1120.7284107,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785138,1,1,1,05,1,1091.5164576,05,2018,12,201812,50,,1,4,1,,,,,,,,,,,,1
4785138,1,2,1,05,1,1091.5164576,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785138,1,3,1,05,1,1091.5164576,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4785138,1,4,1,05,1,1091.5164576,05,2018,12,201812,50,,4,1,,,,,,,,,,,,,1
4785139,1,1,1,05,1,1103.0753592,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785139,1,2,1,05,1,1103.0753592,05,2018,12,201812,50,,2,4,1,,,,,,,,,,,,1
4785139,1,3,1,05,1,1103.0753592,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785143,1,1,1,05,1,1271.504315,05,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4785143,1,2,1,05,1,1271.504315,05,2018,12,201812,50,,2,4,2,2,2,2,2,,,,,,,,1
4785144,1,1,1,05,1,1248.0056606,05,2018,12,201812,50,,1,4,1,,,,,,,,,,,,1
4785144,1,4,1,05,1,1248.0056606,05,2018,12,201812,50,,4,1,,,,,,,,,,,,,1
4785145,1,1,1,05,1,890.65100538,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785146,1,1,1,05,1,965.87935668,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785146,1,2,1,05,1,965.87935668,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785146,1,3,1,05,1,965.87935668,05,2018,12,201812,50,,3,4,2,2,2,2,2,,,,,,,,1
4785147,1,1,1,05,1,784.13212874,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785147,1,2,1,05,1,784.13212874,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785148,1,1,1,05,1,631.72325765,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785148,1,2,1,05,1,631.72325765,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785149,1,1,1,05,1,1398.3729744,05,2018,12,201812,50,,1,4,2,2,2,2,1,10,,,,,,2,1
4785149,1,2,1,05,1,1398.3729744,05,2018,12,201812,50,,2,3,2,2,2,2,2,,,,,,,,1
4785150,1,1,1,05,1,507.10476703,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785150,1,2,1,05,1,507.10476703,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785151,1,1,1,05,1,1210.5415341,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785152,1,1,1,05,1,1684.2978884,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785152,1,2,1,05,1,1684.2978884,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785152,1,3,1,05,1,1684.2978884,05,2018,12,201812,50,,3,3,2,2,2,2,2,,,,,,,,1
4785152,1,4,1,05,1,1684.2978884,05,2018,12,201812,50,,4,3,2,2,2,2,2,,,,,,,,1
4785153,1,1,1,05,1,1075.172315,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785153,1,2,1,05,1,1075.172315,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785153,1,3,1,05,1,1075.172315,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4785154,1,1,1,05,1,1162.2113567,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785154,1,2,1,05,1,1162.2113567,05,2018,12,201812,50,,1,5,,,,,,,,,,,,,1
4785155,1,1,1,05,1,1120.7284107,05,2018,12,201812,50,,1,6,1,,,,,,,,,,,,1
4785156,1,1,1,05,1,1024.0680559,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785156,1,2,1,05,1,1024.0680559,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785156,1,3,1,05,1,1024.0680559,05,2018,12,201812,50,,3,4,2,2,2,2,2,,,,,,,,1
4785157,1,1,1,05,1,1238.5627637,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785157,1,2,1,05,1,1238.5627637,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785157,1,3,1,05,1,1238.5627637,05,2018,12,201812,50,,3,3,2,2,2,2,2,,,,,,,,1
4785157,1,4,1,05,1,1238.5627637,05,2018,12,201812,50,,4,6,2,2,2,2,2,,,,,,,,1
4785158,1,1,1,05,1,942.25238567,05,2018,12,201812,50,1,1,6,2,2,2,1,,,,,,,1,,1
4785158,1,2,1,05,1,942.25238567,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785158,1,3,1,05,1,942.25238567,05,2018,12,201812,50,3,3,4,2,2,2,1,,,,,,,1,,1
4785158,1,5,1,05,1,942.25238567,05,2018,12,201812,50,3,5,6,2,2,2,1,,,,,,,1,,1
4785158,1,6,1,05,1,942.25238567,05,2018,12,201812,50,,6,1,,,,,,,,,,,,,1
4785159,1,1,1,05,1,880.83331846,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785159,1,2,1,05,1,880.83331846,05,2018,12,201812,50,,2,4,1,,,,,,,,,,,,1
4785159,1,3,1,05,1,880.83331846,05,2018,12,201812,50,,3,3,2,2,2,2,1,12,,,,,,2,1
4785159,1,4,1,05,1,880.83331846,05,2018,12,201812,50,,4,1,,,,,,,,,,,,,1
4785159,1,5,1,05,1,880.83331846,05,2018,12,201812,50,,5,1,,,,,,,,,,,,,1
4785160,1,1,1,05,1,1210.5415341,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785161,1,1,1,05,1,1210.5415341,05,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4785162,1,1,1,05,1,1271.504315,05,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4785162,1,2,1,05,1,1271.504315,05,2018,12,201812,50,,2,4,2,2,2,2,2,,,,,,,,1
4785163,1,1,1,05,1,1109.6666426,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785163,1,2,1,05,1,1109.6666426,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785163,1,3,1,05,1,1109.6666426,05,2018,12,201812,50,3,3,3,2,2,2,1,,,,,,,1,,1
4785163,1,4,1,05,1,1109.6666426,05,2018,12,201812,50,,4,1,,,,,,,,,,,,,1
4785164,1,1,1,05,1,1040.301238,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785164,1,2,1,05,1,1040.301238,05,2018,12,201812,50,,2,3,2,2,2,2,1,12,,,,,,2,1
4785164,1,4,1,05,1,1040.301238,05,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4785165,1,1,1,05,1,890.65100538,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785166,1,1,1,05,1,1014.2095341,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785166,1,2,1,05,1,1014.2095341,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785167,1,1,1,05,1,999.94396372,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785168,1,1,1,05,1,1324.3554219,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785168,1,2,1,05,1,1324.3554219,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785168,1,3,1,05,1,1324.3554219,05,2018,12,201812,50,3,3,4,2,2,2,1,,,,,,,1,,1
4785169,1,1,1,05,1,849.20889435,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785169,1,2,1,05,1,849.20889435,05,2018,12,201812,50,,2,4,2,2,2,2,1,10,,,,,,2,1
4785169,1,3,1,05,1,849.20889435,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785169,1,4,1,05,1,849.20889435,05,2018,12,201812,50,,4,1,,,,,,,,,,,,,1
4785169,1,5,1,05,1,849.20889435,05,2018,12,201812,50,,5,1,,,,,,,,,,,,,1
4785170,1,1,1,05,1,1162.5018045,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785171,1,1,1,05,1,1014.2095341,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785171,1,2,1,05,1,1014.2095341,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785172,1,1,1,05,1,1210.5415341,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785173,1,1,1,05,1,1765.2765533,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785173,1,2,1,05,1,1765.2765533,05,2018,12,201812,50,,2,3,2,2,2,2,2,,,,,,,,1
4785173,1,3,1,05,1,1765.2765533,05,2018,12,201812,50,,3,3,2,2,2,2,2,,,,,,,,1
4785174,1,1,1,05,1,1279.3998677,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785175,1,1,1,08,1,716.49404067,08,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785176,1,1,1,08,1,927.73902717,08,2018,12,201812,50,,1,4,2,2,2,2,1,9,,,,,,2,1
4785177,1,1,1,08,1,626.24752584,08,2018,12,201812,50,,1,6,2,1,,,,,,,,,,,1
4785178,1,1,1,08,1,927.73902717,08,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785179,1,1,1,08,1,834.83906522,08,2018,12,201812,50,,1,2,1,,,,,,,,,,,,1
4785180,1,1,1,08,1,591.24783423,08,2018,12,201812,50,,1,6,2,2,2,2,1,9,,,,,,2,1
4785180,1,2,1,08,1,591.24783423,08,2018,12,201812,50,,2,4,2,2,2,2,2,,,,,,,,1
4785180,1,3,1,08,1,591.24783423,08,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4785180,1,4,1,08,1,591.24783423,08,2018,12,201812,50,,4,1,,,,,,,,,,,,,1
4785181,1,1,1,11,1,3133.4508181,11,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785181,1,2,1,11,1,3133.4508181,11,2018,12,201812,50,4,2,4,2,2,2,1,,,,,,,1,,1
4785182,1,1,1,11,1,3615.7040019,11,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4785182,1,2,1,11,1,3615.7040019,11,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785183,1,1,1,13,1,642.7509199,13,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785183,1,2,1,13,1,642.7509199,13,2018,12,201812,50,,2,4,2,2,2,2,2,,,,,,,,1
4785183,1,3,1,13,1,642.7509199,13,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785183,1,4,1,13,1,642.7509199,13,2018,12,201812,50,,2,6,2,2,2,2,2,,,,,,,,1
4785184,1,1,1,13,1,695.69097002,13,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785184,1,2,1,13,1,695.69097002,13,2018,12,201812,50,1,2,4,2,2,2,1,,,,,,,1,,1
4785185,1,1,1,13,1,731.81090008,13,2018,12,201812,50,,1,4,1,,,,,,,,,,,,1
4785185,1,2,1,13,1,731.81090008,13,2018,12,201812,50,,2,2,1,,,,,,,,,,,,1
4785185,1,3,1,13,1,731.81090008,13,2018,12,201812,50,,1,3,2,2,2,2,2,,,,,,,,1
4785186,1,1,1,13,1,490.95154052,13,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785186,1,2,1,13,1,490.95154052,13,2018,12,201812,50,,2,4,2,2,2,2,2,,,,,,,,1
4785186,1,3,1,13,1,490.95154052,13,2018,12,201812,50,,2,3,2,2,2,2,2,,,,,,,,1
4785187,1,1,1,13,1,364.93205645,13,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785187,1,2,1,13,1,364.93205645,13,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785187,1,4,1,13,1,364.93205645,13,2018,12,201812,50,,3,4,2,2,2,2,1,12,,,,,,2,1
4785188,1,1,1,13,1,182.95272502,13,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4785188,1,2,1,13,1,182.95272502,13,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4785188,1,3,1,13,1,182.95272502,13,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4785188,1,4,1,13,1,182.95272502,13,2018,12,201812,50,,1,3,2,2,2,2,2,,,,,,,,1
4785188,1,5,1,13,1,182.95272502,13,2018,12,201812,50,,5,3,2,2,2,2,2,,,,,,,,1
4785189,1,1,1,13,1,182.95272502,13,2018,12,201812,50,,3,4,2,2,2,2,2,,,,,,,,1
4785189,1,2,1,13,1,182.95272502,13,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4785189,1,3,1,13,1,182.95272502,13,2018,12,201812,50,,3,4,2,2,2,2,2,,,,,,,,1
4785189,1,4,1,13,1,182.95272502,13,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4785189,1,5,1,13,1,182.95272502,13,2018,12,201812,50,,3,3,2,2,2,2,2,,,,,,,,1
4785190,1,1,1,13,1,431.22293009,13,2018,12,201812,50,2,1,4,2,2,2,1,,,,,,,1,,1
4785190,1,2,1,13,1,431.22293009,13,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
