DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P6290,P6230,P6240,P6250,P6260,P6270,P6280,P6300,P6310,P6320,P6330,P6340,P6350,P6351,RABAND,FT
4780159,1,2,1,05,1,1444.4387264,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780159,1,3,1,05,1,1444.4387264,05,2018,12,201812,50,,3,6,2,2,2,2,2,,,,,,,,1
4780159,1,6,1,05,1,1444.4387264,05,2018,12,201812,50,,6,1,,,,,,,,,,,,,1
4780160,1,1,1,05,1,1279.3998677,05,2018,12,201812,50,,1,4,2,1,,,,,,,,,,,1
4780161,1,1,1,05,1,1120.7284107,05,2018,12,201812,50,,1,6,1,,,,,,,,,,,,1
4780162,1,1,1,05,1,1205.5639784,05,2018,12,201812,50,2,1,4,2,2,2,1,,,,,,,1,,1
4780162,1,2,1,05,1,1205.5639784,05,2018,12,201812,50,,1,3,2,2,2,2,2,,,,,,,,1
4780162,1,3,1,05,1,1205.5639784,05,2018,12,201812,50,,1,5,,,,,,,,,,,,,1
4780162,1,4,1,05,1,1205.5639784,05,2018,12,201812,50,,4,1,,,,,,,,,,,,,1
4780164,1,1,1,05,1,1152.4667158,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4780164,1,2,1,05,1,1152.4667158,05,2018,12,201812,50,,2,4,2,2,2,2,2,,,,,,,,1
4780164,1,3,1,05,1,1152.4667158,05,2018,12,201812,50,3,3,2,2,2,2,1,,,,,,,1,,1
4780165,1,1,1,05,1,934.25493256,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780165,1,2,1,05,1,934.25493256,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780165,1,3,1,05,1,934.25493256,05,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4780166,1,1,1,05,1,1120.7284107,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780167,1,1,1,05,1,890.65100538,05,2018,12,201812,50,,1,4,2,1,,,,,,,,,,,1
4780168,1,1,1,05,1,1445.3860246,05,2018,12,201812,50,,1,4,1,,,,,,,,,,,,1
4780168,1,2,1,05,1,1445.3860246,05,2018,12,201812,50,,2,4,2,2,2,2,1,2,2,,2,,,1,1
4780168,1,3,1,05,1,1445.3860246,05,2018,12,201812,50,,3,3,2,2,2,2,1,12,,,,,,2,1
4780169,1,1,1,05,1,1271.504315,05,2018,12,201812,50,,1,4,2,2,2,2,1,8,2,,2,,,1,1
4780169,1,2,1,05,1,1271.504315,05,2018,12,201812,50,,2,4,2,2,2,2,2,,,,,,,,1
4780170,1,1,1,05,1,2020.1858667,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780171,1,1,1,05,1,2241.4568214,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780172,1,1,1,05,1,2421.0830682,05,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4780173,1,1,1,05,1,1543.3551141,05,2018,12,201812,50,,1,3,2,2,2,2,2,,,,,,,,1
4780173,1,2,1,05,1,1543.3551141,05,2018,12,201812,50,,2,6,2,2,2,2,2,,,,,,,,1
4780174,1,1,1,05,1,631.72325765,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780174,1,2,1,05,1,631.72325765,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780175,1,1,1,05,1,1395.0628437,05,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4780175,1,2,1,05,1,1395.0628437,05,2018,12,201812,50,,2,4,2,2,2,2,2,,,,,,,,1
4780175,1,3,1,05,1,1395.0628437,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4780176,1,1,1,05,1,1210.5415341,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4780177,1,1,1,05,1,1119.4112835,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780177,1,2,1,05,1,1119.4112835,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780177,1,3,1,05,1,1119.4112835,05,2018,12,201812,50,,2,3,2,2,2,2,2,,,,,,,,1
4780178,1,1,1,05,1,1152.3528348,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780179,1,1,1,05,1,1977.3386446,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780179,1,2,1,05,1,1977.3386446,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780180,1,1,1,05,1,1271.504315,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4780180,1,2,1,05,1,1271.504315,05,2018,12,201812,50,,1,5,,,,,,,,,,,,,1
4780181,1,1,1,05,1,1999.8879274,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780182,1,1,1,05,1,934.25493256,05,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4780182,1,2,1,05,1,934.25493256,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780182,1,3,1,05,1,934.25493256,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4780183,1,1,1,05,1,1072.3982333,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4780183,1,2,1,05,1,1072.3982333,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780184,1,1,1,05,1,882.15044567,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780184,1,2,1,05,1,882.15044567,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780184,1,3,1,05,1,882.15044567,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4780185,1,1,1,05,1,2241.4568214,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780186,1,1,1,05,1,999.94396372,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780187,1,1,1,05,1,738.57603306,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780187,1,2,1,05,1,738.57603306,05,2018,12,201812,50,,2,4,2,2,2,2,2,,,,,,,,1
4780187,1,3,1,05,1,738.57603306,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4780187,1,4,1,05,1,738.57603306,05,2018,12,201812,50,,4,1,,,,,,,,,,,,,1
4780188,1,1,1,05,1,1271.504315,05,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4780188,1,2,1,05,1,1271.504315,05,2018,12,201812,50,,2,4,2,2,2,2,2,,,,,,,,1
4780189,1,1,1,05,1,1208.1251867,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780189,1,2,1,05,1,1208.1251867,05,2018,12,201812,50,,2,3,2,2,2,2,2,,,,,,,,1
4780189,1,3,1,05,1,1208.1251867,05,2018,12,201812,50,,3,3,1,,,,,,,,,,,,1
4780190,1,1,1,05,1,845.0949097,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4780190,1,2,1,05,1,845.0949097,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780190,1,3,1,05,1,845.0949097,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4780191,1,1,1,05,1,1781.3020108,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780192,1,1,1,05,1,988.66932231,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780192,1,2,1,05,1,988.66932231,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780193,1,1,1,05,1,1225.9301601,05,2018,12,201812,50,,1,6,2,1,,,,,,,,,,,1
4780193,1,2,1,05,1,1225.9301601,05,2018,12,201812,50,,1,3,2,2,2,2,2,,,,,,,,1
4780194,1,1,1,05,1,1120.7284107,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780195,1,1,1,05,1,1202.0409744,05,2018,12,201812,50,,3,6,2,2,2,2,2,,,,,,,,1
4780195,1,2,1,05,1,1202.0409744,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780195,1,3,1,05,1,1202.0409744,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4780196,1,1,1,05,1,1271.504315,05,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4780196,1,2,1,05,1,1271.504315,05,2018,12,201812,50,,2,4,2,2,2,2,2,,,,,,,,1
4780197,1,1,1,05,1,1210.5415341,05,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4780199,1,1,1,05,1,800.55962929,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780199,1,2,1,05,1,800.55962929,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780199,1,3,1,05,1,800.55962929,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4780199,1,5,1,05,1,800.55962929,05,2018,12,201812,50,2,5,3,2,2,2,1,,,,,,,1,,1
4780199,1,6,1,05,1,800.55962929,05,2018,12,201812,50,,6,1,,,,,,,,,,,,,1
4780199,1,8,1,05,1,800.55962929,05,2018,12,201812,50,2,8,4,2,2,2,1,,,,,,,1,,1
4780201,1,1,1,05,1,545.75822878,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780201,1,2,1,05,1,545.75822878,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780201,1,3,1,05,1,545.75822878,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4780201,2,1,2,05,1,545.75822878,05,2018,12,201812,50,,1,6,2,2,2,2,1,5,2,,2,,,1,1
4780202,1,1,1,05,1,937.66405555,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780202,1,2,1,05,1,937.66405555,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780203,1,1,1,05,1,1472.2433635,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4780204,1,1,1,05,1,1120.7284107,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780205,1,1,1,05,1,1014.2095341,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780205,1,2,1,05,1,1014.2095341,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780206,1,1,1,05,1,997.50116475,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780206,1,2,1,05,1,997.50116475,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780206,1,3,1,05,1,997.50116475,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4780206,1,4,1,05,1,997.50116475,05,2018,12,201812,50,,4,3,2,2,2,2,2,,,,,,,,1
4780207,1,1,1,05,1,1152.3528348,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780208,1,1,1,05,1,1152.3528348,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780209,1,1,1,05,1,1340.1842751,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4780209,1,2,1,05,1,1340.1842751,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780210,1,1,1,05,1,1484.8759671,05,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4780210,1,2,1,05,1,1484.8759671,05,2018,12,201812,50,,2,6,2,2,2,2,2,,,,,,,,1
4780210,1,3,1,05,1,1484.8759671,05,2018,12,201812,50,,3,4,2,2,2,2,2,,,,,,,,1
4780211,1,1,1,05,1,937.66405555,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780211,1,2,1,05,1,937.66405555,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780212,1,1,1,05,1,2262.2151946,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780212,1,2,1,05,1,2262.2151946,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780213,1,1,1,05,1,998.62683651,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780213,1,2,1,05,1,998.62683651,05,2018,12,201812,50,,2,4,2,2,1,,,,,,,,,,1
4780213,1,3,1,05,1,998.62683651,05,2018,12,201812,50,,3,3,2,2,2,2,2,,,,,,,,1
4780214,1,1,1,05,1,812.15335838,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780214,1,2,1,05,1,812.15335838,05,2018,12,201812,50,,2,4,2,2,2,2,1,10,,,,,,2,1
4780214,1,3,1,05,1,812.15335838,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4780214,1,4,1,05,1,812.15335838,05,2018,12,201812,50,,4,1,,,,,,,,,,,,,1
4780214,1,5,1,05,1,812.15335838,05,2018,12,201812,50,,5,3,2,2,2,2,2,,,,,,,,1
4780215,1,1,1,05,1,917.35510781,05,2018,12,201812,50,,4,1,,,,,,,,,,,,,1
4780215,1,2,1,05,1,917.35510781,05,2018,12,201812,50,,4,4,2,2,2,2,2,,,,,,,,1
4780215,1,3,1,05,1,917.35510781,05,2018,12,201812,50,,4,6,2,1,,,,,,,,,,,1
4780215,1,4,1,05,1,917.35510781,05,2018,12,201812,50,,4,3,2,2,2,2,2,,,,,,,,1
4780215,1,5,1,05,1,917.35510781,05,2018,12,201812,50,,4,1,,,,,,,,,,,,,1
4780215,1,6,1,05,1,917.35510781,05,2018,12,201812,50,,4,3,2,2,2,2,2,,,,,,,,1
4780216,1,1,1,05,1,1423.9131861,05,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4780216,1,2,1,05,1,1423.9131861,05,2018,12,201812,50,,2,6,2,2,2,2,2,,,,,,,,1
4780217,1,1,1,05,1,2277.8955308,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780217,1,2,1,05,1,2277.8955308,05,2018,12,201812,50,3,2,4,2,2,2,1,,,,,,,1,,1
4780217,1,3,1,05,1,2277.8955308,05,2018,12,201812,50,1,3,3,2,2,2,1,,,,,,,1,,1
4780218,1,1,1,05,1,902.67860194,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780218,1,2,1,05,1,902.67860194,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780218,1,5,1,05,1,902.67860194,05,2018,12,201812,50,,5,1,,,,,,,,,,,,,1
4780218,1,6,1,05,1,902.67860194,05,2018,12,201812,50,,6,1,,,,,,,,,,,,,1
4780219,1,1,1,05,1,1162.2113567,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4780219,1,2,1,05,1,1162.2113567,05,2018,12,201812,50,,2,4,2,2,2,2,2,,,,,,,,1
4780220,1,1,1,05,1,2041.3961504,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780220,1,2,1,05,1,2041.3961504,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780220,1,3,1,05,1,2041.3961504,05,2018,12,201812,50,2,3,2,2,2,2,1,,,,,,,1,,1
4780221,1,1,1,05,1,1172.622427,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780221,1,2,1,05,1,1172.622427,05,2018,12,201812,50,,2,6,2,2,2,2,2,,,,,,,,1
4780221,1,3,1,05,1,1172.622427,05,2018,12,201812,50,,3,6,2,1,,,,,,,,,,,1
4780221,1,4,1,05,1,1172.622427,05,2018,12,201812,50,2,4,3,2,2,2,1,,,,,,,1,,1
4780221,1,5,1,05,1,1172.622427,05,2018,12,201812,50,,2,3,2,2,2,2,2,,,,,,,,1
4780221,1,6,1,05,1,1172.622427,05,2018,12,201812,50,,6,4,2,2,2,2,2,,,,,,,,1
4780222,1,1,1,05,1,1248.0056606,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780222,1,2,1,05,1,1248.0056606,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780224,1,1,1,05,1,1099.4831732,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780224,1,2,1,05,1,1099.4831732,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780225,1,1,1,05,1,1104.0226574,05,2018,12,201812,50,,1,4,1,,,,,,,,,,,,1
4780225,1,2,1,05,1,1104.0226574,05,2018,12,201812,50,,1,5,,,,,,,,,,,,,1
4780226,1,1,1,05,1,890.65100538,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780227,1,1,1,05,1,631.72325765,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780227,1,2,1,05,1,631.72325765,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780228,1,1,1,05,1,1210.5415341,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4780229,1,1,1,05,1,1205.5639784,05,2018,12,201812,50,1,1,2,2,2,2,1,,,,,,,1,,1
4780229,1,2,1,05,1,1205.5639784,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780229,1,3,1,05,1,1205.5639784,05,2018,12,201812,50,,3,3,2,2,2,2,2,,,,,,,,1
4780229,1,4,1,05,1,1205.5639784,05,2018,12,201812,50,,4,4,2,2,2,2,2,,,,,,,,1
4780230,1,1,1,05,1,1164.9854384,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780230,1,2,1,05,1,1164.9854384,05,2018,12,201812,50,,2,4,2,2,2,2,2,,,,,,,,1
4780230,1,3,1,05,1,1164.9854384,05,2018,12,201812,50,,3,4,2,2,2,2,1,13,,,,,,2,1
4780231,1,1,1,05,1,1100.3622289,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780231,1,2,1,05,1,1100.3622289,05,2018,12,201812,50,3,2,2,2,2,2,1,,,,,,,1,,1
4780231,1,3,1,05,1,1100.3622289,05,2018,12,201812,50,,3,3,2,2,2,2,2,,,,,,,,1
4780232,1,1,1,05,1,1340.1842751,05,2018,12,201812,50,,1,6,2,1,,,,,,,,,,,1
4780232,1,2,1,05,1,1340.1842751,05,2018,12,201812,50,,1,3,2,2,2,2,1,12,,,,,,2,1
4780233,1,1,1,05,1,692.68603861,05,2018,12,201812,50,,1,6,2,2,2,2,2,,,,,,,,1
4780233,1,2,1,05,1,692.68603861,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780233,1,3,1,05,1,692.68603861,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4780234,1,1,1,05,1,621.97861676,05,2018,12,201812,50,1,1,2,2,2,2,1,,,,,,,1,,1
4780234,1,2,1,05,1,621.97861676,05,2018,12,201812,50,,2,4,1,,,,,,,,,,,,1
4780234,1,3,1,05,1,621.97861676,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4780235,1,1,1,05,1,1210.5415341,05,2018,12,201812,50,,1,4,2,2,2,2,2,,,,,,,,1
4780236,1,1,1,05,1,892.29941532,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780236,1,2,1,05,1,892.29941532,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780236,1,3,1,05,1,892.29941532,05,2018,12,201812,50,,3,1,,,,,,,,,,,,,1
4780237,1,1,1,05,1,1152.3528348,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780238,1,1,1,05,1,574.89252056,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780238,1,2,1,05,1,574.89252056,05,2018,12,201812,50,,3,4,2,2,2,2,2,,,,,,,,1
4780238,1,3,1,05,1,574.89252056,05,2018,12,201812,50,,3,4,2,1,,,,,,,,,,,1
4780238,1,4,1,05,1,574.89252056,05,2018,12,201812,50,,4,1,,,,,,,,,,,,,1
4780238,1,5,1,05,1,574.89252056,05,2018,12,201812,50,,5,1,,,,,,,,,,,,,1
4780239,1,1,1,05,1,876.06623329,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
4780239,1,2,1,05,1,876.06623329,05,2018,12,201812,50,,2,1,,,,,,,,,,,,,1
4780239,1,3,1,05,1,876.06623329,05,2018,12,201812,50,,3,3,1,,,,,,,,,,,,1
4780240,1,1,1,05,1,1119.4112835,05,2018,12,201812,50,,1,1,,,,,,,,,,,,,1
