DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,DSI,FEX_C,RAMA4D_D_R4,RAMA2D_D_R4,DPTO,ANO,MES,PERIODO,REGIS,P7250,P7260,P7280,P7310,P7320,P7350,P7360,P9460,P7390,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,RAMA2D_D,DSCY,RAMA4D_D
4732064,2,4,2,20,1,1,103.23214989,9200,92,20,2018,10,201810,70,8,48,1,2,12,4,1,2,1,,,,,,,,1,2,,781300,2,,45,45,92,1,9242
4732070,1,3,1,20,1,1,247.00244735,1104,11,20,2018,10,201810,70,36,48,1,2,36,1,9,2,1,,,,,,,,1,2,,781300,2,,03,03,15,2,1594
4732071,1,3,1,20,1,1,222.29458191,4771,47,20,2018,10,201810,70,12,48,1,2,12,1,4,2,1,,,,,,,,1,2,,781300,2,,45,45,52,1,5233
4732077,1,1,1,23,1,1,101.81016336,8415,84,23,2018,10,201810,70,4,48,1,2,4,1,9,2,1,,,,,,,,1,2,,1000000,2,,39,39,75,1,7512
4732077,1,4,1,23,1,1,101.81016336,,,23,2018,10,201810,70,8,48,1,1,,,,,,,,,,,,,,,,800000,,,45,,,1,
4732080,1,2,1,23,1,1,244.96049084,8412,84,23,2018,10,201810,70,4,48,2,2,52,4,9,2,4,,1,,,,,,,2,,5000000,1,1,15,15,75,1,7512
4732089,1,2,1,23,1,1,116.26049118,0161,01,23,2018,10,201810,70,40,48,1,2,48,1,4,2,1,,,,,,,,1,2,,1000000,2,,11,11,01,2,0140
4732098,1,6,1,23,1,1,86.888542131,8220,82,23,2018,10,201810,70,12,48,1,2,12,1,8,2,1,,,,,,,,1,2,,500000,2,,39,38,74,1,7499
4732114,1,3,1,23,1,1,152.09410765,,,23,2018,10,201810,70,4,48,1,1,,,,,,,,,,,,,,,,1000000,,,02,,,1,
4732117,1,3,1,23,1,1,217.61851054,,,23,2018,10,201810,70,96,48,1,1,,,,,,,,,,,,,,,,781242,,,33,,,2,
4732152,1,2,1,27,1,1,39.840986432,,,27,2018,10,201810,70,64,40,2,1,,,,,,,,,,,,,,,,1800000,,,13,,,2,
4732152,1,4,1,27,1,1,39.840986432,8530,85,27,2018,10,201810,70,72,40,2,2,72,2,9,2,1,,,,,,,,1,2,,1800000,2,,13,13,80,2,8042
4732155,1,1,1,27,1,1,100.67817072,4290,42,27,2018,10,201810,70,4,48,4,2,4,4,3,2,1,,,,,,,,1,2,,789000,2,,95,95,45,1,4521
4732155,1,2,1,27,1,1,100.67817072,9700,97,27,2018,10,201810,70,5,48,3,2,12,3,1,2,1,,,,,,,,1,2,,400000,2,,55,55,95,1,9500
4732156,1,3,1,27,1,1,46.852349571,8413,84,27,2018,10,201810,70,30,48,2,2,30,2,9,2,1,,,,,,,,1,2,,1000000,2,,11,33,75,2,7513
4732157,1,1,1,27,1,1,69.348418147,8513,85,27,2018,10,201810,70,12,48,1,2,204,2,9,2,1,,,,,,,,1,2,,789000,2,,19,58,80,1,8044
4732159,1,1,1,27,1,1,66.419251851,9700,97,27,2018,10,201810,70,5,48,3,2,30,3,1,2,1,,,,,,,,1,2,,350000,2,,54,54,95,1,9500
4732160,1,6,1,27,1,1,118.24081354,9411,94,27,2018,10,201810,70,4,48,1,2,4,4,9,2,1,,,,,,,,1,2,,1200000,2,,21,39,91,1,9111
4732165,1,1,1,27,1,1,52.425066351,4290,42,27,2018,10,201810,70,16,48,5,2,16,5,3,2,1,,,,,,,,1,2,,1000000,2,,95,95,45,2,4522
4732167,1,1,1,27,1,1,67.250089162,4772,47,27,2018,10,201810,70,52,48,1,2,52,1,2,2,1,,,,,,,,1,2,,300000,2,,19,45,52,2,5234
4732174,1,2,1,27,1,1,60.130481692,6920,69,27,2018,10,201810,70,16,48,1,2,16,1,5,2,4,,,,,,,,1,2,,1000000,2,,11,11,74,2,7412
4732182,1,1,1,27,1,1,51.703919056,5611,56,27,2018,10,201810,70,6,48,1,2,6,1,3,2,1,,,,,,,,1,2,,789000,2,,53,53,55,1,5521
4732188,1,1,1,27,1,1,62.610720796,9700,97,27,2018,10,201810,70,5,48,4,2,5,3,1,2,1,,,,,,,,1,2,,200000,2,,54,54,95,1,9500
4732190,1,4,1,27,1,1,56.897887138,8121,81,27,2018,10,201810,70,24,30,4,2,36,4,1,2,1,,,,,,,,1,2,,400000,2,,56,56,74,2,7493
4732190,1,6,1,27,1,1,56.897887138,0000,00,27,2018,10,201810,70,12,63,4,2,24,4,1,2,1,,,,,,,,1,2,,600000,2,,95,95,45,1,4521
4732191,1,3,1,27,1,1,41.082349803,,,27,2018,10,201810,70,20,48,3,1,,,,,,,,,,,,,,,,200000,,,54,,,2,
4732208,1,3,1,41,1,1,167.44568756,4724,47,41,2018,10,201810,70,12,50,5,2,59,1,7,2,8,,,,,,,,1,2,,1000000,2,,51,37,52,1,5219
4732210,1,2,1,41,1,1,147.79243575,5611,56,41,2018,10,201810,70,8,52,1,2,9,1,4,2,1,,,,,,,,1,1,200000,600000,2,,53,53,55,1,5521
4732211,1,1,1,41,1,1,146.04532184,3821,38,41,2018,10,201810,70,12,48,1,2,12,1,9,2,1,,,,,,,,1,2,,781000,2,,90,90,51,1,5155
4732222,1,2,1,41,1,1,148.04211487,8530,85,41,2018,10,201810,70,7,48,1,2,7,4,1,2,1,,,,,,,,1,2,,1400000,2,,13,13,80,1,8042
4732238,1,1,1,41,1,1,267.85497352,5224,52,41,2018,10,201810,70,12,48,1,2,4,4,1,2,1,,,,,,,,1,1,70000,781242,2,,77,97,63,1,6310
4732239,1,3,1,41,1,1,270.87322936,4111,41,41,2018,10,201810,70,3,48,4,2,3,4,1,2,1,,,,,,,,1,2,,781252,2,,95,95,45,1,4521
4732245,1,3,1,41,1,1,159.74439627,8412,84,41,2018,10,201810,70,4,48,1,2,4,4,9,2,1,,,,,,,,1,2,,1500000,2,,21,39,75,1,7512
4732245,1,4,1,41,1,1,159.74439627,4520,45,41,2018,10,201810,70,4,48,1,2,4,4,1,2,2,,,,,,,,1,1,1200000,1200000,2,,97,84,50,1,5020
4732247,1,4,1,41,1,1,265.54731008,4111,41,41,2018,10,201810,70,50,48,1,2,4,1,2,2,2,,,,,,,,1,1,200000,781242,2,,95,95,45,2,4521
4732253,1,2,1,44,1,1,31.277829811,,,44,2018,10,201810,70,4,40,4,1,,,,,,,,,,,,,,,,869453,,,45,,,1,
4732261,1,2,1,44,1,1,42.114418934,8412,84,44,2018,10,201810,70,12,48,2,2,103,2,9,2,2,,,,,,,,1,2,,1800000,2,,13,31,75,1,7512
4732261,1,5,1,44,1,1,42.114418934,,,44,2018,10,201810,70,54,48,1,1,,,,,,,,,,,,,,,,1800000,,,02,,,2,
4732262,1,3,1,44,1,1,22.345215435,9602,96,44,2018,10,201810,70,1,40,1,2,99,4,1,2,1,,,,,,,,1,2,,869453,2,,53,57,93,1,9302
4732266,1,2,1,44,1,1,22.345215435,6492,64,44,2018,10,201810,70,44,48,4,2,44,1,5,1,1,,,,,,,,1,2,,4000000,1,2,11,21,65,2,6593
4732282,1,3,1,44,1,1,22.345215435,4290,42,44,2018,10,201810,70,52,48,1,2,24,1,4,2,2,,,,,,,,1,2,,1500000,2,,02,02,45,2,4530
4732285,1,1,1,44,1,1,40.612439164,8621,86,44,2018,10,201810,70,52,40,1,2,104,4,9,2,1,,,,,,,,1,2,,2000000,2,,07,07,85,2,8512
4732287,1,3,1,44,1,1,22.345215435,,,44,2018,10,201810,70,32,48,5,1,,,,,,,,,,,,,,,,98,,,21,,,2,
4732293,1,2,1,44,1,1,56.556627226,4661,46,44,2018,10,201810,70,20,40,1,2,16,1,9,2,2,,,,,,,,1,2,,1200000,2,,58,58,51,2,5151
4732294,1,2,1,44,1,1,48.816859443,5619,56,44,2018,10,201810,70,52,48,1,2,52,1,3,2,1,,,,,,,,1,2,,890000,2,,39,53,55,2,5529
4732295,1,2,1,44,1,1,54.275301334,8530,85,44,2018,10,201810,70,4,40,4,2,99,4,9,2,2,,,,,,,,1,2,,1000000,2,,41,13,80,1,8041
4732296,1,2,1,44,1,1,49.573737701,4111,41,44,2018,10,201810,70,4,40,4,2,4,4,1,2,1,,,,,,,,1,1,800000,781242,2,,95,95,45,1,4521
4732299,1,1,1,44,1,1,52.536552748,4711,47,44,2018,10,201810,70,6,48,1,2,6,4,2,2,3,,,,,,,,1,1,1300000,781243,2,,99,45,52,1,5211
4732303,1,3,1,44,1,1,50.193125291,4723,47,44,2018,10,201810,70,52,40,1,2,52,4,9,2,1,,,,,,,,1,2,,869453,2,,03,41,52,2,5223
4732305,1,1,1,44,1,1,55.761569294,4921,49,44,2018,10,201810,70,8,48,4,2,8,4,1,2,1,,,,,,,,1,2,,98,2,,98,98,60,1,6031
4732307,1,1,1,44,1,1,73.196413878,7911,79,44,2018,10,201810,70,5,40,4,2,5,4,1,2,1,,,,,,,,1,1,1400000,1500000,2,,59,59,63,1,6340
4732308,1,3,1,44,1,1,42.551265475,8530,85,44,2018,10,201810,70,192,48,1,2,156,4,9,2,1,,,,,,,,1,2,,781243,2,,11,39,80,2,8042
4732309,1,1,1,44,1,1,34.458304222,4921,49,44,2018,10,201810,70,8,48,4,2,52,4,1,2,1,,,,,,,,1,2,,98,2,,98,98,60,1,6021
4732309,1,3,1,44,1,1,34.458304222,8511,85,44,2018,10,201810,70,4,48,1,2,156,4,9,2,1,,,,,,,,1,2,,98,2,,08,08,85,1,8532
4732310,1,1,1,44,1,1,49.42964011,4921,49,44,2018,10,201810,70,104,48,1,2,104,1,4,2,2,,,,,,,,1,2,,1500000,2,,39,39,60,2,6031
4732311,1,2,1,44,1,1,65.263411157,4921,49,44,2018,10,201810,70,2,48,4,2,2,4,1,2,3,,,,,,,,1,1,200000,500000,2,,95,98,60,1,6031
4732312,1,2,1,44,1,1,52.69082104,,,44,2018,10,201810,70,36,30,1,1,,,,,,,,,,,,,,,,781243,,,13,,,2,
4732313,1,4,1,44,1,1,22.345215435,8621,86,44,2018,10,201810,70,52,48,1,2,52,1,9,2,1,,,,,,,,1,2,,900000,2,,08,08,85,2,8512
4732315,1,5,1,44,1,1,61.705463141,4111,41,44,2018,10,201810,70,2,40,4,2,4,4,2,2,8,,,,,,,,1,2,,500000,2,,95,95,45,1,4521
4732316,1,2,1,44,1,1,44.372045012,9700,97,44,2018,10,201810,70,4,48,3,2,54,3,1,2,1,,,,,,,,1,2,,300000,2,,54,54,95,1,9500
4732318,1,2,1,44,1,1,40.766707456,8610,86,44,2018,10,201810,70,12,48,1,2,364,4,9,2,1,,,,,,,,1,2,,781243,2,,53,33,85,1,8511
4732336,1,3,1,47,1,1,279.78745388,9602,96,47,2018,10,201810,70,12,48,1,2,12,1,2,2,2,,,,,,,,1,2,,800000,2,,37,57,93,1,9302
4732341,1,3,1,47,1,1,187.877495,3240,32,47,2018,10,201810,70,208,48,1,2,312,1,9,2,1,,,,,,,,1,2,,781242,2,,39,45,36,2,3694
4732359,1,2,1,47,1,1,353.43166416,9700,97,47,2018,10,201810,70,12,48,1,2,160,3,1,2,1,,,,,,,,1,2,,781300,2,,55,54,95,1,9500
4732362,1,4,1,47,1,1,176.41670774,8412,84,47,2018,10,201810,70,7,48,2,2,7,4,9,2,4,,,,,,,,1,2,,1800000,2,,39,39,75,1,7512
4732370,1,4,1,47,1,1,139.86999284,4111,41,47,2018,10,201810,70,24,48,1,2,24,1,6,2,2,,,,,,,,1,2,,900000,2,,39,39,52,2,5231
4732389,1,7,1,50,1,1,201.15499054,5611,56,50,2018,10,201810,70,2,48,1,2,12,1,5,2,4,,,,,,,,1,2,,900000,2,,45,51,15,1,1551
