DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,INI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7430,P7440,P7450,P7452,P7454,P7456,P7458,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921
4731610,1,3,1,05,1,1,1827.9175506,05,2018,10,201810,80,2,,,,1,2,2,2,,2,,2,,781242,2
4731610,1,4,1,05,1,1,1827.9175506,05,2018,10,201810,80,1,2,2,2,,,2,2,,2,,,,,2
4731611,1,2,1,05,1,1,1553.4948008,05,2018,10,201810,80,1,4,8,1,,3,5,1,,2,,,,,2
4731614,1,1,1,05,1,1,1168.3893433,05,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731616,1,2,1,05,1,1,1689.8033119,05,2018,10,201810,80,1,2,8,2,,,2,1,,2,,,,,2
4731616,1,3,1,05,1,1,1689.8033119,05,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731617,1,3,1,05,1,1,1465.4406245,05,2018,10,201810,80,2,,,,2,,,2,,2,,1,48,781242,2
4731618,1,1,1,05,1,1,1327.6148868,05,2018,10,201810,80,1,4,5,2,,,10,3,,2,,,,,3
4731618,1,3,1,05,1,1,1327.6148868,05,2018,10,201810,80,1,4,3,2,,,9,2,,2,,,,,2
4731619,1,2,1,05,1,1,1275.2336315,05,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731619,1,3,1,05,1,1,1275.2336315,05,2018,10,201810,80,1,3,6,2,,,6,1,4,2,,,,,1
4731620,1,2,1,05,1,1,816.50277348,05,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731624,1,1,1,05,1,1,1327.3181252,05,2018,10,201810,80,1,4,5,1,,1,8,3,,2,,1,48,781242,3
4731626,1,2,1,05,1,1,1023.456796,05,2018,10,201810,80,1,4,3,1,,4,5,1,,2,,1,48,781200,2
4731627,1,4,1,05,1,1,1189.0508411,05,2018,10,201810,80,1,1,2,2,,,2,2,,2,,,,,2
4731628,1,2,1,05,1,1,1506.6494803,05,2018,10,201810,80,1,1,9,2,,,9,1,,2,,,,,2
4731629,1,1,1,05,1,1,1291.9444197,05,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731630,1,3,1,05,1,1,1593.9146431,05,2018,10,201810,80,1,2,8,2,,,2,2,,2,,2,,781242,2
